Gene	CUI	Phenotype	Source Databases	
ACKR3	C0235290	Taste bitter	DisGeNet	
ADRA1A	C0235290	Taste bitter	DisGeNet	
ADRA2B	C0235290	Taste bitter	DisGeNet	
CXCR6	C0235290	Taste bitter	DisGeNet	
CYSLTR2	C0235290	Taste bitter	DisGeNet	
EDNRA	C0235290	Taste bitter	DisGeNet	
GPRC6A	C0235290	Taste bitter	DisGeNet	
LPAR2	C0235290	Taste bitter	DisGeNet	
LPAR3	C0235290	Taste bitter	DisGeNet	
OXER1	C0235290	Taste bitter	DisGeNet	
SSTR4	C0235290	Taste bitter	DisGeNet	
TAS2R16	C0235290	Taste bitter	DisGeNet	
TAS2R38	C0235290	Taste bitter	DisGeNet	
ACKR3	C0036337	Schizoaffective Disorder	DisGeNet	
ADRA1A	C0036337	Schizoaffective Disorder	DisGeNet	
ADRA2B	C0036337	Schizoaffective Disorder	DisGeNet	
CXCR6	C0036337	Schizoaffective Disorder	DisGeNet	
CYSLTR2	C0036337	Schizoaffective Disorder	DisGeNet	
DRD2	C0036337	Schizoaffective Disorder	DisGeNet	
EDNRA	C0036337	Schizoaffective Disorder	DisGeNet	
GRM4	C0036337	Schizoaffective Disorder	DisGeNet	
HTR1B	C0036337	Schizoaffective Disorder	DisGeNet	
HTR2A	C0036337	Schizoaffective Disorder	DisGeNet	
LPAR2	C0036337	Schizoaffective Disorder	DisGeNet	
NPY	C0036337	Schizoaffective Disorder	DisGeNet	
SST	C0036337	Schizoaffective Disorder	DisGeNet	
SSTR4	C0036337	Schizoaffective Disorder	DisGeNet	
ACKR3	C0032000	Pituitary adenoma	DisGeNet	
CASR	C0032000	Pituitary adenoma	DisGeNet	
CXCL12	C0032000	Pituitary adenoma	DisGeNet	
CXCL8	C0032000	Pituitary adenoma	DisGeNet	
CXCR4	C0032000	Pituitary adenoma	DisGeNet	
DRD2	C0032000	Pituitary adenoma	DisGeNet	
GAL	C0032000	Pituitary adenoma	DisGeNet	
GHRL	C0032000	Pituitary adenoma	DisGeNet	
GHSR	C0032000	Pituitary adenoma	DisGeNet	
GNRH1	C0032000	Pituitary adenoma	DisGeNet	
GNRHR	C0032000	Pituitary adenoma	DisGeNet	
KISS1	C0032000	Pituitary adenoma	DisGeNet	
KISS1R	C0032000	Pituitary adenoma	DisGeNet	
NPY	C0032000	Pituitary adenoma	DisGeNet	
NTS	C0032000	Pituitary adenoma	DisGeNet	
NTSR2	C0032000	Pituitary adenoma	DisGeNet	
POMC	C0032000	Pituitary adenoma	DisGeNet	
PRKCA	C0032000	Pituitary adenoma	DisGeNet	
SST	C0032000	Pituitary adenoma	DisGeNet	
SSTR1	C0032000	Pituitary adenoma	DisGeNet	
SSTR2	C0032000	Pituitary adenoma	DisGeNet	
SSTR3	C0032000	Pituitary adenoma	DisGeNet	
SSTR5	C0032000	Pituitary adenoma	DisGeNet	
TRH	C0032000	Pituitary adenoma	DisGeNet	
TRHR	C0032000	Pituitary adenoma	DisGeNet	
ADRA2C	C0004936	Mental disorders	DisGeNet	
ANKK1	C0004936	Mental disorders	DisGeNet	
BDKRB1	C0004936	Mental disorders	DisGeNet	
BDKRB2	C0004936	Mental disorders	DisGeNet	
CCK	C0004936	Mental disorders	DisGeNet	
CHRM4	C0004936	Mental disorders	DisGeNet	
CNR1	C0004936	Mental disorders	DisGeNet	
CNR2	C0004936	Mental disorders	DisGeNet	
CORT	C0004936	Mental disorders	DisGeNet	
DRD2	C0004936	Mental disorders	DisGeNet	
F2RL3	C0004936	Mental disorders	DisGeNet	
GABBR1	C0004936	Mental disorders	DisGeNet	
GALR1	C0004936	Mental disorders	DisGeNet	
GALR3	C0004936	Mental disorders	DisGeNet	
GNRHR2	C0004936	Mental disorders	DisGeNet	
GPRC6A	C0004936	Mental disorders	DisGeNet	
GRIA1	C0004936	Mental disorders	DisGeNet	
GRIA2	C0004936	Mental disorders	DisGeNet	
GRM5	C0004936	Mental disorders	DisGeNet	
GRM7	C0004936	Mental disorders	DisGeNet	
GRM8	C0004936	Mental disorders	DisGeNet	
GRP	C0004936	Mental disorders	DisGeNet	
GRPR	C0004936	Mental disorders	DisGeNet	
HCRTR1	C0004936	Mental disorders	DisGeNet	
HTR1A	C0004936	Mental disorders	DisGeNet	
HTR1B	C0004936	Mental disorders	DisGeNet	
HTR2A	C0004936	Mental disorders	DisGeNet	
HTR5A	C0004936	Mental disorders	DisGeNet	
LPAR3	C0004936	Mental disorders	DisGeNet	
MCHR2	C0004936	Mental disorders	DisGeNet	
MTNR1B	C0004936	Mental disorders	DisGeNet	
NPY	C0004936	Mental disorders	DisGeNet	
NTSR1	C0004936	Mental disorders	DisGeNet	
OPRK1	C0004936	Mental disorders	DisGeNet	
OXER1	C0004936	Mental disorders	DisGeNet	
OXT	C0004936	Mental disorders	DisGeNet	
OXTR	C0004936	Mental disorders	DisGeNet	
PDYN	C0004936	Mental disorders	DisGeNet	
POMC	C0004936	Mental disorders	DisGeNet	
PRKCA	C0004936	Mental disorders	DisGeNet	
SSTR5	C0004936	Mental disorders	DisGeNet	
TAC1	C0004936	Mental disorders	DisGeNet	
TACR1	C0004936	Mental disorders	DisGeNet	
TRH	C0004936	Mental disorders	DisGeNet	
