node_name	node_type	
DB01327	drug	
TPMT	drug_target	
SLC22A6	drug_target	
SLC22A11	drug_target	
SLC22A8	drug_target	
PON1	drug_target	
ABCC4	drug_target	
ALB	drug_target	
Epidermolysis bullosa simplex, Cockayne-Touraine type	phenotype	
Palmar hyperkeratosis	phenotype	
Palmoplantar keratoderma, nonepidermolytic, focal	phenotype	
Plantar hyperkeratosis	phenotype	
Autosomal dominant non-syndromic sensorineural deafness type DFNA	phenotype	
Diabetes mellitus type 2	phenotype	
Hyperkeratosis	phenotype	
Hyperlipoproteinemia	phenotype	
Hyperlipidemia, combined, 1	phenotype	
Kidney Diseases	phenotype	
Myofibrillar myopathy, BAG3-related	phenotype	
Epidermal thickening	phenotype	
Abnormality of the plantar skin of foot	phenotype	
Thickened skin	phenotype	
Hyperlipidemia, familial combined	phenotype	
Hypertriglyceridemia result	phenotype	
Vascular Diseases	phenotype	
 Cerebrovascular disease, occlusive (3)	phenotype	
Hyperhidrosis	phenotype	
Abnormal blistering of the skin	phenotype	
Abnormality of the skin	phenotype	
Abnormality of cardiovascular system electrophysiology	phenotype	
Carotid Atherosclerosis	phenotype	
Ichthyosis, congenital, autosomal recessive 12	phenotype	
Familial type 3 hyperlipoproteinemia	phenotype	
Abnormality of metabolism/homeostasis	phenotype	
Cholecystolithiasis	phenotype	
Diabetic Angiopathies	phenotype	
Coronary heart disease 7	phenotype	
Acute myocardial ischemia	phenotype	
Age-related macular degeneration 2	phenotype	
Mesangiocapillary glomerulonephritis, type II	phenotype	
Kidney Failure, Chronic	phenotype	
Abnormality of the immune system	phenotype	
Abnormality of blood and blood-forming tissues	phenotype	
Restenosis	phenotype	
Alzheimer Disease	phenotype	
Abnormality of skin morphology	phenotype	
Abnormality of circulating protein level	phenotype	
Myocardial Infarction	phenotype	
Plaque, Atherosclerotic	phenotype	
Hyperuricemia, pulmonary hypertension, renal failure, and alkalosis	phenotype	
Familial hypercholesterolemia	phenotype	
Mild cognitive impairment	phenotype	
Neoplasm of the liver	phenotype	
Abnormality of immune system physiology	phenotype	
Stage 5 chronic kidney disease	phenotype	
Chronic kidney disease	phenotype	
Drug Eruptions	phenotype	
Skin Diseases, Genetic	phenotype	
