Gene	CUI	Phenotype	Source Databases	
ATP6V1B2	C0017661	IgA nephropathy, susceptibility to, 3	DisGeNet	
GAPDH	C0017661	IgA nephropathy, susceptibility to, 3	DisGeNet	
ATP6V1B2	C0029408	Osteoarthritis	DisGeNet	
GAPDH	C0029408	Osteoarthritis	DisGeNet	
GAPDH	C0340100	High altitude pulmonary edema	DisGeNet	
ATP6V1B2	C1839797	Deep philtrum	HumPhenOnt	
GAPDH	C0014121	Bacterial endocarditis	DisGeNet	
GAPDH	C0751122	Severe myoclonic epilepsy in infancy	DisGeNet	
GAPDH	C0333693	Triploidy syndrome	DisGeNet	
GAPDH	C0276623	Chronic viral hepatitis	DisGeNet	
GAPDH	C0032969	Pregnancy in Diabetics	DisGeNet	
GAPDH	C1857451	Acth-Independent Macronodular Adrenal Hyperplasia	DisGeNet	
GAPDH	C0162739	HELLP Syndrome	DisGeNet	
GAPDH	C1306214	Pituitary corticotropic cell adenoma	DisGeNet	
ATP6V1B2	C0265998	Anonychia	HumPhenOnt	
GAPDH	C1384583	Congenital absence of germinal epithelium of testes	DisGeNet	
GAPDH	C0086942	Rous Sarcoma	DisGeNet	
GAPDH	C0206718	Ganglioneuroblastoma	DisGeNet	
ATP6V1B2	C0241397	Triphalangeal thumb	HumPhenOnt	
GAPDH	C0086445	Idiopathic Membranous Glomerulonephritis	DisGeNet	
GAPDH	C0019187	Hepatitis, Alcoholic	DisGeNet	
GAPDH	C0011226	Hepatitis D Infection	DisGeNet	
GAPDH	C0017075	Ganglioneuroma	DisGeNet	
GAPDH	C0027540	Necrosis	DisGeNet	
GAPDH	C1446409	Hormone receptor positive tumor	DisGeNet	
GAPDH	C0025303	Meningococcal Infections	DisGeNet	
ATP6V1B2	C0431447	Synophrys	HumPhenOnt	
ATP6V1B2	C1834055	Underdeveloped nasal alae	HumPhenOnt	
ATP6V1B2	C1853487	Thick eyebrow	HumPhenOnt	
ATP6V1B2	C1858120	Generalized hypotonia	HumPhenOnt	
GAPDH	C0036323	Hepatosplenic schistosomiasis	DisGeNet	
GAPDH	C0730345	Microalbuminuria	DisGeNet	
ATP6V1B2	C1851400	Facial hypertrichosis	HumPhenOnt	
ATP6V1B2	C4025839	Abnormality of the frontal hairline	HumPhenOnt	
GAPDH	C0349788	Arrhythmogenic right ventricular cardiomyopathy, type 11	DisGeNet	
GAPDH	C0042721	Viral hepatitis	DisGeNet	
GAPDH	C0349782	Ischemic cardiomyopathy	DisGeNet	
GAPDH	C0342257	Complications of Diabetes Mellitus	DisGeNet	
ATP6V1B2	C0376480	Gingival overgrowth	HumPhenOnt	
GAPDH	C0494463	Alzheimer Disease, Late Onset	DisGeNet	
GAPDH	C0026936	Mycoplasma Infections	DisGeNet	
ATP6V1B2	C0263523	Small nail	HumPhenOnt	
GAPDH	C0205698	Undifferentiated carcinoma	DisGeNet	
GAPDH	C0206667	Adrenocortical adenoma	DisGeNet	
ATP6V1B2	C0221260	Nail dystrophy	HumPhenOnt	
GAPDH	C0339143	Thyroid associated opthalmopathies	DisGeNet	
ATP6V1B2	C0024421	Macroglossia	HumPhenOnt	
