node1	node2	edge_score	
DB00548	TYR	1.0	
DB00548	AKR1D1	1.0	
DB00548	SRD5A2	1.0	
TYR		1
AKR1D1		1
SRD5A2		1
Autosomal recessive inheritance	AKR1D1	1.0	
Autosomal recessive inheritance	SRD5A2	1.0	
Autosomal recessive inheritance	TYR	1.0	
Abnormality of the integument	AKR1D1	1.0	
Abnormality of the integument	SRD5A2	1.0	
Abnormality of the integument	TYR	1.0	
2,4-Dienoyl-CoA reductase deficiency	AKR1D1	1.0	
2,4-Dienoyl-CoA reductase deficiency	SRD5A2	1.0	
Malignant tumor of testis	SRD5A2	1.0	
Malignant tumor of testis	TYR	1.0	
Disorders of Sex Development	SRD5A2	1.0	
Blue irides	TYR	1.0	
Abnormality of the fovea	TYR	1.0	
Seborrheic keratosis	TYR	1.0	
ALBINOIDISM, OCULOCUTANEOUS, AUTOSOMAL DOMINANT	TYR	1.0	
Fowlpox	TYR	1.0	
Homocystinuria due to CBS deficiency	TYR	1.0	
Steatorrhea	AKR1D1	1.0	
Fat malabsorption	AKR1D1	1.0	
Cholestatic liver disease	AKR1D1	1.0	
Aplasia/Hypoplasia of the macula	TYR	1.0	
Aplasia/Hypoplasia of the retina	TYR	1.0	
Generalized hypopigmentation of hair	TYR	1.0	
Sentinel node (disorder)	TYR	1.0	
Generalized hypopigmentation	TYR	1.0	
Buphthalmos	TYR	1.0	
Smallpox	TYR	1.0	
Prostatic Diseases	SRD5A2	1.0	
Skin/hair/eye pigmentation, variation in, 9	TYR	1.0	
Single tumor	TYR	1.0	
Hermansky-Pudlak syndrome	TYR	1.0	
Melanocytic nevus of skin	TYR	1.0	
Virilism	SRD5A2	1.0	
Male pseudohermaphroditism	SRD5A2	1.0	
Scrotal hypoplasia	SRD5A2	1.0	
Prostate cancer, familial	SRD5A2	1.0	
Abnormality of visual evoked potentials	TYR	1.0	
Freckling	TYR	1.0	
Elevated alkaline phosphatase	AKR1D1	1.0	
Penile hypospadias	SRD5A2	1.0	
Abnormality of alkaline phosphatase activity	AKR1D1	1.0	
Hypermelanotic macule	TYR	1.0	
Intrahepatic cholestasis	AKR1D1	1.0	
Menopause present (finding)	SRD5A2	1.0	
Hantavirus infection in conditions classified elsewhere and of unspecified site	TYR	1.0	
Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 4	TYR	1.0	
Iris hypopigmentation	TYR	1.0	
EMG: myopathic abnormalities	AKR1D1	1.0	
EMG: myopathic abnormalities	TYR	1.0	
Astigmatism	TYR	1.0	
Unspecified visual loss	TYR	1.0	
Disorder of endocrine system	TYR	1.0	
Neoplasms, Intracranial	TYR	1.0	
Onset	AKR1D1	1.0	
Onset	TYR	1.0	
Retroviridae Infections	TYR	1.0	
Biliary tract abnormality	AKR1D1	1.0	
Abnormal enzyme/coenzyme activity	AKR1D1	1.0	
Desmoplastic spindle and epithelioid cell melanocytic nevus of skin	TYR	1.0	
Abnormality of the hair	SRD5A2	1.0	
Abnormality of the hair	TYR	1.0	
Abnormality of the vagina	SRD5A2	1.0	
Leukemia, Myeloid, Chronic-Phase	TYR	1.0	
Benign melanocytic nevus	TYR	1.0	
IMMUNE SUPPRESSION	TYR	1.0	
Uveomeningoencephalitic Syndrome	TYR	1.0	
Vestibular dysfunction	TYR	1.0	
Hypopigmentation of hair	TYR	1.0	
Albinism, ocular, with sensorineural deafness	TYR	1.0	
Ambiguous genitalia	SRD5A2	1.0	
Actinic keratosis	TYR	1.0	
Abnormality of the scrotum	SRD5A2	1.0	
Autism 15	SRD5A2	1.0	
Autism 15	TYR	1.0	
Carcinoma, Squamous Cell	TYR	1.0	
Leukodystrophy, hypomyelinating 3	TYR	1.0	
Abnormality of hair pigmentation	TYR	1.0	
Testicular malignant germ cell tumor	SRD5A2	1.0	
Macule	TYR	1.0	
Hemochromatosis	AKR1D1	1.0	
Hyperbilirubinemia	AKR1D1	1.0	
Liver Cirrhosis, Biliary	AKR1D1	1.0	
Liver Cirrhosis, Biliary	SRD5A2	1.0	
Melanoma, B16	TYR	1.0	
Abnormality of skin adnexa morphology	SRD5A2	1.0	
Abnormality of skin adnexa morphology	TYR	1.0	
Gynecomastia	SRD5A2	1.0	
Prader-Willi syndrome	TYR	1.0	
Delayed menarche	SRD5A2	1.0	
Abnormal iris pigmentation	TYR	1.0	
Abnormality of coagulation	AKR1D1	1.0	
Abnormality of the small intestine	AKR1D1	1.0	
Irregular hyperpigmentation	TYR	1.0	
Hyperopia	TYR	1.0	
Elevated hepatic transaminases	AKR1D1	1.0	
Tourette Syndrome	TYR	1.0	
Abnormality of the macula	TYR	1.0	
Schwannoma	TYR	1.0	
Basal cell carcinoma	TYR	1.0	
Reduced visual acuity	TYR	1.0	
Jaundice	AKR1D1	1.0	
