Gene	CUI	Phenotype	Source Databases	
DDC	C0001418	 Adenocarcinoma, ovarian, somatic, 167000 (3)	DisGeNet	
DDC	C0002793	Anaplasia	DisGeNet	
DDC	C0003469	Anxiety Disorders	DisGeNet	
DDC	C0003944	As If Personality	DisGeNet	
DDC	C0004352	Autism 15	DisGeNet	
DDC	C0004936	Mental disorders	DisGeNet	
DDC	C0005586	Bipolar affective disorder	DisGeNet	
DDC	C0005745	Ptosis, hereditary congenital 1	HumPhenOnt	
DDC	C0005826	Abnormal systemic blood pressure	HumPhenOnt	
DDC	C0006012	Borderline Personality Disorder	DisGeNet	
DDC	C0006111	Brain Diseases	DisGeNet	
DDC	C0007095	Carcinoid tumor	DisGeNet	
DDC	C0007137	Squamous cell carcinoma	DisGeNet	
DDC	C0008313	Cholangitis, Sclerosing	DisGeNet	
DDC	C0008489	Chorea, childhood-onset, with psychomotor retardation	HumPhenOnt	
DDC	C0009806	Constipation	HumPhenOnt	
DDC	C0011991	Diarrhea 8, secretory sodium, congenital	HumPhenOnt	
DDC	C0013386	Dyskinesia, Drug-Induced	DisGeNet	
DDC	C0013421	Dystonia 2, torsion, autosomal recessive	HumPhenOnt	
DDC	C0015393	Abnormality of the eye	HumPhenOnt	
DDC	C0017168	Gastroesophageal reflux	HumPhenOnt	
DDC	C0019187	Hepatitis, Alcoholic	DisGeNet	
DDC	C0020458	Hyperhidrosis	HumPhenOnt	
DDC	C0020541	Portal hypertension, noncirrhotic	DisGeNet	
DDC	C0020620	Hypohidrosis	HumPhenOnt	
DDC	C0020649	Hypotension	HumPhenOnt	
DDC	C0020672	Hypothermia	HumPhenOnt	
DDC	C0022107	Irritability	HumPhenOnt	
DDC	C0022661	Kidney Failure, Chronic	DisGeNet	
DDC	C0023452	Leukemia, Lymphocytic, Acute, L1	DisGeNet	
DDC	C0023890	Liver Cirrhosis, Biliary	DisGeNet	
DDC	C0023895	Liver Diseases	DisGeNet	
DDC	C0024530	Malaria	DisGeNet	
DDC	C0024623	{Gastric cancer risk after H. pylori infection}, 137215 (3)	DisGeNet	
DDC	C0026650	Abnormality of movement	HumPhenOnt	
DDC	C0026826	Hypertonia	HumPhenOnt	
DDC	C0026827	Hypotonia, infantile, with psychomotor retardation	HumPhenOnt	
DDC	C0027066	Myoclonus, intractable, neonatal	HumPhenOnt	
DDC	C0027627	Secondary hypertriglyceridemia	DisGeNet	
DDC	C0027726	Nephrotic syndrome, type 5, with or without ocular abnormalities	DisGeNet	
DDC	C0027746	Neurodegeneration with brain iron accumulation	DisGeNet	
DDC	C0028043	Nicotine Dependence	DisGeNet	
DDC	C0030567	Parkinson Disease	DisGeNet	
DDC	C0031511	Pheochromocytoma	DisGeNet	
DDC	C0033578	Prostatic Neoplasms	DisGeNet	
DDC	C0033975	Psychotic Disorders	DisGeNet	
DDC	C0034935	Babinski sign	HumPhenOnt	
DDC	C0036341	Schizophrenia	DisGeNet	
DDC	C0036349	Paranoid Schizophrenia	DisGeNet	
DDC	C0037317	Sleep disturbance	HumPhenOnt	
DDC	C0040336	Tobacco Use Disorder	DisGeNet	
DDC	C0040411	Neoplasm of the tongue	DisGeNet	
DDC	C0043094	Increased body weight	DisGeNet	
DDC	C0085583	Choreoathetosis	HumPhenOnt	
DDC	C0085633	Emotional lability	DisGeNet,HumPhenOnt	
DDC	C0149925	Small cell lung cancer	DisGeNet	
DDC	C0149931	Migraine Disorders	DisGeNet	
DDC	C0151583	Abnormal CSF metabolite level	HumPhenOnt	
DDC	C0151889	Hyperreflexia	HumPhenOnt	
DDC	C0154723	Migraine with aura	DisGeNet	
DDC	C0154936	Abnormal pupillary morphology	HumPhenOnt	
DDC	C0175693	Russell-Silver syndrome	DisGeNet	
DDC	C0206132	Onset	HumPhenOnt	
DDC	C0232466	Feeding difficulties	HumPhenOnt	
DDC	C0233514	Behavioral abnormality	HumPhenOnt	
DDC	C0234132	Abnormal pyramidal signs	HumPhenOnt	
DDC	C0239337	Abnormality of limbs	HumPhenOnt	
DDC	C0242422	Parkinsonism	DisGeNet	
DDC	C0242596	Neoplasm, Residual	DisGeNet	
DDC	C0243050	Abnormality of cardiovascular system electrophysiology	HumPhenOnt	
DDC	C0266015	Abnormality of the digestive system	HumPhenOnt	
DDC	C0266126	Abnormality of esophagus morphology	HumPhenOnt	
DDC	C0338480	Common Migraine	DisGeNet	
DDC	C0376358	Malignant tumor of prostate	DisGeNet	
DDC	C0427086	Involuntary movements	HumPhenOnt	
DDC	C0441748	Autosomal recessive inheritance	HumPhenOnt	
DDC	C0497552	Abnormality of the nervous system	HumPhenOnt	
DDC	C0525045	Mood Disorders	DisGeNet	
DDC	C0557874	Global developmental delay, absent or hypoplastic corpus callosum, and dysmorphic facies	HumPhenOnt	
DDC	C0566602	Primary sclerosing cholangitis	DisGeNet	
DDC	C0600139	Prostate carcinoma	DisGeNet	
DDC	C0677886	Ovarian epithelial cancer	DisGeNet	
DDC	C0679378	Neurodevelopmental abnormality	HumPhenOnt	
DDC	C0699791	Stomach cancer	DisGeNet	
DDC	C0700095	Neuroblastoma	DisGeNet	
DDC	C0740651	Abdominal symptom	HumPhenOnt	
DDC	C0852413	Abnormal muscle tone	HumPhenOnt	
DDC	C0854297	Abnormality of head or neck	HumPhenOnt	
DDC	C1135161	Disseminated neuroblastoma	DisGeNet	
DDC	C1140680	BREAST-OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 4	DisGeNet	
DDC	C1168401	Squamous cell carcinoma of the head and neck	DisGeNet	
DDC	C1263846	Attention deficit hyperactivity disorder	DisGeNet	
DDC	C1319315	Adenocarcinoma of the large intestine	DisGeNet	
DDC	C1443059	Abnormal emotion/affect behavior	HumPhenOnt	
DDC	C1832160	Abnormality of temperature regulation	HumPhenOnt	
DDC	C1839042	Upper motor neuron dysfunction	HumPhenOnt	
DDC	C1848924	Infantile-onset ascending hereditary spastic paralysis	HumPhenOnt	
DDC	C1853743	Muscular hypotonia of the trunk	HumPhenOnt	
DDC	C1970943	MAJOR AFFECTIVE DISORDER 4	DisGeNet	
DDC	C1970944	MAJOR AFFECTIVE DISORDER 5	DisGeNet	
DDC	C1970945	MAJOR AFFECTIVE DISORDER 6	DisGeNet	
DDC	C2239176	Hepatocellular carcinoma	DisGeNet	
DDC	C2674608	Feeding difficulties in infancy	HumPhenOnt	
DDC	C2700438	Major affective disorder 7	DisGeNet	
DDC	C2700439	MAJOR AFFECTIVE DISORDER 8	DisGeNet	
DDC	C2700440	MAJOR AFFECTIVE DISORDER 9	DisGeNet	
DDC	C2911647	Weight Gain Adverse Event	DisGeNet	
DDC	C4021073	Morphological abnormality of the gastrointestinal tract	HumPhenOnt	
DDC	C4021745	Abnormality of the musculature	HumPhenOnt	
DDC	C4021765	Morphological abnormality of the central nervous system	HumPhenOnt	
DDC	C4021768	Abnormality of metabolism/homeostasis	HumPhenOnt	
DDC	C4021812	Abnormality of the head	HumPhenOnt	
DDC	C4022738	Neurodevelopmental delay	HumPhenOnt	
DDC	C4022755	Functional abnormality of the gastrointestinal tract	HumPhenOnt	
DDC	C4022810	Abnormality of nervous system morphology	HumPhenOnt	
DDC	C4022811	Abnormality of nervous system physiology	HumPhenOnt	
DDC	C4022923	Abnormality of the globe	HumPhenOnt	
DDC	C4022924	Abnormal eye physiology	HumPhenOnt	
DDC	C4022925	Abnormal eye morphology	HumPhenOnt	
DDC	C4023182	Abnormality of muscle physiology	HumPhenOnt	
DDC	C4023354	Abnormality of central motor function	HumPhenOnt	
DDC	C4023518	Abnormality of skin adnexa morphology	HumPhenOnt	
DDC	C4023587	Abnormality of cardiovascular system physiology	HumPhenOnt	
DDC	C4023588	Abnormality of the gastrointestinal tract	HumPhenOnt	
DDC	C4024582	Abnormality of the musculature of the limbs	HumPhenOnt	
DDC	C4025355	Abnormality of the anterior segment of the globe	HumPhenOnt	
DDC	C4025699	Abnormality of the stomach	HumPhenOnt	
DDC	C4025761	Abnormality of the integument	HumPhenOnt	
DDC	C4025842	Abnormality of the uvea	HumPhenOnt	
DDC	C4025845	Abnormality of the iris	HumPhenOnt	
DDC	C4025871	Abnormality of the face	HumPhenOnt	
DDC	C4293691	Abnormality of digestive system morphology	HumPhenOnt	
DDC	C4293692	Abnormality of digestive system physiology	HumPhenOnt	
