node_name	node_type	
DB00714	drug	
HTR2A	drug_target	
ADRA2B	drug_target	
HTR2C	drug_target	
DRD2	drug_target	
HTR1B	drug_target	
CALY	drug_target	
DRD4	drug_target	
ADRA2A	drug_target	
DRD1	drug_target	
HTR1A	drug_target	
DRD5	drug_target	
ADRA2C	drug_target	
HTR2B	drug_target	
DRD3	drug_target	
HTR1D	drug_target	
CYP1A2	drug_target	
Schizoaffective Disorder	phenotype	
Mental disorders	phenotype	
Pituitary adenoma	phenotype	
Impotence	phenotype	
Inflammation	phenotype	
Ischemia	phenotype	
Status epilepticus	phenotype	
Obesity, severe, 601665 (3)	phenotype	
Liver Diseases	phenotype	
Insulinoma	phenotype	
Cocaine-Related Disorders	phenotype	
Immediate hypersensitivity	phenotype	
Depressive Disorder	phenotype	
Drug Dependence	phenotype	
Psychoses, Substance-Induced	phenotype	
Pulmonary Disease, Chronic Obstructive	phenotype	
Hereditary pancreatitis	phenotype	
Alzheimer Disease	phenotype	
Weight Gain Adverse Event	phenotype	
Abnormality of the pituitary gland	phenotype	
Alcohol abuse	phenotype	
Sleep Wake Disorders	phenotype	
Bipolar affective disorder	phenotype	
Myocardial Reperfusion Injury	phenotype	
Pain	phenotype	
Septicemia	phenotype	
Inflammatory pain	phenotype	
Cocaine Dependence	phenotype	
Prostatic Neoplasms	phenotype	
Anorexia	phenotype	
Hyperglycemia	phenotype	
Hypogonadotropic hypogonadism 7 with or without anosmia	phenotype	
Pituitary corticotropic cell adenoma	phenotype	
Eczema	phenotype	
Diabetes Mellitus, Type 1	phenotype	
Substance-Related Disorders	phenotype	
Asthma	phenotype	
Respiratory Syncytial Virus Infections	phenotype	
Secondary hypertriglyceridemia	phenotype	
Attention deficit hyperactivity disorder	phenotype	
Adenomas, multiple colorectal, 608456 (3)	phenotype	
Substance Use Disorders	phenotype	
Neoplasm of the adrenal gland	phenotype	
Taste bitter	phenotype	
Memory Disorders	phenotype	
Pancreatic Carcinoma	phenotype	
Colitis, Ulcerative	phenotype	
MAJOR AFFECTIVE DISORDER 4	phenotype	
MAJOR AFFECTIVE DISORDER 5	phenotype	
MAJOR AFFECTIVE DISORDER 6	phenotype	
Major affective disorder 7	phenotype	
MAJOR AFFECTIVE DISORDER 8	phenotype	
MAJOR AFFECTIVE DISORDER 9	phenotype	
Ovarian epithelial cancer	phenotype	
Disorders of parathyroid gland	phenotype	
genetic hypertension	phenotype	
Bulimia	phenotype	
Verotoxigenic Escherichia coli gastrointestinal tract infection	phenotype	
Opiate Addiction	phenotype	
Acth-Independent Macronodular Adrenal Hyperplasia	phenotype	
Heroin Dependence	phenotype	
Cushing's syndrome	phenotype	
Pulmonary Cystic Fibrosis	phenotype	
Substance Withdrawal Syndrome	phenotype	
Substance addiction and disorders	phenotype	
Panic disorder 1	phenotype	
Polyphagia	phenotype	
Neuralgia	phenotype	
body mass	phenotype	
Preeclampsia/eclampsia 1	phenotype	
Congestive heart failure	phenotype	
Tumor Progression	phenotype	
Anxiety Disorders	phenotype	
Alcohol dependence	phenotype	
Hypoparathyroidism - autosomal dominant	phenotype	
Arteriosclerosis	phenotype	
Experimental Autoimmune Encephalomyelitis	phenotype	
Schizophrenia	phenotype	
Pain insensitivity	phenotype	
Sepsis	phenotype	
Epilepsy, Temporal Lobe	phenotype	
Benign Prostatic Hyperplasia	phenotype	
Pneumonia	phenotype	
Bronchiolitis, Viral	phenotype	
Animal Mammary Neoplasms	phenotype	
Neuroendocrine neoplasm	phenotype	
Symptomatic human immunodeficiency virus infection	phenotype	
Bronchial Hyperreactivity	phenotype	
Ulcerative colitis	phenotype	
Neoplasm of the colon	phenotype	
Arthritis, Rheumatoid	phenotype	
Tardive Dyskinesia	phenotype	
Migraine Disorders	phenotype	
Pulmonary hypertension, neonatal, susceptibility to	phenotype	
Substance abuse problem	phenotype	
Myocardial Infarction	phenotype	
Hypertension	phenotype	
Rheumatoid arthritis	phenotype	
Coronary heart disease 7	phenotype	
Lung Neoplasms	phenotype	
Kidney Failure, Chronic	phenotype	
Chronic obstructive pulmonary disease	phenotype	
Unipolar Depression	phenotype	
Female sexual dysfunction	phenotype	
Osteoarthritis	phenotype	
Panic disorder syndrome 1 (2)	phenotype	
Essential hypertension	phenotype	
Pituitary Neoplasms	phenotype	
Reperfusion Injury	phenotype	
{Unipolar depression, susceptibility to}, 608516 (3)	phenotype	
Anxiety	phenotype	
Irritable bowel syndrome with diarrhea	phenotype	
Cardiovascular Diseases	phenotype	
Breast carcinoma	phenotype	
Gastrinoma	phenotype	
Nephrosclerosis	phenotype	
Malignant neoplasm of pancreas	phenotype	
Major depressive disorder	phenotype	
Tumor Angiogenesis	phenotype	
Autism 15	phenotype	
Obesity	phenotype	
Mood Disorders	phenotype	
Coronary Artery Disease	phenotype	
Pheochromocytoma	phenotype	
Pseudohypoparathyroidism, type IB, 603233 (3)	phenotype	
 Acrodysostosis 1, with or without hormone resistance, 101800 (3)	phenotype	
Heart Failure	phenotype	
Eating disorder	phenotype	
Metabolic Syndrome X	phenotype	
Increased body weight	phenotype	
Hypotension	phenotype	
Bradycardia	phenotype	
Pruritus	phenotype	
Anorexia nervosa 1	phenotype	
Female hypogonadism	phenotype	
Prostate carcinoma	phenotype	
Atherosclerosis	phenotype	
Methamphetamine abuse	phenotype	
Left ventricular hypertrophy	phenotype	
Epilepsy	phenotype	
Medullary thyroid carcinoma	phenotype	
Endometriosis	phenotype	
Diabetes mellitus type 2	phenotype	
As If Personality	phenotype	
Pulmonary fibrosis and/or bone marrow failure, telomere-related, 4	phenotype	
Dermatitis, Atopic	phenotype	
Chronic Fatigue Syndrome	phenotype	
Ichthyosis bullosa of Siemens	phenotype	
Orofacial dyskinesia	phenotype	
Inflammatory Bowel Diseases	phenotype	
Cholestasis of pregnancy	phenotype	
Multiple Sclerosis	phenotype	
Autoimmune disease 1	phenotype	
Hyperalgesia	phenotype	
Obstructive sleep apnea	phenotype	
Chronic sciatica	phenotype	
Malignant tumor of prostate	phenotype	
Hypersensitivity	phenotype	
Antisocial Personality Disorder	phenotype	
Hereditary Sensory Autonomic Neuropathy, Type 1	phenotype	
Secondary hyperparathyroidism	phenotype	
Acute myocardial ischemia	phenotype	
Colon cancer	phenotype	
Male hypogonadism	phenotype	
Paroxysmal atrial fibrillation	phenotype	
Neuroblastoma	phenotype	
Breast-ovarian cancer, familial 1	phenotype	
Memory Loss	phenotype	
Hypogonadism with anosmia	phenotype	
Nicotine Dependence	phenotype	
Dyskinesia, Drug-Induced	phenotype	
Polycystic Ovary Syndrome	phenotype	
Posttraumatic stress disorder	phenotype	
Albinism, ocular, with sensorineural deafness	phenotype	
Secondary amenorrhea	phenotype	
Marijuana Abuse	phenotype	
Prolactinoma, familial	phenotype	
Malignant neoplasm of lung	phenotype	
Abnormal serum testosterone level	phenotype	
Nephrogenic diabetes insipidus, autosomal	phenotype	
Abnormal female reproductive system physiology	phenotype	
Liver Cirrhosis, Biliary	phenotype	
Melanoma	phenotype	
Tachycardia	phenotype	
Decreased testosterone in males	phenotype	
Carcinoma of colon	phenotype	
Small cell lung cancer	phenotype	
CNS disorder	phenotype	
Abnormal circulating androgen level	phenotype	
Somatotroph adenoma	phenotype	
Overweight	phenotype	
Diabetic Nephropathies	phenotype	
Generalized joint laxity	phenotype	
Crohn Disease	phenotype	
Secondary malignant neoplasm of pancreas	phenotype	
Synovial Cyst	phenotype	
Acute disease of cardiovascular system	phenotype	
Decreased serum testosterone level	phenotype	
Glucose intolerance	phenotype	
Migraine with aura	phenotype	
Sciatic Neuropathy	phenotype	
airway disease	phenotype	
Juvenile rheumatoid arthritis	phenotype	
Breast hypoplasia	phenotype	
Bulimia nervosa 1	phenotype	
Hypothermia	phenotype	
Primary hyperaldosteronism	phenotype	
Amenorrhea	phenotype	
Aplasia/Hypoplasia of the breasts	phenotype	
Low back pain	phenotype	
Gastric ulcer	phenotype	
Disorder of endocrine system	phenotype	
Recurrent tumor	phenotype	
Chronic heart failure	phenotype	
Stroke	phenotype	
Osteoporosis	phenotype	
Lung cancer	phenotype	
Hypoplasia of the uterus	phenotype	
Acromegaly	phenotype	
Common Migraine	phenotype	
Primary pulmonary hypertension	phenotype	
Pancreatic Neoplasms	phenotype	
Intraocular melanoma	phenotype	
Carcinogenesis	phenotype	
Choriocarcinoma	phenotype	
Inflammatory disorder	phenotype	
Delayed puberty	phenotype	
 {Nicotine dependence, protection against}, 188890 (3)	phenotype	
polyps	phenotype	
Thyroid hormone receptor defect	phenotype	
Dermatosis NOS	phenotype	
Idiopathic Pulmonary Fibrosis	phenotype	
Hepatitis C, Chronic	phenotype	
Renovascular hypertension	phenotype	
Sparse body hair	phenotype	
Aplasia/hypoplasia of the uterus	phenotype	
Hyperactivity	phenotype	
Airway Obstruction	phenotype	
Lymphocytic infiltration	phenotype	
Premature Birth	phenotype	
Dyskinesia, seizures, and intellectual developmental disorder	phenotype	
Allergic asthma	phenotype	
alcohol use disorder	phenotype	
Personality disorder	phenotype	
Endometrial carcinoma	phenotype	
Psychotic Disorders	phenotype	
Premature Obstetric Labor	phenotype	
Non-obstructive azoospermia	phenotype	
Erectile abnormalities	phenotype	
Pseudohypoparathyroidism, Type Ia	phenotype	
Brain Ischemia	phenotype	
Glioma	phenotype	
Dyslipidemias	phenotype	
NEUROTICISM	phenotype	
Juvenile idiopathic arthritis, enthesitis related arthritis	phenotype	
Carcinoid tumor	phenotype	
Eclampsia	phenotype	
Amphetamine-Related Disorders	phenotype	
Kaposi's sarcoma	phenotype	
Renal Insufficiency, Chronic	phenotype	
Pituitary dependent hypercortisolism	phenotype	
Sarcoidosis	phenotype	
Astrocytoma	phenotype	
Disorders of Intracellular Cobalamin Metabolism	phenotype	
Glioblastoma	phenotype	
Ovarian Diseases	phenotype	
Pseudohypoparathyroidism type 1A	phenotype	
Carcinoid tumor no ICD-O subtype	phenotype	
Gynecomastia	phenotype	
Seizures, Febrile	phenotype	
Absence of secondary sex characteristics	phenotype	
Thrombocytosis, benign familial microcytic	phenotype	
Alcohol withdrawal syndrome	phenotype	
Chronic neutrophilia	phenotype	
Cancer Cell Growth	phenotype	
BREAST-OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 4	phenotype	
Chorioamnionitis	phenotype	
Helicobacter pylori infection	phenotype	
Vascular Diseases	phenotype	
Systemic arterial pressure	phenotype	
Tourette Syndrome	phenotype	
Anosmia	phenotype	
Drug usage	phenotype	
Congenital Myotonic Dystrophy	phenotype	
Psoriasis	phenotype	
Sarcoidosis, Pulmonary	phenotype	
Pediatric Obesity	phenotype	
Weight Loss Adverse Event	phenotype	
Uterine leiomyoma	phenotype	
