rank	phenotype	cui	assoc in neigh	assoc in intom	probability	Benjamini-Hochberg	genes	
14	Schizoaffective Disorder	C0036337	17	81	0.0	3.0004286326618086e-06	ACKR3,ADRA1A,ADRA2B,CXCR6,CYSLTR2,DRD2,DRD3,DRD4,DRD5,EDNRA,GRM4,HTR1B,HTR2A,LPAR2,NPY,SST,SSTR4
177	Mental disorders	C0004936	55	439	6.465605828509524e-12	3.793399057008144e-05	ADCYAP1,ADCYAP1R1,ADRA2C,ANKK1,BDKRB1,BDKRB2,CALCA,CCK,CHRM4,CNR1,CNR2,CORT,CRH,CRHR1,DRD2,DRD3,DRD4,DRD5,F2RL3,GABBR1,GALR1,GALR3,GNRHR2,GPBAR1,GPRC6A,GRM5,GRM7,GRM8,GRP,GRPR,HCRTR1,HTR1A,HTR1B,HTR2A,HTR2C,HTR5A,HTR7,LPAR3,MCHR2,MTNR1B,NPY,NTSR1,OPRK1,OXER1,OXT,OXTR,PDYN,POMC,PTH,SCT,SSTR5,TAC1,TACR1,TRH,VIP
178	Pituitary adenoma	C0032000	34	286	6.52677911716637e-12	3.8148306900985854e-05	ACKR3,CASR,CGA,CRH,CRHR1,CXCL12,CXCL8,CXCR4,DRD2,FSHB,FSHR,GAL,GHRH,GHRHR,GHRL,GHSR,GNAS,GNAZ,GNRH1,GNRHR,KISS1,KISS1R,MC2R,NPY,NTS,NTSR2,POMC,SST,SSTR1,SSTR2,SSTR3,SSTR5,TRH,TRHR
179	Impotence	C0242350	19	126	7.439160398803324e-12	3.836262323189027e-05	AGT,CNR1,CXCR3,DRD2,EDN1,EDNRA,FSHR,GNRH1,GNRHR,KISS1,KISS1R,P2RY1,P2RY2,PROK2,PROKR2,PTAFR,TAC3,TACR3,VIP
180	Inflammation	C0021368	71	647	7.753908626284556e-12	3.8576939562794684e-05	ADCYAP1,ADM,ADORA1,ADRB3,AGT,ANXA1,APLN,APP,BDKRB1,BDKRB2,C3,C3AR1,C5,C5AR1,CALCA,CCK,CCL19,CCL20,CCL21,CCL5,CCR2,CCR3,CCR5,CCR6,CCR7,CCR8,CNR1,CNR2,CRH,CRHR1,CXCL1,CXCL10,CXCL11,CXCL12,CXCL16,CXCL2,CXCL6,CXCL8,CXCR1,CXCR2,CXCR3,EDN1,EDN2,F2,F2R,F2RL1,FPR1,FPR2,GAL,GAST,GHRL,HRH1,HTR2A,KNG1,LTB4R,NPFF,NPY5R,OXT,PF4,POMC,PTGDR2,PTGER2,PTGER3,PTGER4,PTGFR,SAA1,TAC1,TACR1,TACR3,TSHR,VIP
181	Ischemia	C0022116	47	647	7.753908626284556e-12	3.8791255893699095e-05	ADCYAP1,ADM,ADORA1,ADORA2B,ADORA3,ADRB3,AGT,AGTR2,ANXA1,APLNR,APP,C5,C5AR1,CALCA,CALCRL,CCR5,CNR2,CXCL10,CXCL12,CXCL16,CXCL2,CXCL8,CXCR2,CXCR3,CXCR4,DRD2,EDN1,EDNRB,F2,F2R,F2RL1,GPBAR1,GPER1,GPR17,GPRC6A,HTR1B,LPAR3,NPY,NPY2R,OXER1,OXT,P2RY1,POMC,S1PR1,S1PR3,UTS2,VIP
182	Status epilepticus	C0038220	22	185	1.3732792680798411e-11	3.900557222460351e-05	ADRA1D,CCR10,CCR2,CCR3,CCR5,CCR7,CCR8,CCR9,CNR1,CRH,CXCL1,CXCL12,GRM1,GRM5,HRH3,NPY,SST,SSTR1,SSTR2,SSTR3,SSTR4,SSTR5
183	Obesity, severe, 601665 (3)	C0028756	18	131	1.685862560663054e-11	3.921988855550793e-05	ADRA2A,ADRB1,ADRB3,AGT,CNR1,DRD2,GHRL,GNAS,MC2R,MC3R,MC5R,MCHR2,NPY,NPY2R,OXT,POMC,PPY,PYY
184	Liver Diseases	C0023895	37	586	1.7280732400593024e-11	3.943420488641235e-05	ADRA1D,ADRB3,AGT,ANXA1,CCK,CCL16,CCL20,CCL5,CCR1,CCR2,CCR5,CCR6,CNR1,CNR2,CXCL1,CXCL10,CXCL12,CXCL16,CXCL2,CXCL8,CXCL9,CXCR4,CXCR6,CYP1A2,EDN1,F2,GCG,GIP,GNAI2,GNAS,IAPP,LTB4R,NPY1R,NPY5R,PF4,PMCH,VIPR1
185	Insulinoma	C0021670	21	157	1.9490076219597086e-11	3.964852121731676e-05	ADCYAP1,ADRA1D,ADRA2A,CALCA,CASR,CCK,CRHR1,CXCL12,FFAR1,GAST,GCG,GCGR,GIP,IAPP,PTHLH,SST,SSTR1,SSTR2,SSTR3,SSTR4,SSTR5
186	Cocaine-Related Disorders	C0236736	27	117	1.977185082324695e-11	3.986283754822118e-05	CCKBR,CHRM5,CNR1,CRH,CRHR1,DRD1,DRD2,DRD3,GABBR1,GHRL,GRM5,HCRT,HCRTR1,HTR1A,HTR1B,HTR2A,NPS,NPSR1,NPY,NPY1R,NPY2R,NPY5R,OPRD1,OPRK1,PDYN,POMC,TACR3
187	Immediate hypersensitivity	C0020523	18	117	1.9907631099158607e-11	4.007715387912559e-05	C3,C3AR1,C5,CCL5,CCR3,CCR5,CHRM3,CRHR1,CXCL12,CXCL8,CYSLTR1,CYSLTR2,EDN1,EDNRA,HRH3,NPSR1,PTGDR,PTGDR2
189	Depressive Disorder	C0011581	53	543	2.0694002067500605e-11	4.050578654093442e-05	ADCYAP1R1,ADRA2A,ADRA2C,AGT,ANKK1,AVPR1B,CCR2,CNR1,CNR2,CRH,CRHR1,CXCL8,CYP1A2,DRD1,DRD2,DRD3,DRD4,DRD5,F2R,F2RL3,FSHR,GAL,GALR2,GAST,GHRL,GNB1,GRM1,GRM2,GRM5,HCRT,HTR1A,HTR1B,HTR1D,HTR2A,HTR2C,HTR4,HTR7,LPAR1,MCHR1,MTNR1B,NPY,NPY1R,NPY2R,OPRK1,OXT,OXTR,PDYN,PMCH,POMC,TAC1,TACR3,TAS2R38,TRH
190	Drug Dependence	C1510472	16	66	2.0805135392265584e-11	4.072010287183883e-05	ANKK1,CNR1,CRHR1,DRD1,DRD2,DRD3,GAL,GCG,HTR1B,HTR2C,OPRD1,OPRK1,OPRL1,PENK,PNOC,POMC
191	Psychoses, Substance-Induced	C0033941	14	66	2.1104562542006988e-11	4.0934419202743256e-05	ADRA2C,ANKK1,CHRM3,CNR1,DRD1,DRD2,DRD3,DRD4,GRM2,HTR1A,HTR2A,HTR6,NPY,NPY1R
192	Pulmonary Disease, Chronic Obstructive	C0024115	36	377	2.1151747020553557e-11	4.114873553364767e-05	ACKR3,ADORA1,ADRA1A,ADRA2B,ANXA1,BDKRB2,C3AR1,C5AR1,CCL5,CCR1,CCR3,CCR5,CXCL1,CXCL10,CXCL2,CXCL5,CXCL8,CXCR1,CXCR2,CXCR3,CXCR4,CXCR6,CYSLTR2,EDN1,EDNRA,EDNRB,F2,F2R,F2RL1,HTR4,LPAR2,LPAR6,NPSR1,PTH1R,PTHLH,SSTR4
193	Hereditary pancreatitis	C0238339	33	377	2.1155077689627433e-11	4.136305186455208e-05	ADCYAP1,ADM,CASR,CCKBR,CCL20,CCL28,CCR6,CXCL1,CXCL10,CXCL12,CXCL5,CXCL6,CXCL8,CXCR1,CXCR2,CXCR3,CXCR4,EDN1,F2RL1,GAST,GCG,GIP,GNAI2,MGST1,NTS,NTSR1,P2RY6,PTHLH,SCT,TAC1,TACR1,TACR2,TACR3
194	Alzheimer Disease	C0002395	87	1699	2.12860840065332e-11	4.15773681954565e-05	ADRA1A,ADRA1D,ADRA2A,ADRB1,ADRB3,AGT,AGTR2,ANXA1,APP,BDKRB2,C3,C5AR1,CALCR,CASR,CCL5,CCR1,CCR2,CCR5,CHRM1,CNR2,CRH,CXCL12,CXCL8,CXCR2,CXCR4,DRD1,DRD2,DRD3,DRD4,DRD5,EDN1,EDNRA,EDNRB,F2,F2R,F2RL3,FSHR,GABBR1,GAL,GHRH,GHRHR,GRM2,GRM5,GRPR,HCAR3,HCRT,HCRTR2,HTR1A,HTR1B,HTR1F,HTR2A,HTR2C,HTR6,IAPP,KNG1,LHB,LHCGR,LTB4R,MGST3,MLN,MTNR1A,NMU,NPS,NPY,NPY2R,NTS,NTSR1,P2RY1,P2RY12,P2RY2,PDYN,PPY,PTGDR,PTGER1,PTGER2,PTGER3,PTGER4,PTGFR,PTGIR,PTH,PTH1R,PYY,SAA1,SST,SSTR2,TAC1,UTS2B
195	Weight Gain Adverse Event	C2911647	37	151	2.176570035317127e-11	4.179168452636091e-05	ADRA2A,ADRB3,ANKK1,CCKAR,CHRM1,CHRM3,CHRM4,CHRM5,CNR1,DRD1,DRD2,DRD3,DRD4,DRD5,GRM1,GRM2,GRM4,GRM5,GRM6,GRM7,GRM8,HRH1,HRH2,HRH3,HRH4,HTR1A,HTR1B,HTR1D,HTR1E,HTR1F,HTR2A,HTR2B,HTR2C,HTR4,HTR5A,HTR6,HTR7
