Gene	CUI	Phenotype	Source Databases	
AGT	C0242350	Impotence	DisGeNet	
EDN1	C0242350	Impotence	DisGeNet	
EDNRA	C0242350	Impotence	DisGeNet	
GNRH1	C0242350	Impotence	HumPhenOnt	
GNRHR	C0242350	Impotence	HumPhenOnt	
KCNMA1	C0242350	Impotence	DisGeNet	
KISS1	C0242350	Impotence	HumPhenOnt	
KISS1R	C0242350	Impotence	HumPhenOnt	
P2RY1	C0242350	Impotence	DisGeNet	
P2RY2	C0242350	Impotence	DisGeNet	
PROK2	C0242350	Impotence	HumPhenOnt	
PROKR2	C0242350	Impotence	HumPhenOnt	
PTAFR	C0242350	Impotence	DisGeNet	
TAC3	C0242350	Impotence	HumPhenOnt	
TACR3	C0242350	Impotence	HumPhenOnt	
AGT	C0021368	Inflammation	DisGeNet	
AHSG	C0021368	Inflammation	DisGeNet	
APOC1	C0021368	Inflammation	DisGeNet	
APOE	C0021368	Inflammation	DisGeNet	
APP	C0021368	Inflammation	DisGeNet	
BDKRB1	C0021368	Inflammation	DisGeNet	
BDKRB2	C0021368	Inflammation	DisGeNet	
CCK	C0021368	Inflammation	DisGeNet	
CST3	C0021368	Inflammation	DisGeNet	
EDN1	C0021368	Inflammation	DisGeNet	
EDN2	C0021368	Inflammation	DisGeNet	
F2	C0021368	Inflammation	DisGeNet	
F2R	C0021368	Inflammation	DisGeNet	
F2RL1	C0021368	Inflammation	DisGeNet	
GAST	C0021368	Inflammation	DisGeNet	
GHRL	C0021368	Inflammation	DisGeNet	
HP	C0021368	Inflammation	DisGeNet	
HRH1	C0021368	Inflammation	DisGeNet	
KNG1	C0021368	Inflammation	DisGeNet	
LTB4R	C0021368	Inflammation	DisGeNet	
NPFF	C0021368	Inflammation	DisGeNet	
OXT	C0021368	Inflammation	DisGeNet	
PRSS3	C0021368	Inflammation	DisGeNet	
PTGFR	C0021368	Inflammation	DisGeNet	
SAA1	C0021368	Inflammation	DisGeNet	
SERPING1	C0021368	Inflammation	DisGeNet	
TAC1	C0021368	Inflammation	DisGeNet	
TACR1	C0021368	Inflammation	DisGeNet	
TACR3	C0021368	Inflammation	DisGeNet	
ADRA1A	C0002395	Alzheimer Disease	DisGeNet	
ADRA1D	C0002395	Alzheimer Disease	DisGeNet	
AGT	C0002395	Alzheimer Disease	DisGeNet	
AHSG	C0002395	Alzheimer Disease	DisGeNet	
ALB	C0002395	Alzheimer Disease	DisGeNet	
APOC1	C0002395	Alzheimer Disease	DisGeNet,PheGenI	
APOE	C0002395	Alzheimer Disease	ClinVar,DisGeNet,HumPhenOnt,PheGenI	
APP	C0002395	Alzheimer Disease	ClinVar,DisGeNet,HumPhenOnt	
BDKRB2	C0002395	Alzheimer Disease	DisGeNet	
CASR	C0002395	Alzheimer Disease	DisGeNet	
CHRM1	C0002395	Alzheimer Disease	DisGeNet	
CST3	C0002395	Alzheimer Disease	DisGeNet	
CTSL	C0002395	Alzheimer Disease	DisGeNet	
EDN1	C0002395	Alzheimer Disease	DisGeNet	
EDNRA	C0002395	Alzheimer Disease	DisGeNet	
EDNRB	C0002395	Alzheimer Disease	DisGeNet	
F2	C0002395	Alzheimer Disease	DisGeNet	
F2R	C0002395	Alzheimer Disease	DisGeNet	
F2RL3	C0002395	Alzheimer Disease	DisGeNet	
GFAP	C0002395	Alzheimer Disease	DisGeNet	
GRM5	C0002395	Alzheimer Disease	DisGeNet	
GRPR	C0002395	Alzheimer Disease	DisGeNet	
GSN	C0002395	Alzheimer Disease	DisGeNet	
HCRT	C0002395	Alzheimer Disease	DisGeNet	
HCRTR2	C0002395	Alzheimer Disease	DisGeNet	
HP	C0002395	Alzheimer Disease	DisGeNet	
KCNMA1	C0002395	Alzheimer Disease	DisGeNet	
KLK3	C0002395	Alzheimer Disease	DisGeNet	
KNG1	C0002395	Alzheimer Disease	DisGeNet	
LTB4R	C0002395	Alzheimer Disease	DisGeNet	
MLN	C0002395	Alzheimer Disease	DisGeNet	
NMU	C0002395	Alzheimer Disease	DisGeNet	
NPS	C0002395	Alzheimer Disease	DisGeNet	
NTS	C0002395	Alzheimer Disease	DisGeNet	
NTSR1	C0002395	Alzheimer Disease	DisGeNet	
P2RY1	C0002395	Alzheimer Disease	DisGeNet	
P2RY2	C0002395	Alzheimer Disease	DisGeNet	
PCED1B	C0002395	Alzheimer Disease	DisGeNet	
PTGER1	C0002395	Alzheimer Disease	DisGeNet	
PTGFR	C0002395	Alzheimer Disease	DisGeNet	
SAA1	C0002395	Alzheimer Disease	DisGeNet	
SERPING1	C0002395	Alzheimer Disease	DisGeNet	
SH3BP5	C0002395	Alzheimer Disease	DisGeNet	
SPAST	C0002395	Alzheimer Disease	DisGeNet	
TAC1	C0002395	Alzheimer Disease	DisGeNet	
TBXA2R	C0002395	Alzheimer Disease	DisGeNet	
UTS2B	C0002395	Alzheimer Disease	DisGeNet	
ADRA1A	C0032002	Abnormality of the pituitary gland	DisGeNet	
ADRA1D	C0032002	Abnormality of the pituitary gland	DisGeNet	
AGT	C0032002	Abnormality of the pituitary gland	DisGeNet	
ALB	C0032002	Abnormality of the pituitary gland	DisGeNet	
APOE	C0032002	Abnormality of the pituitary gland	DisGeNet	
AVPR1B	C0032002	Abnormality of the pituitary gland	DisGeNet	
CCK	C0032002	Abnormality of the pituitary gland	DisGeNet	
CST3	C0032002	Abnormality of the pituitary gland	DisGeNet	
CYSLTR2	C0032002	Abnormality of the pituitary gland	DisGeNet	
