rank	phenotype	cui	assoc in neigh	assoc in intom	probability	Benjamini-Hochberg	genes	
130	Abnormality of the pituitary gland	C0032002	32	645	4.47734072039907e-11	3.276209677419355e-05	ADCYAP1,ADCYAP1R1,ADM,APOB,AVP,AVPR2,CALCA,CRH,CRHR1,EGF,EGFR,FSHB,FSHR,GCG,GHRH,GHRHR,GNAS,INSL3,LDLR,LHB,LHCGR,MC2R,POMC,PTH,PTHLH,SCT,TSHB,TSHR,VAMP7,VIP,VIPR1,VIPR2
131	Acth-Independent Macronodular Adrenal Hyperplasia	C1857451	9	40	9.362055575223849e-11	3.30141129032258e-05	AVP,FZD4,GIP,GIPR,GNAS,GPBAR1,HTR4,MC2R,POMC
133	Secondary hyperparathyroidism	C0020503	15	182	7.575635674328396e-10	3.351814516129032e-05	CALCR,CALCRL,EGF,EGFR,GHRHR,GIP,GIPR,GNAS,GRK6,LHCGR,POMC,PTH,PTH1R,TFRC,VIPR1
134	Neoplasm of the adrenal gland	C0001624	12	111	8.679694740720834e-10	3.377016129032258e-05	ADM2,AVPR2,CGA,CRH,FSHR,GIP,GIPR,GNAS,LHCGR,MC2R,POMC,TSHR
136	Pheochromocytoma	C0031511	17	259	2.6010134046572375e-09	3.427419354838709e-05	ACTR2,ADCYAP1,ADM,CALCA,CALCRL,CRH,EGF,GCG,GCGR,GNAS,HTR4,MC1R,POMC,PTH,RAMP2,SCTR,VIPR1
138	Cushing's syndrome	C0010481	7	34	5.164554894854234e-09	3.477822580645161e-05	CRH,GIP,GIPR,GNAS,LHCGR,MC2R,POMC
139	Neuroendocrine neoplasm	C0206754	16	252	1.1010118705634397e-08	3.503024193548387e-05	ADCYAP1R1,CRH,EGF,EGFR,FZD4,GCG,GCGR,GHRH,GIP,GIPR,GNAS,GPBAR1,IAPP,POMC,PTH,PTHLH
140	Pituitary adenoma	C0032000	17	286	1.1933251053974914e-08	3.528225806451613e-05	ARRB1,ARRB2,CGA,CRH,CRHR1,CYP2D6,EGF,EGFR,FSHB,FSHR,GHRH,GHRHR,GNAS,GRB2,MC2R,POMC,TFRC
141	Acute-Phase Reaction	C0001349	6	26	1.7296389431820103e-08	3.553427419354839e-05	MC1R,MC2R,MC3R,MC5R,TF,TFRC
147	Migraine Disorders	C0149931	18	333	2.2708124491899184e-08	3.7046370967741935e-05	ADCYAP1,ADCYAP1R1,ADRB2,CALCA,CLTA,CYP2D6,DRD5,FSHR,GNAS,HTR4,HTR6,HTR7,LDLR,RAMP1,VIP,VIPR1,VIPR2,WASL
148	Kidney Failure, Chronic	C0022661	25	616	2.9894363873239627e-08	3.72983870967742e-05	ADM,ADRB1,ADRB2,ADRB3,AP2M1,APOB,CRH,CRHR1,CYP2C19,CYP2C9,CYP2D6,DAB2,EGF,GCGR,IAPP,IGF2R,LDLR,LHCGR,LRP2,POMC,PTGER4,PTH,PTH1R,PTHLH,VIPR1
149	Pseudohypoparathyroidism, Type Ia	C3494506	6	28	3.044210139524495e-08	3.7550403225806455e-05	CALCA,GHRH,GNAS,PTH,PTHLH,VIP
150	Essential hypertension	C0085580	17	305	3.2058329546558184e-08	3.780241935483871e-05	ADM,ADRB1,ADRB2,ADRB3,APOB,CALCA,CALCRL,CYP2C9,CYP2D6,DNM2,FSHR,GCGR,GNAS,LDLR,POMC,PTH,VIP
151	Adrenocortical carcinoma	C0206686	12	160	6.920724449077653e-08	3.805443548387097e-05	ADM,EGF,EGFR,GHRHR,GIPR,HTR7,IGF2R,LHCGR,MC2R,POMC,SH3KBP1,VIP
152	Mood Disorders	C0525045	17	322	7.288891923362684e-08	3.8306451612903224e-05	ADRB1,ADRB2,ADRB3,ARRB2,AVP,CALCA,CHRM2,CRH,CRHR1,CYP2D6,DRD5,HIP1R,HTR4,HTR6,HTR7,TGOLN2,VAMP7
157	Hyperparathyroidism 4	C0020502	8	68	1.1437571945105418e-07	3.9566532258064514e-05	AP2S1,CALCA,EGFR,GNAS,OCRL,PTH,PTH1R,PTHLH
158	Medullary thyroid carcinoma	C0238462	13	201	1.4866638420318878e-07	3.981854838709678e-05	CALCA,CALCB,CALCR,EGF,EGFR,IAPP,INSL3,POMC,PTH,RAMP1,RXFP1,RXFP2,TSHR
159	Bipolar affective disorder	C0005586	28	817	1.9112712623670092e-07	4.0070564516129034e-05	ADCYAP1,ADCYAP1R1,ADM,ADRB2,APOB,AVP,CALCA,CHRM2,CRH,CRHR1,CYP2D6,DRD5,GHRH,HIP1R,HTR4,HTR7,KIAA0319,MC2R,MC5R,POMC,RPS27A,SYNJ1,TSHB,UBC,VAMP2,VAMP3,VAMP7,VIP
160	Adenomas, multiple colorectal, 608456 (3)	C0001430	31	975	2.505138954056463e-07	4.032258064516129e-05	ADORA2B,ARRB1,CALCA,CGA,CRH,CRHR1,CYP2A6,CYP2C9,CYP2D6,DNM2,EGF,EGFR,GHRH,GHRHR,GIP,GNAS,HGS,HTR4,IGF2R,INSL3,LHCGR,MC2R,POMC,PTGER2,PTGER4,PTH,PTHLH,SCTR,TFRC,TRIP10,TSHR
161	Hypercholesterolemia, autosomal dominant, type B	C0020443	13	212	2.8570720778109404e-07	4.057459677419355e-05	ADRB2,APOB,AVP,CALCR,CYP2C19,CYP2C9,CYP2D6,DAB2,LDLR,LDLRAP1,LRP2,OCRL,PICALM
167	Pseudohypoparathyroidism, type IB, 603233 (3)	C1864100	5	25	3.983225238535226e-07	4.208669354838709e-05	GHRH,GNAS,PTH,PTH1R,PTHLH
170	Cholera	C0008354	8	86	8.845228912646164e-07	4.284274193548387e-05	APOB,EGF,EGFR,LHCGR,POMC,PTH,PTHLH,VIP
172	Anxiety Disorders	C0003469	17	383	9.316242269852282e-07	4.334677419354839e-05	ADCYAP1,ADCYAP1R1,ADRB2,ARRB2,AVP,CRH,CRHR1,CYP2C19,CYP2D6,GHRH,GNB1,HTR6,HTR7,MC1R,NPS,NPSR1,POMC
173	Pituitary corticotropic cell adenoma	C1306214	6	45	9.786201268235928e-07	4.3598790322580646e-05	CRHR1,EGFR,GHRH,GNAS,MC2R,POMC
174	Alzheimer Disease	C0002395	43	1699	9.940766620974983e-07	4.385080645161291e-05	ADRB1,ADRB2,ADRB3,AP2A2,APOB,ARRB2,BIN1,CALCR,CHRM2,CRH,CYP2D6,DAB2,DNM2,DRD5,EGFR,FSHR,GHRH,GHRHR,GRB2,HTR6,IAPP,IGF2R,ITSN1,LDLR,LHB,LHCGR,LRP2,M6PR,NPS,PICALM,PTGDR,PTGER2,PTGER4,PTGIR,PTH,PTH1R,SH3GL2,SLC18A3,SYNJ1,SYT1,TF,UBB,VAMP2
