Gene	CUI	Phenotype	Source Databases	
AHI1	C0019569	Hirschsprung Disease	HumPhenOnt	
B9D1	C0019569	Hirschsprung Disease	HumPhenOnt	
CC2D2A	C0019569	Hirschsprung Disease	HumPhenOnt	
CEP290	C0019569	Hirschsprung Disease	HumPhenOnt	
CEP41	C0019569	Hirschsprung Disease	HumPhenOnt	
MKS1	C0019569	Hirschsprung Disease	HumPhenOnt	
NPHP1	C0019569	Hirschsprung Disease	HumPhenOnt	
RPGRIP1L	C0019569	Hirschsprung Disease	HumPhenOnt	
SDCCAG8	C0019569	Hirschsprung Disease	HumPhenOnt	
TCTN1	C0019569	Hirschsprung Disease	HumPhenOnt	
TCTN2	C0019569	Hirschsprung Disease	HumPhenOnt	
TMEM216	C0019569	Hirschsprung Disease	HumPhenOnt	
TMEM67	C0019569	Hirschsprung Disease	HumPhenOnt	
AHI1	C3714756	Intellectual developmental disorder with dysmorphic facies and ptosis	DisGeNet,HumPhenOnt	
ALMS1	C3714756	Intellectual developmental disorder with dysmorphic facies and ptosis	HumPhenOnt	
B9D1	C3714756	Intellectual developmental disorder with dysmorphic facies and ptosis	HumPhenOnt	
C2CD3	C3714756	Intellectual developmental disorder with dysmorphic facies and ptosis	HumPhenOnt	
CC2D2A	C3714756	Intellectual developmental disorder with dysmorphic facies and ptosis	DisGeNet,HumPhenOnt	
CDK5RAP2	C3714756	Intellectual developmental disorder with dysmorphic facies and ptosis	HumPhenOnt	
CENPJ	C3714756	Intellectual developmental disorder with dysmorphic facies and ptosis	HumPhenOnt	
CEP135	C3714756	Intellectual developmental disorder with dysmorphic facies and ptosis	HumPhenOnt	
CEP152	C3714756	Intellectual developmental disorder with dysmorphic facies and ptosis	HumPhenOnt	
CEP290	C3714756	Intellectual developmental disorder with dysmorphic facies and ptosis	DisGeNet,HumPhenOnt	
CEP41	C3714756	Intellectual developmental disorder with dysmorphic facies and ptosis	HumPhenOnt	
CEP57	C3714756	Intellectual developmental disorder with dysmorphic facies and ptosis	HumPhenOnt	
CEP63	C3714756	Intellectual developmental disorder with dysmorphic facies and ptosis	HumPhenOnt	
CEP83	C3714756	Intellectual developmental disorder with dysmorphic facies and ptosis	DisGeNet,HumPhenOnt	
DYNC1H1	C3714756	Intellectual developmental disorder with dysmorphic facies and ptosis	DisGeNet,HumPhenOnt	
IQCB1	C3714756	Intellectual developmental disorder with dysmorphic facies and ptosis	HumPhenOnt	
MKS1	C3714756	Intellectual developmental disorder with dysmorphic facies and ptosis	HumPhenOnt	
NDE1	C3714756	Intellectual developmental disorder with dysmorphic facies and ptosis	HumPhenOnt	
NEK2	C3714756	Intellectual developmental disorder with dysmorphic facies and ptosis	HumPhenOnt	
NPHP1	C3714756	Intellectual developmental disorder with dysmorphic facies and ptosis	HumPhenOnt	
OFD1	C3714756	Intellectual developmental disorder with dysmorphic facies and ptosis	DisGeNet,HumPhenOnt	
PAFAH1B1	C3714756	Intellectual developmental disorder with dysmorphic facies and ptosis	HumPhenOnt	
PCNT	C3714756	Intellectual developmental disorder with dysmorphic facies and ptosis	HumPhenOnt	
PLK4	C3714756	Intellectual developmental disorder with dysmorphic facies and ptosis	HumPhenOnt	
PPP2R1A	C3714756	Intellectual developmental disorder with dysmorphic facies and ptosis	HumPhenOnt	
PRKAR1A	C3714756	Intellectual developmental disorder with dysmorphic facies and ptosis	HumPhenOnt	
RPGRIP1L	C3714756	Intellectual developmental disorder with dysmorphic facies and ptosis	HumPhenOnt	
SDCCAG8	C3714756	Intellectual developmental disorder with dysmorphic facies and ptosis	HumPhenOnt	
TCTN1	C3714756	Intellectual developmental disorder with dysmorphic facies and ptosis	HumPhenOnt	
TCTN2	C3714756	Intellectual developmental disorder with dysmorphic facies and ptosis	HumPhenOnt	
TCTN3	C3714756	Intellectual developmental disorder with dysmorphic facies and ptosis	HumPhenOnt	
TMEM216	C3714756	Intellectual developmental disorder with dysmorphic facies and ptosis	HumPhenOnt	
TMEM67	C3714756	Intellectual developmental disorder with dysmorphic facies and ptosis	HumPhenOnt	
TUBA1A	C3714756	Intellectual developmental disorder with dysmorphic facies and ptosis	HumPhenOnt	
TUBB	C3714756	Intellectual developmental disorder with dysmorphic facies and ptosis	HumPhenOnt	
YWHAG	C3714756	Intellectual developmental disorder with dysmorphic facies and ptosis	DisGeNet	
AHI1	C4021911	Abnormality of the renal medulla	HumPhenOnt	
CC2D2A	C4021911	Abnormality of the renal medulla	HumPhenOnt	
CEP164	C4021911	Abnormality of the renal medulla	HumPhenOnt	
CEP290	C4021911	Abnormality of the renal medulla	HumPhenOnt	
CEP41	C4021911	Abnormality of the renal medulla	HumPhenOnt	
CEP83	C4021911	Abnormality of the renal medulla	HumPhenOnt	
IQCB1	C4021911	Abnormality of the renal medulla	HumPhenOnt	
NPHP1	C4021911	Abnormality of the renal medulla	HumPhenOnt	
NPHP4	C4021911	Abnormality of the renal medulla	HumPhenOnt	
RPGRIP1L	C4021911	Abnormality of the renal medulla	HumPhenOnt	
SDCCAG8	C4021911	Abnormality of the renal medulla	HumPhenOnt	
TMEM216	C4021911	Abnormality of the renal medulla	HumPhenOnt	
TMEM67	C4021911	Abnormality of the renal medulla	HumPhenOnt	
B9D1	C0010964	Dandy-Walker like malformation with atrioventricular septal defect	HumPhenOnt	
CC2D2A	C0010964	Dandy-Walker like malformation with atrioventricular septal defect	HumPhenOnt	
CEP290	C0010964	Dandy-Walker like malformation with atrioventricular septal defect	HumPhenOnt	
CEP57	C0010964	Dandy-Walker like malformation with atrioventricular septal defect	HumPhenOnt	
MKS1	C0010964	Dandy-Walker like malformation with atrioventricular septal defect	DisGeNet,HumPhenOnt	
OFD1	C0010964	Dandy-Walker like malformation with atrioventricular septal defect	HumPhenOnt	
RPGRIP1L	C0010964	Dandy-Walker like malformation with atrioventricular septal defect	HumPhenOnt	
TCTN2	C0010964	Dandy-Walker like malformation with atrioventricular septal defect	HumPhenOnt	
TMEM216	C0010964	Dandy-Walker like malformation with atrioventricular septal defect	HumPhenOnt	
TMEM67	C0010964	Dandy-Walker like malformation with atrioventricular septal defect	HumPhenOnt	
TUBB	C0010964	Dandy-Walker like malformation with atrioventricular septal defect	HumPhenOnt	
B9D1	C1857679	Sloping forehead	HumPhenOnt	
CC2D2A	C1857679	Sloping forehead	HumPhenOnt	
CDK5RAP2	C1857679	Sloping forehead	HumPhenOnt	
