Gene	CUI	Phenotype	Source Databases	
ACTN2	C0007194	Hypertrophic cardiomyopathy	DisGeNet	
CAV1	C0007194	Hypertrophic cardiomyopathy	HumPhenOnt	
DES	C0007194	Hypertrophic cardiomyopathy	DisGeNet,HumPhenOnt	
HRAS	C0007194	Hypertrophic cardiomyopathy	HumPhenOnt	
KCNQ1	C0007194	Hypertrophic cardiomyopathy	DisGeNet	
MYBPC1	C0007194	Hypertrophic cardiomyopathy	DisGeNet	
MYBPC2	C0007194	Hypertrophic cardiomyopathy	DisGeNet	
MYBPC3	C0007194	Hypertrophic cardiomyopathy	DisGeNet,HumPhenOnt	
MYH6	C0007194	Hypertrophic cardiomyopathy	DisGeNet,HumPhenOnt	
MYL2	C0007194	Hypertrophic cardiomyopathy	DisGeNet,HumPhenOnt	
MYL3	C0007194	Hypertrophic cardiomyopathy	DisGeNet,HumPhenOnt	
MYL4	C0007194	Hypertrophic cardiomyopathy	DisGeNet	
MYLK	C0007194	Hypertrophic cardiomyopathy	DisGeNet	
SOS1	C0007194	Hypertrophic cardiomyopathy	HumPhenOnt	
TCAP	C0007194	Hypertrophic cardiomyopathy	DisGeNet	
TNNC1	C0007194	Hypertrophic cardiomyopathy	DisGeNet,HumPhenOnt	
TTN	C0007194	Hypertrophic cardiomyopathy	DisGeNet	
ACTN2	C0949658	Familial hypertrophic cardiomyopathy 11	ClinVar,DisGeNet	
CALM3	C0949658	Familial hypertrophic cardiomyopathy 11	DisGeNet	
DES	C0949658	Familial hypertrophic cardiomyopathy 11	DisGeNet	
MYBPC2	C0949658	Familial hypertrophic cardiomyopathy 11	DisGeNet	
MYBPC3	C0949658	Familial hypertrophic cardiomyopathy 11	ClinVar,DisGeNet	
MYH6	C0949658	Familial hypertrophic cardiomyopathy 11	ClinVar,DisGeNet	
MYL2	C0949658	Familial hypertrophic cardiomyopathy 11	ClinVar,DisGeNet	
MYL3	C0949658	Familial hypertrophic cardiomyopathy 11	ClinVar,DisGeNet	
TCAP	C0949658	Familial hypertrophic cardiomyopathy 11	ClinVar	
TNNC1	C0949658	Familial hypertrophic cardiomyopathy 11	ClinVar	
TTN	C0949658	Familial hypertrophic cardiomyopathy 11	ClinVar	
