Gene	CUI	Phenotype	Source Databases	
ABCB1	C0004936	Mental disorders	DisGeNet	
ADRA2C	C0004936	Mental disorders	DisGeNet	
ANKK1	C0004936	Mental disorders	DisGeNet	
BDKRB1	C0004936	Mental disorders	DisGeNet	
BDKRB2	C0004936	Mental disorders	DisGeNet	
CHRM4	C0004936	Mental disorders	DisGeNet	
CNR1	C0004936	Mental disorders	DisGeNet	
CNR2	C0004936	Mental disorders	DisGeNet	
CORT	C0004936	Mental disorders	DisGeNet	
DDC	C0004936	Mental disorders	DisGeNet	
DRD2	C0004936	Mental disorders	DisGeNet	
GABBR1	C0004936	Mental disorders	DisGeNet	
GALR1	C0004936	Mental disorders	DisGeNet	
GALR3	C0004936	Mental disorders	DisGeNet	
GRM7	C0004936	Mental disorders	DisGeNet	
GRM8	C0004936	Mental disorders	DisGeNet	
HTR1A	C0004936	Mental disorders	DisGeNet	
HTR1B	C0004936	Mental disorders	DisGeNet	
HTR5A	C0004936	Mental disorders	DisGeNet	
LPAR3	C0004936	Mental disorders	DisGeNet	
MAOB	C0004936	Mental disorders	DisGeNet	
MCHR2	C0004936	Mental disorders	DisGeNet	
MTNR1B	C0004936	Mental disorders	DisGeNet	
NPY	C0004936	Mental disorders	DisGeNet	
OPRK1	C0004936	Mental disorders	DisGeNet	
OXER1	C0004936	Mental disorders	DisGeNet	
PDYN	C0004936	Mental disorders	DisGeNet	
POMC	C0004936	Mental disorders	DisGeNet	
SSTR5	C0004936	Mental disorders	DisGeNet	
ABCB1	C0021368	Inflammation	DisGeNet	
ADORA1	C0021368	Inflammation	DisGeNet	
AGT	C0021368	Inflammation	DisGeNet	
ANXA1	C0021368	Inflammation	DisGeNet	
APLN	C0021368	Inflammation	DisGeNet	
APP	C0021368	Inflammation	DisGeNet	
BDKRB1	C0021368	Inflammation	DisGeNet	
BDKRB2	C0021368	Inflammation	DisGeNet	
C3	C0021368	Inflammation	DisGeNet	
C3AR1	C0021368	Inflammation	DisGeNet	
C5	C0021368	Inflammation	DisGeNet	
C5AR1	C0021368	Inflammation	DisGeNet	
CCL19	C0021368	Inflammation	DisGeNet	
CCL20	C0021368	Inflammation	DisGeNet	
CCL21	C0021368	Inflammation	DisGeNet	
CCL5	C0021368	Inflammation	DisGeNet	
CCR2	C0021368	Inflammation	DisGeNet	
CCR3	C0021368	Inflammation	DisGeNet	
CCR5	C0021368	Inflammation	DisGeNet	
