node_name	node_type	
DB01200	drug	
ADRA1D	drug_target	
ADRA1B	drug_target	
ADRA2C	drug_target	
HTR1D	drug_target	
DRD2	drug_target	
HTR1A	drug_target	
ADRA2A	drug_target	
ADRA2B	drug_target	
DRD3	drug_target	
HTR2C	drug_target	
HTR7	drug_target	
DRD1	drug_target	
DRD5	drug_target	
ADRA1A	drug_target	
HTR2B	drug_target	
ABCB1	drug_target	
HTR1B	drug_target	
CYP3A4	drug_target	
DRD4	drug_target	
CYP1A2	drug_target	
HTR2A	drug_target	
Substance Use Disorders	phenotype	
Taste bitter	phenotype	
Inflammatory pain	phenotype	
Impotence	phenotype	
Mental disorders	phenotype	
Schizoaffective Disorder	phenotype	
Inflammation	phenotype	
Ischemia	phenotype	
Weight Gain Adverse Event	phenotype	
Pituitary adenoma	phenotype	
Cocaine Dependence	phenotype	
Drug Dependence	phenotype	
Status epilepticus	phenotype	
Hereditary pancreatitis	phenotype	
Pulmonary Disease, Chronic Obstructive	phenotype	
Opiate Addiction	phenotype	
Acth-Independent Macronodular Adrenal Hyperplasia	phenotype	
Liver Diseases	phenotype	
Obesity, severe, 601665 (3)	phenotype	
Depressive Disorder	phenotype	
Alzheimer Disease	phenotype	
Hypoparathyroidism - autosomal dominant	phenotype	
Cocaine-Related Disorders	phenotype	
Pain	phenotype	
Abnormality of the pituitary gland	phenotype	
Diabetes Mellitus, Type 1	phenotype	
Nephrosclerosis	phenotype	
Hyperglycemia	phenotype	
Immediate hypersensitivity	phenotype	
Eczema	phenotype	
Polyphagia	phenotype	
Pain insensitivity	phenotype	
Disorders of parathyroid gland	phenotype	
genetic hypertension	phenotype	
Arteriosclerosis	phenotype	
Prostatic Neoplasms	phenotype	
Psychoses, Substance-Induced	phenotype	
Memory Disorders	phenotype	
Panic disorder syndrome 1 (2)	phenotype	
Heroin Dependence	phenotype	
Insulinoma	phenotype	
Hypogonadotropic hypogonadism 7 with or without anosmia	phenotype	
Attention deficit hyperactivity disorder	phenotype	
Anorexia	phenotype	
Alcohol abuse	phenotype	
Sleep Wake Disorders	phenotype	
Asthma	phenotype	
Myocardial Reperfusion Injury	phenotype	
Bipolar affective disorder	phenotype	
Bulimia	phenotype	
Pancreatic Carcinoma	phenotype	
Adenomas, multiple colorectal, 608456 (3)	phenotype	
Tardive Dyskinesia	phenotype	
Respiratory Syncytial Virus Infections	phenotype	
Secondary hypertriglyceridemia	phenotype	
Congestive heart failure	phenotype	
Migraine Disorders	phenotype	
Ovarian epithelial cancer	phenotype	
Rheumatoid arthritis	phenotype	
Gastrinoma	phenotype	
Sepsis	phenotype	
Benign Prostatic Hyperplasia	phenotype	
Schizophrenia	phenotype	
Colitis, Ulcerative	phenotype	
Substance Withdrawal Syndrome	phenotype	
Substance addiction and disorders	phenotype	
Panic disorder 1	phenotype	
Tumor Progression	phenotype	
Bronchiolitis, Viral	phenotype	
Pulmonary hypertension, neonatal, susceptibility to	phenotype	
Arthritis, Rheumatoid	phenotype	
Neoplasm of the adrenal gland	phenotype	
Alcohol dependence	phenotype	
Coronary heart disease 7	phenotype	
Cushing's syndrome	phenotype	
Pulmonary Cystic Fibrosis	phenotype	
Pruritus	phenotype	
Anxiety Disorders	phenotype	
Cardiovascular Diseases	phenotype	
Animal Mammary Neoplasms	phenotype	
Verotoxigenic Escherichia coli gastrointestinal tract infection	phenotype	
Pneumonia	phenotype	
Cholestasis of pregnancy	phenotype	
Unipolar Depression	phenotype	
Prostate carcinoma	phenotype	
Paroxysmal atrial fibrillation	phenotype	
Neuralgia	phenotype	
body mass	phenotype	
Breast carcinoma	phenotype	
Ichthyosis bullosa of Siemens	phenotype	
Epilepsy, Temporal Lobe	phenotype	
Ulcerative colitis	phenotype	
Chronic obstructive pulmonary disease	phenotype	
Myocardial Infarction	phenotype	
Bronchial Hyperreactivity	phenotype	
Major depressive disorder	phenotype	
Hypotension	phenotype	
Neuroendocrine neoplasm	phenotype	
Irritable bowel syndrome with diarrhea	phenotype	
Atherosclerosis	phenotype	
Coronary Artery Disease	phenotype	
Experimental Autoimmune Encephalomyelitis	phenotype	
Hypertension	phenotype	
Bradycardia	phenotype	
Obesity	phenotype	
Osteoarthritis	phenotype	
Essential hypertension	phenotype	
Reperfusion Injury	phenotype	
{Unipolar depression, susceptibility to}, 608516 (3)	phenotype	
Endometriosis	phenotype	
Metabolic Syndrome X	phenotype	
Left ventricular hypertrophy	phenotype	
Memory Loss	phenotype	
Methamphetamine abuse	phenotype	
Substance abuse problem	phenotype	
Eating disorder	phenotype	
Increased body weight	phenotype	
Epilepsy	phenotype	
Pituitary Neoplasms	phenotype	
Heart Failure	phenotype	
Preeclampsia/eclampsia 1	phenotype	
Hypogonadism with anosmia	phenotype	
Kidney Failure, Chronic	phenotype	
Mood Disorders	phenotype	
Diabetes mellitus type 2	phenotype	
Obstructive sleep apnea	phenotype	
Hyperalgesia	phenotype	
Anorexia nervosa 1	phenotype	
Malignant tumor of prostate	phenotype	
Breast-ovarian cancer, familial 1	phenotype	
Orofacial dyskinesia	phenotype	
Pseudohypoparathyroidism, type IB, 603233 (3)	phenotype	
