Gene	CUI	Phenotype	Source Databases	
COG6	C0240641	Palmar hyperkeratosis	HumPhenOnt	
CTSC	C0240641	Palmar hyperkeratosis	HumPhenOnt	
KRT1	C0240641	Palmar hyperkeratosis	HumPhenOnt	
KRT10	C0240641	Palmar hyperkeratosis	HumPhenOnt	
KRT14	C0240641	Palmar hyperkeratosis	HumPhenOnt	
KRT16	C0240641	Palmar hyperkeratosis	HumPhenOnt	
KRT5	C0240641	Palmar hyperkeratosis	HumPhenOnt	
KRT6A	C0240641	Palmar hyperkeratosis	HumPhenOnt	
KRT9	C0240641	Palmar hyperkeratosis	HumPhenOnt	
ABCB1	C0041755	Adverse drug events and drug allergies	DisGeNet	
ABCC1	C0041755	Adverse drug events and drug allergies	DisGeNet	
ABCC2	C0041755	Adverse drug events and drug allergies	DisGeNet	
ABCC4	C0041755	Adverse drug events and drug allergies	DisGeNet	
ABCG2	C0041755	Adverse drug events and drug allergies	DisGeNet	
ALB	C0041755	Adverse drug events and drug allergies	DisGeNet	
ATIC	C0041755	Adverse drug events and drug allergies	DisGeNet	
DHFR	C0041755	Adverse drug events and drug allergies	DisGeNet	
MTHFR	C0041755	Adverse drug events and drug allergies	DisGeNet	
SLC19A1	C0041755	Adverse drug events and drug allergies	DisGeNet	
SLCO1B1	C0041755	Adverse drug events and drug allergies	DisGeNet	
TYMS	C0041755	Adverse drug events and drug allergies	DisGeNet	
COG6	C1856954	Plantar hyperkeratosis	HumPhenOnt	
CTSC	C1856954	Plantar hyperkeratosis	HumPhenOnt	
KRT1	C1856954	Plantar hyperkeratosis	HumPhenOnt	
KRT10	C1856954	Plantar hyperkeratosis	HumPhenOnt	
KRT14	C1856954	Plantar hyperkeratosis	HumPhenOnt	
KRT16	C1856954	Plantar hyperkeratosis	HumPhenOnt	
KRT5	C1856954	Plantar hyperkeratosis	HumPhenOnt	
KRT6A	C1856954	Plantar hyperkeratosis	HumPhenOnt	
KRT9	C1856954	Plantar hyperkeratosis	HumPhenOnt	
ABCB1	C1504404	Hippocampal sclerosis	DisGeNet	
ABCC1	C1504404	Hippocampal sclerosis	DisGeNet	
ABCG2	C1504404	Hippocampal sclerosis	DisGeNet	
APOE	C1504404	Hippocampal sclerosis	DisGeNet	
DCTN5	C1504404	Hippocampal sclerosis	DisGeNet	
GABBR1	C1504404	Hippocampal sclerosis	DisGeNet	
GFAP	C1504404	Hippocampal sclerosis	DisGeNet	
SLC16A1	C1504404	Hippocampal sclerosis	DisGeNet	
TMED9	C1504404	Hippocampal sclerosis	DisGeNet	
ABCG2	C0016412	Folic Acid Deficiency	DisGeNet	
DHFR	C0016412	Folic Acid Deficiency	DisGeNet	
FOLR1	C0016412	Folic Acid Deficiency	DisGeNet	
FPGS	C0016412	Folic Acid Deficiency	DisGeNet	
MTHFR	C0016412	Folic Acid Deficiency	DisGeNet	
SLC19A1	C0016412	Folic Acid Deficiency	DisGeNet	
SLC46A1	C0016412	Folic Acid Deficiency	DisGeNet	
TYMS	C0016412	Folic Acid Deficiency	DisGeNet	
ABCB1	C0022658	Kidney Diseases	DisGeNet	
ABCC11	C0022658	Kidney Diseases	DisGeNet	
ABCC2	C0022658	Kidney Diseases	DisGeNet	
ABCC3	C0022658	Kidney Diseases	DisGeNet	
ABCC4	C0022658	Kidney Diseases	DisGeNet	
ADRA1B	C0022658	Kidney Diseases	DisGeNet	
AHSG	C0022658	Kidney Diseases	DisGeNet	
ALB	C0022658	Kidney Diseases	DisGeNet	
APOA1	C0022658	Kidney Diseases	HumPhenOnt	
APOA4	C0022658	Kidney Diseases	DisGeNet	
APOC3	C0022658	Kidney Diseases	DisGeNet	
APOE	C0022658	Kidney Diseases	DisGeNet	
ARCN1	C0022658	Kidney Diseases	DisGeNet	
ATM	C0022658	Kidney Diseases	DisGeNet	
CD59	C0022658	Kidney Diseases	DisGeNet	
CFH	C0022658	Kidney Diseases	DisGeNet,PheGenI	
COL7A1	C0022658	Kidney Diseases	HumPhenOnt	
