node_name	node_type	
DB06709	drug	
CHRM3	drug_target	
Adenomas, multiple colorectal, 608456 (3)	phenotype	
Anosmia	phenotype	
Mental disorders	phenotype	
Inflammation	phenotype	
Pain	phenotype	
Abnormality of the pituitary gland	phenotype	
Impotence	phenotype	
Hypoparathyroidism - autosomal dominant	phenotype	
Abnormal circulating androgen level	phenotype	
Anxiety	phenotype	
Asthma	phenotype	
Hypogonadotropic hypogonadism 7 with or without anosmia	phenotype	
Pulmonary hypertension, neonatal, susceptibility to	phenotype	
Panic disorder 1	phenotype	
Decreased testosterone in males	phenotype	
Secondary hypertriglyceridemia	phenotype	
Abnormal serum testosterone level	phenotype	
Coronary heart disease 7	phenotype	
Anxiety Disorders	phenotype	
Female sexual dysfunction	phenotype	
Absence of secondary sex characteristics	phenotype	
Abnormal female reproductive system physiology	phenotype	
Hypotension	phenotype	
Bipolar affective disorder	phenotype	
Breast hypoplasia	phenotype	
Non-obstructive azoospermia	phenotype	
Erectile abnormalities	phenotype	
Congestive heart failure	phenotype	
Tumor Progression	phenotype	
Panic disorder syndrome 1 (2)	phenotype	
Secondary amenorrhea	phenotype	
Obstructive sleep apnea	phenotype	
Prostate carcinoma	phenotype	
Essential hypertension	phenotype	
Hypogonadism with anosmia	phenotype	
Alzheimer Disease	phenotype	
Hypertension	phenotype	
Sparse body hair	phenotype	
Aplasia/hypoplasia of the uterus	phenotype	
Male hypogonadism	phenotype	
Decreased serum testosterone level	phenotype	
Atherosclerosis	phenotype	
Bradycardia	phenotype	
Aplasia/Hypoplasia of the breasts	phenotype	
Hypoplasia of the ovary	phenotype	
Aplasia/Hypoplasia of the ovary	phenotype	
Female hypogonadism	phenotype	
Generalized joint laxity	phenotype	
Obesity	phenotype	
Alcohol dependence	phenotype	
Left ventricular hypertrophy	phenotype	
Disorders of parathyroid gland	phenotype	
genetic hypertension	phenotype	
Hypoplasia of the uterus	phenotype	
Irritable bowel syndrome with diarrhea	phenotype	
Gastrinoma	phenotype	
Ovarian epithelial cancer	phenotype	
Wide intermamillary distance	phenotype	
Abnormal intermamillary distance	phenotype	
Malignant tumor of prostate	phenotype	
Taste bitter	phenotype	
Heart Failure	phenotype	
Mood Disorders	phenotype	
Hyperalgesia	phenotype	
Depressive Disorder	phenotype	
Pruritus	phenotype	
Arteriosclerosis	phenotype	
Major depressive disorder	phenotype	
Decreased testicular size	phenotype	
Neoplasm of the colon	phenotype	
Schizophrenia	phenotype	
Neuroendocrine neoplasm	phenotype	
Colon cancer	phenotype	
Increased body weight	phenotype	
Malignant neoplasm of endometrium	phenotype	
Uterine Corpus Cancer	phenotype	
Inflammatory pain	phenotype	
Carcinoma of colon	phenotype	
Animal Mammary Neoplasms	phenotype	
Sepsis	phenotype	
Pulmonary fibrosis and/or bone marrow failure, telomere-related, 4	phenotype	
Bronchial Hyperreactivity	phenotype	
Migraine Disorders	phenotype	
Cholestasis of pregnancy	phenotype	
Lung Neoplasms	phenotype	
Aplasia/Hypoplasia of the testes	phenotype	
Coronary Artery Disease	phenotype	
Primary hyperaldosteronism	phenotype	
Abnormal fear/anxiety-related behavior	phenotype	
Unipolar Depression	phenotype	
{Unipolar depression, susceptibility to}, 608516 (3)	phenotype	
Neuroblastoma	phenotype	
Decreased beta-glucocerebrosidase protein and activity	phenotype	
Abnormal spermatogenesis	phenotype	
Gynecomastia	phenotype	
Myocardial Infarction	phenotype	
Abnormality of the testis size	phenotype	
Breast-ovarian cancer, familial 1	phenotype	
Delayed menarche	phenotype	
Amenorrhea	phenotype	
Abnormality of the sense of smell	phenotype	
Hereditary pancreatitis	phenotype	
Breast carcinoma	phenotype	
Pancreatic Carcinoma	phenotype	
Migraine with aura	phenotype	
Attention deficit hyperactivity disorder	phenotype	
Abnormal uterus morphology	phenotype	
Gastric ulcer	phenotype	
Functional abnormality of male internal genitalia	phenotype	
Diabetes Mellitus, Type 1	phenotype	
Cocaine-Related Disorders	phenotype	
Depression	phenotype	
Diabetes mellitus type 2	phenotype	
Abnormality of the menstrual cycle	phenotype	
Gastrointestinal Diseases	phenotype	
Sparse hair	phenotype	
Abnormal nipple morphology	phenotype	
Melanoma	phenotype	
Abnormal male reproductive system physiology	phenotype	
Acute myocardial ischemia	phenotype	
Albinism, ocular, with sensorineural deafness	phenotype	
Abnormality of hair density	phenotype	
Primary pulmonary hypertension	phenotype	
Pituitary adenoma	phenotype	
Cardiovascular Diseases	phenotype	
Hereditary hearing loss and deafness	phenotype	
Menstrual irregularities	phenotype	
Delayed skeletal maturation	phenotype	
