node_name	node_type	
DB00809	drug	
CHRM1	drug_target	
CHRM4	drug_target	
CHRM2	drug_target	
CHRM3	drug_target	
Pituitary adenoma	phenotype	
Weight Gain Adverse Event	phenotype	
Opiate Addiction	phenotype	
Mental disorders	phenotype	
Schizoaffective Disorder	phenotype	
Inflammation	phenotype	
Ischemia	phenotype	
Impotence	phenotype	
Pulmonary Disease, Chronic Obstructive	phenotype	
Hereditary pancreatitis	phenotype	
Alzheimer Disease	phenotype	
Acth-Independent Macronodular Adrenal Hyperplasia	phenotype	
Liver Diseases	phenotype	
Status epilepticus	phenotype	
Melanoma	phenotype	
Drug Dependence	phenotype	
Diabetes Mellitus, Type 1	phenotype	
Depressive Disorder	phenotype	
Eczema	phenotype	
Abnormality of the pituitary gland	phenotype	
Pain	phenotype	
Bradycardia	phenotype	
Hypoparathyroidism - autosomal dominant	phenotype	
Attention deficit hyperactivity disorder	phenotype	
Respiratory Syncytial Virus Infections	phenotype	
Autoimmune disease 1	phenotype	
Taste bitter	phenotype	
Septicemia	phenotype	
Pancreatic Carcinoma	phenotype	
Adenomas, multiple colorectal, 608456 (3)	phenotype	
Hepatitis C, Chronic	phenotype	
Secondary hypertriglyceridemia	phenotype	
Pulmonary Cystic Fibrosis	phenotype	
Prostatic Neoplasms	phenotype	
Schizophrenia	phenotype	
Inflammatory pain	phenotype	
Bipolar affective disorder	phenotype	
Neoplasm of the colon	phenotype	
Tumor Progression	phenotype	
Pruritus	phenotype	
Anorexia	phenotype	
Hypogonadotropic hypogonadism 7 with or without anosmia	phenotype	
Cocaine-Related Disorders	phenotype	
Arteriosclerosis	phenotype	
Seizures, Febrile	phenotype	
Experimental Autoimmune Encephalomyelitis	phenotype	
Immediate hypersensitivity	phenotype	
Bronchiolitis, Viral	phenotype	
Asthma	phenotype	
Nephrosclerosis	phenotype	
Substance Use Disorders	phenotype	
Congestive heart failure	phenotype	
Rheumatoid arthritis	phenotype	
Carcinoma of colon	phenotype	
Hypotension	phenotype	
Myocardial Reperfusion Injury	phenotype	
Myocardial Infarction	phenotype	
