Gene	CUI	Phenotype	Source Databases	
CRH	C0010481	Cushing's syndrome	DisGeNet	
GIP	C0010481	Cushing's syndrome	DisGeNet	
GIPR	C0010481	Cushing's syndrome	DisGeNet	
GNAS	C0010481	Cushing's syndrome	ClinVar,DisGeNet	
LHCGR	C0010481	Cushing's syndrome	DisGeNet	
MC2R	C0010481	Cushing's syndrome	DisGeNet	
POMC	C0010481	Cushing's syndrome	DisGeNet	
ADM2	C0001624	Neoplasm of the adrenal gland	DisGeNet	
CGA	C0001624	Neoplasm of the adrenal gland	DisGeNet	
CRH	C0001624	Neoplasm of the adrenal gland	DisGeNet	
FSHR	C0001624	Neoplasm of the adrenal gland	DisGeNet	
GIP	C0001624	Neoplasm of the adrenal gland	DisGeNet	
GIPR	C0001624	Neoplasm of the adrenal gland	DisGeNet	
GNAS	C0001624	Neoplasm of the adrenal gland	DisGeNet	
LHCGR	C0001624	Neoplasm of the adrenal gland	DisGeNet	
MC2R	C0001624	Neoplasm of the adrenal gland	DisGeNet	
POMC	C0001624	Neoplasm of the adrenal gland	DisGeNet	
TSHR	C0001624	Neoplasm of the adrenal gland	DisGeNet	
GIP	C1857451	Acth-Independent Macronodular Adrenal Hyperplasia	DisGeNet	
GIPR	C1857451	Acth-Independent Macronodular Adrenal Hyperplasia	DisGeNet	
GNAS	C1857451	Acth-Independent Macronodular Adrenal Hyperplasia	DisGeNet	
GPBAR1	C1857451	Acth-Independent Macronodular Adrenal Hyperplasia	DisGeNet	
HTR4	C1857451	Acth-Independent Macronodular Adrenal Hyperplasia	DisGeNet	
MC2R	C1857451	Acth-Independent Macronodular Adrenal Hyperplasia	DisGeNet	
POMC	C1857451	Acth-Independent Macronodular Adrenal Hyperplasia	DisGeNet	
CALCA	C3494506	Pseudohypoparathyroidism, Type Ia	DisGeNet	
GHRH	C3494506	Pseudohypoparathyroidism, Type Ia	DisGeNet	
GNAS	C3494506	Pseudohypoparathyroidism, Type Ia	DisGeNet	
PTH	C3494506	Pseudohypoparathyroidism, Type Ia	DisGeNet	
PTHLH	C3494506	Pseudohypoparathyroidism, Type Ia	DisGeNet	
VIP	C3494506	Pseudohypoparathyroidism, Type Ia	DisGeNet	
ADCYAP1	C0032002	Abnormality of the pituitary gland	DisGeNet	
ADCYAP1R1	C0032002	Abnormality of the pituitary gland	DisGeNet	
ADM	C0032002	Abnormality of the pituitary gland	DisGeNet	
CALCA	C0032002	Abnormality of the pituitary gland	DisGeNet	
CRH	C0032002	Abnormality of the pituitary gland	DisGeNet	
CRHR1	C0032002	Abnormality of the pituitary gland	DisGeNet	
