Gene	CUI	Phenotype	Source Databases	
ACKR3	C0235290	Taste bitter	DisGeNet	
ADRA1A	C0235290	Taste bitter	DisGeNet	
ADRA2B	C0235290	Taste bitter	DisGeNet	
CXCR6	C0235290	Taste bitter	DisGeNet	
CYSLTR2	C0235290	Taste bitter	DisGeNet	
EDNRA	C0235290	Taste bitter	DisGeNet	
FZD4	C0235290	Taste bitter	DisGeNet	
GPBAR1	C0235290	Taste bitter	DisGeNet	
GPRC6A	C0235290	Taste bitter	DisGeNet	
LPAR2	C0235290	Taste bitter	DisGeNet	
LPAR3	C0235290	Taste bitter	DisGeNet	
OXER1	C0235290	Taste bitter	DisGeNet	
SSTR4	C0235290	Taste bitter	DisGeNet	
TAS2R16	C0235290	Taste bitter	DisGeNet	
TAS2R38	C0235290	Taste bitter	DisGeNet	
ABCB1	C0004936	Mental disorders	DisGeNet	
ADCYAP1	C0004936	Mental disorders	DisGeNet	
ADCYAP1R1	C0004936	Mental disorders	DisGeNet	
ADRA2C	C0004936	Mental disorders	DisGeNet	
ANKK1	C0004936	Mental disorders	DisGeNet	
APOE	C0004936	Mental disorders	DisGeNet	
BDKRB1	C0004936	Mental disorders	DisGeNet	
BDKRB2	C0004936	Mental disorders	DisGeNet	
CALCA	C0004936	Mental disorders	DisGeNet	
CCK	C0004936	Mental disorders	DisGeNet	
CHRM2	C0004936	Mental disorders	DisGeNet	
CHRM4	C0004936	Mental disorders	DisGeNet	
CNR1	C0004936	Mental disorders	DisGeNet	
CNR2	C0004936	Mental disorders	DisGeNet	
CORT	C0004936	Mental disorders	DisGeNet	
CRH	C0004936	Mental disorders	DisGeNet	
CRHR1	C0004936	Mental disorders	DisGeNet	
CYP2C19	C0004936	Mental disorders	DisGeNet	
CYP2D6	C0004936	Mental disorders	DisGeNet	
DRD2	C0004936	Mental disorders	DisGeNet	
DRD3	C0004936	Mental disorders	DisGeNet	
DRD4	C0004936	Mental disorders	DisGeNet	
DRD5	C0004936	Mental disorders	DisGeNet	
F2RL3	C0004936	Mental disorders	DisGeNet	
FZD4	C0004936	Mental disorders	DisGeNet	
GABBR1	C0004936	Mental disorders	DisGeNet	
GALR1	C0004936	Mental disorders	DisGeNet	
GALR3	C0004936	Mental disorders	DisGeNet	
GFAP	C0004936	Mental disorders	DisGeNet	
GNRHR2	C0004936	Mental disorders	DisGeNet	
GPBAR1	C0004936	Mental disorders	DisGeNet	
GPRC6A	C0004936	Mental disorders	DisGeNet	
GRM5	C0004936	Mental disorders	DisGeNet	
GRM7	C0004936	Mental disorders	DisGeNet	
GRM8	C0004936	Mental disorders	DisGeNet	
GRP	C0004936	Mental disorders	DisGeNet	
GRPR	C0004936	Mental disorders	DisGeNet	
HCRTR1	C0004936	Mental disorders	DisGeNet	
HTR1A	C0004936	Mental disorders	DisGeNet	
HTR1B	C0004936	Mental disorders	DisGeNet	
HTR2A	C0004936	Mental disorders	DisGeNet	
HTR2C	C0004936	Mental disorders	DisGeNet	
HTR3A	C0004936	Mental disorders	DisGeNet	
HTR5A	C0004936	Mental disorders	DisGeNet	
HTR7	C0004936	Mental disorders	DisGeNet	
KIAA0319	C0004936	Mental disorders	DisGeNet	
LPAR3	C0004936	Mental disorders	DisGeNet	
MCHR2	C0004936	Mental disorders	DisGeNet	
MTNR1B	C0004936	Mental disorders	DisGeNet	
NPY	C0004936	Mental disorders	DisGeNet	
NTSR1	C0004936	Mental disorders	DisGeNet	
OPRK1	C0004936	Mental disorders	DisGeNet	
OXER1	C0004936	Mental disorders	DisGeNet	
OXT	C0004936	Mental disorders	DisGeNet	
OXTR	C0004936	Mental disorders	DisGeNet	
PDYN	C0004936	Mental disorders	DisGeNet	
POMC	C0004936	Mental disorders	DisGeNet	
PTH	C0004936	Mental disorders	DisGeNet	
SCT	C0004936	Mental disorders	DisGeNet	
SSTR5	C0004936	Mental disorders	DisGeNet	
TAC1	C0004936	Mental disorders	DisGeNet	
TACR1	C0004936	Mental disorders	DisGeNet	
TRH	C0004936	Mental disorders	DisGeNet	
VIP	C0004936	Mental disorders	DisGeNet	
ACKR3	C0032000	Pituitary adenoma	DisGeNet	
ARRB1	C0032000	Pituitary adenoma	DisGeNet	
ARRB2	C0032000	Pituitary adenoma	DisGeNet	
CASR	C0032000	Pituitary adenoma	DisGeNet	
CGA	C0032000	Pituitary adenoma	DisGeNet	
CRH	C0032000	Pituitary adenoma	DisGeNet	
CRHR1	C0032000	Pituitary adenoma	DisGeNet	
CXCL12	C0032000	Pituitary adenoma	DisGeNet	
CXCL8	C0032000	Pituitary adenoma	DisGeNet	
CXCR4	C0032000	Pituitary adenoma	DisGeNet	
CYP2D6	C0032000	Pituitary adenoma	DisGeNet	
DRD2	C0032000	Pituitary adenoma	DisGeNet	
EGF	C0032000	Pituitary adenoma	DisGeNet	
EGFR	C0032000	Pituitary adenoma	DisGeNet	
FSHB	C0032000	Pituitary adenoma	DisGeNet	
FSHR	C0032000	Pituitary adenoma	DisGeNet	
GAL	C0032000	Pituitary adenoma	DisGeNet	
GHRH	C0032000	Pituitary adenoma	DisGeNet	
GHRHR	C0032000	Pituitary adenoma	DisGeNet	
GHRL	C0032000	Pituitary adenoma	DisGeNet	
GHSR	C0032000	Pituitary adenoma	DisGeNet	
