Gene	CUI	Phenotype	Source Databases	
AKT1	C0278484	Malignant neoplasm of colon stage IV	DisGeNet	
CAV1	C0278484	Malignant neoplasm of colon stage IV	DisGeNet	
HSP90AA1	C0278484	Malignant neoplasm of colon stage IV	DisGeNet	
AKT1	C0856169	Endothelial dysfunction	DisGeNet	
CAV1	C0856169	Endothelial dysfunction	DisGeNet	
HSP90AA1	C0856169	Endothelial dysfunction	DisGeNet	
NOS3	C0856169	Endothelial dysfunction	DisGeNet	
AKT1	C0152171	Primary pulmonary hypertension	DisGeNet	
CAV1	C0152171	Primary pulmonary hypertension	ClinVar,DisGeNet	
HSP90AA1	C0152171	Primary pulmonary hypertension	DisGeNet	
NOS3	C0152171	Primary pulmonary hypertension	DisGeNet	
AKT1	C0600452	Hepatopulmonary Syndrome	DisGeNet	
CAV1	C0600452	Hepatopulmonary Syndrome	DisGeNet	
NOS3	C0600452	Hepatopulmonary Syndrome	DisGeNet	
AKT1	C0002895	Anemia, Sickle Cell	DisGeNet	
CALM3	C0002895	Anemia, Sickle Cell	DisGeNet	
HSP90AA1	C0002895	Anemia, Sickle Cell	DisGeNet	
NOS3	C0002895	Anemia, Sickle Cell	DisGeNet	
CALM3	C0694539	Chronic atrial fibrillation	DisGeNet	
NOS3	C0694539	Chronic atrial fibrillation	DisGeNet	
AKT1	C0345904	Hepatic cancer metastatic	DisGeNet	
CALM3	C0345904	Hepatic cancer metastatic	DisGeNet	
CAV1	C0345904	Hepatic cancer metastatic	DisGeNet	
HSP90AA1	C0345904	Hepatic cancer metastatic	DisGeNet	
NOS3	C0345904	Hepatic cancer metastatic	DisGeNet	
AKT1	C3203102	Pulmonary arterial hypertension	DisGeNet	
CAV1	C3203102	Pulmonary arterial hypertension	DisGeNet,HumPhenOnt	
HSP90AA1	C3203102	Pulmonary arterial hypertension	DisGeNet	
NOS3	C3203102	Pulmonary arterial hypertension	DisGeNet	
AKT1	C4025813	Abnormality of subcutaneous fat tissue	HumPhenOnt	
CAV1	C4025813	Abnormality of subcutaneous fat tissue	HumPhenOnt	
AKT1	C0023827	Liposarcoma	DisGeNet	
CAV1	C0023827	Liposarcoma	DisGeNet	
HSP90AA1	C0023827	Liposarcoma	DisGeNet	
AKT1	C0005694	Bladder neck obstruction	DisGeNet	
NOS3	C0005694	Bladder neck obstruction	DisGeNet	
AKT1	C0021655	Insulin Resistance	DisGeNet	
CAV1	C0021655	Insulin Resistance	DisGeNet,HumPhenOnt	
HSP90AA1	C0021655	Insulin Resistance	DisGeNet	
NOS3	C0021655	Insulin Resistance	DisGeNet	
AKT1	C0020542	Pulmonary hypertension, neonatal, susceptibility to	DisGeNet	
CALM3	C0020542	Pulmonary hypertension, neonatal, susceptibility to	DisGeNet	
CAV1	C0020542	Pulmonary hypertension, neonatal, susceptibility to	DisGeNet	
NOS3	C0020542	Pulmonary hypertension, neonatal, susceptibility to	DisGeNet	
CALM3	C0232197	Ventricular Fibrillation Adverse Event	DisGeNet	
CAV1	C0232197	Ventricular Fibrillation Adverse Event	DisGeNet	
