rank	phenotype	cui	assoc in neigh	assoc in intom	probability	Benjamini-Hochberg	genes	
212	Status epilepticus	C0038220	23	185	1.6012080550353858e-11	4.260450160771704e-05	ADRA1D,CCR10,CCR2,CCR3,CCR5,CCR7,CCR8,CCR9,CNR1,CXCL1,CXCL12,GRM1,GRM5,HRH3,KCNMA1,NPY,SPAST,SST,SSTR1,SSTR2,SSTR3,SSTR4,SSTR5
213	Mental disorders	C0004936	46	439	2.1241342018640808e-11	4.280546623794213e-05	ADRA2C,ANKK1,APOE,BDKRB1,BDKRB2,CACNA1C,CACNA1D,CCK,CHRM4,CNR1,CNR2,CORT,CYP2B6,CYP2D6,DRD2,F2RL3,GABBR1,GALR1,GALR3,GFAP,GNRHR2,GPRC6A,GRM5,GRM7,GRM8,GRP,GRPR,HCRTR1,HTR1A,HTR1B,HTR5A,LPAR3,MCHR2,MTNR1B,NPY,NTSR1,OPRK1,OXER1,OXT,OXTR,PDYN,POMC,SSTR5,TAC1,TACR1,TRH
215	Pain	C0030193	58	628	2.6082469517518803e-11	4.3207395498392284e-05	ADRA1A,ADRA2A,ADRA2C,ALB,BDKRB1,BDKRB2,CASR,CCK,CCKBR,CCL5,CCR1,CCR2,CCR6,CHRM1,CNR1,CNR2,CXCL12,CYP2B6,CYP2C9,CYP2D6,CYSLTR2,DRD2,EDN1,EDN3,EDNRB,F2RL1,GABBR1,GHSR,GNA11,GNAQ,HCRT,HRH1,HTR1A,HTR1B,KNG1,MTNR1B,NLRC4,NPBWR1,NTSR1,OPRD1,OPRK1,OPRL1,OXT,P2RY12,PDYN,PENK,PNOC,POMC,PROKR1,SAA1,SERPING1,SPAST,SST,TAC1,TACR1,TACR3,TRAPPC11,TRH
216	Weight Gain Adverse Event	C2911647	27	151	2.619759964517243e-11	4.3408360128617365e-05	ADRA2A,ANKK1,APOE,CCKAR,CHRM1,CHRM3,CHRM4,CHRM5,CNR1,DRD2,GRM1,GRM2,GRM4,GRM5,GRM6,GRM7,GRM8,HRH1,HRH3,HRH4,HTR1A,HTR1B,HTR1D,HTR1E,HTR1F,HTR2B,HTR5A
217	Depressive Disorder	C0011581	50	543	2.987554648115065e-11	4.360932475884245e-05	ADRA2A,ADRA2C,AGT,ALB,ANKK1,APOE,AVPR1B,CACNA1C,CCR2,CNR1,CNR2,CXCL8,CYP1A2,CYP2A6,CYP2B6,CYP2C9,CYP2D6,DRD2,F2R,F2RL3,GAL,GALR2,GAST,GHRL,GNB1,GRM1,GRM2,GRM5,HCRT,HP,HTR1A,HTR1B,HTR1D,LPAR1,MCHR1,MTNR1B,NPY,NPY1R,NPY2R,OPRK1,OXT,OXTR,PDYN,PMCH,POMC,TAC1,TACR3,TAS2R38,TOMM40,TRH
218	Alzheimer Disease	C0002395	84	1699	3.175193441506963e-11	4.381028938906752e-05	ADRA1A,ADRA1D,ADRA2A,AGT,AGTR2,AHSG,ALB,ANXA1,APOC1,APOE,APP,BDKRB2,C3,C5AR1,CACNA1G,CASR,CCL5,CCR1,CCR2,CCR5,CHRM1,CNR2,CST3,CTSL,CXCL12,CXCL8,CXCR2,CXCR4,CYP1A1,CYP2B6,CYP2D6,DRD2,EDN1,EDNRA,EDNRB,F2,F2R,F2RL3,GABBR1,GAL,GFAP,GRM2,GRM5,GRPR,GSN,HCAR3,HCRT,HCRTR2,HP,HTR1A,HTR1B,HTR1F,KCNMA1,KLK3,KNG1,LTB4R,MGST3,MLN,MTNR1A,NMU,NPS,NPY,NPY2R,NTS,NTSR1,P2RY1,P2RY12,P2RY2,PCED1B,PDYN,PPY,PTGER1,PTGER3,PTGFR,PYY,SAA1,SERPING1,SH3BP5,SPAST,SST,SSTR2,TAC1,TOMM40,UTS2B
219	Inflammation	C0021368	71	647	3.206712673176071e-11	4.40112540192926e-05	ADORA1,AGT,AHSG,ANXA1,APLN,APOC1,APOE,APP,BDKRB1,BDKRB2,C3,C3AR1,C5,C5AR1,CACNA1C,CCK,CCL19,CCL20,CCL21,CCL5,CCR2,CCR3,CCR5,CCR6,CCR7,CCR8,CNR1,CNR2,CST3,CXCL1,CXCL10,CXCL11,CXCL12,CXCL16,CXCL2,CXCL6,CXCL8,CXCR1,CXCR2,CXCR3,CYP1A1,CYP2B6,CYP2D6,EDN1,EDN2,F2,F2R,F2RL1,FPR1,FPR2,GAL,GAST,GHRL,HP,HRH1,KNG1,LTB4R,NPFF,NPY5R,OXT,PF4,POMC,PRSS3,PTGDR2,PTGER3,PTGFR,SAA1,SERPING1,TAC1,TACR1,TACR3
220	Ischemia	C0022116	47	647	3.214783994565096e-11	4.421221864951769e-05	ADORA1,ADORA3,AGT,AGTR2,ALB,ANXA1,APLNR,APOE,APP,C5,C5AR1,CCR5,CNR2,CXCL10,CXCL12,CXCL16,CXCL2,CXCL8,CXCR2,CXCR3,CXCR4,CYP2B6,CYP2C9,DRD2,EDN1,EDNRB,F2,F2R,F2RL1,GFAP,GPER1,GPR17,GPRC6A,HTR1B,KCNMA1,LPAR3,NPY,NPY2R,OXER1,OXT,P2RY1,POMC,S1PR1,S1PR3,SCN5A,SLC1A5,UTS2
221	Cocaine-Related Disorders	C0236736	22	117	3.227718092801979e-11	4.4413183279742765e-05	CCKBR,CHRM5,CNR1,DRD2,GABBR1,GHRL,GRM5,HCRT,HCRTR1,HTR1A,HTR1B,NPS,NPSR1,NPY,NPY1R,NPY2R,NPY5R,OPRD1,OPRK1,PDYN,POMC,TACR3
222	Pulmonary Disease, Chronic Obstructive	C0024115	37	377	3.439926121728831e-11	4.4614147909967846e-05	ACKR3,ADORA1,ADRA1A,ADRA2B,ANXA1,BDKRB2,C3AR1,C5AR1,CCL5,CCR1,CCR3,CCR5,CXCL1,CXCL10,CXCL2,CXCL5,CXCL8,CXCR1,CXCR2,CXCR3,CXCR4,CXCR6,CYP1A1,CYP2C9,CYSLTR2,EDN1,EDNRA,EDNRB,F2,F2R,F2RL1,GSN,KLK3,LPAR2,LPAR6,NPSR1,SSTR4
