node_name	node_type	
DB00920	drug	
HRH1	drug_target	
PGD	drug_target	
Impotence	phenotype	
Inflammation	phenotype	
Mental disorders	phenotype	
Pain	phenotype	
Adenomas, multiple colorectal, 608456 (3)	phenotype	
Abnormality of the pituitary gland	phenotype	
Male hypogonadism	phenotype	
Decreased serum testosterone level	phenotype	
Secondary amenorrhea	phenotype	
Hypoparathyroidism - autosomal dominant	phenotype	
Abnormal serum testosterone level	phenotype	
Alzheimer Disease	phenotype	
Pulmonary hypertension, neonatal, susceptibility to	phenotype	
Anxiety	phenotype	
Anxiety Disorders	phenotype	
Anosmia	phenotype	
Hypogonadotropic hypogonadism 7 with or without anosmia	phenotype	
Essential hypertension	phenotype	
Decreased testosterone in males	phenotype	
Sparse body hair	phenotype	
Panic disorder syndrome 1 (2)	phenotype	
Asthma	phenotype	
Aplasia/hypoplasia of the uterus	phenotype	
Female hypogonadism	phenotype	
Generalized joint laxity	phenotype	
Abnormal circulating androgen level	phenotype	
Panic disorder 1	phenotype	
Tumor Progression	phenotype	
Atherosclerosis	phenotype	
Congestive heart failure	phenotype	
Bradycardia	phenotype	
Alcohol dependence	phenotype	
Female sexual dysfunction	phenotype	
Absence of secondary sex characteristics	phenotype	
Abnormal female reproductive system physiology	phenotype	
Hypertension	phenotype	
Prostate carcinoma	phenotype	
Mood Disorders	phenotype	
Aplasia/Hypoplasia of the breasts	phenotype	
Hypoplasia of the uterus	phenotype	
Hypotension	phenotype	
Gastrinoma	phenotype	
Coronary heart disease 7	phenotype	
Schizophrenia	phenotype	
Secondary hypertriglyceridemia	phenotype	
Left ventricular hypertrophy	phenotype	
Obstructive sleep apnea	phenotype	
Obesity	phenotype	
Breast hypoplasia	phenotype	
Non-obstructive azoospermia	phenotype	
Erectile abnormalities	phenotype	
Increased body weight	phenotype	
Hyperalgesia	phenotype	
Wide intermamillary distance	phenotype	
Abnormal intermamillary distance	phenotype	
Bipolar affective disorder	phenotype	
Neoplasm of the colon	phenotype	
Hypogonadism with anosmia	phenotype	
Disorders of parathyroid gland	phenotype	
genetic hypertension	phenotype	
Irritable bowel syndrome with diarrhea	phenotype	
Hypoplasia of the ovary	phenotype	
Aplasia/Hypoplasia of the ovary	phenotype	
Heart Failure	phenotype	
Malignant tumor of prostate	phenotype	
Pruritus	phenotype	
Taste bitter	phenotype	
Ovarian epithelial cancer	phenotype	
Depressive Disorder	phenotype	
Arteriosclerosis	phenotype	
Major depressive disorder	phenotype	
Decreased testicular size	phenotype	
Cocaine-Related Disorders	phenotype	
Neuroendocrine neoplasm	phenotype	
Inflammatory pain	phenotype	
Malignant neoplasm of endometrium	phenotype	
Uterine Corpus Cancer	phenotype	
Colon cancer	phenotype	
Carcinoma of colon	phenotype	
Sepsis	phenotype	
Bronchial Hyperreactivity	phenotype	
Animal Mammary Neoplasms	phenotype	
Pulmonary fibrosis and/or bone marrow failure, telomere-related, 4	phenotype	
Cholestasis of pregnancy	phenotype	
Migraine Disorders	phenotype	
Primary hyperaldosteronism	phenotype	
Aplasia/Hypoplasia of the testes	phenotype	
Abnormal fear/anxiety-related behavior	phenotype	
Lung Neoplasms	phenotype	
Unipolar Depression	phenotype	
Coronary Artery Disease	phenotype	
{Unipolar depression, susceptibility to}, 608516 (3)	phenotype	
Decreased beta-glucocerebrosidase protein and activity	phenotype	
Abnormal spermatogenesis	phenotype	
Neuroblastoma	phenotype	
Gynecomastia	phenotype	
Abnormality of the testis size	phenotype	
Delayed menarche	phenotype	
Myocardial Infarction	phenotype	
Amenorrhea	phenotype	
Abnormality of the sense of smell	phenotype	
Migraine with aura	phenotype	
Hereditary pancreatitis	phenotype	
Abnormal uterus morphology	phenotype	
Attention deficit hyperactivity disorder	phenotype	
Cancer Cell Growth	phenotype	
Gastric ulcer	phenotype	
Functional abnormality of male internal genitalia	phenotype	
Azoospermia	phenotype	
Pancreatic Carcinoma	phenotype	
Breast-ovarian cancer, familial 1	phenotype	
Depression	phenotype	
Gastrointestinal Diseases	phenotype	
Abnormality of the menstrual cycle	phenotype	
Breast carcinoma	phenotype	
Diabetes Mellitus, Type 1	phenotype	
Sparse hair	phenotype	
Abnormal nipple morphology	phenotype	
Diabetes mellitus type 2	phenotype	
Abnormal male reproductive system physiology	phenotype	
Albinism, ocular, with sensorineural deafness	phenotype	
Abnormality of hair density	phenotype	
Acute myocardial ischemia	phenotype	
Primary pulmonary hypertension	phenotype	
Pituitary adenoma	phenotype	
Melanoma	phenotype	
Menstrual irregularities	phenotype	
Hereditary hearing loss and deafness	phenotype	
Memory Loss	phenotype	
Anorexia	phenotype	
Delayed skeletal maturation	phenotype	
Cardiovascular Diseases	phenotype	
Delayed puberty	phenotype	
Nephrosclerosis	phenotype	
Paroxysmal atrial fibrillation	phenotype	
Reperfusion Injury	phenotype	
Prostatic Neoplasms	phenotype	
Pulmonary Disease, Chronic Obstructive	phenotype	
