node1	node2	edge_score	
DB00833	SLC15A2	1.0	
DB00833	MPO	1.0	
SLC15A2		1
MPO		1
Cystic Fibrosis	MPO	1.0	
Cystic Fibrosis	SLC15A2	1.0	
Multiple Sclerosis	MPO	1.0	
Multiple Sclerosis	SLC15A2	1.0	
Asbestosis	MPO	1.0	
Drug Eruptions	MPO	1.0	
Granulocytic Sarcoma	MPO	1.0	
Enteritis	MPO	1.0	
Churg-Strauss Syndrome	MPO	1.0	
Polymyalgia Rheumatica	MPO	1.0	
Microscopic Polyarteritis	MPO	1.0	
Nephrosclerosis	MPO	1.0	
Cerebral aneurysm	MPO	1.0	
Granulomatosis	MPO	1.0	
Idiopathic crescentic glomerulonephritis	MPO	1.0	
Diffuse Scleroderma	MPO	1.0	
Ovarian epithelial cancer stage III	MPO	1.0	
Stomach Diseases	MPO	1.0	
Fabry disease	MPO	1.0	
Agranulocytosis	MPO	1.0	
Renovascular hypertension	MPO	1.0	
Pelvic inflammatory disease	MPO	1.0	
Vascular lesions	MPO	1.0	
Respiratory Tract Diseases	MPO	1.0	
Biliary tract neoplasm	MPO	1.0	
Chronic neutrophilia	MPO	1.0	
Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis	MPO	1.0	
Shigella Infections	MPO	1.0	
Infiltrating Cervical Carcinoma	MPO	1.0	
Pharyngeal Neoplasms	MPO	1.0	
Early-Stage Breast Carcinoma	MPO	1.0	
Alpha-1-antitrypsin deficiency	MPO	1.0	
Neurodegeneration with brain iron accumulation 4	MPO	1.0	
Occupational Diseases	MPO	1.0	
Shock, Septic	MPO	1.0	
Cardiac fibrosis	MPO	1.0	
Bronchitis	MPO	1.0	
Ischemic cardiomyopathy	MPO	1.0	
Bronchitis, Chronic	MPO	1.0	
Complications of Diabetes Mellitus	MPO	1.0	
Pulmonary edema	MPO	1.0	
Uterine neoplasm	MPO	1.0	
Brain Infarction	MPO	1.0	
Granulomatous disease, chronic, autosomal recessive, cytochrome b-negative	MPO	1.0	
pediatric acute myeloblastic leukemia	MPO	1.0	
Duodenal Ulcer	MPO	1.0	
Acute Undifferentiated Leukemia	MPO	1.0	
Stable angina	MPO	1.0	
Lichen Planus, Oral	MPO	1.0	
Hereditary hemochromatosis	MPO	1.0	
Diabetic Angiopathies	MPO	1.0	
Periodontitis, Juvenile	MPO	1.0	
Adult Acute Myeloblastic Leukemia	MPO	1.0	
DNA Damage	MPO	1.0	
Polyglandular autoimmune syndrome, type 1	MPO	1.0	
Peripheral Arterial Diseases	MPO	1.0	
Shy-Drager syndrome	MPO	1.0	
Hemochromatosis	MPO	1.0	
Cystitis	MPO	1.0	
Acute pancreatitis	MPO	1.0	
Liver Cirrhosis, Alcoholic	MPO	1.0	
Adult Acute Lymphocytic Leukemia	MPO	1.0	
Neoplasm of the larynx	MPO	1.0	
Acute megakaryocytic leukemia	MPO	1.0	
Precursor B-Cell Lymphoblastic Leukemia-Lymphoma	MPO	1.0	
Helicobacter Infections	MPO	1.0	
Carotid Atherosclerosis	MPO	1.0	
Hay fever	MPO	1.0	
Chronic atrophic gastritis	MPO	1.0	
Immediate hypersensitivity	MPO	1.0	
Peptic ulcer	MPO	1.0	
Urticaria	MPO	1.0	
Giant cell arteritis	MPO	1.0	
Gingival Diseases	MPO	1.0	
Malignant neoplasm of larynx	MPO	1.0	
Hematological Disease	MPO	1.0	
orbit (eye disorders)	MPO	1.0	
Hearing Loss, Partial	SLC15A2	1.0	
{Aneurysm, familial abdominal 3} (2)	MPO	1.0	
Peripheral Arterial Disease	MPO	1.0	
Monosomy	MPO	1.0	
Nonalcoholic Steatohepatitis	MPO	1.0	
Substance-Related Disorders	MPO	1.0	
Dissecting aneurysm of the thoracic aorta	MPO	1.0	
Nephritis	MPO	1.0	
Trisomy	MPO	1.0	
Familial hypercholesterolemia	MPO	1.0	
Secondary hyperparathyroidism	SLC15A2	1.0	
Chronic Periodontitis	MPO	1.0	
Vasculitis	MPO	1.0	
