node_name	node_type	
DB03953	drug	
NOS2	drug_target	
 Adenocarcinoma, ovarian, somatic, 167000 (3)	phenotype	
Albuminuria	phenotype	
Alzheimer Disease	phenotype	
Amyotrophic Lateral Sclerosis	phenotype	
Bovine Anaplasmosis	phenotype	
Anemia	phenotype	
Aplastic anemia	phenotype	
Fabry disease	phenotype	
Hypoxia	phenotype	
Arteriosclerosis	phenotype	
Arthritis, Rheumatoid	phenotype	
Arthritis, Psoriatic	phenotype	
Rheumatoid arthritis	phenotype	
Asbestosis	phenotype	
Asthma	phenotype	
Atherosclerosis	phenotype	
Autism 15	phenotype	
Autoimmune disease 1	phenotype	
Recurrent bacterial infection	phenotype	
Barrett Esophagus	phenotype	
Mental disorders	phenotype	
Behcet Syndrome	phenotype	
beta Thalassemia	phenotype	
Bipolar affective disorder	phenotype	
Malignant tumor of urinary bladder	phenotype	
Urinary Bladder Neoplasms	phenotype	
Brain Diseases	phenotype	
Cerebral edema	phenotype	
Brain neoplasm	phenotype	
Breast-ovarian cancer, familial 1	phenotype	
Bronchiolitis	phenotype	
Bronchiolitis, Viral	phenotype	
Colon cancer	phenotype	
Alveolar cell carcinoma	phenotype	
Non-small cell lung carcinoma	phenotype	
Renal cell carcinoma, nonpapillary	phenotype	
Squamous cell carcinoma	phenotype	
Cardiomyopathy, Dilated	phenotype	
Cardiovascular Diseases	phenotype	
Celiac Disease	phenotype	
Neoplastic Cell Transformation	phenotype	
Intracranial Aneurysm	phenotype	
Ischaemic cerebral infarction	phenotype	
Brain Ischemia	phenotype	
Cerebral palsy, spastic quadriplegic, 3	phenotype	
Chlamydia Infections	phenotype	
Cholangitis, Sclerosing	phenotype	
Cholestasis, benign recurrent intrahepatic 1	phenotype	
Chorioamnionitis	phenotype	
Bronchitis, Chronic	phenotype	
Colitis, Ulcerative	phenotype	
Ulcerative colitis	phenotype	
Neoplasm of the colon	phenotype	
Colonic Polyps	phenotype	
Colorectal cancer 1	phenotype	
Colorectal Neoplasms	phenotype	
Familial cold-induced inflammatory syndrome 1, 120100 (3)	phenotype	
Verotoxigenic Escherichia coli gastrointestinal tract infection	phenotype	
Coronary heart disease 7	phenotype	
Congenital hypothyroidism	phenotype	
Crohn Disease	phenotype	
Adenoid Cystic Carcinoma	phenotype	
Cystic Fibrosis	phenotype	
Plaque, Atherosclerotic	phenotype	
{Unipolar depression, susceptibility to}, 608516 (3)	phenotype	
Depressive Disorder	phenotype	
Dermatitis, Atopic	phenotype	
Diabetes Mellitus, Type 1	phenotype	
Diabetes mellitus type 1	phenotype	
Diabetes mellitus type 2	phenotype	
Diabetic Angiopathies	phenotype	
Diabetic Nephropathies	phenotype	
Type 1 diabetic neuropathy	phenotype	
