Gene	CUI	Phenotype	Source Databases	
ADRA1D	C0001430	Adenomas, multiple colorectal, 608456 (3)	DisGeNet	
AGT	C0001430	Adenomas, multiple colorectal, 608456 (3)	DisGeNet	
BDKRB1	C0001430	Adenomas, multiple colorectal, 608456 (3)	DisGeNet	
CASR	C0001430	Adenomas, multiple colorectal, 608456 (3)	DisGeNet	
CCK	C0001430	Adenomas, multiple colorectal, 608456 (3)	DisGeNet	
CCKBR	C0001430	Adenomas, multiple colorectal, 608456 (3)	DisGeNet	
EDN1	C0001430	Adenomas, multiple colorectal, 608456 (3)	DisGeNet	
EDNRA	C0001430	Adenomas, multiple colorectal, 608456 (3)	DisGeNet	
EDNRB	C0001430	Adenomas, multiple colorectal, 608456 (3)	DisGeNet	
F2RL2	C0001430	Adenomas, multiple colorectal, 608456 (3)	DisGeNet	
GAST	C0001430	Adenomas, multiple colorectal, 608456 (3)	DisGeNet	
GHRL	C0001430	Adenomas, multiple colorectal, 608456 (3)	DisGeNet	
GHSR	C0001430	Adenomas, multiple colorectal, 608456 (3)	DisGeNet	
GNRHR	C0001430	Adenomas, multiple colorectal, 608456 (3)	DisGeNet	
HCRT	C0001430	Adenomas, multiple colorectal, 608456 (3)	DisGeNet	
HCRTR1	C0001430	Adenomas, multiple colorectal, 608456 (3)	DisGeNet	
HCRTR2	C0001430	Adenomas, multiple colorectal, 608456 (3)	DisGeNet	
KISS1	C0001430	Adenomas, multiple colorectal, 608456 (3)	DisGeNet	
LPAR1	C0001430	Adenomas, multiple colorectal, 608456 (3)	DisGeNet	
NTS	C0001430	Adenomas, multiple colorectal, 608456 (3)	DisGeNet	
NTSR1	C0001430	Adenomas, multiple colorectal, 608456 (3)	DisGeNet	
TRH	C0001430	Adenomas, multiple colorectal, 608456 (3)	DisGeNet	
TRHR	C0001430	Adenomas, multiple colorectal, 608456 (3)	DisGeNet	
UTS2	C0001430	Adenomas, multiple colorectal, 608456 (3)	DisGeNet	
UTS2R	C0001430	Adenomas, multiple colorectal, 608456 (3)	DisGeNet	
ADRA1A	C0002395	Alzheimer Disease	DisGeNet	
ADRA1D	C0002395	Alzheimer Disease	DisGeNet	
AGT	C0002395	Alzheimer Disease	DisGeNet	
APP	C0002395	Alzheimer Disease	ClinVar,DisGeNet,HumPhenOnt	
BDKRB2	C0002395	Alzheimer Disease	DisGeNet	
CASR	C0002395	Alzheimer Disease	DisGeNet	
CHRM1	C0002395	Alzheimer Disease	DisGeNet	
EDN1	C0002395	Alzheimer Disease	DisGeNet	
EDNRA	C0002395	Alzheimer Disease	DisGeNet	
EDNRB	C0002395	Alzheimer Disease	DisGeNet	
F2	C0002395	Alzheimer Disease	DisGeNet	
F2R	C0002395	Alzheimer Disease	DisGeNet	
F2RL3	C0002395	Alzheimer Disease	DisGeNet	
GRM5	C0002395	Alzheimer Disease	DisGeNet	
GRPR	C0002395	Alzheimer Disease	DisGeNet	
HCRT	C0002395	Alzheimer Disease	DisGeNet	
HCRTR2	C0002395	Alzheimer Disease	DisGeNet	
KNG1	C0002395	Alzheimer Disease	DisGeNet	
LTB4R	C0002395	Alzheimer Disease	DisGeNet	
MLN	C0002395	Alzheimer Disease	DisGeNet	
NMU	C0002395	Alzheimer Disease	DisGeNet	
NPS	C0002395	Alzheimer Disease	DisGeNet	
NTS	C0002395	Alzheimer Disease	DisGeNet	
NTSR1	C0002395	Alzheimer Disease	DisGeNet	
P2RY1	C0002395	Alzheimer Disease	DisGeNet	
P2RY2	C0002395	Alzheimer Disease	DisGeNet	
PTGER1	C0002395	Alzheimer Disease	DisGeNet	
PTGFR	C0002395	Alzheimer Disease	DisGeNet	
SAA1	C0002395	Alzheimer Disease	DisGeNet	
TAC1	C0002395	Alzheimer Disease	DisGeNet	
UTS2B	C0002395	Alzheimer Disease	DisGeNet	
GNRH1	C0003126	Anosmia	DisGeNet	
GNRHR	C0003126	Anosmia	DisGeNet	
KISS1	C0003126	Anosmia	HumPhenOnt	
KISS1R	C0003126	Anosmia	HumPhenOnt	
PROK2	C0003126	Anosmia	DisGeNet,HumPhenOnt	
PROKR2	C0003126	Anosmia	DisGeNet,HumPhenOnt	
TAC3	C0003126	Anosmia	HumPhenOnt	
TACR3	C0003126	Anosmia	HumPhenOnt	
BDKRB1	C0004936	Mental disorders	DisGeNet	
BDKRB2	C0004936	Mental disorders	DisGeNet	
CCK	C0004936	Mental disorders	DisGeNet	
F2RL3	C0004936	Mental disorders	DisGeNet	
GNRHR2	C0004936	Mental disorders	DisGeNet	
GPRC6A	C0004936	Mental disorders	DisGeNet	
GRM5	C0004936	Mental disorders	DisGeNet	
GRP	C0004936	Mental disorders	DisGeNet	
GRPR	C0004936	Mental disorders	DisGeNet	
HCRTR1	C0004936	Mental disorders	DisGeNet	
LPAR3	C0004936	Mental disorders	DisGeNet	
NTSR1	C0004936	Mental disorders	DisGeNet	
OXT	C0004936	Mental disorders	DisGeNet	
OXTR	C0004936	Mental disorders	DisGeNet	
TAC1	C0004936	Mental disorders	DisGeNet	
TACR1	C0004936	Mental disorders	DisGeNet	
TRH	C0004936	Mental disorders	DisGeNet	
AGT	C0021368	Inflammation	DisGeNet	
APP	C0021368	Inflammation	DisGeNet	
BDKRB1	C0021368	Inflammation	DisGeNet	
BDKRB2	C0021368	Inflammation	DisGeNet	
CCK	C0021368	Inflammation	DisGeNet	
EDN1	C0021368	Inflammation	DisGeNet	
EDN2	C0021368	Inflammation	DisGeNet	
F2	C0021368	Inflammation	DisGeNet	
F2R	C0021368	Inflammation	DisGeNet	
F2RL1	C0021368	Inflammation	DisGeNet	
GAST	C0021368	Inflammation	DisGeNet	
GHRL	C0021368	Inflammation	DisGeNet	
HRH1	C0021368	Inflammation	DisGeNet	
KNG1	C0021368	Inflammation	DisGeNet	
LTB4R	C0021368	Inflammation	DisGeNet	
NPFF	C0021368	Inflammation	DisGeNet	
OXT	C0021368	Inflammation	DisGeNet	
PTGFR	C0021368	Inflammation	DisGeNet	
SAA1	C0021368	Inflammation	DisGeNet	
TAC1	C0021368	Inflammation	DisGeNet	
TACR1	C0021368	Inflammation	DisGeNet	
TACR3	C0021368	Inflammation	DisGeNet	
ADRA1A	C0030193	Pain	DisGeNet	
BDKRB1	C0030193	Pain	DisGeNet	
BDKRB2	C0030193	Pain	DisGeNet	
CASR	C0030193	Pain	HumPhenOnt	
CCK	C0030193	Pain	DisGeNet	
CCKBR	C0030193	Pain	DisGeNet	
CHRM1	C0030193	Pain	DisGeNet	
CYSLTR2	C0030193	Pain	HumPhenOnt	
EDN1	C0030193	Pain	DisGeNet	
EDN3	C0030193	Pain	HumPhenOnt	
EDNRB	C0030193	Pain	DisGeNet,HumPhenOnt	
F2RL1	C0030193	Pain	DisGeNet	
GHSR	C0030193	Pain	HumPhenOnt	
GNA11	C0030193	Pain	HumPhenOnt	
GNAQ	C0030193	Pain	HumPhenOnt	
HCRT	C0030193	Pain	DisGeNet	
HRH1	C0030193	Pain	DisGeNet	
KNG1	C0030193	Pain	DisGeNet	
NTSR1	C0030193	Pain	DisGeNet	
OXT	C0030193	Pain	DisGeNet	
PROKR1	C0030193	Pain	DisGeNet	
SAA1	C0030193	Pain	HumPhenOnt	
TAC1	C0030193	Pain	DisGeNet	
TACR1	C0030193	Pain	DisGeNet	
TACR3	C0030193	Pain	DisGeNet	
TRH	C0030193	Pain	DisGeNet	
ADRA1A	C0032002	Abnormality of the pituitary gland	DisGeNet	
ADRA1D	C0032002	Abnormality of the pituitary gland	DisGeNet	
AGT	C0032002	Abnormality of the pituitary gland	DisGeNet	
AVPR1B	C0032002	Abnormality of the pituitary gland	DisGeNet	
CCK	C0032002	Abnormality of the pituitary gland	DisGeNet	
CYSLTR2	C0032002	Abnormality of the pituitary gland	DisGeNet	
EDNRA	C0032002	Abnormality of the pituitary gland	DisGeNet	
GAST	C0032002	Abnormality of the pituitary gland	DisGeNet	
GCG	C0032002	Abnormality of the pituitary gland	DisGeNet	
GHRL	C0032002	Abnormality of the pituitary gland	DisGeNet	
GHSR	C0032002	Abnormality of the pituitary gland	DisGeNet	
GNA11	C0032002	Abnormality of the pituitary gland	DisGeNet	
GNRH1	C0032002	Abnormality of the pituitary gland	DisGeNet	
GNRHR	C0032002	Abnormality of the pituitary gland	DisGeNet	
KISS1	C0032002	Abnormality of the pituitary gland	DisGeNet	
KISS1R	C0032002	Abnormality of the pituitary gland	DisGeNet,HumPhenOnt	
LPAR2	C0032002	Abnormality of the pituitary gland	DisGeNet	
NTS	C0032002	Abnormality of the pituitary gland	DisGeNet	
OXT	C0032002	Abnormality of the pituitary gland	DisGeNet	
PMCH	C0032002	Abnormality of the pituitary gland	DisGeNet	
PROK2	C0032002	Abnormality of the pituitary gland	DisGeNet,HumPhenOnt	
PROKR2	C0032002	Abnormality of the pituitary gland	DisGeNet,HumPhenOnt	
TACR3	C0032002	Abnormality of the pituitary gland	DisGeNet,HumPhenOnt	
TRH	C0032002	Abnormality of the pituitary gland	DisGeNet	
TRHR	C0032002	Abnormality of the pituitary gland	DisGeNet	
AGT	C0242350	Impotence	DisGeNet	
EDN1	C0242350	Impotence	DisGeNet	
EDNRA	C0242350	Impotence	DisGeNet	
GNRH1	C0242350	Impotence	HumPhenOnt	
GNRHR	C0242350	Impotence	HumPhenOnt	
KISS1	C0242350	Impotence	HumPhenOnt	
KISS1R	C0242350	Impotence	HumPhenOnt	
P2RY1	C0242350	Impotence	DisGeNet	
P2RY2	C0242350	Impotence	DisGeNet	
PROK2	C0242350	Impotence	HumPhenOnt	
PROKR2	C0242350	Impotence	HumPhenOnt	
PTAFR	C0242350	Impotence	DisGeNet	
TAC3	C0242350	Impotence	HumPhenOnt	
TACR3	C0242350	Impotence	HumPhenOnt	
ADRA1A	C0342345	Hypoparathyroidism - autosomal dominant	DisGeNet	
CASR	C0342345	Hypoparathyroidism - autosomal dominant	DisGeNet	
CYSLTR2	C0342345	Hypoparathyroidism - autosomal dominant	DisGeNet	
EDNRA	C0342345	Hypoparathyroidism - autosomal dominant	DisGeNet	
GNA11	C0342345	Hypoparathyroidism - autosomal dominant	DisGeNet	
LPAR2	C0342345	Hypoparathyroidism - autosomal dominant	DisGeNet	
NPS	C0342345	Hypoparathyroidism - autosomal dominant	DisGeNet	
GNRH1	C4072892	Abnormal circulating androgen level	HumPhenOnt	
GNRHR	C4072892	Abnormal circulating androgen level	HumPhenOnt	
KISS1	C4072892	Abnormal circulating androgen level	HumPhenOnt	
KISS1R	C4072892	Abnormal circulating androgen level	HumPhenOnt	
PROK2	C4072892	Abnormal circulating androgen level	HumPhenOnt	
PROKR2	C4072892	Abnormal circulating androgen level	HumPhenOnt	
TAC3	C4072892	Abnormal circulating androgen level	HumPhenOnt	
TACR3	C4072892	Abnormal circulating androgen level	HumPhenOnt	
CASR	C0003467	Anxiety	HumPhenOnt	
GNA11	C0003467	Anxiety	HumPhenOnt	
GNRH1	C0003467	Anxiety	HumPhenOnt	
GNRHR	C0003467	Anxiety	HumPhenOnt	
KISS1	C0003467	Anxiety	HumPhenOnt	
KISS1R	C0003467	Anxiety	HumPhenOnt	
OXT	C0003467	Anxiety	DisGeNet	
OXTR	C0003467	Anxiety	DisGeNet	
PMCH	C0003467	Anxiety	DisGeNet	
PROK2	C0003467	Anxiety	HumPhenOnt	
PROKR2	C0003467	Anxiety	HumPhenOnt	
TAC1	C0003467	Anxiety	DisGeNet	
TAC3	C0003467	Anxiety	HumPhenOnt	
TACR3	C0003467	Anxiety	HumPhenOnt	
ADRA1A	C0004096	Asthma	DisGeNet	
ADRA1B	C0004096	Asthma	DisGeNet	
ADRA1D	C0004096	Asthma	DisGeNet	
AGT	C0004096	Asthma	DisGeNet	
APP	C0004096	Asthma	DisGeNet	
BDKRB1	C0004096	Asthma	DisGeNet	
BDKRB2	C0004096	Asthma	DisGeNet	
CCL23	C0004096	Asthma	DisGeNet	
CHRM1	C0004096	Asthma	DisGeNet	
CYSLTR1	C0004096	Asthma	DisGeNet	
CYSLTR2	C0004096	Asthma	DisGeNet	
EDN1	C0004096	Asthma	DisGeNet	
EDNRA	C0004096	Asthma	DisGeNet	
EDNRB	C0004096	Asthma	DisGeNet	
F2R	C0004096	Asthma	DisGeNet	
F2RL1	C0004096	Asthma	DisGeNet	
