rank	phenotype	cui	assoc in neigh	assoc in intom	probability	Benjamini-Hochberg	genes	
20	Epidermolysis bullosa simplex, Cockayne-Touraine type	C0079298	7	28	0.0	5.743825387708214e-06	FN1,GFAP,KRT1,KRT10,KRT14,KRT5,KRT9
31	Palmar hyperkeratosis	C0240641	7	28	0.0	8.902929350947732e-06	KRT1,KRT10,KRT14,KRT16,KRT5,KRT6A,KRT9
52	Autosomal dominant non-syndromic sensorineural deafness type DFNA	C0443147	31	1262	0.0	1.4933946008041357e-05	AP4E1,APOA1,APOE,CAMTA1,CFH,CST3,DICER1,FN1,GFAP,GJC2,GSN,ITGA2,KCNMA1,KRT1,KRT10,KRT13,KRT14,KRT16,KRT5,KRT6B,KRT9,LDB3,NLRC4,PLAG1,RYR2,SCN5A,SERPING1,SETX,SPAST,TTN,TTR
70	Hyperkeratosis	C0870082	14	258	0.0	2.010338885697875e-05	APOC1,DMD,KRT1,KRT10,KRT13,KRT14,KRT16,KRT5,KRT6A,KRT6B,KRT9,LDB3,SCN5A,TTN
100	Plantar hyperkeratosis	C1856954	7	32	0.0	2.871912693854107e-05	KRT1,KRT10,KRT14,KRT16,KRT5,KRT6A,KRT9
149	Palmoplantar keratoderma, nonepidermolytic, focal	C0022596	12	156	2.0161650127192843e-11	4.279149913842619e-05	DMD,KRT1,KRT10,KRT14,KRT16,KRT5,KRT6A,KRT6B,KRT9,LDB3,SCN5A,TTN
150	Diabetes mellitus type 2	C0011860	37	1972	2.5686786031542397e-11	4.30786904078116e-05	AHSG,ALB,APOA1,APOA2,APOA4,APOC1,APOC2,APOC3,APOE,ATM,CAMTA1,CFB,CFH,CRB1,CST3,CTSL,DCD,DGKG,DICER1,DMD,F7,FABP6,FN1,GRAP2,GSN,HP,HPX,ITGA2,KRT16,NPHS1,PEG3,SCN5A,ST13,THRAP3,TOMM40,TSC22D1,TTR
154	Abnormality of cardiovascular system electrophysiology	C0243050	31	1568	1.6337997621462819e-10	4.4227455485353246e-05	ALB,APOA1,APOC2,APOE,ATM,CHKB,CRB1,CST3,DMD,F7,FN1,GSN,ITGA2,KRT1,KRT10,KRT14,KRT16,KRT5,KRT9,LDB3,NLRC4,OBSL1,PALB2,RYR2,SCN5A,SERPING1,SETX,SLC22A5,TIAM1,TTN,TTR
155	Epidermal thickening	C0494876	14	309	2.5361546196478457e-10	4.451464675473866e-05	CHKB,DMD,KRT1,KRT10,KRT13,KRT14,KRT16,KRT5,KRT6A,KRT6B,KRT9,LDB3,SCN5A,TTN
156	Abnormality of metabolism/homeostasis	C4021768	31	1607	3.1423330604241073e-10	4.480183802412407e-05	ALB,APOA1,APOC2,APOC3,APOE,ATM,CAMTA1,CFH,CHKB,CRB1,CST3,DICER1,DMD,FN1,GJC2,GSN,KRT1,KRT14,KRT9,LDB3,NLRC4,NPHS1,PALB2,SCN5A,SERPING1,SETX,SLC22A5,SLC25A13,TRAPPC11,TTN,TTR
158	Abnormality of the skin	C0037268	28	1376	7.24167614762905e-10	4.537622056289489e-05	APOA1,APOC1,APOC2,APOE,ATM,CHKB,CRB1,DICER1,DMD,GJC2,GSN,ITGA2,KRT1,KRT10,KRT13,KRT14,KRT16,KRT5,KRT6A,KRT6B,KRT9,LDB3,NLRC4,PALB2,SCN5A,SERPING1,SETX,TTN
159	Myofibrillar myopathy, BAG3-related	C2678065	6	34	7.488226705376633e-10	4.56634118322803e-05	CFH,DMD,FN1,GSN,LDB3,TTN
161	Thickened skin	C0241165	14	339	1.0268109695843464e-09	4.623779437105112e-05	CHKB,DMD,KRT1,KRT10,KRT13,KRT14,KRT16,KRT5,KRT6A,KRT6B,KRT9,LDB3,SCN5A,TTN
162	Abnormality of the plantar skin of foot	C4020946	7	57	1.183076969724084e-09	4.652498564043653e-05	KRT1,KRT10,KRT14,KRT16,KRT5,KRT6A,KRT9
163	Hyperlipidemia, combined, 1	C0020473	13	293	1.3771764839631828e-09	4.681217690982195e-05	ALB,APOA1,APOA2,APOA4,APOC1,APOC2,APOC3,APOE,CDCP1,F7,HP,NPHS1,SLC25A13
164	Kidney Diseases	C0022658	20	755	1.8654263689299455e-09	4.7099368179207354e-05	ADRA1B,AHSG,ALB,APOA1,APOA4,APOC3,APOE,ATM,CFH,CST3,CTSL,F7,FN1,GSN,HP,NPHS1,RYR2,SLC22A6,SLC22A8,TTR
169	Hyperlipoproteinemia	C0020476	6	43	4.3872254718024806e-09	4.853532452613441e-05	ALB,APOA1,APOA2,APOC2,APOC3,APOE
170	Hypertriglyceridemia result	C1522137	6	44	5.191255425529562e-09	4.8822515795519815e-05	APOA1,APOA2,APOA4,APOC2,APOC3,APOE
172	Abnormality of blood and blood-forming tissues	C0241657	26	1335	7.4088619683720935e-09	4.939689833429064e-05	APOA1,APOC2,APOE,ATM,CRB1,CST3,DMD,F7,FN1,ITGA2,KRT1,KRT10,KRT14,KRT16,KRT5,KRT9,LDB3,NLRC4,OBSL1,PALB2,RYR2,SCN5A,SERPING1,SETX,TTN,TTR
173	Hyperhidrosis	C0020458	8	104	8.113578808810473e-09	4.968408960367605e-05	KRT1,KRT14,KRT16,KRT5,KRT6A,KRT6B,KRT9,NLRC4
174	Abnormality of the immune system	C4021753	24	1164	8.868466960798571e-09	4.9971280873061456e-05	APOA1,APOC2,APOE,ATM,CFB,CFD,CFH,DMD,GJC2,KRT1,KRT10,KRT14,KRT16,KRT5,KRT9,LDB3,NLRC4,NPHS1,PALB2,SCN5A,SERPING1,SETX,SLC25A13,TTN
175	Abnormal blistering of the skin	C2132198	7	74	9.566762604329426e-09	5.0258472142446876e-05	KRT1,KRT10,KRT14,KRT16,KRT5,KRT6A,KRT6B
176	Abnormality of skin morphology	C4023528	25	1261	9.880309681520316e-09	5.054566341183228e-05	APOA1,APOC2,APOE,ATM,CHKB,CRB1,DMD,GSN,ITGA2,KRT1,KRT10,KRT13,KRT14,KRT16,KRT5,KRT6A,KRT6B,KRT9,LDB3,NLRC4,PALB2,SCN5A,SERPING1,SETX,TTN
178	Coronary heart disease 7	C0010054	19	754	1.0419360152447155e-08	5.11200459506031e-05	AHSG,ALB,APOA1,APOA2,APOA4,APOC1,APOC3,APOE,ATM,CFH,CST3,F7,FN1,HP,ITGA2,PF4V1,SCN5A,SLC22A5,TTN
182	Ichthyosis, congenital, autosomal recessive 12	C0020757	9	152	1.6788506584930474e-08	5.226881102814474e-05	CHKB,DMD,KRT1,KRT10,KRT14,KRT16,KRT6A,KRT6B,KRT9
183	Alzheimer Disease	C0002395	29	1699	2.0795336119761032e-08	5.255600229753016e-05	AHSG,ALB,APOA1,APOC1,APOC2,APOC3,APOE,ATM,CFB,CFH,CST3,CTSL,F7,FN1,GABBR1,GFAP,GRAP2,GSN,HP,ITGA2,KCNMA1,KLK3,KRT14,PCED1B,SERPING1,SH3BP5,SPAST,TOMM40,TTR
186	Abnormality of immune system physiology	C4023616	20	884	2.8948723418409372e-08	5.3417576105686384e-05	APOA1,APOC2,APOE,ATM,CFB,CFD,CFH,GJC2,KRT1,KRT10,KRT14,KRT16,KRT5,KRT9,NLRC4,NPHS1,PALB2,SERPING1,SETX,SLC25A13
