rank	phenotype	cui	assoc in neigh	assoc in intom	probability	Benjamini-Hochberg	genes	
43	Drug Allergy	C0013182	7	79	3.852713770235994e-08	1.9697663765460376e-05	ABCB1,CYP2C8,CYP2D6,CYP3A4,CYP3A5,LTA,TNF
46	Acute postoperative pain	C0030201	5	37	1.1566505664362126e-07	2.1071919377004125e-05	ABCB1,CYP2D6,CYP3A4,TNF,TNFRSF1A
49	Neoplasm of the larynx	C0023055	7	106	3.851332702753396e-07	2.244617498854787e-05	CYP1A1,CYP2C8,CYP2D6,CYP3A4,GSTA2,MGST1,TNF
50	Primary malignant neoplasm of liver	C0024620	4	25	4.572650356138297e-07	2.2904260192395786e-05	ABCB1,CYP2D6,CYP3A4,CYP3A5
52	Pain insensitivity	C0344307	5	52	9.359187305157946e-07	2.3820430600091617e-05	ABCB1,CYP2D6,CYP3A4,CYP3A5,TNF
54	Herpes simplex encephalitis, susceptibility to, 7	C0276226	4	31	1.41800826458649e-06	2.4736601007787447e-05	IRAK4,TNF,TRAF3,UNC93B1
55	Tumor necrosis	C0333516	8	170	1.4374806236450155e-06	2.5194686211635362e-05	HSP90B1,MYD88,RIPK1,RNF31,TNF,TNFRSF1A,TRAF2,TRAF6
57	Musculoskeletal Diseases	C0026857	7	132	2.046500003349827e-06	2.6110856619331196e-05	CYP1A1,CYP2D6,TLR8,TLR9,TNF,TNFRSF1A,TRAF2
58	Pregnancy Complications, Hematologic	C0032964	7	133	2.1658480069408625e-06	2.656894182317911e-05	CYP1A1,CYP2D6,TLR8,TLR9,TNF,TNFRSF1A,TRAF2
59	Systemic aspergillosis	C0004030	4	34	2.2869393635494006e-06	2.702702702702703e-05	LTA,TLR9,TNF,TNFRSF1A
64	Pharyngeal Neoplasms	C0031347	5	64	3.237491158492034e-06	2.9317453046266606e-05	CYP1A1,CYP2C8,CYP3A4,GSTA2,TNF
65	Malaria, Falciparum	C0024535	7	147	4.570296272099483e-06	2.977553825011452e-05	ABCB1,CYP2C8,IRF7,LTA,TLR9,TNF,TRAF2
