rank	phenotype	cui	assoc in neigh	assoc in intom	probability	Benjamini-Hochberg	genes	
77	Bradycardia	C0428977	13	53	1.903699420324756e-12	2.586496472959355e-05	AGT,CYP2D6,EDN1,EDN2,EDN3,GCG,GNRH1,KNG1,NTS,TAC1,TACR1,TRH,UTS2
79	Impotence	C0242350	14	126	5.320854867818525e-12	2.6536781995297277e-05	AGT,EDN1,EDNRA,GNRH1,GNRHR,KISS1,KISS1R,P2RY1,P2RY2,PROK2,PROKR2,PTAFR,TAC3,TACR3
80	Panic disorder 1	C1868649	12	80	5.987654816408394e-12	2.6872690628149144e-05	AGT,AVPR1B,BDKRB2,CCK,CCKAR,CCKBR,GRP,GRPR,HCRT,NPS,NPSR1,TACR1
82	Anxiety Disorders	C0003469	24	383	1.4016343641287676e-11	2.7544507893852872e-05	ABCB1,ADRA1A,AGT,APP,AVPR1A,AVPR1B,CCK,CCKAR,CCKBR,CYP2C19,CYP2D6,CYP3A4,CYSLTR2,EDNRA,GNB1,GRM5,LPAR1,LPAR2,NPS,NPSR1,OXT,OXTR,TAC1,TACR1
83	Pain	C0030193	29	628	1.7528756224294284e-11	2.7880416526704736e-05	ABCB1,ADRA1A,BDKRB1,BDKRB2,CASR,CCK,CCKBR,CHRM1,CYP2C9,CYP2D6,CYSLTR2,EDN1,EDN3,EDNRB,F2RL1,GHSR,GNA11,GNAQ,HCRT,HRH1,KNG1,NTSR1,OXT,PROKR1,SAA1,TAC1,TACR1,TACR3,TRH
84	Hypotension	C0020649	19	129	3.533962011914582e-11	2.82163251595566e-05	ADRA1A,ADRA1B,AGT,BDKRB2,CASR,EDN1,EDN2,EDN3,GCG,GHRL,GNA11,HRH1,KNG1,OXT,PTAFR,SAA1,TAC1,TACR1,TACR3
85	Essential hypertension	C0085580	21	305	4.045863644108749e-11	2.8552233792408464e-05	ABCB1,ADRA1A,ADRA1B,ADRA1D,AGT,AVPR1A,BDKRB1,BDKRB2,CYP2C9,CYP2D6,EDN1,EDN2,EDNRA,GCGR,KNG1,LPAR1,LPAR2,P2RY2,PTGFR,TRHR,UTS2
86	Obstructive sleep apnea	C0520679	16	166	4.7786552492823375e-11	2.888814242526033e-05	ABCB1,ADRA1B,AGT,CCKAR,CYP2D6,EDN1,EDN3,EDNRA,EDNRB,F2R,HCRT,HCRTR2,LPAR1,NPS,TAC1,TACR1
87	Panic disorder syndrome 1 (2)	C0030319	13	115	5.103317768373472e-11	2.9224051058112192e-05	AGT,AVPR1A,AVPR1B,BDKRB2,CCK,CCKAR,CCKBR,GRP,GRPR,HCRT,NPS,NPSR1,TACR1
88	Hyperalgesia	C0020429	17	177	5.115130541355484e-11	2.9559959690964056e-05	ADRA1A,AGT,BDKRB1,BDKRB2,CCK,CCKBR,EDN1,F2R,F2RL1,KNG1,NTSR1,PROK2,PROKR1,PTAFR,PTGER1,TAC1,TACR1
89	Female hypogonadism	C0271578	8	25	5.152267501529195e-11	2.989586832381592e-05	GNRH1,GNRHR,KISS1,KISS1R,PROK2,PROKR2,TAC3,TACR3
90	Generalized joint laxity	C1836308	8	25	5.152267501529195e-11	3.0231776956667784e-05	GNRH1,GNRHR,KISS1,KISS1R,PROK2,PROKR2,TAC3,TACR3
91	Hypertension	C0020538	50	1647	5.209288556073943e-11	3.056768558951965e-05	ABCB1,ADRA1A,ADRA1B,ADRA1D,AGT,APP,AVPR1A,BDKRB1,BDKRB2,CASR,CHRM3,CYP2C19,CYP2C8,CYP2C9,CYP2D6,CYP3A4,CYSLTR2,EDN1,EDN2,EDN3,EDNRA,EDNRB,F2,F2R,GCG,GCGR,GHRL,GHSR,GNA14,GNRH1,HTR2B,KISS1,KNG1,LPAR1,LPAR2,MGST3,NTS,OXT,OXTR,P2RY2,PTGER1,SAA1,TAC3,TACR1,TACR3,TRH,TRHR,UTS2,UTS2R,XCL1
92	Asthma	C0004096	46	1454	5.5334514748039965e-11	3.0903594222371516e-05	ABCB1,ADRA1A,ADRA1B,ADRA1D,AGT,APP,BDKRB1,BDKRB2,CCL23,CHRM1,CHRM3,CYP2C19,CYP2C9,CYP2D6,CYP3A4,CYSLTR1,CYSLTR2,EDN1,EDNRA,EDNRB,F2R,F2RL1,GHRL,GNB1,GPR65,GPRC6A,GRM1,GRP,HRH1,KNG1,LPAR2,LPAR3,LTB4R,LTB4R2,NPS,NPSR1,OXTR,PMCH,PTGER1,TAC1,TAC3,TACR1,TACR2,TACR3,UTS2,XCL1
94	Hypoplasia of the uterus	C0266399	8	32	6.934042229289616e-11	3.1575411488075244e-05	GNRH1,GNRHR,KISS1,KISS1R,PROK2,PROKR2,TAC3,TACR3
95	Decreased testosterone in males	C1860121	8	33	7.942413393635661e-11	3.191132012092711e-05	GNRH1,GNRHR,KISS1,KISS1R,PROK2,PROKR2,TAC3,TACR3
96	Hypogonadism with anosmia	C0162809	10	61	1.0799738880962195e-10	3.224722875377897e-05	ADRA1A,CYSLTR2,EDNRA,GNRHR,KISS1,KISS1R,LPAR2,PROK2,PROKR2,TACR3
97	Sparse body hair	C1862863	9	48	1.467889143569323e-10	3.2583137386630836e-05	GNRH1,GNRHR,KISS1,KISS1R,LPAR6,PROK2,PROKR2,TAC3,TACR3
