node_name	node_type	
DB00866	drug	
ADRB1	drug_target	
HTR1A	drug_target	
ADRB2	drug_target	
CYP2D6	drug_target	
Mental disorders	phenotype	
Weight Gain Adverse Event	phenotype	
Pituitary adenoma	phenotype	
Inflammation	phenotype	
Ischemia	phenotype	
Liver Diseases	phenotype	
Taste bitter	phenotype	
Bipolar affective disorder	phenotype	
Drug Dependence	phenotype	
Pain	phenotype	
Cushing's syndrome	phenotype	
Depressive Disorder	phenotype	
Obesity, severe, 601665 (3)	phenotype	
Opiate Addiction	phenotype	
Acth-Independent Macronodular Adrenal Hyperplasia	phenotype	
Alzheimer Disease	phenotype	
Heroin Dependence	phenotype	
Pulmonary Disease, Chronic Obstructive	phenotype	
Abnormality of the pituitary gland	phenotype	
Diabetes Mellitus, Type 1	phenotype	
Attention deficit hyperactivity disorder	phenotype	
Asthma	phenotype	
Respiratory Syncytial Virus Infections	phenotype	
Prostatic Neoplasms	phenotype	
Coronary heart disease 7	phenotype	
Alcohol abuse	phenotype	
Bronchiolitis, Viral	phenotype	
Epilepsy, Temporal Lobe	phenotype	
Panic disorder syndrome 1 (2)	phenotype	
Adenomas, multiple colorectal, 608456 (3)	phenotype	
Substance Withdrawal Syndrome	phenotype	
Substance addiction and disorders	phenotype	
Verotoxigenic Escherichia coli gastrointestinal tract infection	phenotype	
Hepatitis C, Chronic	phenotype	
Cocaine-Related Disorders	phenotype	
Pancreatic Carcinoma	phenotype	
Neoplasm of the adrenal gland	phenotype	
Anxiety Disorders	phenotype	
Major depressive disorder	phenotype	
Migraine Disorders	phenotype	
Neuroendocrine neoplasm	phenotype	
Alcohol dependence	phenotype	
Hypotension	phenotype	
Congestive heart failure	phenotype	
Tumor Angiogenesis	phenotype	
Secondary hypertriglyceridemia	phenotype	
Arteriosclerosis	phenotype	
Unipolar Depression	phenotype	
Bradycardia	phenotype	
Animal Mammary Neoplasms	phenotype	
Rheumatoid arthritis	phenotype	
Ulcerative colitis	phenotype	
Schizophrenia	phenotype	
Arthritis, Rheumatoid	phenotype	
Insulinoma	phenotype	
Essential hypertension	phenotype	
Pneumonia	phenotype	
Status epilepticus	phenotype	
Symptomatic human immunodeficiency virus infection	phenotype	
Pseudohypoparathyroidism, type IB, 603233 (3)	phenotype	
Preeclampsia/eclampsia 1	phenotype	
{Unipolar depression, susceptibility to}, 608516 (3)	phenotype	
Hypertension	phenotype	
Cardiovascular Diseases	phenotype	
Malignant neoplasm of pancreas	phenotype	
Breast carcinoma	phenotype	
Osteoarthritis	phenotype	
Obesity	phenotype	
Kidney Failure, Chronic	phenotype	
Hyperglycemia	phenotype	
Metabolic Syndrome X	phenotype	
Multiple Sclerosis	phenotype	
Pheochromocytoma	phenotype	
Prostate carcinoma	phenotype	
Chronic obstructive pulmonary disease	phenotype	
Methamphetamine abuse	phenotype	
Mood Disorders	phenotype	
Coronary Artery Disease	phenotype	
Endometriosis	phenotype	
Bronchial Hyperreactivity	phenotype	
Hyperalgesia	phenotype	
Nicotine Dependence	phenotype	
Heart Failure	phenotype	
Diabetes mellitus type 2	phenotype	
Atherosclerosis	phenotype	
Epilepsy	phenotype	
Dermatitis, Atopic	phenotype	
Breast-ovarian cancer, familial 1	phenotype	
Hypersensitivity	phenotype	
Malignant tumor of prostate	phenotype	
Neuroblastoma	phenotype	
Liver Cirrhosis, Biliary	phenotype	
Left ventricular hypertrophy	phenotype	
Colitis, Ulcerative	phenotype	
Secondary hyperparathyroidism	phenotype	
Experimental Autoimmune Encephalomyelitis	phenotype	
