rank	phenotype	cui	assoc in neigh	assoc in intom	probability	Benjamini-Hochberg	genes	
182	Mental disorders	C0004936	39	439	1.7852386235972517e-12	3.687943262411347e-05	ADCYAP1,ADCYAP1R1,ADRA2C,BDKRB1,BDKRB2,CALCA,CHRM2,CHRM4,CNR1,CNR2,CORT,CRH,CRHR1,CYP2D6,DRD3,DRD4,DRD5,FZD4,GABBR1,GALR1,GALR3,GPBAR1,GRM7,GRM8,HTR1A,HTR7,KIAA0319,LPAR3,MCHR2,MTNR1B,NPY,OPRK1,OXER1,PDYN,POMC,PTH,SCT,SSTR5,VIP
183	Weight Gain Adverse Event	C2911647	20	151	3.0027091924011984e-12	3.708206686930091e-05	ADRA2A,ADRB2,ADRB3,CHRM4,CNR1,DRD3,DRD4,DRD5,GRM2,GRM4,GRM6,GRM7,GRM8,HRH2,HRH3,HRH4,HTR1A,HTR4,HTR6,HTR7
184	Pituitary adenoma	C0032000	29	286	4.622635607631764e-12	3.728470111448835e-05	ACKR3,ARRB1,ARRB2,CASR,CGA,CRH,CRHR1,CXCL12,CXCL8,CXCR4,CYP2D6,EGF,EGFR,FSHB,FSHR,GAL,GHRH,GHRHR,GNAS,GRB2,MC2R,NPY,POMC,SST,SSTR1,SSTR2,SSTR3,SSTR5,TFRC
185	Inflammation	C0021368	63	647	8.690048680648488e-12	3.748733535967579e-05	ADCYAP1,ADM,ADORA1,ADRB2,ADRB3,AGT,ANXA1,APLN,APOB,APP,BDKRB1,BDKRB2,BIN1,C3,C3AR1,C5,C5AR1,CALCA,CCL19,CCL20,CCL21,CCL5,CCR2,CCR3,CCR5,CCR6,CCR7,CCR8,CHRM2,CNR1,CNR2,CRH,CRHR1,CXCL1,CXCL10,CXCL11,CXCL12,CXCL16,CXCL2,CXCL6,CXCL8,CXCR1,CXCR2,CXCR3,CYP2D6,EGF,EGFR,FPR1,FPR2,GAL,KNG1,NPY5R,PF4,POMC,PTGDR2,PTGER2,PTGER3,PTGER4,SAA1,TF,TFRC,TSHR,VIP
186	Ischemia	C0022116	43	647	8.691602992882963e-12	3.768996960486322e-05	ADCYAP1,ADM,ADORA1,ADORA2B,ADORA3,ADRB2,ADRB3,AGT,AGTR2,ANXA1,APLNR,APOB,APP,AVP,C5,C5AR1,CALCA,CALCRL,CCR5,CNR2,CXCL10,CXCL12,CXCL16,CXCL2,CXCL8,CXCR2,CXCR3,CXCR4,EGF,FZD4,GPBAR1,GPER1,GPR17,LPAR3,NPY,NPY2R,OXER1,POMC,S1PR1,S1PR3,SYT1,TF,VIP
187	Liver Diseases	C0023895	36	586	1.2018053219264857e-11	3.789260385005066e-05	ADRB3,AGT,ANXA1,AVP,CCL16,CCL20,CCL5,CCR1,CCR2,CCR5,CCR6,CD3D,CNR1,CNR2,CXCL1,CXCL10,CXCL12,CXCL16,CXCL2,CXCL8,CXCL9,CXCR4,CXCR6,CYP2D6,EGF,EGFR,GCG,GIP,GNAI2,GNAS,IAPP,NPY1R,NPY5R,PF4,PMCH,VIPR1
188	Taste bitter	C0235290	11	30	1.3925971487083189e-11	3.80952380952381e-05	ACKR3,ADRA2B,CXCR6,FZD4,GPBAR1,LPAR2,LPAR3,OXER1,SSTR4,TAS2R16,TAS2R38
189	Bipolar affective disorder	C0005586	56	817	1.4401257963925218e-11	3.829787234042553e-05	ACKR3,ADCYAP1,ADCYAP1R1,ADM,ADORA1,ADRA2B,ADRB2,AGT,APOB,APP,AVP,BDKRB2,CALCA,CHRM2,CNR1,CNR2,CRH,CRHR1,CXCL8,CXCR4,CXCR6,CYP2D6,DRD3,DRD4,DRD5,GABBR2,GAL,GHRH,GRM4,GRM7,HCAR2,HCAR3,HIP1R,HTR1A,HTR4,HTR7,KIAA0319,LPAR2,MC2R,MC5R,MCHR1,MCHR2,PDYN,PENK,POMC,RPS27A,SST,SSTR4,SSTR5,SYNJ1,TSHB,UBC,VAMP2,VAMP3,VAMP7,VIP
190	Drug Dependence	C1510472	13	66	1.548516870286676e-11	3.850050658561297e-05	AVP,CHRM2,CNR1,CRHR1,DRD3,GAL,GCG,OPRD1,OPRK1,OPRL1,PENK,PNOC,POMC
191	Pain	C0030193	49	628	1.6053824936079764e-11	3.87031408308004e-05	ADM,ADRA2A,ADRA2C,ADRB2,APOB,AVP,BDKRB1,BDKRB2,CALCA,CASR,CCL5,CCR1,CCR2,CCR6,CLTC,CLTCL1,CNR1,CNR2,CRH,CXCL12,CYP2D6,DRD3,DRD4,FSHR,GABBR1,GNAS,HTR1A,HTR7,KNG1,LDLR,LDLRAP1,MC1R,MTNR1B,NPBWR1,OPRD1,OPRK1,OPRL1,P2RY12,PDYN,PENK,PNOC,POMC,PTH,PTH1R,SAA1,SCARB2,SLC18A3,SST,VIP
192	Cushing's syndrome	C0010481	10	34	1.632016743968734e-11	3.890577507598785e-05	CRH,CXCL8,GIP,GIPR,GNAS,LHCGR,MC2R,POMC,SSTR2,SSTR5
193	Depressive Disorder	C0011581	39	543	1.6495249610670726e-11	3.910840932117528e-05	ADCYAP1R1,ADRA2A,ADRA2C,ADRB2,AGT,AP2B1,AVP,CCR2,CHRM2,CNR1,CNR2,CRH,CRHR1,CXCL8,CYP2D6,DRD3,DRD4,DRD5,EGFR,FSHR,GAL,GALR2,GNB1,GRM2,HGS,HTR1A,HTR4,HTR7,LPAR1,MCHR1,MTNR1B,NPY,NPY1R,NPY2R,OPRK1,PDYN,PMCH,POMC,TAS2R38
194	Obesity, severe, 601665 (3)	C0028756	17	131	1.6970091998302905e-11	3.931104356636272e-05	ADRA2A,ADRB1,ADRB2,ADRB3,AGT,CNR1,GNAS,LDLR,MC2R,MC3R,MC5R,MCHR2,NPY,NPY2R,POMC,PPY,PYY
195	Opiate Addiction	C0524662	13	40	1.875100075210412e-11	3.951367781155015e-05	CRH,CYP2D6,DRD3,DRD4,GAL,GRM6,GRM8,OPRD1,OPRK1,OPRL1,PDYN,PENK,POMC
196	Acth-Independent Macronodular Adrenal Hyperplasia	C1857451	13	40	1.875100075210412e-11	3.971631205673759e-05	ADRA2A,AVP,FZD4,GIP,GIPR,GNAI2,GNAS,GPBAR1,HTR4,LPAR3,MC2R,OXER1,POMC
197	Alzheimer Disease	C0002395	81	1699	2.218980554857808e-11	3.9918946301925024e-05	ADRA2A,ADRB1,ADRB2,ADRB3,AGT,AGTR2,ANXA1,AP2A2,APOB,APP,ARRB2,BDKRB2,BIN1,C3,C5AR1,CALCR,CASR,CCL5,CCR1,CCR2,CCR5,CHRM2,CNR2,CRH,CXCL12,CXCL8,CXCR2,CXCR4,CYP2D6,DAB2,DNM2,DRD3,DRD4,DRD5,EGFR,FSHR,GABBR1,GAL,GHRH,GHRHR,GRB2,GRM2,HCAR3,HTR1A,HTR6,IAPP,IGF2R,ITSN1,KNG1,LDLR,LHB,LHCGR,LRP2,M6PR,MTNR1A,NMU,NPS,NPY,NPY2R,P2RY12,PDYN,PICALM,PPY,PTGDR,PTGER2,PTGER3,PTGER4,PTGIR,PTH,PTH1R,PYY,SAA1,SH3GL2,SLC18A3,SST,SSTR2,SYNJ1,SYT1,TF,UBB,VAMP2
198	Heroin Dependence	C0019337	14	65	2.3223312162201637e-11	4.012158054711246e-05	CNR1,CYP2D6,DRD3,DRD4,GAL,GRM6,GRM8,MC2R,NPY1R,OPRD1,OPRK1,PDYN,PENK,POMC
