node_name	node_type	
DB00283	drug	
CYP2D6	drug_target	
HRH1	drug_target	
CYP3A4	drug_target	
Impotence	phenotype	
Pain	phenotype	
Abnormality of the pituitary gland	phenotype	
Asthma	phenotype	
Hypotension	phenotype	
Anxiety Disorders	phenotype	
Panic disorder syndrome 1 (2)	phenotype	
Hypertension	phenotype	
Inflammation	phenotype	
Hypoplasia of the uterus	phenotype	
Bradycardia	phenotype	
Essential hypertension	phenotype	
Panic disorder 1	phenotype	
Obstructive sleep apnea	phenotype	
Hyperalgesia	phenotype	
Hypogonadism with anosmia	phenotype	
Anosmia	phenotype	
Secondary amenorrhea	phenotype	
Obesity	phenotype	
Male hypogonadism	phenotype	
Decreased serum testosterone level	phenotype	
Breast hypoplasia	phenotype	
Non-obstructive azoospermia	phenotype	
Erectile abnormalities	phenotype	
Decreased testosterone in males	phenotype	
Sparse body hair	phenotype	
Female hypogonadism	phenotype	
Generalized joint laxity	phenotype	
Abnormal serum testosterone level	phenotype	
Abnormal circulating androgen level	phenotype	
Female sexual dysfunction	phenotype	
Absence of secondary sex characteristics	phenotype	
Abnormal female reproductive system physiology	phenotype	
Mood Disorders	phenotype	
Gastrinoma	phenotype	
Aplasia/hypoplasia of the uterus	phenotype	
Anxiety	phenotype	
Hypoparathyroidism - autosomal dominant	phenotype	
Aplasia/Hypoplasia of the breasts	phenotype	
Left ventricular hypertrophy	phenotype	
Hypoplasia of the ovary	phenotype	
Aplasia/Hypoplasia of the ovary	phenotype	
Pulmonary hypertension, neonatal, susceptibility to	phenotype	
Disorders of parathyroid gland	phenotype	
genetic hypertension	phenotype	
Mental disorders	phenotype	
Hypogonadotropic hypogonadism 7 with or without anosmia	phenotype	
Increased body weight	phenotype	
Taste bitter	phenotype	
Wide intermamillary distance	phenotype	
Abnormal intermamillary distance	phenotype	
Coronary heart disease 7	phenotype	
Irritable bowel syndrome with diarrhea	phenotype	
Migraine Disorders	phenotype	
Adenomas, multiple colorectal, 608456 (3)	phenotype	
Pruritus	phenotype	
Alcohol dependence	phenotype	
Inflammatory pain	phenotype	
Gastrointestinal Diseases	phenotype	
Heart Failure	phenotype	
Decreased testicular size	phenotype	
Cholestasis of pregnancy	phenotype	
Gastric ulcer	phenotype	
Cocaine-Related Disorders	phenotype	
Primary hyperaldosteronism	phenotype	
Congestive heart failure	phenotype	
Atherosclerosis	phenotype	
Depressive Disorder	phenotype	
Major depressive disorder	phenotype	
Abnormality of the sense of smell	phenotype	
Aplasia/Hypoplasia of the testes	phenotype	
Malignant neoplasm of endometrium	phenotype	
Uterine Corpus Cancer	phenotype	
Neuroendocrine neoplasm	phenotype	
Bronchial Hyperreactivity	phenotype	
Polydipsia	phenotype	
Bipolar affective disorder	phenotype	
Decreased beta-glucocerebrosidase protein and activity	phenotype	
Abnormal spermatogenesis	phenotype	
Unipolar Depression	phenotype	
Gynecomastia	phenotype	
Tumor Progression	phenotype	
Abnormal fear/anxiety-related behavior	phenotype	
Migraine with aura	phenotype	
Pain insensitivity	phenotype	
Delayed menarche	phenotype	
Substance Withdrawal Syndrome	phenotype	
