node_name	node_type	
DB05381	drug	
SLC22A2	drug_target	
CYP2C9	drug_target	
HRH1	drug_target	
HRH3	drug_target	
HRH4	drug_target	
HNMT	drug_target	
CYP3A4	drug_target	
SLC22A1	drug_target	
HRH2	drug_target	
SLC22A3	drug_target	
CYP2D6	drug_target	
SLC22A5	drug_target	
Adenomas, multiple colorectal, 608456 (3)	phenotype	
Alzheimer Disease	phenotype	
Anorexia	phenotype	
Anxiety Disorders	phenotype	
Arteriosclerosis	phenotype	
Asthma	phenotype	
Mental disorders	phenotype	
Bipolar affective disorder	phenotype	
Bronchiolitis, Viral	phenotype	
Verotoxigenic Escherichia coli gastrointestinal tract infection	phenotype	
Coronary heart disease 7	phenotype	
Depressive Disorder	phenotype	
Diabetes Mellitus, Type 1	phenotype	
Gastrinoma	phenotype	
Congestive heart failure	phenotype	
Heroin Dependence	phenotype	
Immediate hypersensitivity	phenotype	
Inflammation	phenotype	
Insulinoma	phenotype	
Ischemia	phenotype	
Hypogonadotropic hypogonadism 7 with or without anosmia	phenotype	
Liver Diseases	phenotype	
Pulmonary Disease, Chronic Obstructive	phenotype	
Secondary hypertriglyceridemia	phenotype	
Pain	phenotype	
Pituitary adenoma	phenotype	
Abnormality of the pituitary gland	phenotype	
Prostatic Neoplasms	phenotype	
Respiratory Syncytial Virus Infections	phenotype	
Schizoaffective Disorder	phenotype	
Schizophrenia	phenotype	
Status epilepticus	phenotype	
Substance addiction and disorders	phenotype	
Substance Withdrawal Syndrome	phenotype	
Alcohol abuse	phenotype	
Tumor Progression	phenotype	
Inflammatory pain	phenotype	
Taste bitter	phenotype	
Pancreatic Carcinoma	phenotype	
Cocaine-Related Disorders	phenotype	
Hereditary pancreatitis	phenotype	
Impotence	phenotype	
Opiate Addiction	phenotype	
Attention deficit hyperactivity disorder	phenotype	
Acth-Independent Macronodular Adrenal Hyperplasia	phenotype	
Panic disorder 1	phenotype	
Weight Gain Adverse Event	phenotype	
Pain insensitivity	phenotype	
Benign Prostatic Hyperplasia	phenotype	
Migraine Disorders	phenotype	
Pulmonary hypertension, neonatal, susceptibility to	phenotype	
Neuroendocrine neoplasm	phenotype	
Myocardial Reperfusion Injury	phenotype	
Rheumatoid arthritis	phenotype	
Animal Mammary Neoplasms	phenotype	
Neoplasm of the colon	phenotype	
Panic disorder syndrome 1 (2)	phenotype	
Epilepsy, Temporal Lobe	phenotype	
Pruritus	phenotype	
Sepsis	phenotype	
Preeclampsia/eclampsia 1	phenotype	
Disorders of parathyroid gland	phenotype	
genetic hypertension	phenotype	
Osteoarthritis	phenotype	
Cardiovascular Diseases	phenotype	
Nephrosclerosis	phenotype	
Obesity	phenotype	
Major depressive disorder	phenotype	
Alcohol dependence	phenotype	
Septicemia	phenotype	
Prostate carcinoma	phenotype	
Cushing's syndrome	phenotype	
Pulmonary Cystic Fibrosis	phenotype	
Female sexual dysfunction	phenotype	
Neoplasm of the adrenal gland	phenotype	
Methamphetamine abuse	phenotype	
Symptomatic human immunodeficiency virus infection	phenotype	
Pituitary Neoplasms	phenotype	
Hypertension	phenotype	
Hypotension	phenotype	
Myocardial Infarction	phenotype	
Kidney Failure, Chronic	phenotype	
Pneumonia	phenotype	
Ulcerative colitis	phenotype	
Hypoparathyroidism - autosomal dominant	phenotype	
Anorexia nervosa 1	phenotype	
{Unipolar depression, susceptibility to}, 608516 (3)	phenotype	
Unipolar Depression	phenotype	
Atherosclerosis	phenotype	
Pheochromocytoma	phenotype	
Tumor Angiogenesis	phenotype	
Coronary Artery Disease	phenotype	
Metabolic Syndrome X	phenotype	
Diabetes mellitus type 2	phenotype	
Bronchial Hyperreactivity	phenotype	
Mood Disorders	phenotype	
Hyperalgesia	phenotype	
Increased body weight	phenotype	
Essential hypertension	phenotype	
Reperfusion Injury	phenotype	
Cholestasis of pregnancy	phenotype	
Heart Failure	phenotype	
Left ventricular hypertrophy	phenotype	
