node_name	node_type	
DB00747	drug	
SI	drug_target	
CHRM1	drug_target	
CHRM5	drug_target	
ABCB1	drug_target	
CHRM2	drug_target	
CHRM3	drug_target	
CHRM4	drug_target	
Mental disorders	phenotype	
Pituitary adenoma	phenotype	
Taste bitter	phenotype	
Liver Diseases	phenotype	
Hypoparathyroidism - autosomal dominant	phenotype	
Drug Dependence	phenotype	
Inflammation	phenotype	
Ischemia	phenotype	
Weight Gain Adverse Event	phenotype	
Bipolar affective disorder	phenotype	
Impotence	phenotype	
Opiate Addiction	phenotype	
Schizoaffective Disorder	phenotype	
Neoplasm of the colon	phenotype	
Status epilepticus	phenotype	
Septicemia	phenotype	
Pain	phenotype	
Depressive Disorder	phenotype	
Alzheimer Disease	phenotype	
Cocaine-Related Disorders	phenotype	
Alcohol abuse	phenotype	
Immediate hypersensitivity	phenotype	
Pulmonary Cystic Fibrosis	phenotype	
Pulmonary Disease, Chronic Obstructive	phenotype	
Hereditary pancreatitis	phenotype	
Experimental Autoimmune Encephalomyelitis	phenotype	
Epilepsy, Temporal Lobe	phenotype	
Abnormality of the pituitary gland	phenotype	
Diabetes Mellitus, Type 1	phenotype	
Asthma	phenotype	
Myocardial Reperfusion Injury	phenotype	
Disorders of parathyroid gland	phenotype	
genetic hypertension	phenotype	
Neuralgia	phenotype	
airway disease	phenotype	
Prostatic Neoplasms	phenotype	
Respiratory Syncytial Virus Infections	phenotype	
Panic disorder syndrome 1 (2)	phenotype	
Attention deficit hyperactivity disorder	phenotype	
Heroin Dependence	phenotype	
Eczema	phenotype	
Autoimmune disease 1	phenotype	
Bronchiolitis, Viral	phenotype	
Inflammatory pain	phenotype	
Neuroendocrine neoplasm	phenotype	
Coronary heart disease 7	phenotype	
Verotoxigenic Escherichia coli gastrointestinal tract infection	phenotype	
Hepatitis C, Chronic	phenotype	
Migraine Disorders	phenotype	
Tumor Progression	phenotype	
Colon cancer	phenotype	
Colitis, Ulcerative	phenotype	
Sepsis	phenotype	
Nephrosclerosis	phenotype	
Anorexia	phenotype	
Adenomas, multiple colorectal, 608456 (3)	phenotype	
Pancreatic Carcinoma	phenotype	
Lung Neoplasms	phenotype	
Unipolar Depression	phenotype	
Secondary hypertriglyceridemia	phenotype	
Alcohol dependence	phenotype	
Anxiety Disorders	phenotype	
Major depressive disorder	phenotype	
Rheumatoid arthritis	phenotype	
Tumor Angiogenesis	phenotype	
Carcinoma of colon	phenotype	
Arteriosclerosis	phenotype	
Animal Mammary Neoplasms	phenotype	
Hypotension	phenotype	
Schizophrenia	phenotype	
Intraocular melanoma	phenotype	
Congestive heart failure	phenotype	
Myocardial Infarction	phenotype	
Methamphetamine abuse	phenotype	
Arthritis, Rheumatoid	phenotype	
Ulcerative colitis	phenotype	
Pulmonary hypertension, neonatal, susceptibility to	phenotype	
Pruritus	phenotype	
Substance Withdrawal Syndrome	phenotype	
Panic disorder 1	phenotype	
Substance addiction and disorders	phenotype	
Inflammatory Bowel Diseases	phenotype	
Bradycardia	phenotype	
Airway Obstruction	phenotype	
Gastrinoma	phenotype	
Reperfusion Injury	phenotype	
Essential hypertension	phenotype	
Acth-Independent Macronodular Adrenal Hyperplasia	phenotype	
Pneumonia	phenotype	
Hypertension	phenotype	
Malignant neoplasm of pancreas	phenotype	
Symptomatic human immunodeficiency virus infection	phenotype	
Cardiovascular Diseases	phenotype	
Breast carcinoma	phenotype	
Osteoarthritis	phenotype	
Paroxysmal atrial fibrillation	phenotype	
Metabolic Syndrome X	phenotype	
Multiple Sclerosis	phenotype	
{Unipolar depression, susceptibility to}, 608516 (3)	phenotype	
Obesity	phenotype	
Hypogonadotropic hypogonadism 7 with or without anosmia	phenotype	
Nephrogenic diabetes insipidus, autosomal	phenotype	
Prostate carcinoma	phenotype	
Mood Disorders	phenotype	
Glioma	phenotype	
Left ventricular hypertrophy	phenotype	
Chronic obstructive pulmonary disease	phenotype	
Glioblastoma	phenotype	
Coronary Artery Disease	phenotype	
Increased body weight	phenotype	
Obstructive sleep apnea	phenotype	
Irritable bowel syndrome with diarrhea	phenotype	
Epilepsy	phenotype	
Liver Cirrhosis, Biliary	phenotype	
Pain insensitivity	phenotype	
Bronchial Hyperreactivity	phenotype	
Pulmonary fibrosis and/or bone marrow failure, telomere-related, 4	phenotype	
Hereditary Sensory Autonomic Neuropathy, Type 1	phenotype	
Cholestasis of pregnancy	phenotype	
Diabetes mellitus type 2	phenotype	
Endometriosis	phenotype	
Substance Use Disorders	phenotype	
Pheochromocytoma	phenotype	
Anorexia nervosa 1	phenotype	
Acute myocardial ischemia	phenotype	
Hypogonadism with anosmia	phenotype	
Memory Loss	phenotype	
Heart Failure	phenotype	
Hyperalgesia	phenotype	
Atherosclerosis	phenotype	
Breast-ovarian cancer, familial 1	phenotype	
Dermatitis, Atopic	phenotype	
Benign Prostatic Hyperplasia	phenotype	
Malignant tumor of prostate	phenotype	
Albinism, ocular, with sensorineural deafness	phenotype	
Neuroblastoma	phenotype	
Stroke	phenotype	
Melanoma	phenotype	
Hypersensitivity	phenotype	
