Gene	CUI	Phenotype	Source Databases	
GSTM1	C0028797	Occupational Diseases	DisGeNet	
GSTP1	C0028797	Occupational Diseases	DisGeNet	
GSTT1	C0028797	Occupational Diseases	DisGeNet	
MPO	C0028797	Occupational Diseases	DisGeNet	
NQO1	C0028797	Occupational Diseases	DisGeNet	
SOD1	C0028797	Occupational Diseases	DisGeNet	
XDH	C0028797	Occupational Diseases	DisGeNet	
ABCG2	C0235032	Neurotoxicity Syndromes	DisGeNet	
GSTM1	C0235032	Neurotoxicity Syndromes	DisGeNet	
GSTP1	C0235032	Neurotoxicity Syndromes	DisGeNet	
GSTT1	C0235032	Neurotoxicity Syndromes	DisGeNet	
NQO1	C0235032	Neurotoxicity Syndromes	DisGeNet	
GSTM1	C0003949	Asbestosis	DisGeNet	
GSTP1	C0003949	Asbestosis	DisGeNet	
GSTT1	C0003949	Asbestosis	DisGeNet	
MPO	C0003949	Asbestosis	DisGeNet	
GSTM1	C0011609	Drug Eruptions	DisGeNet	
GSTP1	C0011609	Drug Eruptions	DisGeNet	
GSTT1	C0011609	Drug Eruptions	DisGeNet	
MPO	C0011609	Drug Eruptions	DisGeNet	
GSTM1	C0031347	Pharyngeal Neoplasms	DisGeNet	
GSTP1	C0031347	Pharyngeal Neoplasms	DisGeNet	
GSTT1	C0031347	Pharyngeal Neoplasms	DisGeNet	
MPO	C0031347	Pharyngeal Neoplasms	DisGeNet	
NQO1	C0031347	Pharyngeal Neoplasms	DisGeNet	
ATP7A	C0019189	Chronic hepatitis	DisGeNet	
CCS	C0019189	Chronic hepatitis	DisGeNet	
GSTM1	C0019189	Chronic hepatitis	DisGeNet	
GSTP1	C0019189	Chronic hepatitis	DisGeNet	
GSTT1	C0019189	Chronic hepatitis	DisGeNet	
MT1A	C0019189	Chronic hepatitis	DisGeNet	
SOD1	C0019189	Chronic hepatitis	DisGeNet	
GSTM1	C0007121	Bronchogenic Carcinoma	DisGeNet	
GSTP1	C0007121	Bronchogenic Carcinoma	DisGeNet	
GSTT1	C0007121	Bronchogenic Carcinoma	DisGeNet	
SOD1	C0007121	Bronchogenic Carcinoma	DisGeNet	
ABCC2	C0280220	Ovarian epithelial cancer stage III	DisGeNet	
ABCG2	C0280220	Ovarian epithelial cancer stage III	DisGeNet	
GSTM1	C0280220	Ovarian epithelial cancer stage III	DisGeNet	
MPO	C0280220	Ovarian epithelial cancer stage III	DisGeNet	
ATP7B	C0026640	Neoplasm of the oral cavity	DisGeNet	
GSTM1	C0026640	Neoplasm of the oral cavity	DisGeNet	
GSTP1	C0026640	Neoplasm of the oral cavity	DisGeNet	
GSTT1	C0026640	Neoplasm of the oral cavity	DisGeNet	
MPO	C0026640	Neoplasm of the oral cavity	DisGeNet	
MT1A	C0026640	Neoplasm of the oral cavity	DisGeNet	
NQO1	C0026640	Neoplasm of the oral cavity	DisGeNet	
GSTM1	C0038354	Stomach Diseases	DisGeNet	
GSTP1	C0038354	Stomach Diseases	DisGeNet	
GSTT1	C0038354	Stomach Diseases	DisGeNet	
MPO	C0038354	Stomach Diseases	DisGeNet	
