Gene	CUI	Phenotype	Source Databases	
GSTP1	C0003949	Asbestosis	DisGeNet	
GSTP1	C0011609	Drug Eruptions	DisGeNet	
GSTP1	C0020440	Hypercapnia	DisGeNet	
GSTP1	C0340100	High altitude pulmonary edema	DisGeNet	
GSTP1	C1827377	Slow acetylator due to N-acetyltransferase enzyme variant	DisGeNet	
GSTP1	C0033817	Pseudomonas Infections	DisGeNet	
GSTP1	C0037090	Signs and Symptoms, Respiratory	DisGeNet	
GSTP1	C0264423	Asthma, Occupational	DisGeNet	
GSTP1	C0153405	Malignant neoplasm of pharynx	DisGeNet	
GSTP1	C0040715	Chromosomal translocation	DisGeNet	
GSTP1	C0206720	Squamous Cell Neoplasms	DisGeNet	
GSTP1	C0948089	Acute Coronary Syndrome	DisGeNet	
SLCO1A2	C0948089	Acute Coronary Syndrome	PheGenI	
GSTP1	C1333782	Gastric Mucosa-Associated Lymphoid Tissue Lymphoma	DisGeNet	
GSTP1	C0024537	Malaria, Vivax	DisGeNet	
GSTP1	C0035228	Respiratory Hypersensitivity	DisGeNet	
GSTP1	C0268138	Xeroderma Pigmentosum, Complementation Group D	DisGeNet	
GSTP1	C0278510	Medulloblastoma, Childhood	DisGeNet	
GSTP1	C0854912	Germinoma	DisGeNet	
GSTP1	C0024137	Lupus Erythematosus, Cutaneous	DisGeNet	
GSTP1	C0035457	Rhinitis, Allergic, Perennial	DisGeNet	
GSTP1	C0854467	Myelosuppression	DisGeNet	
GSTP1	C0001857	AIDS related complex	DisGeNet	
GSTP1	C0032273	Simple pneumoconiosis	DisGeNet	
GSTP1	C0852036	Pregnancy associated hypertension	DisGeNet	
GSTP1	C0280280	Prostate cancer stage C	DisGeNet	
GSTP1	C0376670	Pancreatitis, Alcoholic	DisGeNet	
GSTP1	C0677659	Gastro-esophageal reflux disease with esophagitis	DisGeNet	
GSTP1	C0206368	Exfoliation Syndrome	DisGeNet	
GSTP1	C0235032	Neurotoxicity Syndromes	DisGeNet	
