Gene	CUI	Phenotype	Source Databases	
ALPL	C0553730	Chondrocalcinosis	HumPhenOnt	
ENPP1	C0553730	Chondrocalcinosis	DisGeNet	
ALPL	C0029442	Osteomalacia	HumPhenOnt	
ENPP1	C0029442	Osteomalacia	DisGeNet,HumPhenOnt	
ALPL	C0268079	Hyperphosphaturia	HumPhenOnt	
ENPP1	C0268079	Hyperphosphaturia	HumPhenOnt	
ALPL	C4022828	Abnormal urine phosphate concentration	HumPhenOnt	
ENPP1	C4022828	Abnormal urine phosphate concentration	HumPhenOnt	
ALPL	C0035579	Rickets	HumPhenOnt	
ENPP1	C0035579	Rickets	HumPhenOnt	
ALPL	C4022032	Abnormality of phosphate homeostasis	HumPhenOnt	
ENPP1	C4022032	Abnormality of phosphate homeostasis	HumPhenOnt	
ALPL	C4025328	Abnormality of alkaline phosphatase activity	HumPhenOnt	
ENPP1	C4025328	Abnormality of alkaline phosphatase activity	HumPhenOnt	
ALPL	C0542514	Blue sclerae	HumPhenOnt	
ENPP1	C0542514	Blue sclerae	HumPhenOnt	
ALPL	C4025840	Abnormality of the sclera	HumPhenOnt	
ENPP1	C4025840	Abnormality of the sclera	HumPhenOnt	
ALPL	C4022922	Abnormal enzyme/coenzyme activity	HumPhenOnt	
ENPP1	C4022922	Abnormal enzyme/coenzyme activity	HumPhenOnt	
ALPL	C0027709	Nephrocalcinosis	HumPhenOnt	
ENPP1	C0027709	Nephrocalcinosis	HumPhenOnt	
ALPL	C0029464	Increased bone mineral density	DisGeNet	
ENPP1	C0029464	Increased bone mineral density	HumPhenOnt	
ALPL	C4022833	Abnormal urinary electrolyte concentration	HumPhenOnt	
ENPP1	C4022833	Abnormal urinary electrolyte concentration	HumPhenOnt	
ALPL	C0006663	Calcinosis	DisGeNet	
ENPP1	C0006663	Calcinosis	DisGeNet	
ALPL	C0544755	Bowing of limbs due to multiple fractures	HumPhenOnt	
ENPP1	C0544755	Bowing of limbs due to multiple fractures	HumPhenOnt	
ALPL	C0022408	Arthropathy	DisGeNet	
ENPP1	C0022408	Arthropathy	HumPhenOnt	
ALPL	C4021832	Abnormality of the calf	HumPhenOnt	
ENPP1	C4021832	Abnormality of the calf	HumPhenOnt	
ALPL	C3806226	Ectopic calcification	HumPhenOnt	
ENPP1	C3806226	Ectopic calcification	HumPhenOnt	
ALPL	C0005940	Bone Diseases	DisGeNet	
ENPP1	C0005940	Bone Diseases	DisGeNet	
ALPL	C1855340	Bowing of the long bones	HumPhenOnt	
ENPP1	C1855340	Bowing of the long bones	HumPhenOnt	
ALPL	C4021594	Anomaly of the limb diaphyses	HumPhenOnt	
ENPP1	C4021594	Anomaly of the limb diaphyses	HumPhenOnt	
ALPL	C0333285	Internal hemorrhage	HumPhenOnt	
ENPP1	C0333285	Internal hemorrhage	HumPhenOnt	
ALPL	C4022001	Abnormality of the cerebral vasculature	HumPhenOnt	
ENPP1	C4022001	Abnormality of the cerebral vasculature	HumPhenOnt	
ALPL	C4023585	Abnormality of blood circulation	HumPhenOnt	
ENPP1	C4023585	Abnormality of blood circulation	HumPhenOnt	
ALPL	C4021787	Abnormal diaphysis morphology	HumPhenOnt	
ENPP1	C4021787	Abnormal diaphysis morphology	HumPhenOnt	
ALPL	C4023412	Abnormality of cranial sutures	HumPhenOnt	
ENPP1	C4023412	Abnormality of cranial sutures	HumPhenOnt	
ALPL	C0029422	Skeletal dysplasia	DisGeNet	
ENPP1	C0029422	Skeletal dysplasia	HumPhenOnt	
ALPL	C4025654	Abnormality of ion homeostasis	HumPhenOnt	
ENPP1	C4025654	Abnormality of ion homeostasis	HumPhenOnt	
ALPL	C0010278	Craniosynostoses	HumPhenOnt	
ENPP1	C0010278	Craniosynostoses	HumPhenOnt	
ALPL	C1839326	Abnormal form of the vertebral bodies	HumPhenOnt	
ENPP1	C1839326	Abnormal form of the vertebral bodies	HumPhenOnt	
ALPL	C4023557	Abnormality of dental structure	HumPhenOnt	
ENPP1	C4023557	Abnormality of dental structure	HumPhenOnt	
ALPL	C4020755	Abnormality of fontanelles	HumPhenOnt	
ENPP1	C4020755	Abnormality of fontanelles	HumPhenOnt	
ALPL	C0158775	Abnormality of the vertebrae	HumPhenOnt	
ENPP1	C0158775	Abnormality of the vertebrae	HumPhenOnt	
ALPL	C1458140	Abnormal bleeding	HumPhenOnt	
ENPP1	C1458140	Abnormal bleeding	HumPhenOnt	
ALPL	C2674432	Reduced bone mineral density	HumPhenOnt	
ENPP1	C2674432	Reduced bone mineral density	HumPhenOnt	
ALPL	C0263661	Disorder of skeletal system	DisGeNet	
ALPL	C0432073	Decreased skull ossification	HumPhenOnt	
ENPP1	C1837081	Tibial bowing	HumPhenOnt	
ALPL	C0595939	Stillbirth	HumPhenOnt	
ENPP1	C4020957	Abnormal trabecular bone morphology	HumPhenOnt	
ENPP1	C4025251	Abnormality of the vertebral endplates	HumPhenOnt	
ENPP1	C3536984	Familial X-linked hypophosphatemic vitamin D refractory rickets	DisGeNet	
ALPL	C4021657	Abnormality of bone mineral density	HumPhenOnt	
ENPP1	C4021657	Abnormality of bone mineral density	HumPhenOnt	
ENPP1	C4024890	Excessive wrinkled skin	HumPhenOnt	
ALPL	C4025686	Abnormality of skull ossification	HumPhenOnt	
ENPP1	C0239138	Coxa vara	HumPhenOnt	
ALPL	C4025655	Abnormality of urine homeostasis	HumPhenOnt	
ENPP1	C4025655	Abnormality of urine homeostasis	HumPhenOnt	
ENPP1	C3536983	Hypophosphatemic rickets	DisGeNet,HumPhenOnt	
ENPP1	C4021998	Lack of skin elasticity	HumPhenOnt	
ALPL	C0005944	Metabolic Bone Disorder	DisGeNet	
ENPP1	C1859461	Femoral bowing	HumPhenOnt	
ALPL	C4022455	Abnormality of lower limb bone	HumPhenOnt	
ENPP1	C4022455	Abnormality of lower limb bone	HumPhenOnt	
ALPL	C0232513	Premature loss of teeth	HumPhenOnt	
ENPP1	C0409952	Generalized osteoarthritis	DisGeNet	
ALPPL2	C0035309	Retinopathy	DisGeNet	
ENPP1	C0035309	Retinopathy	HumPhenOnt	
ALPL	C4023164	Abnormality of skeletal physiology	HumPhenOnt	
ENPP1	C4023164	Abnormality of skeletal physiology	HumPhenOnt	
ALPL	C4021165	Abnormality of long bone morphology	HumPhenOnt	
ENPP1	C4021165	Abnormality of long bone morphology	HumPhenOnt	
ENPP1	C0409957	Osteoarthritis of distal interphalangeal joint	DisGeNet	
ENPP1	C4022025	Asymmetric growth	HumPhenOnt	
ENPP1	C4023579	Abnormality of renal excretion	HumPhenOnt	
ALPL	C0002382	Alveolar Bone Loss	DisGeNet	
ENPP1	C0263746	Osteoarthritis of the hand	DisGeNet	
