node1	node2	edge_score	
DB01143	ALPL	1.0	
DB01143	ENPP1	1.0	
DB01143	ALPPL2	1.0	
ALPL		1
ENPP1		1
ALPPL2		1
Chondrocalcinosis	ALPL	1.0	
Chondrocalcinosis	ENPP1	1.0	
Osteomalacia	ALPL	1.0	
Osteomalacia	ENPP1	1.0	
Hyperphosphaturia	ALPL	1.0	
Hyperphosphaturia	ENPP1	1.0	
Abnormal urine phosphate concentration	ALPL	1.0	
Abnormal urine phosphate concentration	ENPP1	1.0	
Rickets	ALPL	1.0	
Rickets	ENPP1	1.0	
Abnormality of phosphate homeostasis	ALPL	1.0	
Abnormality of phosphate homeostasis	ENPP1	1.0	
Abnormality of alkaline phosphatase activity	ALPL	1.0	
Abnormality of alkaline phosphatase activity	ENPP1	1.0	
Blue sclerae	ALPL	1.0	
Blue sclerae	ENPP1	1.0	
Abnormality of the sclera	ALPL	1.0	
Abnormality of the sclera	ENPP1	1.0	
Abnormal enzyme/coenzyme activity	ALPL	1.0	
Abnormal enzyme/coenzyme activity	ENPP1	1.0	
Nephrocalcinosis	ALPL	1.0	
Nephrocalcinosis	ENPP1	1.0	
Increased bone mineral density	ALPL	1.0	
Increased bone mineral density	ENPP1	1.0	
Abnormal urinary electrolyte concentration	ALPL	1.0	
Abnormal urinary electrolyte concentration	ENPP1	1.0	
Calcinosis	ALPL	1.0	
Calcinosis	ENPP1	1.0	
Bowing of limbs due to multiple fractures	ALPL	1.0	
Bowing of limbs due to multiple fractures	ENPP1	1.0	
Arthropathy	ALPL	1.0	
Arthropathy	ENPP1	1.0	
Abnormality of the calf	ALPL	1.0	
Abnormality of the calf	ENPP1	1.0	
Ectopic calcification	ALPL	1.0	
Ectopic calcification	ENPP1	1.0	
Bone Diseases	ALPL	1.0	
Bone Diseases	ENPP1	1.0	
Bowing of the long bones	ALPL	1.0	
Bowing of the long bones	ENPP1	1.0	
Anomaly of the limb diaphyses	ALPL	1.0	
Anomaly of the limb diaphyses	ENPP1	1.0	
Internal hemorrhage	ALPL	1.0	
Internal hemorrhage	ENPP1	1.0	
Abnormality of the cerebral vasculature	ALPL	1.0	
Abnormality of the cerebral vasculature	ENPP1	1.0	
Abnormality of blood circulation	ALPL	1.0	
Abnormality of blood circulation	ENPP1	1.0	
Abnormal diaphysis morphology	ALPL	1.0	
Abnormal diaphysis morphology	ENPP1	1.0	
Abnormality of cranial sutures	ALPL	1.0	
Abnormality of cranial sutures	ENPP1	1.0	
Skeletal dysplasia	ALPL	1.0	
Skeletal dysplasia	ENPP1	1.0	
Abnormality of ion homeostasis	ALPL	1.0	
Abnormality of ion homeostasis	ENPP1	1.0	
Craniosynostoses	ALPL	1.0	
