Gene	CUI	Phenotype	Source Databases	
ACY1	C4022810	Abnormality of nervous system morphology	HumPhenOnt	
AP4E1	C4022810	Abnormality of nervous system morphology	HumPhenOnt	
APOE	C4022810	Abnormality of nervous system morphology	HumPhenOnt	
ASNS	C4022810	Abnormality of nervous system morphology	HumPhenOnt	
ASPA	C4022810	Abnormality of nervous system morphology	HumPhenOnt	
ASS1	C4022810	Abnormality of nervous system morphology	HumPhenOnt	
CAMTA1	C4022810	Abnormality of nervous system morphology	HumPhenOnt	
CHKB	C4022810	Abnormality of nervous system morphology	HumPhenOnt	
CRB1	C4022810	Abnormality of nervous system morphology	HumPhenOnt	
CST3	C4022810	Abnormality of nervous system morphology	HumPhenOnt	
DARS	C4022810	Abnormality of nervous system morphology	HumPhenOnt	
DARS2	C4022810	Abnormality of nervous system morphology	HumPhenOnt	
GFAP	C4022810	Abnormality of nervous system morphology	HumPhenOnt	
GJC2	C4022810	Abnormality of nervous system morphology	HumPhenOnt	
GSN	C4022810	Abnormality of nervous system morphology	HumPhenOnt	
LDB3	C4022810	Abnormality of nervous system morphology	HumPhenOnt	
NLRC4	C4022810	Abnormality of nervous system morphology	HumPhenOnt	
OBSL1	C4022810	Abnormality of nervous system morphology	HumPhenOnt	
SACS	C4022810	Abnormality of nervous system morphology	HumPhenOnt	
SCN5A	C4022810	Abnormality of nervous system morphology	HumPhenOnt	
SERPING1	C4022810	Abnormality of nervous system morphology	HumPhenOnt	
SETX	C4022810	Abnormality of nervous system morphology	HumPhenOnt	
SLC25A12	C4022810	Abnormality of nervous system morphology	HumPhenOnt	
SLC25A13	C4022810	Abnormality of nervous system morphology	HumPhenOnt	
SPAST	C4022810	Abnormality of nervous system morphology	HumPhenOnt	
TRAPPC11	C4022810	Abnormality of nervous system morphology	HumPhenOnt	
AP4E1	C0034935	Babinski sign	HumPhenOnt	
DARS	C0034935	Babinski sign	HumPhenOnt	
DARS2	C0034935	Babinski sign	HumPhenOnt	
GJC2	C0034935	Babinski sign	HumPhenOnt	
SACS	C0034935	Babinski sign	HumPhenOnt	
SETX	C0034935	Babinski sign	HumPhenOnt	
SPAST	C0034935	Babinski sign	HumPhenOnt	
APOC1	C0009241	Cognition Disorders	DisGeNet	
APOE	C0009241	Cognition Disorders	DisGeNet	
CST3	C0009241	Cognition Disorders	DisGeNet	
SLC1A1	C0009241	Cognition Disorders	DisGeNet	
SPAST	C0009241	Cognition Disorders	DisGeNet	
ACY1	C1857704	Abnormal myelination	HumPhenOnt	
ASNS	C1857704	Abnormal myelination	HumPhenOnt	
ASPA	C1857704	Abnormal myelination	HumPhenOnt	
DARS	C1857704	Abnormal myelination	HumPhenOnt	
GFAP	C1857704	Abnormal myelination	HumPhenOnt	
GJC2	C1857704	Abnormal myelination	HumPhenOnt	
SACS	C1857704	Abnormal myelination	HumPhenOnt	
SLC25A12	C1857704	Abnormal myelination	HumPhenOnt	
ALB	C0020473	Hyperlipidemia, combined, 1	DisGeNet,HumPhenOnt	
APOC1	C0020473	Hyperlipidemia, combined, 1	DisGeNet	
APOE	C0020473	Hyperlipidemia, combined, 1	DisGeNet,HumPhenOnt	
ASRGL1	C0020473	Hyperlipidemia, combined, 1	DisGeNet	
CAD	C0020473	Hyperlipidemia, combined, 1	DisGeNet	
CDCP1	C0020473	Hyperlipidemia, combined, 1	DisGeNet	
HP	C0020473	Hyperlipidemia, combined, 1	DisGeNet	
LYZ	C0020473	Hyperlipidemia, combined, 1	DisGeNet	
SLC25A13	C0020473	Hyperlipidemia, combined, 1	HumPhenOnt	
ACY1	C0497552	Abnormality of the nervous system	HumPhenOnt	
AP4E1	C0497552	Abnormality of the nervous system	HumPhenOnt	
APOE	C0497552	Abnormality of the nervous system	HumPhenOnt	
ASNS	C0497552	Abnormality of the nervous system	HumPhenOnt	
ASPA	C0497552	Abnormality of the nervous system	HumPhenOnt	
ASS1	C0497552	Abnormality of the nervous system	HumPhenOnt	
CAD	C0497552	Abnormality of the nervous system	HumPhenOnt	
CAMTA1	C0497552	Abnormality of the nervous system	HumPhenOnt	
CHKB	C0497552	Abnormality of the nervous system	HumPhenOnt	
CRB1	C0497552	Abnormality of the nervous system	HumPhenOnt	
CST3	C0497552	Abnormality of the nervous system	HumPhenOnt	
DARS	C0497552	Abnormality of the nervous system	HumPhenOnt	
DARS2	C0497552	Abnormality of the nervous system	HumPhenOnt	
GFAP	C0497552	Abnormality of the nervous system	HumPhenOnt	
GJC2	C0497552	Abnormality of the nervous system	HumPhenOnt	
GSN	C0497552	Abnormality of the nervous system	HumPhenOnt	
KCNMA1	C0497552	Abnormality of the nervous system	HumPhenOnt	
LDB3	C0497552	Abnormality of the nervous system	HumPhenOnt	
NLRC4	C0497552	Abnormality of the nervous system	HumPhenOnt	
OBSL1	C0497552	Abnormality of the nervous system	HumPhenOnt	
SACS	C0497552	Abnormality of the nervous system	HumPhenOnt	
SCN5A	C0497552	Abnormality of the nervous system	HumPhenOnt	
SERPING1	C0497552	Abnormality of the nervous system	HumPhenOnt	
SETX	C0497552	Abnormality of the nervous system	HumPhenOnt	
SLC25A12	C0497552	Abnormality of the nervous system	HumPhenOnt	
SLC25A13	C0497552	Abnormality of the nervous system	HumPhenOnt	
SPAST	C0497552	Abnormality of the nervous system	HumPhenOnt	
TRAPPC11	C0497552	Abnormality of the nervous system	HumPhenOnt	
APOC1	C0494463	Alzheimer Disease, Late Onset	DisGeNet	
APOE	C0494463	Alzheimer Disease, Late Onset	DisGeNet	
CST3	C0494463	Alzheimer Disease, Late Onset	DisGeNet	
GFAP	C0494463	Alzheimer Disease, Late Onset	DisGeNet	
TOMM40	C0494463	Alzheimer Disease, Late Onset	DisGeNet	
ACY1	C4021152	Abnormal CNS myelination	HumPhenOnt	
ASPA	C4021152	Abnormal CNS myelination	HumPhenOnt	
DARS	C4021152	Abnormal CNS myelination	HumPhenOnt	
GFAP	C4021152	Abnormal CNS myelination	HumPhenOnt	
GJC2	C4021152	Abnormal CNS myelination	HumPhenOnt	
SLC25A12	C4021152	Abnormal CNS myelination	HumPhenOnt	
ACY1	C4021765	Morphological abnormality of the central nervous system	HumPhenOnt	
AP4E1	C4021765	Morphological abnormality of the central nervous system	HumPhenOnt	
APOE	C4021765	Morphological abnormality of the central nervous system	HumPhenOnt	
ASNS	C4021765	Morphological abnormality of the central nervous system	HumPhenOnt	
ASPA	C4021765	Morphological abnormality of the central nervous system	HumPhenOnt	
ASS1	C4021765	Morphological abnormality of the central nervous system	HumPhenOnt	
CAMTA1	C4021765	Morphological abnormality of the central nervous system	HumPhenOnt	
CHKB	C4021765	Morphological abnormality of the central nervous system	HumPhenOnt	
CRB1	C4021765	Morphological abnormality of the central nervous system	HumPhenOnt	
CST3	C4021765	Morphological abnormality of the central nervous system	HumPhenOnt	
DARS	C4021765	Morphological abnormality of the central nervous system	HumPhenOnt	
DARS2	C4021765	Morphological abnormality of the central nervous system	HumPhenOnt	
GFAP	C4021765	Morphological abnormality of the central nervous system	HumPhenOnt	
GJC2	C4021765	Morphological abnormality of the central nervous system	HumPhenOnt	
OBSL1	C4021765	Morphological abnormality of the central nervous system	HumPhenOnt	
SACS	C4021765	Morphological abnormality of the central nervous system	HumPhenOnt	
SCN5A	C4021765	Morphological abnormality of the central nervous system	HumPhenOnt	
SETX	C4021765	Morphological abnormality of the central nervous system	HumPhenOnt	
SLC25A12	C4021765	Morphological abnormality of the central nervous system	HumPhenOnt	
SLC25A13	C4021765	Morphological abnormality of the central nervous system	HumPhenOnt	
SPAST	C4021765	Morphological abnormality of the central nervous system	HumPhenOnt	
TRAPPC11	C4021765	Morphological abnormality of the central nervous system	HumPhenOnt	
ACY1	C4023182	Abnormality of muscle physiology	HumPhenOnt	
AP4E1	C4023182	Abnormality of muscle physiology	HumPhenOnt	
ASNS	C4023182	Abnormality of muscle physiology	HumPhenOnt	
ASPA	C4023182	Abnormality of muscle physiology	HumPhenOnt	
CAD	C4023182	Abnormality of muscle physiology	HumPhenOnt	
CAMTA1	C4023182	Abnormality of muscle physiology	HumPhenOnt	
CHKB	C4023182	Abnormality of muscle physiology	HumPhenOnt	
CRB1	C4023182	Abnormality of muscle physiology	HumPhenOnt	
DARS	C4023182	Abnormality of muscle physiology	HumPhenOnt	
DARS2	C4023182	Abnormality of muscle physiology	HumPhenOnt	
GFAP	C4023182	Abnormality of muscle physiology	HumPhenOnt	
GJC2	C4023182	Abnormality of muscle physiology	HumPhenOnt	
GSN	C4023182	Abnormality of muscle physiology	HumPhenOnt	
LDB3	C4023182	Abnormality of muscle physiology	HumPhenOnt	
SACS	C4023182	Abnormality of muscle physiology	HumPhenOnt	
SCN5A	C4023182	Abnormality of muscle physiology	HumPhenOnt	
SETX	C4023182	Abnormality of muscle physiology	HumPhenOnt	
SLC25A12	C4023182	Abnormality of muscle physiology	HumPhenOnt	
SPAST	C4023182	Abnormality of muscle physiology	HumPhenOnt	
TRAPPC11	C4023182	Abnormality of muscle physiology	HumPhenOnt	
ACY1	C4021745	Abnormality of the musculature	HumPhenOnt	
AP4E1	C4021745	Abnormality of the musculature	HumPhenOnt	
ASNS	C4021745	Abnormality of the musculature	HumPhenOnt	
ASPA	C4021745	Abnormality of the musculature	HumPhenOnt	
CAD	C4021745	Abnormality of the musculature	HumPhenOnt	
CAMTA1	C4021745	Abnormality of the musculature	HumPhenOnt	
CHKB	C4021745	Abnormality of the musculature	HumPhenOnt	
CRB1	C4021745	Abnormality of the musculature	HumPhenOnt	
DARS	C4021745	Abnormality of the musculature	HumPhenOnt	
DARS2	C4021745	Abnormality of the musculature	HumPhenOnt	
GFAP	C4021745	Abnormality of the musculature	HumPhenOnt	
GJC2	C4021745	Abnormality of the musculature	HumPhenOnt	
GSN	C4021745	Abnormality of the musculature	HumPhenOnt	
KRT1	C4021745	Abnormality of the musculature	HumPhenOnt	
LDB3	C4021745	Abnormality of the musculature	HumPhenOnt	
OBSL1	C4021745	Abnormality of the musculature	HumPhenOnt	
SACS	C4021745	Abnormality of the musculature	HumPhenOnt	
SCN5A	C4021745	Abnormality of the musculature	HumPhenOnt	
