node_name	node_type	
DB00960	drug	
ADRB1	drug_target	
HTR1B	drug_target	
HTR1A	drug_target	
CYP2D6	drug_target	
ADRB2	drug_target	
Mental disorders	phenotype	
Inflammation	phenotype	
Ischemia	phenotype	
Pituitary adenoma	phenotype	
Pain	phenotype	
Bipolar affective disorder	phenotype	
Pulmonary Disease, Chronic Obstructive	phenotype	
Liver Diseases	phenotype	
Obesity, severe, 601665 (3)	phenotype	
Depressive Disorder	phenotype	
Opiate Addiction	phenotype	
Acth-Independent Macronodular Adrenal Hyperplasia	phenotype	
Abnormality of the pituitary gland	phenotype	
Adenomas, multiple colorectal, 608456 (3)	phenotype	
Alzheimer Disease	phenotype	
Alcohol abuse	phenotype	
Diabetes Mellitus, Type 1	phenotype	
Attention deficit hyperactivity disorder	phenotype	
Respiratory Syncytial Virus Infections	phenotype	
Bronchiolitis, Viral	phenotype	
Anxiety Disorders	phenotype	
Prostatic Neoplasms	phenotype	
Asthma	phenotype	
Coronary heart disease 7	phenotype	
Pancreatic Carcinoma	phenotype	
Taste bitter	phenotype	
Weight Gain Adverse Event	phenotype	
Cocaine-Related Disorders	phenotype	
Major depressive disorder	phenotype	
Migraine Disorders	phenotype	
Arteriosclerosis	phenotype	
Congestive heart failure	phenotype	
Verotoxigenic Escherichia coli gastrointestinal tract infection	phenotype	
Drug Dependence	phenotype	
Insulinoma	phenotype	
Ulcerative colitis	phenotype	
Secondary hypertriglyceridemia	phenotype	
Status epilepticus	phenotype	
Arthritis, Rheumatoid	phenotype	
Alcohol dependence	phenotype	
Neuroendocrine neoplasm	phenotype	
Animal Mammary Neoplasms	phenotype	
Essential hypertension	phenotype	
Epilepsy, Temporal Lobe	phenotype	
Schizophrenia	phenotype	
Cardiovascular Diseases	phenotype	
Symptomatic human immunodeficiency virus infection	phenotype	
Tumor Angiogenesis	phenotype	
Substance addiction and disorders	phenotype	
Substance Withdrawal Syndrome	phenotype	
Rheumatoid arthritis	phenotype	
Panic disorder syndrome 1 (2)	phenotype	
{Unipolar depression, susceptibility to}, 608516 (3)	phenotype	
Chronic obstructive pulmonary disease	phenotype	
Obesity	phenotype	
Breast carcinoma	phenotype	
Osteoarthritis	phenotype	
Hypertension	phenotype	
Unipolar Depression	phenotype	
Heroin Dependence	phenotype	
Pneumonia	phenotype	
Malignant neoplasm of pancreas	phenotype	
Kidney Failure, Chronic	phenotype	
Preeclampsia/eclampsia 1	phenotype	
Hepatitis C, Chronic	phenotype	
Prostate carcinoma	phenotype	
Metabolic Syndrome X	phenotype	
Neoplasm of the adrenal gland	phenotype	
Endometriosis	phenotype	
Mood Disorders	phenotype	
Hypotension	phenotype	
Heart Failure	phenotype	
Methamphetamine abuse	phenotype	
Pheochromocytoma	phenotype	
Hyperglycemia	phenotype	
Hypersensitivity	phenotype	
Coronary Artery Disease	phenotype	
Bronchial Hyperreactivity	phenotype	
Diabetes mellitus type 2	phenotype	
Cushing's syndrome	phenotype	
Atherosclerosis	phenotype	
Multiple Sclerosis	phenotype	
Dermatitis, Atopic	phenotype	
Breast-ovarian cancer, familial 1	phenotype	
Malignant tumor of prostate	phenotype	
Bradycardia	phenotype	
Epilepsy	phenotype	
Pseudohypoparathyroidism, type IB, 603233 (3)	phenotype	
Hyperalgesia	phenotype	
Neuroblastoma	phenotype	
Schizoaffective Disorder	phenotype	
Anorexia nervosa 1	phenotype	
Liver Cirrhosis, Biliary	phenotype	
Nicotine Dependence	phenotype	
Secondary hyperparathyroidism	phenotype	
Left ventricular hypertrophy	phenotype	
Colitis, Ulcerative	phenotype	
Juvenile idiopathic arthritis, enthesitis related arthritis	phenotype	
Experimental Autoimmune Encephalomyelitis	phenotype	
Renal Insufficiency, Chronic	phenotype	
Anorexia	phenotype	
