node1	node2	edge_score	
DB00513	PLAT	1.0	
DB00513	PLG	1.0	
DB00513	AOX1	1.0	
PLAT	PLG	0.8626533706911382
PLAT	PLAT	0.8545025065589051
PLAT		1
PLG	HRG	0.8580491755520756
PLG	PLAUR	0.8564332803525301
PLG	PLAU	0.8564332803525301
PLG		1
PLG	PLG	0.8628338709774962
PLG	PLAT	0.8626533706911382
AOX1	rs10931910	0.99
AOX1		1
AOX1	rs55754655	0.99
Arterial thrombosis	PLAT	1.0	
Arterial thrombosis	PLAU	1.0	
Arterial thrombosis	PLG	1.0	
Thromboembolism	PLAT	1.0	
Thromboembolism	PLAU	1.0	
Thromboembolism	PLG	1.0	
Premature Birth	PLAT	1.0	
Premature Birth	PLAU	1.0	
Premature Birth	PLAUR	1.0	
Premature Birth	PLG	1.0	
Thrombophilia	HRG	1.0	
Thrombophilia	PLAT	1.0	
Thrombophilia	PLG	1.0	
Leg Ulcer	PLAU	1.0	
Leg Ulcer	PLG	1.0	
Pulmonary Embolism	PLAT	1.0	
Pulmonary Embolism	PLAU	1.0	
Pulmonary Embolism	PLG	1.0	
Thrombophilia due to activated protein C resistance	HRG	1.0	
Thrombophilia due to activated protein C resistance	PLG	1.0	
Venous thrombosis	PLAT	1.0	
Venous thrombosis	PLAU	1.0	
Venous thrombosis	PLG	1.0	
Thrombosis	HRG	1.0	
Thrombosis	PLAT	1.0	
Thrombosis	PLAU	1.0	
Myocardial Infarction	HRG	1.0	
Myocardial Infarction	PLAT	1.0	
Myocardial Infarction	PLAU	1.0	
Myocardial Infarction	PLAUR	1.0	
Myocardial Infarction	PLG	1.0	
Polycystic Ovary Syndrome	PLAT	1.0	
Polycystic Ovary Syndrome	PLAU	1.0	
Polycystic Ovary Syndrome	PLAUR	1.0	
Polycystic Ovary Syndrome	PLG	1.0	
Dermatitis Herpetiformis	PLAU	1.0	
Dermatitis Herpetiformis	PLG	1.0	
Resistance to activated protein C	HRG	1.0	
Resistance to activated protein C	PLG	1.0	
Bleeding disorder, platelet-type, 21	PLAT	1.0	
Bleeding disorder, platelet-type, 21	PLAU	1.0	
Bleeding disorder, platelet-type, 21	PLG	1.0	
Seborheic dermatitis	PLAU	1.0	
Seborheic dermatitis	PLAUR	1.0	
Seborheic dermatitis	PLG	1.0	
Simple pneumoconiosis	PLAT	1.0	
Simple pneumoconiosis	PLAU	1.0	
Status epilepticus	PLAT	1.0	
Status epilepticus	PLAU	1.0	
Status epilepticus	PLAUR	1.0	
Arterial Occlusive Diseases	PLAT	1.0	
Arterial Occlusive Diseases	PLAU	1.0	
Fetal Membranes, Premature Rupture	PLAT	1.0	
Fetal Membranes, Premature Rupture	PLAU	1.0	
Fetal Membranes, Premature Rupture	PLAUR	1.0	
Chorioamnionitis	PLAT	1.0	
Chorioamnionitis	PLAU	1.0	
Chorioamnionitis	PLAUR	1.0	
Premature Obstetric Labor	PLAT	1.0	
Premature Obstetric Labor	PLAU	1.0	
Premature Obstetric Labor	PLAUR	1.0	
Reticulosarcoma	PLAT	1.0	
Reticulosarcoma	PLG	1.0	
Meningioma, benign, no ICD-O subtype	PLAU	1.0	
Meningioma, benign, no ICD-O subtype	PLAUR	1.0	
Meningioma, benign, no ICD-O subtype	PLG	1.0	
Aortic aneurysm, familial thoracic 11, susceptibility to	PLAT	1.0	
Aortic aneurysm, familial thoracic 11, susceptibility to	PLAU	1.0	
Aortic aneurysm, familial thoracic 11, susceptibility to	PLG	1.0	
Acute myocardial infarction	PLAT	1.0	
Acute myocardial infarction	PLAU	1.0	
Acute myocardial infarction	PLG	1.0	
Factor V Leiden mutation	HRG	1.0	
Factor V Leiden mutation	PLG	1.0	
Lymphangiomyomatosis	PLAU	1.0	
Lymphangiomyomatosis	PLG	1.0	
Fibrosarcoma	PLAT	1.0	
Fibrosarcoma	PLAU	1.0	
Fibrosarcoma	PLG	1.0	
Hypoxia-Ischemia, Brain	PLAT	1.0	
Hypoxia-Ischemia, Brain	PLAU	1.0	
Primary antiphospholipid syndrome	PLAT	1.0	
Primary antiphospholipid syndrome	PLG	1.0	
Cardiac fibrosis	PLAU	1.0	
Cardiac fibrosis	PLG	1.0	
Noninfiltrating Intraductal Carcinoma	PLAU	1.0	
Noninfiltrating Intraductal Carcinoma	PLAUR	1.0	
Noninfiltrating Intraductal Carcinoma	PLG	1.0	
Pancreatic Neoplasms	PLAT	1.0	
Pancreatic Neoplasms	PLAU	1.0	
Pancreatic Neoplasms	PLAUR	1.0	
Pancreatic Neoplasms	PLG	1.0	
{Pemphigoid, susceptibility to} (2)	PLAU	1.0	
{Pemphigoid, susceptibility to} (2)	PLG	1.0	
Ischaemic cerebral infarction	PLAT	1.0	
Ischaemic cerebral infarction	PLAU	1.0	
Ischaemic cerebral infarction	PLG	1.0	
Bleeding with minor or no trauma	PLAT	1.0	
Bleeding with minor or no trauma	PLAU	1.0	
Breast Cancer Model	PLAU	1.0	
Breast Cancer Model	PLG	1.0	
Sciatic Neuropathy	PLAT	1.0	
Sciatic Neuropathy	PLAU	1.0	
Abnormal thrombosis	HRG	1.0	
Abnormal thrombosis	PLAT	1.0	
Cerebral edema	PLAT	1.0	
Cerebral edema	PLAU	1.0	
M5b Acute differentiated monocytic leukemia	PLAT	1.0	
M5b Acute differentiated monocytic leukemia	PLG	1.0	
Infarction, Middle Cerebral Artery	PLAT	1.0	
Infarction, Middle Cerebral Artery	PLAU	1.0	
Mitral Valve Prolapse	PLAU	1.0	
Mitral Valve Prolapse	PLG	1.0	
Invasive breast carcinoma	HRG	1.0	
Invasive breast carcinoma	PLAU	1.0	
Invasive breast carcinoma	PLG	1.0	
Preeclampsia/eclampsia 1	PLAT	1.0	
Preeclampsia/eclampsia 1	PLAU	1.0	
Preeclampsia/eclampsia 1	PLAUR	1.0	
Hepatopulmonary Syndrome	PLAU	1.0	
Hepatopulmonary Syndrome	PLG	1.0	
Rhabdomyosarcoma alveolar	PLAT	1.0	
Rhabdomyosarcoma alveolar	PLAU	1.0	
Rhabdomyosarcoma alveolar	PLG	1.0	
Septicemia	HRG	1.0	
Septicemia	PLAT	1.0	
Septicemia	PLG	1.0	
Squamous cell carcinoma	HRG	1.0	
Squamous cell carcinoma	PLAT	1.0	
Squamous cell carcinoma	PLAU	1.0	
Squamous cell carcinoma	PLAUR	1.0	
Squamous cell carcinoma	PLG	1.0	
Urothelial Carcinoma	PLAU	1.0	
Urothelial Carcinoma	PLAUR	1.0	
Urothelial Carcinoma	PLG	1.0	
Bacteremia, susceptibility to, 2	PLAT	1.0	
Bacteremia, susceptibility to, 2	PLG	1.0	
Pulmonary fibrosis and/or bone marrow failure, telomere-related, 4	PLAU	1.0	
Pulmonary fibrosis and/or bone marrow failure, telomere-related, 4	PLAUR	1.0	
Pulmonary fibrosis and/or bone marrow failure, telomere-related, 4	PLG	1.0	
Ischemic stroke	PLAT	1.0	
Ischemic stroke	PLAU	1.0	
Ischemic stroke	PLG	1.0	
Inflammatory Bowel Diseases	AOX1	1.0	
Inflammatory Bowel Diseases	PLAT	1.0	
Inflammatory Bowel Diseases	PLAU	1.0	
Inflammatory Bowel Diseases	PLG	1.0	
Vascular Diseases	PLAT	1.0	
Vascular Diseases	PLAUR	1.0	
Vascular Diseases	PLG	1.0	
Synovitis	PLAU	1.0	
Synovitis	PLG	1.0	
Malignant Glioma	HRG	1.0	
Malignant Glioma	PLAU	1.0	
Malignant Glioma	PLG	1.0	
Deep venous thrombosis	PLAT	1.0	
Deep venous thrombosis	PLG	1.0	
Abnormality of coagulation	HRG	1.0	
Abnormality of coagulation	PLAT	1.0	
Gastric ulcer	PLAT	1.0	
Gastric ulcer	PLAU	1.0	
Nephrolithiasis	PLAU	1.0	
Nephrolithiasis	PLG	1.0	
Glioma	HRG	1.0	
Glioma	PLAT	1.0	
Glioma	PLAU	1.0	
Glioma	PLAUR	1.0	
Glioma	PLG	1.0	
Tumor Angiogenesis	HRG	1.0	
Tumor Angiogenesis	PLAU	1.0	
Tumor Angiogenesis	PLG	1.0	
Meningioma	PLAU	1.0	
Meningioma	PLAUR	1.0	
Meningioma	PLG	1.0	
Hypotension	PLAT	1.0	
Hypotension	PLAU	1.0	
Intraepithelial Neoplasia	PLAU	1.0	
Intraepithelial Neoplasia	PLG	1.0	
Pneumonia	PLAT	1.0	
Pneumonia	PLAU	1.0	
Pneumonia	PLG	1.0	
Verotoxigenic Escherichia coli gastrointestinal tract infection	PLAT	1.0	
Verotoxigenic Escherichia coli gastrointestinal tract infection	PLAU	1.0	
Verotoxigenic Escherichia coli gastrointestinal tract infection	PLAUR	1.0	
Verotoxigenic Escherichia coli gastrointestinal tract infection	PLG	1.0	
Prostatic Intraepithelial Neoplasias	PLAU	1.0	
