Gene	CUI	Phenotype	Source Databases	
PLAT	C0151942	Arterial thrombosis	DisGeNet	
PLAU	C0151942	Arterial thrombosis	DisGeNet	
PLG	C0151942	Arterial thrombosis	DisGeNet	
PLAT	C0040038	Thromboembolism	DisGeNet	
PLAU	C0040038	Thromboembolism	DisGeNet	
PLG	C0040038	Thromboembolism	DisGeNet	
PLAT	C0151526	Premature Birth	DisGeNet	
PLAU	C0151526	Premature Birth	DisGeNet	
PLAUR	C0151526	Premature Birth	DisGeNet	
PLG	C0151526	Premature Birth	DisGeNet	
HRG	C0398623	Thrombophilia	ClinVar,DisGeNet,HumPhenOnt	
PLAT	C0398623	Thrombophilia	ClinVar,DisGeNet,HumPhenOnt	
PLG	C0398623	Thrombophilia	DisGeNet	
PLAU	C0023223	Leg Ulcer	DisGeNet	
PLG	C0023223	Leg Ulcer	DisGeNet	
PLAT	C0034065	Pulmonary Embolism	DisGeNet	
PLAU	C0034065	Pulmonary Embolism	DisGeNet	
PLG	C0034065	Pulmonary Embolism	DisGeNet	
HRG	C1861171	Thrombophilia due to activated protein C resistance	DisGeNet	
PLG	C1861171	Thrombophilia due to activated protein C resistance	DisGeNet	
PLAT	C0042487	Venous thrombosis	DisGeNet,HumPhenOnt	
PLAU	C0042487	Venous thrombosis	DisGeNet	
PLG	C0042487	Venous thrombosis	DisGeNet	
HRG	C0040053	Thrombosis	DisGeNet	
PLAT	C0040053	Thrombosis	DisGeNet	
PLAU	C0040053	Thrombosis	DisGeNet	
HRG	C0027051	Myocardial Infarction	DisGeNet	
PLAT	C0027051	Myocardial Infarction	DisGeNet	
PLAU	C0027051	Myocardial Infarction	DisGeNet	
PLAUR	C0027051	Myocardial Infarction	DisGeNet	
PLG	C0027051	Myocardial Infarction	DisGeNet,PheGenI	
PLAT	C0032460	Polycystic Ovary Syndrome	DisGeNet	
PLAU	C0032460	Polycystic Ovary Syndrome	DisGeNet	
PLAUR	C0032460	Polycystic Ovary Syndrome	DisGeNet	
PLG	C0032460	Polycystic Ovary Syndrome	DisGeNet	
PLAU	C0011608	Dermatitis Herpetiformis	DisGeNet	
PLG	C0011608	Dermatitis Herpetiformis	DisGeNet	
HRG	C0600433	Resistance to activated protein C	DisGeNet	
PLG	C0600433	Resistance to activated protein C	DisGeNet	
PLAT	C0005779	Bleeding disorder, platelet-type, 21	DisGeNet	
