node_name	node_type	
DB00543	drug	
ORM1	drug_target	
ADRA1A	drug_target	
HTR2A	drug_target	
CYP2D6	drug_target	
DRD4	drug_target	
SLC6A4	drug_target	
SLC6A2	drug_target	
HTR7	drug_target	
DRD1	drug_target	
CHRM1	drug_target	
HTR2C	drug_target	
HTR1A	drug_target	
GABRA1	drug_target	
HTR3A	drug_target	
HRH4	drug_target	
HRH1	drug_target	
DRD2	drug_target	
HTR2B	drug_target	
ADRA2A	drug_target	
DRD3	drug_target	
SLC6A3	drug_target	
HTR1B	drug_target	
HTR6	drug_target	
Mental disorders	phenotype	
Schizoaffective Disorder	phenotype	
Taste bitter	phenotype	
Impotence	phenotype	
Inflammation	phenotype	
Ischemia	phenotype	
Marijuana Abuse	phenotype	
Pituitary adenoma	phenotype	
Pain insensitivity	phenotype	
Alzheimer Disease	phenotype	
Drug Dependence	phenotype	
Psychoses, Substance-Induced	phenotype	
Weight Gain Adverse Event	phenotype	
Depressive Disorder	phenotype	
Insulinoma	phenotype	
Abnormality of the pituitary gland	phenotype	
Inflammatory pain	phenotype	
Pain	phenotype	
Pulmonary Disease, Chronic Obstructive	phenotype	
Obesity, severe, 601665 (3)	phenotype	
Diabetes Mellitus, Type 1	phenotype	
Hereditary pancreatitis	phenotype	
Anorexia	phenotype	
Alcohol abuse	phenotype	
Sleep Wake Disorders	phenotype	
Posttraumatic stress disorder	phenotype	
Cocaine-Related Disorders	phenotype	
Status epilepticus	phenotype	
Immediate hypersensitivity	phenotype	
Bipolar affective disorder	phenotype	
Asthma	phenotype	
Arteriosclerosis	phenotype	
Hypoparathyroidism - autosomal dominant	phenotype	
Pancreatic Carcinoma	phenotype	
Secondary hypertriglyceridemia	phenotype	
Substance Use Disorders	phenotype	
Myocardial Reperfusion Injury	phenotype	
Verotoxigenic Escherichia coli gastrointestinal tract infection	phenotype	
Polyphagia	phenotype	
Substance addiction and disorders	phenotype	
Substance Withdrawal Syndrome	phenotype	
Panic disorder 1	phenotype	
Adenomas, multiple colorectal, 608456 (3)	phenotype	
Congestive heart failure	phenotype	
Tumor Progression	phenotype	
Cocaine Dependence	phenotype	
Memory Disorders	phenotype	
Attention deficit hyperactivity disorder	phenotype	
Coronary heart disease 7	phenotype	
Bronchiolitis, Viral	phenotype	
Schizophrenia	phenotype	
Methamphetamine abuse	phenotype	
Heroin Dependence	phenotype	
Respiratory Syncytial Virus Infections	phenotype	
Anorexia nervosa 1	phenotype	
Panic disorder syndrome 1 (2)	phenotype	
Opiate Addiction	phenotype	
Acth-Independent Macronodular Adrenal Hyperplasia	phenotype	
Prostatic Neoplasms	phenotype	
Substance-Related Disorders	phenotype	
Epilepsy, Temporal Lobe	phenotype	
Colitis, Ulcerative	phenotype	
Rheumatoid arthritis	phenotype	
Unipolar Depression	phenotype	
Neuralgia	phenotype	
