Gene	CUI	Phenotype	Source Databases	
ACKR3	C0235290	Taste bitter	DisGeNet	
ADRA2B	C0235290	Taste bitter	DisGeNet	
CXCR6	C0235290	Taste bitter	DisGeNet	
LPAR2	C0235290	Taste bitter	DisGeNet	
LPAR3	C0235290	Taste bitter	DisGeNet	
OXER1	C0235290	Taste bitter	DisGeNet	
SSTR4	C0235290	Taste bitter	DisGeNet	
TAS2R16	C0235290	Taste bitter	DisGeNet	
TAS2R38	C0235290	Taste bitter	DisGeNet	
ABCB1	C0038220	Status epilepticus	DisGeNet	
CCR10	C0038220	Status epilepticus	DisGeNet	
CCR2	C0038220	Status epilepticus	DisGeNet	
CCR3	C0038220	Status epilepticus	DisGeNet	
CCR5	C0038220	Status epilepticus	DisGeNet	
CCR7	C0038220	Status epilepticus	DisGeNet	
CCR8	C0038220	Status epilepticus	DisGeNet	
CCR9	C0038220	Status epilepticus	DisGeNet	
CNR1	C0038220	Status epilepticus	DisGeNet	
CXCL1	C0038220	Status epilepticus	DisGeNet	
CXCL12	C0038220	Status epilepticus	DisGeNet	
HRH3	C0038220	Status epilepticus	DisGeNet	
NPY	C0038220	Status epilepticus	DisGeNet	
SST	C0038220	Status epilepticus	DisGeNet	
SSTR1	C0038220	Status epilepticus	DisGeNet	
SSTR2	C0038220	Status epilepticus	DisGeNet	
SSTR3	C0038220	Status epilepticus	DisGeNet	
SSTR4	C0038220	Status epilepticus	DisGeNet	
SSTR5	C0038220	Status epilepticus	DisGeNet	
ABCB1	C0004936	Mental disorders	DisGeNet	
ADRA2C	C0004936	Mental disorders	DisGeNet	
ANKK1	C0004936	Mental disorders	DisGeNet	
BDKRB1	C0004936	Mental disorders	DisGeNet	
BDKRB2	C0004936	Mental disorders	DisGeNet	
CHRM4	C0004936	Mental disorders	DisGeNet	
CNR1	C0004936	Mental disorders	DisGeNet	
CNR2	C0004936	Mental disorders	DisGeNet	
CORT	C0004936	Mental disorders	DisGeNet	
CYP2D6	C0004936	Mental disorders	DisGeNet	
DRD2	C0004936	Mental disorders	DisGeNet	
DRD3	C0004936	Mental disorders	DisGeNet	
DRD4	C0004936	Mental disorders	DisGeNet	
GABBR1	C0004936	Mental disorders	DisGeNet	
GALR1	C0004936	Mental disorders	DisGeNet	
GALR3	C0004936	Mental disorders	DisGeNet	
GRM7	C0004936	Mental disorders	DisGeNet	
GRM8	C0004936	Mental disorders	DisGeNet	
HTR1A	C0004936	Mental disorders	DisGeNet	
HTR1B	C0004936	Mental disorders	DisGeNet	
HTR5A	C0004936	Mental disorders	DisGeNet	
LPAR3	C0004936	Mental disorders	DisGeNet	
MCHR2	C0004936	Mental disorders	DisGeNet	
MTNR1B	C0004936	Mental disorders	DisGeNet	
NPY	C0004936	Mental disorders	DisGeNet	
OPRK1	C0004936	Mental disorders	DisGeNet	
OXER1	C0004936	Mental disorders	DisGeNet	
PDYN	C0004936	Mental disorders	DisGeNet	
POMC	C0004936	Mental disorders	DisGeNet	
SSTR5	C0004936	Mental disorders	DisGeNet	
ABCB1	C0021368	Inflammation	DisGeNet	
ADORA1	C0021368	Inflammation	DisGeNet	
AGT	C0021368	Inflammation	DisGeNet	
ANXA1	C0021368	Inflammation	DisGeNet	
APLN	C0021368	Inflammation	DisGeNet	
APP	C0021368	Inflammation	DisGeNet	
BDKRB1	C0021368	Inflammation	DisGeNet	
BDKRB2	C0021368	Inflammation	DisGeNet	
C3	C0021368	Inflammation	DisGeNet	
C3AR1	C0021368	Inflammation	DisGeNet	
C5	C0021368	Inflammation	DisGeNet	
C5AR1	C0021368	Inflammation	DisGeNet	
CCL19	C0021368	Inflammation	DisGeNet	
CCL20	C0021368	Inflammation	DisGeNet	
CCL21	C0021368	Inflammation	DisGeNet	
CCL5	C0021368	Inflammation	DisGeNet	
CCR2	C0021368	Inflammation	DisGeNet	
CCR3	C0021368	Inflammation	DisGeNet	
CCR5	C0021368	Inflammation	DisGeNet	
CCR6	C0021368	Inflammation	DisGeNet	
CCR7	C0021368	Inflammation	DisGeNet	
CCR8	C0021368	Inflammation	DisGeNet	
CNR1	C0021368	Inflammation	DisGeNet	
CNR2	C0021368	Inflammation	DisGeNet	
CXCL1	C0021368	Inflammation	DisGeNet	
CXCL10	C0021368	Inflammation	DisGeNet	
CXCL11	C0021368	Inflammation	DisGeNet	
CXCL12	C0021368	Inflammation	DisGeNet	
CXCL16	C0021368	Inflammation	DisGeNet	
CXCL2	C0021368	Inflammation	DisGeNet	
CXCL6	C0021368	Inflammation	DisGeNet	
CXCL8	C0021368	Inflammation	DisGeNet	
CXCR1	C0021368	Inflammation	DisGeNet	
CXCR2	C0021368	Inflammation	DisGeNet	
CXCR3	C0021368	Inflammation	DisGeNet	
CYP2D6	C0021368	Inflammation	DisGeNet	
CYP3A4	C0021368	Inflammation	DisGeNet	
FPR1	C0021368	Inflammation	DisGeNet	
FPR2	C0021368	Inflammation	DisGeNet	
GAL	C0021368	Inflammation	DisGeNet	
KNG1	C0021368	Inflammation	DisGeNet	
NPY5R	C0021368	Inflammation	DisGeNet	
PF4	C0021368	Inflammation	DisGeNet	
POMC	C0021368	Inflammation	DisGeNet	
PTGDR2	C0021368	Inflammation	DisGeNet	
PTGER3	C0021368	Inflammation	DisGeNet	
SAA1	C0021368	Inflammation	DisGeNet	
ABCB1	C0524662	Opiate Addiction	DisGeNet	
ANKK1	C0524662	Opiate Addiction	DisGeNet	
CYP2D6	C0524662	Opiate Addiction	DisGeNet	
DRD2	C0524662	Opiate Addiction	DisGeNet	
DRD3	C0524662	Opiate Addiction	DisGeNet	
DRD4	C0524662	Opiate Addiction	DisGeNet	
GAL	C0524662	Opiate Addiction	DisGeNet	
GRM6	C0524662	Opiate Addiction	DisGeNet	
GRM8	C0524662	Opiate Addiction	DisGeNet	
OPRD1	C0524662	Opiate Addiction	DisGeNet	
OPRK1	C0524662	Opiate Addiction	DisGeNet	
OPRL1	C0524662	Opiate Addiction	DisGeNet	
PDYN	C0524662	Opiate Addiction	DisGeNet	
PENK	C0524662	Opiate Addiction	DisGeNet	
POMC	C0524662	Opiate Addiction	DisGeNet	
ABCB1	C0036337	Schizoaffective Disorder	DisGeNet	
ACKR3	C0036337	Schizoaffective Disorder	DisGeNet	
ADRA2B	C0036337	Schizoaffective Disorder	DisGeNet	
CXCR6	C0036337	Schizoaffective Disorder	DisGeNet	
CYP2D6	C0036337	Schizoaffective Disorder	DisGeNet	
DRD2	C0036337	Schizoaffective Disorder	DisGeNet	
DRD3	C0036337	Schizoaffective Disorder	DisGeNet	
DRD4	C0036337	Schizoaffective Disorder	DisGeNet	
GRM4	C0036337	Schizoaffective Disorder	DisGeNet	
HTR1B	C0036337	Schizoaffective Disorder	DisGeNet	
LPAR2	C0036337	Schizoaffective Disorder	DisGeNet	
NPY	C0036337	Schizoaffective Disorder	DisGeNet	
SST	C0036337	Schizoaffective Disorder	DisGeNet	
SSTR4	C0036337	Schizoaffective Disorder	DisGeNet	
CNR1	C0038586	Substance Use Disorders	DisGeNet	
DRD2	C0038586	Substance Use Disorders	DisGeNet	
DRD3	C0038586	Substance Use Disorders	DisGeNet	
DRD4	C0038586	Substance Use Disorders	DisGeNet	
HTR1A	C0038586	Substance Use Disorders	DisGeNet	
HTR1B	C0038586	Substance Use Disorders	DisGeNet	
NPY	C0038586	Substance Use Disorders	DisGeNet	
OPRK1	C0038586	Substance Use Disorders	DisGeNet	
POMC	C0038586	Substance Use Disorders	DisGeNet	
ABCB1	C0030193	Pain	DisGeNet	
ADRA2A	C0030193	Pain	DisGeNet	
ADRA2C	C0030193	Pain	DisGeNet	
BDKRB1	C0030193	Pain	DisGeNet	
BDKRB2	C0030193	Pain	DisGeNet	
CASR	C0030193	Pain	HumPhenOnt	
CCL5	C0030193	Pain	DisGeNet	
CCR1	C0030193	Pain	HumPhenOnt	
CCR2	C0030193	Pain	DisGeNet	
CCR6	C0030193	Pain	HumPhenOnt	
CNR1	C0030193	Pain	DisGeNet	
CNR2	C0030193	Pain	DisGeNet	
CXCL12	C0030193	Pain	DisGeNet	
CYP2D6	C0030193	Pain	DisGeNet	
DRD2	C0030193	Pain	DisGeNet	
DRD3	C0030193	Pain	DisGeNet	
DRD4	C0030193	Pain	DisGeNet	
GABBR1	C0030193	Pain	DisGeNet	
HTR1A	C0030193	Pain	DisGeNet	
HTR1B	C0030193	Pain	DisGeNet	
KNG1	C0030193	Pain	DisGeNet	
MTNR1B	C0030193	Pain	DisGeNet	
NPBWR1	C0030193	Pain	DisGeNet	
OPRD1	C0030193	Pain	DisGeNet	
OPRK1	C0030193	Pain	DisGeNet	
OPRL1	C0030193	Pain	DisGeNet	
P2RY12	C0030193	Pain	DisGeNet	
PDYN	C0030193	Pain	DisGeNet	
PENK	C0030193	Pain	DisGeNet	
PNOC	C0030193	Pain	DisGeNet	
POMC	C0030193	Pain	DisGeNet	
SAA1	C0030193	Pain	HumPhenOnt	
SST	C0030193	Pain	DisGeNet	
ABCB1	C0011581	Depressive Disorder	DisGeNet	
ADRA2A	C0011581	Depressive Disorder	DisGeNet	
ADRA2C	C0011581	Depressive Disorder	DisGeNet	
AGT	C0011581	Depressive Disorder	DisGeNet	
ANKK1	C0011581	Depressive Disorder	DisGeNet	
CCR2	C0011581	Depressive Disorder	DisGeNet	
CNR1	C0011581	Depressive Disorder	DisGeNet	
CNR2	C0011581	Depressive Disorder	DisGeNet	
