node_name	node_type	
DB00490	drug	
DRD2	drug_target	
CYP3A4	drug_target	
CYP2D6	drug_target	
HTR1A	drug_target	
ABCB1	drug_target	
CYP3A5	drug_target	
Taste bitter	phenotype	
Status epilepticus	phenotype	
Mental disorders	phenotype	
Inflammation	phenotype	
Opiate Addiction	phenotype	
Schizoaffective Disorder	phenotype	
Substance Use Disorders	phenotype	
Pain	phenotype	
Depressive Disorder	phenotype	
Weight Gain Adverse Event	phenotype	
Pain insensitivity	phenotype	
Alcohol abuse	phenotype	
Drug Dependence	phenotype	
Asthma	phenotype	
Respiratory Syncytial Virus Infections	phenotype	
Alcohol dependence	phenotype	
Unipolar Depression	phenotype	
Bronchiolitis, Viral	phenotype	
Substance Withdrawal Syndrome	phenotype	
Substance addiction and disorders	phenotype	
Anxiety Disorders	phenotype	
Epilepsy, Temporal Lobe	phenotype	
Obesity	phenotype	
Heroin Dependence	phenotype	
Cocaine-Related Disorders	phenotype	
Bipolar affective disorder	phenotype	
Pulmonary Cystic Fibrosis	phenotype	
Atherosclerosis	phenotype	
Pneumonia	phenotype	
{Unipolar depression, susceptibility to}, 608516 (3)	phenotype	
Major depressive disorder	phenotype	
Neuralgia	phenotype	
Methamphetamine abuse	phenotype	
Hyperalgesia	phenotype	
Rheumatoid arthritis	phenotype	
Ulcerative colitis	phenotype	
Juvenile rheumatoid arthritis	phenotype	
Substance-Related Disorders	phenotype	
Coronary Artery Disease	phenotype	
Liver Diseases	phenotype	
Cocaine Dependence	phenotype	
Pulmonary Disease, Chronic Obstructive	phenotype	
Hypotension	phenotype	
Hypertension	phenotype	
Substance abuse problem	phenotype	
Coronary heart disease 7	phenotype	
Attention deficit hyperactivity disorder	phenotype	
Mood Disorders	phenotype	
Marijuana Abuse	phenotype	
Arteriosclerosis	phenotype	
Panic disorder syndrome 1 (2)	phenotype	
Ischemia	phenotype	
Cardiovascular Diseases	phenotype	
Tardive Dyskinesia	phenotype	
Myocardial Reperfusion Injury	phenotype	
Psychoses, Substance-Induced	phenotype	
Hepatitis C, Chronic	phenotype	
Symptomatic human immunodeficiency virus infection	phenotype	
Bradycardia	phenotype	
Endometriosis	phenotype	
Orofacial dyskinesia	phenotype	
Juvenile idiopathic arthritis, enthesitis related arthritis	phenotype	
Nicotine Dependence	phenotype	
Hypersensitivity	phenotype	
airway disease	phenotype	
Epilepsy	phenotype	
Drug usage	phenotype	
Lupus Nephritis	phenotype	
Experimental Autoimmune Encephalomyelitis	phenotype	
Increased body weight	phenotype	
Migraine Disorders	phenotype	
Anorexia nervosa 1	phenotype	
Polyphagia	phenotype	
Autoimmune disease 1	phenotype	
Arthritis, Rheumatoid	phenotype	
Reperfusion Injury	phenotype	
Osteoarthritis	phenotype	
Schizophrenia	phenotype	
Nephrosclerosis	phenotype	
CNS disorder	phenotype	
Diabetes mellitus type 2	phenotype	
Disorders of parathyroid gland	phenotype	
genetic hypertension	phenotype	
Dyslipidemias	phenotype	
Hereditary Sensory Autonomic Neuropathy, Type 1	phenotype	
Inflammatory Bowel Diseases	phenotype	
Helicobacter pylori infection	phenotype	
Sarcoidosis, Pulmonary	phenotype	
Diabetes Mellitus, Type 1	phenotype	
Abnormality of the pituitary gland	phenotype	
Memory Loss	phenotype	
Bronchiolitis Obliterans	phenotype	
As If Personality	phenotype	
Left ventricular hypertrophy	phenotype	
Pediatric Obesity	phenotype	
Amphetamine-Related Disorders	phenotype	
Hemolytic uremic syndrome	phenotype	
Age-related macular degeneration 2	phenotype	
Anterior uveitis	phenotype	
Airway Obstruction	phenotype	
Dyskinesia, Drug-Induced	phenotype	
Multiple Sclerosis	phenotype	
Cutaneous T-cell lymphoma	phenotype	
Sarcoidosis	phenotype	
Encephalitis	phenotype	
MAJOR AFFECTIVE DISORDER 4	phenotype	
MAJOR AFFECTIVE DISORDER 5	phenotype	
MAJOR AFFECTIVE DISORDER 6	phenotype	
Major affective disorder 7	phenotype	
MAJOR AFFECTIVE DISORDER 8	phenotype	
MAJOR AFFECTIVE DISORDER 9	phenotype	
Tumor Angiogenesis	phenotype	
Verotoxigenic Escherichia coli gastrointestinal tract infection	phenotype	
Hypoparathyroidism - autosomal dominant	phenotype	
Congestive heart failure	phenotype	
Immediate hypersensitivity	phenotype	
Dermatitis, Atopic	phenotype	
Prolactinoma, familial	phenotype	
Zoonotic form of cutaneous leishmaniasis	phenotype	
Essential hypertension	phenotype	
Idiopathic Pulmonary Fibrosis	phenotype	
Personality disorder	phenotype	
Paroxysmal atrial fibrillation	phenotype	
Mitral stenosis	phenotype	
Dyskinesia, seizures, and intellectual developmental disorder	phenotype	
Eating disorder	phenotype	
Hepatitis, Autoimmune	phenotype	
Memory Disorders	phenotype	
Heart Failure	phenotype	
Severe Acute Respiratory Syndrome	phenotype	
 Acrodysostosis 1, with or without hormone resistance, 101800 (3)	phenotype	
Pseudohypoparathyroidism, type IB, 603233 (3)	phenotype	
Benign Prostatic Hyperplasia	phenotype	
Chronic neutrophilia	phenotype	
Sciatic Neuropathy	phenotype	
Inflammatory disorder	phenotype	
Inflammatory pain	phenotype	
Chronic sciatica	phenotype	
Metabolic Syndrome X	phenotype	
Low back pain	phenotype	
Chronic obstructive pulmonary disease	phenotype	
Panic disorder 1	phenotype	
Secondary hypertriglyceridemia	phenotype	
Acute Coronary Syndrome	phenotype	
Eczema	phenotype	
Pituitary Neoplasms	phenotype	
Pituitary adenoma	phenotype	
Sepsis	phenotype	
Obesity, severe, 601665 (3)	phenotype	
Myocardial Infarction	phenotype	
