rank	phenotype	cui	assoc in neigh	assoc in intom	probability	Benjamini-Hochberg	genes	
12	Inflammation	C0021368	36	647	0.0	2.0181634712411708e-06	ADCYAP1,ADM,ADRB2,ADRB3,AKT1,APOB,BIN1,CALCA,CD28,CHRM2,CRH,CRHR1,CYP1A1,EGF,EGFR,F2R,FGF1,FGF2,FGF7,HGF,HSP90AA1,IRS1,KL,KRAS,NRG1,PDGFA,PDGFB,PDGFRB,POMC,PTGER2,PTGER4,TF,TFRC,TSHR,TYROBP,VIP
13	Intestinal Neoplasms	C0021841	18	145	0.0	2.186343760511268e-06	AKT1,CDC42,DVL2,EGFR,ERBB2,ERBB3,GCG,KIT,MAP2K1,MAP2K2,MAPK3,PDGFRA,PIK3CA,PIK3CB,PIK3CD,PTGDR,VIP,WNT5A
14	Ischemia	C0022116	36	647	0.0	2.3545240497813654e-06	ADCYAP1,ADM,ADORA2B,ADRB2,ADRB3,AKT1,APOB,AR,AVP,CALCA,CALCRL,EGF,F2R,FGF1,FGF2,FGF4,FZD4,GPBAR1,HBEGF,HGF,HSP90AA1,KL,MAP2K1,MAPK1,NRG1,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R3,POMC,SYT1,TF,TYROBP,VIP,YWHAZ
19	Melanocytic nevus	C0027962	23	185	0.0	3.1954254961318535e-06	AKT1,BRAF,CGA,CRH,EGF,EGFR,ERBB2,FGF2,FGFR2,FGFR3,GAB2,HGF,HRAS,HSP90AA1,KIT,KRAS,LRP2,MC1R,NRAS,PIK3CA,POMC,PTPN11,RAF1
40	Cubitus valgus	C0158465	9	30	0.0	6.727211570803902e-06	BRAF,CBL,FGF9,KRAS,MAP2K1,MAP2K2,PTH1R,PTPN11,RAF1
117	Osteosarcoma	C0585442	42	936	0.0	1.9677093844601413e-05	ADM,AKT1,CALCA,CD28,EGF,EGFR,ERBB2,ERBB3,ERBB4,EREG,FGF1,FGF2,FGFR1,FGFR2,FGFR4,GHRHR,GNAS,HGF,HRAS,HSP90AA1,IGF2R,IRS1,KIT,KITLG,LRP2,MAPK1,MAPK3,MET,PDGFA,PDGFB,PDGFRA,PDGFRB,PIK3CA,PIK3CB,PIK3CD,PTH,PTH1R,PTHLH,RAF1,RHOA,SYT1,VAMP8
305	Pituitary adenoma	C0032000	30	286	3.47499806707674e-14	5.129498822737976e-05	AKT1,ARRB1,ARRB2,BRAF,CGA,CRH,CRHR1,EGF,EGFR,FGF2,FGF4,FGFR2,FGFR4,FSHB,FSHR,FYN,GHRH,GHRHR,GNAS,GRB2,KIT,KRAS,MAPK1,MC2R,PDGFA,PIK3CA,PIK3CB,PIK3CD,POMC,TFRC
306	Rectal Carcinoma	C0149978	27	286	3.47499806707674e-14	5.146316851664985e-05	AKT1,AR,BRAF,CALCR,CYP1A1,DNM2,EGF,EGFR,ERBB2,ERBB3,HGF,IRS1,IRS2,KIT,KRAS,MAP2K1,MAPK1,MAPK3,NRAS,PDGFRB,PDPK1,PIK3CA,PIK3CB,PIK3CD,PTGER2,PTGER4,RAF1
307	Carcinoma, Papillary	C0007133	20	233	8.191225475684405e-13	5.163134880591995e-05	AKAP9,AKT1,BRAF,CGA,CYP1A1,EGF,EGFR,ERBB2,FGFR2,FGFR3,HGF,HRAS,HSP90AA1,KIT,KRAS,MC1R,MET,NRAS,PIK3CA,TSHR
308	Abnormality of the integument	C4025761	57	1665	9.999778782798785e-13	5.179952909519004e-05	AKT1,APOB,AR,BCR,BRAF,CBL,CD19,CD28,CD3G,CDC42,EGFR,FGF10,FGF17,FGF20,FGF3,FGF5,FGF8,FGFR1,FGFR2,FGFR3,FSHB,FSHR,GNAS,HRAS,ICOS,IL17RD,KIT,KITLG,KRAS,LDLR,LDLRAP1,LHB,LHCGR,LRP2,MAP2K1,MAP2K2,MAPK1,MC1R,MC2R,NRAS,OCRL,PDGFB,PDGFRA,PDGFRB,PIK3CA,PIK3R1,POMC,PTH1R,PTPN11,RAC2,RAF1,SCARB2,TFRC,TSHB,TSHR,VAMP7,WNT5A
309	Malignant tumor of urinary bladder	C0005684	60	1371	1.393885007416884e-12	5.196770938446014e-05	ADM,AGFG1,AKT1,APOB,AR,BCR,CALCR,CD4,CD80,CD86,CGA,CTTN,CYP1A1,DAB2,EGF,EGFR,ERBB2,ERBB3,ERBB4,FGF1,FGF2,FGF3,FGF4,FGFR1,FGFR2,FGFR3,FGFR4,FZD4,GNAS,GRB2,HBEGF,HGF,HRAS,HSP90AA1,IAPP,IGF2R,IRS1,IRS2,KRAS,LDLR,MAP2K1,MAPK1,MAPK3,MET,NRAS,NRG1,PDGFRA,PDGFRB,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PTH,RAF1,REPS1,RPS27A,SYT1,TFRC,UBC,WNT5A
310	Synovial sarcoma	C0039101	21	178	1.5023537969227618e-12	5.2135889673730237e-05	EGFR,ERBB2,FGF18,FGF8,FGFR2,GAB1,HGF,KIT,KITLG,MAPK1,MAPK3,MET,PDGFRA,PDGFRB,PIK3CA,PIK3CB,PIK3CD,REPS2,SRC,SYT1,VAMP3
311	Growth abnormality	C0262361	53	1578	2.7814417435934047e-12	5.230406996300034e-05	AGK,AKT1,AR,AVP,AVPR2,BCR,BRAF,CBL,CD19,CD3D,CD3G,DNM2,EGFR,FGF17,FGF23,FGF3,FGF8,FGFR1,FGFR2,FGFR3,FSHB,FSHR,FZD4,GHRHR,GNAS,HRAS,ICOS,IL17RD,KRAS,LCK,LHCGR,MAP2K1,MAP2K2,MAPK1,MC2R,NRAS,OCRL,P2RY11,PDGFB,PDGFRB,PIK3CA,PIK3R1,POMC,PTH1R,PTHLH,PTPN11,RAF1,SCARB2,TFRC,TSHB,TSHR,VAMP7,WNT5A
313	Nerve Sheath Tumors	C0206727	13	54	4.325650948544535e-12	5.2640430541540534e-05	AR,BRAF,EGF,EGFR,ERBB2,HGF,KIT,KRAS,MAPK1,NRG1,PDGFA,PDGFRA,PDGFRB
314	Neoplasm of the central nervous system	C0085136	15	145	5.4505289170947435e-12	5.280861083081063e-05	AKT1,BRAF,EGFR,ERBB2,FGFR1,GNAS,HGF,KRAS,NRAS,OCRL,PDGFB,PDGFRB,PIK3CA,PTPN11,RAF1
315	Abnormality of the digestive system	C0266015	59	1679	5.454303675378469e-12	5.297679112008073e-05	AKT1,AP2S1,APOB,AR,AVP,AVPR2,BCR,BIN1,BRAF,CD19,CD28,CD3D,CD3G,CDC42,EGFR,ERBB2,ERBB4,FGF20,FGFR1,FGFR2,FGFR3,FSHR,GNAS,HRAS,ICOS,IGF2R,KIT,KITLG,KRAS,LCK,LDLR,LDLRAP1,LRP2,MAP2K1,MAP2K2,MAPK1,MC1R,MET,NECAP1,NRAS,OCRL,PDGFB,PDGFRA,PDGFRB,PIK3CA,PIK3CD,PIK3R1,POMC,PTH1R,PTPN11,RAF1,SCARB2,SRC,TF,TFRC,TSHB,TSHR,TYROBP,WNT5A
316	Astrocytoma	C0004114	38	674	5.513256517986065e-12	5.3144971409350824e-05	ADM,AKT1,AR,BRAF,CALCR,DNM2,EGF,EGFR,ERBB2,ERBB3,FGF2,FGFR1,FGFR2,FGFR4,HGF,HRAS,KIAA1549,KIT,KRAS,MAP2K1,MAPK1,MAPK3,MET,PDGFA,PDGFB,PDGFRA,PDGFRB,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PTHLH,PTPN11,RAF1,RHOA,SCARB2,SRC,TFRC
317	Abnormality of skin pigmentation	C1260926	23	344	7.661649092938205e-12	5.331315169862092e-05	AKT1,BRAF,CD28,FGFR1,FGFR2,FGFR3,GNAS,HRAS,KIT,KITLG,KRAS,MAP2K1,MAP2K2,MC1R,MC2R,NRAS,OCRL,PDGFRA,PDGFRB,PIK3CA,POMC,PTPN11,RAF1
318	Intraocular melanoma	C0220633	20	206	8.244960270076263e-12	5.348133198789102e-05	AKT1,BRAF,CD80,EGF,EGFR,FGF2,FGFR1,HGF,HSP90AA1,IRS1,KIT,MAPK1,MAPK3,MC1R,MET,NRAS,PIK3CA,PIK3CB,PIK3CD,RAF1
319	Squamous cell carcinoma of the head and neck	C1168401	42	825	8.28193069679628e-12	5.3649512277161115e-05	AKT1,ARPC5,AVP,BRAF,CDC42,CTTN,CYP1A1,EGF,EGFR,ERBB2,ERBB3,ERBB4,F2R,FGF2,FGF3,FGFR1,FGFR2,FGFR3,FGFR4,GAB1,HBEGF,HGF,HRAS,IAPP,IGF2R,KRAS,LCK,MAPK1,MAPK3,MET,PDGFRA,PIK3CA,PIK3CB,PIK3CD,PTHLH,RAF1,SH3GL2,SYT1,TFRC,TRIM24,VAMP7,YWHAZ
320	Sarcoma, Ewing	C1261473	55	829	9.955924973326091e-12	5.3817692566431216e-05	AKT1,AR,BRAF,CD80,CD86,CRHR1,CSF2RB,CYFIP2,EGF,EGFR,ERBB2,FGF1,FGF2,FGF3,FGF4,FGF5,FGFR1,FGFR2,FGFR3,FGFR4,FSHR,FYN,GCG,GHRHR,GNAS,HGF,HRAS,HSP90AA1,IAPP,IGF2R,IRS2,KIT,KRAS,LCK,MAP2K1,MAPK1,MAPK3,MC1R,MET,NRAS,PDGFA,PDGFB,PDGFRA,PDGFRB,PIK3CA,PIK3CB,PIK3CD,POMC,PTH1R,PTPN11,RAF1,SRC,SYT1,TFRC,VIPR1
321	Hyperglycemia	C0020456	28	459	1.0204170841632276e-11	5.398587285570131e-05	ADM,ADORA2B,ADRB1,ADRB3,AKT1,APOB,AVP,BTC,FGF2,GCG,GCGR,GIP,GIPR,HGF,HSP90AA1,IAPP,IRS1,IRS2,MAPK1,PIK3CA,PIK3CB,PIK3CD,PIK3R1,POMC,PTH,SYT1,TFRC,YWHAZ
322	Seizures, Febrile	C0036572	53	1535	1.0505041281305694e-11	5.415405314497141e-05	ADM,ADRB1,ADRB2,AKT1,AVP,AVPR2,BCR,BRAF,CRH,CYP1A1,DNAJC6,EGF,EGFR,ERBB4,FGF17,FGF2,FGF23,FGF8,FGFR1,FGFR2,FGFR3,GNAS,HGF,HIP1,HRAS,IL17RD,KIAA0319,KRAS,LRP2,MAP2K1,MAPK1,MC1R,MC2R,NRAS,NRG1,OCRL,PDGFB,PDGFRB,PIK3CA,PIK3CB,PIK3CD,PIK3R2,POMC,PTH,SCARB2,SYNJ1,SYT1,TYROBP,UBB,VIP,WASF2,YWHAB,YWHAZ
323	Noonan syndrome 1	C0028326	12	66	1.058031440237528e-11	5.4322233434241507e-05	BRAF,CBL,HRAS,KRAS,MAP2K1,MAP2K2,MAPK1,MAPK3,NRAS,PDGFRB,PTPN11,RAF1
324	Rhabdomyosarcoma alveolar	C0035412	39	381	1.0609624290225383e-11	5.449041372351161e-05	AKT1,AP2A1,ARPC5,ARRB1,BRAF,CDC42,CLTC,CLTCL1,EGF,EGFR,ERBB2,ERBB3,F2R,FGFR1,FGFR4,HGF,HRAS,HSP90AA1,IAPP,IRS1,KIT,KITLG,KRAS,MAPK1,MC1R,MET,NRAS,PDGFRA,PDGFRB,PDPK1,PIK3CA,PIK3CB,PIK3CD,PTH,PTHLH,PTPN11,SYNJ1,SYT1,TFRC
325	Malignant peripheral nerve sheath tumor with rhabdomyoblastic differentiation	C0751690	19	151	1.0837775121785853e-11	5.46585940127817e-05	ADM,BRAF,EGF,EGFR,ERBB2,FGF23,HGF,KIT,KRAS,MAPK1,MAPK3,MET,NRAS,NRG1,PDGFA,PDGFRA,PDGFRB,RAF1,SYT1
326	Hemangioma	C0018916	17	157	1.1018297385589904e-11	5.4826774302051804e-05	ADRB1,ADRB2,ADRB3,AKT1,BRAF,BRK1,FGF2,FGFR2,HRAS,IGF2R,KRAS,MAP2K1,MAP2K2,MAPK1,NRAS,PIK3CA,PTH1R
327	BREAST-OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 4	C1140680	74	1967	1.1086465079301888e-11	5.49949545913219e-05	ABI1,ADM,ADRB1,AKT1,AR,ARRB1,BCR,BRAF,CALCA,CALCR,CDC42,CGA,CRH,CRHR1,CTTN,CYFIP2,CYP1A1,DAB2,EGF,EGFR,ERBB2,ERBB3,ERBB4,EREG,FGF1,FGF16,FGF2,FGF3,FGF4,FGF7,FGF8,FGFR1,FGFR2,FGFR4,FRS2,FSHR,GAB2,GHRH,HBEGF,HGF,HRAS,HSP90AA1,IGF2R,IRS1,IRS2,KIT,KITLG,KL,KRAS,KSR1,LHCGR,MAP2K1,MAP2K2,MAPK1,MAPK3,MET,NRAS,NRG1,PDGFB,PDGFRB,PIK3CA,PIK3CB,PIK3CD,PIK3R2,PTHLH,RAB5A,RAC2,RAF1,SRC,SYT1,TFRC,TYROBP,WNT5A,YWHAZ
328	Hepatic cancer metastatic	C0345904	35	613	1.2504219881748213e-11	5.5163134880592e-05	AKT1,AR,ARRB1,ARRB2,CTTN,CYP1A1,EGF,EGFR,FGF19,GNAS,HGF,HRAS,HSP90AA1,IAPP,IGF2R,KITLG,KRAS,MAP2K1,MAPK1,MAPK3,MET,NRAS,PDGFRA,PDGFRB,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,RAF1,SCT,SCTR,SND1,TRIM24,TRIP10
