Gene	CUI	Phenotype	Source Databases	
ADCYAP1	C0021368	Inflammation	DisGeNet	
ADM	C0021368	Inflammation	DisGeNet	
ADRB2	C0021368	Inflammation	DisGeNet	
ADRB3	C0021368	Inflammation	DisGeNet	
AKT1	C0021368	Inflammation	DisGeNet	
APOB	C0021368	Inflammation	DisGeNet	
BIN1	C0021368	Inflammation	DisGeNet	
CALCA	C0021368	Inflammation	DisGeNet	
CD28	C0021368	Inflammation	DisGeNet	
CHRM2	C0021368	Inflammation	DisGeNet	
CRH	C0021368	Inflammation	DisGeNet	
CRHR1	C0021368	Inflammation	DisGeNet	
CYP1A1	C0021368	Inflammation	DisGeNet	
EGF	C0021368	Inflammation	DisGeNet	
EGFR	C0021368	Inflammation	DisGeNet	
F2R	C0021368	Inflammation	DisGeNet	
FGF1	C0021368	Inflammation	DisGeNet	
FGF2	C0021368	Inflammation	DisGeNet	
FGF7	C0021368	Inflammation	DisGeNet	
HGF	C0021368	Inflammation	DisGeNet	
HSP90AA1	C0021368	Inflammation	DisGeNet	
IRS1	C0021368	Inflammation	DisGeNet	
KL	C0021368	Inflammation	DisGeNet	
KRAS	C0021368	Inflammation	DisGeNet	
NRG1	C0021368	Inflammation	DisGeNet	
PDGFA	C0021368	Inflammation	DisGeNet	
PDGFB	C0021368	Inflammation	DisGeNet	
PDGFRB	C0021368	Inflammation	DisGeNet	
POMC	C0021368	Inflammation	DisGeNet	
PTGER2	C0021368	Inflammation	DisGeNet	
PTGER4	C0021368	Inflammation	DisGeNet	
TF	C0021368	Inflammation	DisGeNet	
TFRC	C0021368	Inflammation	DisGeNet	
TSHR	C0021368	Inflammation	DisGeNet	
TYROBP	C0021368	Inflammation	DisGeNet	
VIP	C0021368	Inflammation	DisGeNet	
AKT1	C0021841	Intestinal Neoplasms	DisGeNet	
CDC42	C0021841	Intestinal Neoplasms	DisGeNet	
DVL2	C0021841	Intestinal Neoplasms	DisGeNet	
EGFR	C0021841	Intestinal Neoplasms	DisGeNet	
ERBB2	C0021841	Intestinal Neoplasms	DisGeNet	
ERBB3	C0021841	Intestinal Neoplasms	DisGeNet	
GCG	C0021841	Intestinal Neoplasms	DisGeNet	
KIT	C0021841	Intestinal Neoplasms	DisGeNet	
MAP2K1	C0021841	Intestinal Neoplasms	DisGeNet	
MAP2K2	C0021841	Intestinal Neoplasms	DisGeNet	
MAPK3	C0021841	Intestinal Neoplasms	DisGeNet	
PDGFRA	C0021841	Intestinal Neoplasms	DisGeNet	
PIK3CA	C0021841	Intestinal Neoplasms	DisGeNet	
PIK3CB	C0021841	Intestinal Neoplasms	DisGeNet	
PIK3CD	C0021841	Intestinal Neoplasms	DisGeNet	
PTGDR	C0021841	Intestinal Neoplasms	DisGeNet	
VIP	C0021841	Intestinal Neoplasms	DisGeNet	
WNT5A	C0021841	Intestinal Neoplasms	DisGeNet	
ADCYAP1	C0022116	Ischemia	DisGeNet	
ADM	C0022116	Ischemia	DisGeNet	
ADORA2B	C0022116	Ischemia	DisGeNet	
ADRB2	C0022116	Ischemia	DisGeNet	
ADRB3	C0022116	Ischemia	DisGeNet	
AKT1	C0022116	Ischemia	DisGeNet	
APOB	C0022116	Ischemia	DisGeNet	
AR	C0022116	Ischemia	DisGeNet	
AVP	C0022116	Ischemia	DisGeNet	
CALCA	C0022116	Ischemia	DisGeNet	
CALCRL	C0022116	Ischemia	DisGeNet	
EGF	C0022116	Ischemia	DisGeNet	
F2R	C0022116	Ischemia	DisGeNet	
FGF1	C0022116	Ischemia	DisGeNet	
FGF2	C0022116	Ischemia	DisGeNet	
FGF4	C0022116	Ischemia	DisGeNet	
FZD4	C0022116	Ischemia	DisGeNet	
GPBAR1	C0022116	Ischemia	DisGeNet	
HBEGF	C0022116	Ischemia	DisGeNet	
HGF	C0022116	Ischemia	DisGeNet	
HSP90AA1	C0022116	Ischemia	DisGeNet	
KL	C0022116	Ischemia	DisGeNet	
MAP2K1	C0022116	Ischemia	DisGeNet	
MAPK1	C0022116	Ischemia	DisGeNet	
NRG1	C0022116	Ischemia	DisGeNet	
PIK3CA	C0022116	Ischemia	DisGeNet	
PIK3CB	C0022116	Ischemia	DisGeNet	
PIK3CD	C0022116	Ischemia	DisGeNet	
PIK3R1	C0022116	Ischemia	DisGeNet	
PIK3R3	C0022116	Ischemia	DisGeNet	
POMC	C0022116	Ischemia	DisGeNet	
SYT1	C0022116	Ischemia	DisGeNet	
TF	C0022116	Ischemia	DisGeNet	
TYROBP	C0022116	Ischemia	DisGeNet	
VIP	C0022116	Ischemia	DisGeNet	
YWHAZ	C0022116	Ischemia	DisGeNet	
AKT1	C0027962	Melanocytic nevus	HumPhenOnt	
BRAF	C0027962	Melanocytic nevus	DisGeNet,HumPhenOnt	
CGA	C0027962	Melanocytic nevus	DisGeNet	
CRH	C0027962	Melanocytic nevus	DisGeNet	
EGF	C0027962	Melanocytic nevus	DisGeNet	
EGFR	C0027962	Melanocytic nevus	DisGeNet	
ERBB2	C0027962	Melanocytic nevus	DisGeNet	
FGF2	C0027962	Melanocytic nevus	DisGeNet	
FGFR2	C0027962	Melanocytic nevus	HumPhenOnt	
FGFR3	C0027962	Melanocytic nevus	HumPhenOnt	
GAB2	C0027962	Melanocytic nevus	DisGeNet	
HGF	C0027962	Melanocytic nevus	DisGeNet	
HRAS	C0027962	Melanocytic nevus	DisGeNet,HumPhenOnt	
HSP90AA1	C0027962	Melanocytic nevus	DisGeNet	
KIT	C0027962	Melanocytic nevus	DisGeNet	
KRAS	C0027962	Melanocytic nevus	HumPhenOnt	
LRP2	C0027962	Melanocytic nevus	DisGeNet	
MC1R	C0027962	Melanocytic nevus	DisGeNet,HumPhenOnt	
NRAS	C0027962	Melanocytic nevus	DisGeNet,HumPhenOnt	
PIK3CA	C0027962	Melanocytic nevus	HumPhenOnt	
POMC	C0027962	Melanocytic nevus	DisGeNet	
PTPN11	C0027962	Melanocytic nevus	HumPhenOnt	
RAF1	C0027962	Melanocytic nevus	HumPhenOnt	
BRAF	C0158465	Cubitus valgus	HumPhenOnt	
CBL	C0158465	Cubitus valgus	HumPhenOnt	
FGF9	C0158465	Cubitus valgus	HumPhenOnt	
KRAS	C0158465	Cubitus valgus	HumPhenOnt	
MAP2K1	C0158465	Cubitus valgus	HumPhenOnt	
MAP2K2	C0158465	Cubitus valgus	HumPhenOnt	
PTH1R	C0158465	Cubitus valgus	HumPhenOnt	
PTPN11	C0158465	Cubitus valgus	HumPhenOnt	
RAF1	C0158465	Cubitus valgus	HumPhenOnt	
ADM	C0585442	Osteosarcoma	DisGeNet	
AKT1	C0585442	Osteosarcoma	DisGeNet	
CALCA	C0585442	Osteosarcoma	DisGeNet	
CD28	C0585442	Osteosarcoma	DisGeNet	
EGF	C0585442	Osteosarcoma	DisGeNet	
EGFR	C0585442	Osteosarcoma	DisGeNet	
ERBB2	C0585442	Osteosarcoma	DisGeNet	
ERBB3	C0585442	Osteosarcoma	DisGeNet	
ERBB4	C0585442	Osteosarcoma	DisGeNet	
EREG	C0585442	Osteosarcoma	DisGeNet	
FGF1	C0585442	Osteosarcoma	DisGeNet	
FGF2	C0585442	Osteosarcoma	DisGeNet	
FGFR1	C0585442	Osteosarcoma	DisGeNet	
FGFR2	C0585442	Osteosarcoma	DisGeNet	
FGFR4	C0585442	Osteosarcoma	DisGeNet	
GHRHR	C0585442	Osteosarcoma	DisGeNet	
GNAS	C0585442	Osteosarcoma	DisGeNet	
HGF	C0585442	Osteosarcoma	DisGeNet	
HRAS	C0585442	Osteosarcoma	DisGeNet	
HSP90AA1	C0585442	Osteosarcoma	DisGeNet	
IGF2R	C0585442	Osteosarcoma	DisGeNet	
IRS1	C0585442	Osteosarcoma	DisGeNet	
KIT	C0585442	Osteosarcoma	DisGeNet	
KITLG	C0585442	Osteosarcoma	DisGeNet	
LRP2	C0585442	Osteosarcoma	DisGeNet	
MAPK1	C0585442	Osteosarcoma	DisGeNet	
MAPK3	C0585442	Osteosarcoma	DisGeNet	
MET	C0585442	Osteosarcoma	DisGeNet	
PDGFA	C0585442	Osteosarcoma	DisGeNet	
PDGFB	C0585442	Osteosarcoma	DisGeNet	
PDGFRA	C0585442	Osteosarcoma	DisGeNet	
PDGFRB	C0585442	Osteosarcoma	DisGeNet	
PIK3CA	C0585442	Osteosarcoma	DisGeNet	
PIK3CB	C0585442	Osteosarcoma	DisGeNet	
PIK3CD	C0585442	Osteosarcoma	DisGeNet	
PTH	C0585442	Osteosarcoma	DisGeNet	
PTH1R	C0585442	Osteosarcoma	DisGeNet	
PTHLH	C0585442	Osteosarcoma	DisGeNet	
RAF1	C0585442	Osteosarcoma	DisGeNet	
RHOA	C0585442	Osteosarcoma	DisGeNet	
SYT1	C0585442	Osteosarcoma	DisGeNet	
VAMP8	C0585442	Osteosarcoma	DisGeNet	
AKT1	C0032000	Pituitary adenoma	DisGeNet	
ARRB1	C0032000	Pituitary adenoma	DisGeNet	
ARRB2	C0032000	Pituitary adenoma	DisGeNet	
BRAF	C0032000	Pituitary adenoma	DisGeNet	
CGA	C0032000	Pituitary adenoma	DisGeNet	
CRH	C0032000	Pituitary adenoma	DisGeNet	
CRHR1	C0032000	Pituitary adenoma	DisGeNet	
EGF	C0032000	Pituitary adenoma	DisGeNet	
EGFR	C0032000	Pituitary adenoma	DisGeNet	
FGF2	C0032000	Pituitary adenoma	DisGeNet	
FGF4	C0032000	Pituitary adenoma	DisGeNet	
FGFR2	C0032000	Pituitary adenoma	DisGeNet	
FGFR4	C0032000	Pituitary adenoma	DisGeNet	
FSHB	C0032000	Pituitary adenoma	DisGeNet	
FSHR	C0032000	Pituitary adenoma	DisGeNet	
FYN	C0032000	Pituitary adenoma	DisGeNet	
GHRH	C0032000	Pituitary adenoma	DisGeNet	
GHRHR	C0032000	Pituitary adenoma	DisGeNet	
GNAS	C0032000	Pituitary adenoma	DisGeNet,HumPhenOnt	
GRB2	C0032000	Pituitary adenoma	DisGeNet	
KIT	C0032000	Pituitary adenoma	DisGeNet	
KRAS	C0032000	Pituitary adenoma	HumPhenOnt	
MAPK1	C0032000	Pituitary adenoma	DisGeNet	
MC2R	C0032000	Pituitary adenoma	DisGeNet	
PDGFA	C0032000	Pituitary adenoma	DisGeNet	
PIK3CA	C0032000	Pituitary adenoma	DisGeNet,HumPhenOnt	
PIK3CB	C0032000	Pituitary adenoma	DisGeNet	
PIK3CD	C0032000	Pituitary adenoma	DisGeNet	
POMC	C0032000	Pituitary adenoma	DisGeNet	
TFRC	C0032000	Pituitary adenoma	DisGeNet	
AKT1	C0149978	Rectal Carcinoma	DisGeNet	
AR	C0149978	Rectal Carcinoma	DisGeNet	
BRAF	C0149978	Rectal Carcinoma	DisGeNet	
CALCR	C0149978	Rectal Carcinoma	DisGeNet	
CYP1A1	C0149978	Rectal Carcinoma	DisGeNet	
DNM2	C0149978	Rectal Carcinoma	DisGeNet	
EGF	C0149978	Rectal Carcinoma	DisGeNet	
EGFR	C0149978	Rectal Carcinoma	DisGeNet	
ERBB2	C0149978	Rectal Carcinoma	DisGeNet	
ERBB3	C0149978	Rectal Carcinoma	DisGeNet	
HGF	C0149978	Rectal Carcinoma	DisGeNet	
IRS1	C0149978	Rectal Carcinoma	DisGeNet	
IRS2	C0149978	Rectal Carcinoma	DisGeNet	
KIT	C0149978	Rectal Carcinoma	DisGeNet	
KRAS	C0149978	Rectal Carcinoma	DisGeNet	
MAP2K1	C0149978	Rectal Carcinoma	DisGeNet	
MAPK1	C0149978	Rectal Carcinoma	DisGeNet	
MAPK3	C0149978	Rectal Carcinoma	DisGeNet	
NRAS	C0149978	Rectal Carcinoma	DisGeNet	
PDGFRB	C0149978	Rectal Carcinoma	DisGeNet	
PDPK1	C0149978	Rectal Carcinoma	DisGeNet	
PIK3CA	C0149978	Rectal Carcinoma	DisGeNet	
PIK3CB	C0149978	Rectal Carcinoma	DisGeNet	
PIK3CD	C0149978	Rectal Carcinoma	DisGeNet	
PTGER2	C0149978	Rectal Carcinoma	DisGeNet	
PTGER4	C0149978	Rectal Carcinoma	DisGeNet	
RAF1	C0149978	Rectal Carcinoma	DisGeNet	
AKAP9	C0007133	Carcinoma, Papillary	DisGeNet	
AKT1	C0007133	Carcinoma, Papillary	DisGeNet	
BRAF	C0007133	Carcinoma, Papillary	DisGeNet	
CGA	C0007133	Carcinoma, Papillary	DisGeNet	
CYP1A1	C0007133	Carcinoma, Papillary	DisGeNet	
EGF	C0007133	Carcinoma, Papillary	DisGeNet	
EGFR	C0007133	Carcinoma, Papillary	DisGeNet	
ERBB2	C0007133	Carcinoma, Papillary	DisGeNet	
FGFR2	C0007133	Carcinoma, Papillary	DisGeNet	
FGFR3	C0007133	Carcinoma, Papillary	DisGeNet	
HGF	C0007133	Carcinoma, Papillary	DisGeNet	
HRAS	C0007133	Carcinoma, Papillary	DisGeNet	
HSP90AA1	C0007133	Carcinoma, Papillary	DisGeNet	
KIT	C0007133	Carcinoma, Papillary	DisGeNet	
KRAS	C0007133	Carcinoma, Papillary	DisGeNet	
MC1R	C0007133	Carcinoma, Papillary	DisGeNet	
MET	C0007133	Carcinoma, Papillary	DisGeNet	
NRAS	C0007133	Carcinoma, Papillary	DisGeNet	
PIK3CA	C0007133	Carcinoma, Papillary	DisGeNet	
TSHR	C0007133	Carcinoma, Papillary	DisGeNet	
AKT1	C4025761	Abnormality of the integument	HumPhenOnt	
APOB	C4025761	Abnormality of the integument	HumPhenOnt	
AR	C4025761	Abnormality of the integument	HumPhenOnt	
BCR	C4025761	Abnormality of the integument	HumPhenOnt	
BRAF	C4025761	Abnormality of the integument	HumPhenOnt	
CBL	C4025761	Abnormality of the integument	HumPhenOnt	
CD19	C4025761	Abnormality of the integument	HumPhenOnt	
CD28	C4025761	Abnormality of the integument	HumPhenOnt	
