Gene	CUI	Phenotype	Source Databases	
FN1	C0079298	Epidermolysis bullosa simplex, Cockayne-Touraine type	DisGeNet	
GFAP	C0079298	Epidermolysis bullosa simplex, Cockayne-Touraine type	DisGeNet	
KRT1	C0079298	Epidermolysis bullosa simplex, Cockayne-Touraine type	DisGeNet	
KRT10	C0079298	Epidermolysis bullosa simplex, Cockayne-Touraine type	DisGeNet	
KRT14	C0079298	Epidermolysis bullosa simplex, Cockayne-Touraine type	ClinVar,DisGeNet	
KRT5	C0079298	Epidermolysis bullosa simplex, Cockayne-Touraine type	ClinVar,DisGeNet	
KRT9	C0079298	Epidermolysis bullosa simplex, Cockayne-Touraine type	DisGeNet	
KRT1	C0240641	Palmar hyperkeratosis	HumPhenOnt	
KRT10	C0240641	Palmar hyperkeratosis	HumPhenOnt	
KRT14	C0240641	Palmar hyperkeratosis	HumPhenOnt	
KRT16	C0240641	Palmar hyperkeratosis	HumPhenOnt	
KRT5	C0240641	Palmar hyperkeratosis	HumPhenOnt	
KRT6A	C0240641	Palmar hyperkeratosis	HumPhenOnt	
KRT9	C0240641	Palmar hyperkeratosis	HumPhenOnt	
KRT1	C1856954	Plantar hyperkeratosis	HumPhenOnt	
KRT10	C1856954	Plantar hyperkeratosis	HumPhenOnt	
KRT14	C1856954	Plantar hyperkeratosis	HumPhenOnt	
KRT16	C1856954	Plantar hyperkeratosis	HumPhenOnt	
KRT5	C1856954	Plantar hyperkeratosis	HumPhenOnt	
KRT6A	C1856954	Plantar hyperkeratosis	HumPhenOnt	
KRT9	C1856954	Plantar hyperkeratosis	HumPhenOnt	
ABCG2	C0235032	Neurotoxicity Syndromes	DisGeNet	
ADRA1B	C0235032	Neurotoxicity Syndromes	DisGeNet	
CYP2C9	C0235032	Neurotoxicity Syndromes	DisGeNet	
DPYD	C0235032	Neurotoxicity Syndromes	DisGeNet	
LAT	C0235032	Neurotoxicity Syndromes	DisGeNet	
MTHFR	C0235032	Neurotoxicity Syndromes	DisGeNet	
TYMS	C0235032	Neurotoxicity Syndromes	DisGeNet	
APOA1	C0155668	Old myocardial infarction	DisGeNet	
APOA4	C0155668	Old myocardial infarction	DisGeNet	
APOE	C0155668	Old myocardial infarction	DisGeNet	
CYP2C8	C0155668	Old myocardial infarction	DisGeNet	
CYP2C9	C0155668	Old myocardial infarction	DisGeNet	
MTHFR	C0155668	Old myocardial infarction	DisGeNet	
DMD	C0022596	Palmoplantar keratoderma, nonepidermolytic, focal	HumPhenOnt	
KRT1	C0022596	Palmoplantar keratoderma, nonepidermolytic, focal	DisGeNet,HumPhenOnt	
KRT10	C0022596	Palmoplantar keratoderma, nonepidermolytic, focal	DisGeNet,HumPhenOnt	
KRT14	C0022596	Palmoplantar keratoderma, nonepidermolytic, focal	DisGeNet,HumPhenOnt	
KRT16	C0022596	Palmoplantar keratoderma, nonepidermolytic, focal	ClinVar,DisGeNet,HumPhenOnt	
KRT5	C0022596	Palmoplantar keratoderma, nonepidermolytic, focal	DisGeNet,HumPhenOnt	
KRT6A	C0022596	Palmoplantar keratoderma, nonepidermolytic, focal	DisGeNet,HumPhenOnt	
KRT6B	C0022596	Palmoplantar keratoderma, nonepidermolytic, focal	HumPhenOnt	
KRT9	C0022596	Palmoplantar keratoderma, nonepidermolytic, focal	DisGeNet,HumPhenOnt	
LDB3	C0022596	Palmoplantar keratoderma, nonepidermolytic, focal	HumPhenOnt	
SCN5A	C0022596	Palmoplantar keratoderma, nonepidermolytic, focal	HumPhenOnt	
TTN	C0022596	Palmoplantar keratoderma, nonepidermolytic, focal	HumPhenOnt	
ALB	C0020473	Hyperlipidemia, combined, 1	DisGeNet,HumPhenOnt	
APOA1	C0020473	Hyperlipidemia, combined, 1	DisGeNet	
APOA2	C0020473	Hyperlipidemia, combined, 1	DisGeNet	
APOA4	C0020473	Hyperlipidemia, combined, 1	DisGeNet	
APOC1	C0020473	Hyperlipidemia, combined, 1	DisGeNet	
APOC2	C0020473	Hyperlipidemia, combined, 1	DisGeNet,HumPhenOnt	
APOC3	C0020473	Hyperlipidemia, combined, 1	DisGeNet,HumPhenOnt	
APOE	C0020473	Hyperlipidemia, combined, 1	DisGeNet,HumPhenOnt	
CDCP1	C0020473	Hyperlipidemia, combined, 1	DisGeNet	
CYP2C8	C0020473	Hyperlipidemia, combined, 1	DisGeNet	
CYP2C9	C0020473	Hyperlipidemia, combined, 1	DisGeNet	
F7	C0020473	Hyperlipidemia, combined, 1	DisGeNet	
HP	C0020473	Hyperlipidemia, combined, 1	DisGeNet	
MTHFR	C0020473	Hyperlipidemia, combined, 1	DisGeNet	
NPHS1	C0020473	Hyperlipidemia, combined, 1	HumPhenOnt	
SLC25A13	C0020473	Hyperlipidemia, combined, 1	HumPhenOnt	
CFH	C2678065	Myofibrillar myopathy, BAG3-related	DisGeNet	
DMD	C2678065	Myofibrillar myopathy, BAG3-related	DisGeNet	
FN1	C2678065	Myofibrillar myopathy, BAG3-related	DisGeNet	
GSN	C2678065	Myofibrillar myopathy, BAG3-related	DisGeNet	
LDB3	C2678065	Myofibrillar myopathy, BAG3-related	ClinVar,DisGeNet,HumPhenOnt	
TTN	C2678065	Myofibrillar myopathy, BAG3-related	DisGeNet	
KRT1	C4020946	Abnormality of the plantar skin of foot	HumPhenOnt	
KRT10	C4020946	Abnormality of the plantar skin of foot	HumPhenOnt	
KRT14	C4020946	Abnormality of the plantar skin of foot	HumPhenOnt	
KRT16	C4020946	Abnormality of the plantar skin of foot	HumPhenOnt	
KRT5	C4020946	Abnormality of the plantar skin of foot	HumPhenOnt	
KRT6A	C4020946	Abnormality of the plantar skin of foot	HumPhenOnt	
KRT9	C4020946	Abnormality of the plantar skin of foot	HumPhenOnt	
APOA1	C0011609	Drug Eruptions	DisGeNet	
APOC2	C0011609	Drug Eruptions	DisGeNet	
APOC3	C0011609	Drug Eruptions	DisGeNet	
MTHFR	C0011609	Drug Eruptions	DisGeNet	
TTR	C0011609	Drug Eruptions	DisGeNet	
APOC1	C0870082	Hyperkeratosis	DisGeNet	
DMD	C0870082	Hyperkeratosis	HumPhenOnt	
KRT1	C0870082	Hyperkeratosis	DisGeNet,HumPhenOnt	
KRT10	C0870082	Hyperkeratosis	DisGeNet,HumPhenOnt	
KRT13	C0870082	Hyperkeratosis	HumPhenOnt	
KRT14	C0870082	Hyperkeratosis	DisGeNet,HumPhenOnt	
KRT16	C0870082	Hyperkeratosis	DisGeNet,HumPhenOnt	
KRT5	C0870082	Hyperkeratosis	DisGeNet,HumPhenOnt	
KRT6A	C0870082	Hyperkeratosis	HumPhenOnt	
KRT6B	C0870082	Hyperkeratosis	HumPhenOnt	
KRT9	C0870082	Hyperkeratosis	DisGeNet,HumPhenOnt	
LDB3	C0870082	Hyperkeratosis	HumPhenOnt	
SCN5A	C0870082	Hyperkeratosis	HumPhenOnt	
TTN	C0870082	Hyperkeratosis	HumPhenOnt	
