rank	phenotype	cui	assoc in neigh	assoc in intom	probability	Benjamini-Hochberg	genes	
57	Heterotaxy, visceral, 7, autosomal	C0266642	12	76	1.0266676397918673e-11	1.7040358744394616e-05	AHI1,B9D1,B9D2,CC2D2A,CEP290,CEP41,MKS1,RPGRIP1L,TCTN1,TCTN2,TMEM216,TMEM67
58	Intellectual developmental disorder with dysmorphic facies and ptosis	C3714756	46	1371	2.4445223623104084e-11	1.733931240657698e-05	AHI1,ALMS1,AMER1,APC,B9D1,BUB1B,BUB3,C2CD3,CC2D2A,CDK5R1,CDK5RAP2,CENPJ,CEP135,CEP152,CEP290,CEP41,CEP57,CEP63,CEP83,CTNNB1,DVL1,DYNC1H1,IQCB1,LRP5,MKS1,NDE1,NEK2,NPHP1,OFD1,ORC1,PAFAH1B1,PCNT,PLK4,PPP2R1A,RB1,RPGRIP1L,SDCCAG8,SUFU,TCTN1,TCTN2,TCTN3,TMEM216,TMEM67,TUBA1A,TUBB,YWHAG
60	Abnormality of the integument	C4025761	40	1665	2.578270930087001e-11	1.7937219730941705e-05	AHI1,ALMS1,APC,ATM,B9D1,B9D2,BUB1B,BUB3,CC2D2A,CDK5,CDKN1A,CDKN1B,CENPJ,CEP152,CEP290,CEP41,CEP57,CTNNB1,DVL1,MASTL,MKS1,NEK2,NPHP1,OFD1,ORC1,PAFAH1B1,PCNT,PLK4,PPP2R1A,PRKACA,RB1,RPGRIP1L,SDCCAG8,SUFU,TCTN1,TCTN2,TMEM216,TMEM67,TUBB,YWHAE
61	Growth abnormality	C0262361	42	1578	2.9122926292757256e-11	1.8236173393124067e-05	ALMS1,AMER1,ATM,BUB1B,BUB3,CC2D2A,CDC6,CDK5RAP2,CENPJ,CEP135,CEP152,CEP164,CEP290,CEP57,CEP63,CTNNB1,DCTN1,DVL1,FZD2,IQCB1,LRP5,MCM4,MKS1,NDE1,NEK2,NPHP1,NPHP4,OFD1,ORC1,PAFAH1B1,PCNT,PLK4,PRKACA,RB1,RPGRIP1L,SDCCAG8,TCTN3,TMEM216,TMEM67,TUBB,WNT1,YWHAE
63	Abnormality of the digestive system	C0266015	43	1679	3.29625216011209e-11	1.883408071748879e-05	AHI1,ALMS1,AMER1,APC,ATM,AXIN1,B9D1,B9D2,BUB1B,BUB3,CC2D2A,CDC6,CDKN1A,CDKN1B,CEP164,CEP290,CEP41,CEP57,CEP83,CTNNB1,DCTN1,DVL1,IQCB1,LRP5,MCM4,MCM6,MKS1,NPHP1,NPHP4,OFD1,ORC1,PAFAH1B1,RB1,RPGRIP1L,SDCCAG8,SUFU,TCTN1,TCTN2,TMEM216,TMEM67,TTBK2,TUBB,YWHAE
64	Apnea	C0003578	17	157	3.3857361358968774e-11	1.9133034379671152e-05	AHI1,AMER1,B9D1,BUB1B,BUB3,CC2D2A,CEP290,CEP41,CEP57,CTNNB1,MKS1,NPHP1,RPGRIP1L,TCTN1,TCTN2,TMEM216,TMEM67
65	Abnormality of the nasal dorsum	C4021202	16	157	3.385769442587616e-11	1.943198804185351e-05	B9D1,B9D2,BUB1B,BUB3,CC2D2A,CENPJ,CEP152,CEP290,CEP57,MKS1,PCNT,PLK4,RPGRIP1L,TCTN2,TMEM216,TMEM67
66	Abnormality of nervous system physiology	C4022811	56	2307	3.665823200549312e-11	1.9730941704035873e-05	AHI1,ALMS1,AMER1,ATM,B9D1,BUB1B,BUB3,C2CD3,CC2D2A,CDC6,CDK5,CDK5RAP2,CENPJ,CEP135,CEP152,CEP164,CEP290,CEP41,CEP57,CEP63,CEP83,CTNNB1,DCTN1,DVL1,DYNC1H1,IQCB1,LRP5,MKS1,NDE1,NEK2,NPHP1,NPHP4,OFD1,ORC1,PAFAH1B1,PCNT,PLK4,PPP2R1A,PRKACA,RB1,RPGRIP1L,SDCCAG8,SUFU,TCTN1,TCTN2,TCTN3,TMEM216,TMEM67,TTBK2,TUBA1A,TUBA4A,TUBB,TUBG1,WNT1,WNT3A,YWHAE
67	Hypertelorism	C0020534	22	439	3.719902164078803e-11	2.0029895366218234e-05	AMER1,B9D1,B9D2,BUB1B,CC2D2A,CEP290,DVL1,FZD2,LRP5,MKS1,OFD1,PAFAH1B1,PPP2R1A,RB1,RPGRIP1L,SUFU,TCTN2,TCTN3,TMEM216,TMEM67,TUBB,YWHAE
69	Abnormality of the skull base	C4025688	15	104	3.906486245597307e-11	2.062780269058296e-05	AMER1,B9D1,B9D2,BUB1B,BUB3,CC2D2A,CEP290,CEP57,MKS1,OFD1,RPGRIP1L,TCTN2,TMEM216,TMEM67,TUBB
70	Iris coloboma	C0240063	14	104	3.906519552288046e-11	2.0926756352765323e-05	AHI1,B9D1,CC2D2A,CEP290,CEP41,MKS1,NPHP1,RB1,RPGRIP1L,SUFU,TCTN1,TCTN2,TMEM216,TMEM67
71	Abnormality of the nasal alae	C4021804	21	391	4.01810806849312e-11	2.1225710014947685e-05	AHI1,B9D1,BUB1B,CC2D2A,CENPJ,CEP290,CEP41,DVL1,MKS1,NEK2,NPHP1,OFD1,PAFAH1B1,PCNT,PPP2R1A,RPGRIP1L,TCTN1,TCTN2,TMEM216,TMEM67,YWHAE
72	Sarcoma, Ewing	C1261473	26	829	4.146871734889146e-11	2.1524663677130047e-05	AMER1,APC,ATM,AURKA,AXIN1,BUB1B,BUB3,CCNE1,CDC25A,CDK1,CDK2,CDKN1A,CDKN1B,CEP57,CTNNB1,DYNLL1,HAUS8,HSP90AA1,MAD2L1,MKS1,PLK1,RB1,SUFU,UBE2D1,WNT1,YWHAE
73	Microphthalmia syndromic 6	C0026010	21	258	4.220179761205145e-11	2.182361733931241e-05	APC,B9D1,B9D2,BUB1B,BUB3,CC2D2A,CDK2,CDKN1B,CEP290,CEP57,LRP5,LRP6,MKS1,PLK4,RB1,RPGRIP1L,SUFU,TCTN2,TMEM216,TMEM67,TUBB
74	Abnormality of the skull	C0235942	50	1324	4.275091392003105e-11	2.2122571001494767e-05	AHI1,ALMS1,AMER1,ATM,B9D1,B9D2,BUB1B,BUB3,C2CD3,CC2D2A,CDC6,CDK5,CDK5RAP2,CENPJ,CEP135,CEP152,CEP290,CEP41,CEP57,CEP63,CTNNB1,DVL1,DYNC1H1,FZD2,IQCB1,LRP5,LRP6,MCM4,MKS1,NDE1,NPHP1,OFD1,ORC1,PAFAH1B1,PCNT,PLK4,PPP2R1A,RB1,RPGRIP1L,SDCCAG8,SUFU,TCTN1,TCTN2,TCTN3,TMEM216,TMEM67,TUBA1A,TUBB,TUBG1,YWHAE
75	Ureteral duplication	C0221365	10	27	4.504874251409774e-11	2.242152466367713e-05	AXIN1,B9D1,B9D2,CC2D2A,CEP290,MKS1,RPGRIP1L,TCTN2,TMEM216,TMEM67
76	Abnormality of midbrain morphology	C4021755	12	27	4.504874251409774e-11	2.272047832585949e-05	AHI1,C2CD3,CC2D2A,CEP290,CEP41,MKS1,NPHP1,OFD1,RPGRIP1L,TCTN3,TMEM216,TMEM67
77	Aplasia/Hypoplasia of the spleen	C4023823	9	27	4.504951967021498e-11	2.3019431988041853e-05	B9D1,B9D2,CC2D2A,CEP290,MKS1,RPGRIP1L,TCTN2,TMEM216,TMEM67
78	Abnormality of the 5th toe	C4023905	9	52	4.578615264705377e-11	2.3318385650224214e-05	B9D1,B9D2,CC2D2A,CEP290,MKS1,RPGRIP1L,TCTN2,TMEM216,TMEM67
79	Slanting of the palpebral fissure	C2748932	22	348	4.589928437326307e-11	2.361733931240658e-05	BUB1B,BUB3,C2CD3,CDK5RAP2,CENPJ,CEP135,CEP152,CEP290,CEP57,CEP63,DVL1,DYNC1H1,MKS1,NPHP1,OFD1,PAFAH1B1,PCNT,PLK4,PPP2R1A,SDCCAG8,TUBB,YWHAE
80	Cerebellar vermis hypoplasia	C1840379	20	126	4.61722882150184e-11	2.391629297458894e-05	AHI1,B9D1,B9D2,BUB1B,BUB3,CC2D2A,CEP164,CEP290,CEP41,CEP57,MKS1,NPHP1,OFD1,RPGRIP1L,TCTN1,TCTN2,TMEM216,TMEM67,TUBA1A,TUBB
81	Abnormality of the lower limb	C1096086	33	947	4.714695300833682e-11	2.4215246636771303e-05	AHI1,ALMS1,AMER1,B9D1,B9D2,CC2D2A,CDC6,CENPJ,CEP152,CEP290,CEP41,DVL1,DYNC1H1,FZD2,LRP5,MKS1,NDE1,OFD1,ORC1,PAFAH1B1,PCNT,PLK4,PPP2R1A,RPGRIP1L,SDCCAG8,SUFU,TCTN1,TCTN2,TCTN3,TMEM216,TMEM67,TUBB,YWHAE
82	Abnormality of the upper limb	C4020900	40	923	4.71502836774107e-11	2.4514200298953665e-05	AHI1,ALMS1,AMER1,B9D1,B9D2,BTRC,BUB1B,BUB3,CC2D2A,CDC6,CDK5,CENPJ,CEP152,CEP290,CEP41,CEP57,DCTN1,DVL1,DYNC1H1,FZD2,LRP5,MKS1,NPHP1,OFD1,ORC1,PAFAH1B1,PCNT,PLK4,PPP2R1A,RB1,RPGRIP1L,SDCCAG8,SUFU,TCTN1,TCTN2,TCTN3,TMEM216,TMEM67,TUBB,YWHAE
83	Abnormality of the vertebral column	C4021789	34	835	4.718347934584699e-11	2.4813153961136023e-05	AHI1,ALMS1,AMER1,B9D1,B9D2,BUB1B,CC2D2A,CDK5,CENPJ,CEP152,CEP290,CEP41,DVL1,LRP5,MKS1,NPHP1,OFD1,ORC1,PAFAH1B1,PCNT,PLK4,RB1,RPGRIP1L,SDCCAG8,SUFU,TCTN1,TCTN2,TCTN3,TMEM216,TMEM67,TUBB,WNT1,WNT3A,YWHAE
84	Abnormality of male external genitalia	C4025897	28	714	4.754219240510338e-11	2.5112107623318385e-05	ALMS1,ATM,B9D1,B9D2,BUB1B,C2CD3,CC2D2A,CDC6,CDKN1B,CEP290,CEP41,DVL1,FZD2,MKS1,NEK2,NPHP1,OFD1,ORC1,PAFAH1B1,PCNT,RPGRIP1L,SDCCAG8,SUFU,TCTN2,TMEM216,TMEM67,TUBB,YWHAE
85	Abnormal nasal morphology	C4025252	25	582	4.7813863979229154e-11	2.5411061285500747e-05	AHI1,B9D1,BUB1B,BUB3,CC2D2A,CENPJ,CEP290,CEP41,CEP57,DVL1,FZD2,MKS1,NEK2,NPHP1,OFD1,PAFAH1B1,PCNT,PLK4,PPP2R1A,RPGRIP1L,TCTN1,TCTN2,TMEM216,TMEM67,YWHAE
86	Abnormality of the orbital region	C4025863	42	1127	4.8097636984323344e-11	2.571001494768311e-05	AHI1,ALMS1,AMER1,ATM,B9D1,B9D2,BUB1B,BUB3,C2CD3,CC2D2A,CDK5RAP2,CENPJ,CEP135,CEP152,CEP290,CEP41,CEP57,CEP63,DVL1,DYNC1H1,FZD2,LRP5,MKS1,NDE1,NPHP1,OFD1,ORC1,PAFAH1B1,PCNT,PLK4,PPP2R1A,RB1,RPGRIP1L,SDCCAG8,SUFU,TCTN1,TCTN2,TCTN3,TMEM216,TMEM67,TUBB,YWHAE
87	Agenesis of corpus callosum	C0175754	19	301	4.866107516932061e-11	2.600896860986547e-05	AHI1,AMER1,APC,ATM,BUB1B,CDK5,CDK5RAP2,CENPJ,CEP135,CEP152,CEP41,CEP63,CTNNB1,MKS1,NDE1,NPHP1,OFD1,RPGRIP1L,TUBA1A
88	Abnormality of the genitourinary system	C0042063	49	1555	4.92792473494319e-11	2.6307922272047832e-05	AHI1,ALMS1,AMER1,APC,ATM,AXIN1,B9D1,B9D2,BUB1B,BUB3,C2CD3,CC2D2A,CDC6,CDK5RAP2,CDKN1A,CDKN1B,CENPJ,CEP135,CEP152,CEP164,CEP290,CEP41,CEP57,CEP63,CEP83,CTNNB1,DVL1,FZD2,IQCB1,LRP5,MKS1,NEK2,NPHP1,NPHP4,OFD1,ORC1,PAFAH1B1,PCNT,PRKACA,RB1,RPGRIP1L,SDCCAG8,SUFU,TCTN2,TCTN3,TMEM216,TMEM67,TUBB,YWHAE
89	Medulloblastoma	C0025149	25	543	4.9320547645947954e-11	2.6606875934230194e-05	APC,AURKA,AXIN1,BTRC,CCNB1,CCNE1,CDC25A,CDK1,CDKN1B,CTNNB1,DYNLL1,FZD1,FZD2,FZR1,GSK3B,MCM2,MCM3,MCM4,MCM7,PAFAH1B1,PLK1,RB1,SUFU,WEE1,WNT1
90	Abnormality of the lens	C0549651	25	552	4.976830059177928e-11	2.690582959641256e-05	ALMS1,B9D1,B9D2,BUB1B,BUB3,CC2D2A,CEP164,CEP290,CEP57,IQCB1,LRP5,MKS1,NEK2,NPHP1,NPHP4,OFD1,PLK4,RB1,RPGRIP1L,SDCCAG8,SUFU,TCTN2,TMEM216,TMEM67,TUBG1
91	Deviation of the hand or of fingers of the hand	C0012727	17	301	4.992684043969575e-11	2.7204783258594918e-05	AMER1,BUB1B,BUB3,CENPJ,CEP152,CEP57,DVL1,MKS1,OFD1,ORC1,PAFAH1B1,PCNT,PLK4,PPP2R1A,RB1,SDCCAG8,YWHAE
92	Abnormality of cardiovascular system electrophysiology	C0243050	42	1568	4.9955706238336006e-11	2.750373692077728e-05	AHI1,AKAP9,ALMS1,AMER1,APC,ATM,B9D1,B9D2,BUB1B,BUB3,CC2D2A,CDKN1A,CDKN1B,CEP164,CEP290,CEP41,CEP57,CTNNB1,DCTN1,DVL1,IQCB1,LRP5,MASTL,MKS1,NEK2,NPHP1,NPHP4,OFD1,PAFAH1B1,PCNT,PRKACA,RB1,RPGRIP1L,SDCCAG8,SUFU,TCTN1,TCTN2,TCTN3,TMEM216,TMEM67,TUBB,YWHAE
93	Elevated 7-dehydrocholesterol	C0205250	14	132	5.0094595138716613e-11	2.780269058295964e-05	AHI1,B9D1,CC2D2A,CDKN1A,CDKN1B,CEP290,CEP41,MKS1,NPHP1,RPGRIP1L,TCTN1,TCTN2,TMEM216,TMEM67
94	Abnormality of neuronal migration	C1837249	27	224	5.0456527844744414e-11	2.8101644245142003e-05	AHI1,B9D1,CC2D2A,CDK5,CDK5RAP2,CENPJ,CEP135,CEP152,CEP290,CEP41,CEP63,DYNC1H1,IQCB1,MKS1,NDE1,NPHP1,OFD1,PAFAH1B1,PLK4,RPGRIP1L,TCTN1,TCTN2,TMEM216,TMEM67,TUBA1A,TUBB,YWHAE
95	Abnormality of the musculature	C4021745	40	1765	5.065903252443604e-11	2.8400597907324365e-05	AHI1,AMER1,APC,ATM,B9D1,BUB1B,BUB3,CC2D2A,CDK5,CEP290,CEP41,CEP57,CTNNB1,DCTN1,DVL1,DYNC1H1,IQCB1,LRP5,MKS1,NDE1,NPHP1,OFD1,ORC1,PAFAH1B1,PPP2R1A,PRKACA,RB1,RPGRIP1L,SDCCAG8,SUFU,TCTN1,TCTN2,TCTN3,TMEM216,TMEM67,TTBK2,TUBA1A,TUBB,TUBG1,YWHAE
96	Abnormality of the head	C4021812	53	1995	5.074107800595584e-11	2.8699551569506727e-05	AHI1,ALMS1,AMER1,APC,ATM,B9D1,B9D2,BUB1B,BUB3,C2CD3,CC2D2A,CDC6,CDK5,CDK5RAP2,CENPJ,CEP135,CEP152,CEP290,CEP41,CEP57,CEP63,CTNNB1,DCTN1,DVL1,DYNC1H1,FZD2,IQCB1,LRP5,LRP6,MCM4,MKS1,NDE1,NEK2,NPHP1,OFD1,ORC1,PAFAH1B1,PCNT,PLK4,PPP2R1A,RB1,RPGRIP1L,SDCCAG8,SUFU,TCTN1,TCTN2,TCTN3,TMEM216,TMEM67,TUBA1A,TUBB,TUBG1,YWHAE
97	Full cheeks	C1866231	11	72	5.0936699302894795e-11	2.899850523168909e-05	B9D1,B9D2,CC2D2A,CDK5,CEP290,MKS1,PCNT,RPGRIP1L,TCTN2,TMEM216,TMEM67
98	Hirschsprung Disease	C0019569	13	178	5.107958500616405e-11	2.929745889387145e-05	AHI1,B9D1,CC2D2A,CEP290,CEP41,MKS1,NPHP1,RPGRIP1L,SDCCAG8,TCTN1,TCTN2,TMEM216,TMEM67
99	Abnormality of the endocrine system	C4025823	29	878	5.113820478186426e-11	2.9596412556053812e-05	AHI1,ALMS1,APC,ATM,B9D1,BUB1B,BUB3,CC2D2A,CDKN1A,CDKN1B,CEP290,CEP41,CEP57,CTNNB1,MCM4,MKS1,NEK2,NPHP1,OFD1,PCM1,PCNT,PRKACA,RPGRIP1L,SDCCAG8,SUFU,TCTN1,TCTN2,TMEM216,TMEM67
100	Morphological abnormality of the gastrointestinal tract	C4021073	26	682	5.1468052042480394e-11	2.989536621823617e-05	AHI1,AMER1,APC,B9D1,BUB1B,BUB3,CC2D2A,CDC6,CDKN1A,CDKN1B,CEP290,CEP41,CEP57,CTNNB1,LRP5,MCM6,MKS1,NPHP1,ORC1,RPGRIP1L,SDCCAG8,SUFU,TCTN1,TCTN2,TMEM216,TMEM67
101	Abnormality of digestive system morphology	C4293691	26	682	5.1468052042480394e-11	3.0194319880418536e-05	AHI1,AMER1,APC,B9D1,BUB1B,BUB3,CC2D2A,CDC6,CDKN1A,CDKN1B,CEP290,CEP41,CEP57,CTNNB1,LRP5,MCM6,MKS1,NPHP1,ORC1,RPGRIP1L,SDCCAG8,SUFU,TCTN1,TCTN2,TMEM216,TMEM67
