Gene	CUI	Phenotype	Source Databases	
HDAC3	C0206081	 Hyperandrogenism, nonclassic type, due to 21-hydroxylase deficiency, 201910 (3)	DisGeNet	
HSD11B1	C0206081	 Hyperandrogenism, nonclassic type, due to 21-hydroxylase deficiency, 201910 (3)	DisGeNet	
NCOR1	C0206081	 Hyperandrogenism, nonclassic type, due to 21-hydroxylase deficiency, 201910 (3)	DisGeNet	
HDAC3	C0029928	Ovarian Diseases	DisGeNet	
HSD11B1	C0029928	Ovarian Diseases	DisGeNet	
NCOR1	C0029928	Ovarian Diseases	DisGeNet	
HDAC3	C0009404	Colorectal Neoplasms	DisGeNet	
HSD11B1	C0009404	Colorectal Neoplasms	DisGeNet	
NCOR1	C0009404	Colorectal Neoplasms	DisGeNet	
NCOR2	C0009404	Colorectal Neoplasms	DisGeNet	
NR3C2	C0009404	Colorectal Neoplasms	DisGeNet	
NCOR1	C0023267	Leiomyoma	DisGeNet	
NCOR2	C0023267	Leiomyoma	DisGeNet	
RXRA	C0023267	Leiomyoma	DisGeNet	
NCOR1	C0042133	Uterine leiomyoma	DisGeNet	
NCOR2	C0042133	Uterine leiomyoma	DisGeNet	
RXRA	C0042133	Uterine leiomyoma	DisGeNet	
NCOA1	C0020676	Hypothyroidism	DisGeNet	
NCOR1	C0020676	Hypothyroidism	DisGeNet	
NCOR2	C0020676	Hypothyroidism	DisGeNet	
HSD11B1	C0001403	Primary adrenal insufficiency	DisGeNet	
NR3C2	C0001403	Primary adrenal insufficiency	HumPhenOnt	
NCOA1	C0026277	Mixed Salivary Gland Tumor	DisGeNet	
NCOR1	C0026277	Mixed Salivary Gland Tumor	DisGeNet	
HDAC3	C0024667	Animal Mammary Neoplasms	DisGeNet	
NCOA1	C0024667	Animal Mammary Neoplasms	DisGeNet	
NCOR1	C0024667	Animal Mammary Neoplasms	DisGeNet	
NCOR2	C0024667	Animal Mammary Neoplasms	DisGeNet	
NR3C2	C0024667	Animal Mammary Neoplasms	DisGeNet	
RXRA	C0024667	Animal Mammary Neoplasms	DisGeNet	
HSD11B1	C0028756	Obesity, severe, 601665 (3)	DisGeNet	
NCOR2	C0028756	Obesity, severe, 601665 (3)	DisGeNet	
NCOR1	C0023487	Acute promyelocytic leukemia	DisGeNet	
NCOR2	C0023487	Acute promyelocytic leukemia	DisGeNet	
RXRA	C0023487	Acute promyelocytic leukemia	DisGeNet	
HDAC3	C0032460	Polycystic Ovary Syndrome	DisGeNet	
