rank	phenotype	cui	assoc in neigh	assoc in intom	probability	Benjamini-Hochberg	genes	
141	Hyperkeratosis	C0870082	14	258	4.462852309927712e-11	4.089327146171694e-05	APOC1,DMD,KRT1,KRT10,KRT13,KRT14,KRT16,KRT5,KRT6A,KRT6B,KRT9,LDB3,SCN5A,TTN
142	Autosomal dominant non-syndromic sensorineural deafness type DFNA	C0443147	31	1262	7.155542824932581e-11	4.118329466357309e-05	AP4E1,APOA1,APOE,CAMTA1,CFH,CST3,DICER1,FN1,GFAP,GJC2,GSN,ITGA2,KCNMA1,KRT1,KRT10,KRT13,KRT14,KRT16,KRT5,KRT6B,KRT9,LDB3,NLRC4,PLAG1,RYR2,SCN5A,SERPING1,SETX,SPAST,TTN,TTR
143	Plantar hyperkeratosis	C1856954	7	32	7.687439573800248e-11	4.147331786542923e-05	KRT1,KRT10,KRT14,KRT16,KRT5,KRT6A,KRT9
144	Palmoplantar keratoderma, nonepidermolytic, focal	C0022596	12	156	8.153311359393456e-11	4.176334106728538e-05	DMD,KRT1,KRT10,KRT14,KRT16,KRT5,KRT6A,KRT6B,KRT9,LDB3,SCN5A,TTN
145	Epidermolysis bullosa simplex, Cockayne-Touraine type	C0079298	7	28	8.715594912445113e-11	4.2053364269141535e-05	FN1,GFAP,KRT1,KRT10,KRT14,KRT5,KRT9
146	Palmar hyperkeratosis	C0240641	7	28	8.715594912445113e-11	4.234338747099768e-05	KRT1,KRT10,KRT14,KRT16,KRT5,KRT6A,KRT9
147	Diabetes mellitus type 2	C0011860	37	1972	9.134282219491752e-11	4.2633410672853833e-05	AHSG,ALB,APOA1,APOA2,APOA4,APOC1,APOC2,APOC3,APOE,ATM,CAMTA1,CFB,CFH,CRB1,CST3,CTSL,DCD,DGKG,DICER1,DMD,F7,FABP6,FN1,GRAP2,GSN,HP,HPX,ITGA2,KRT16,NPHS1,PEG3,SCN5A,ST13,THRAP3,TOMM40,TSC22D1,TTR
151	Epidermal thickening	C0494876	14	309	1.953585071490238e-10	4.379350348027843e-05	CHKB,DMD,KRT1,KRT10,KRT13,KRT14,KRT16,KRT5,KRT6A,KRT6B,KRT9,LDB3,SCN5A,TTN
153	Abnormality of cardiovascular system electrophysiology	C0243050	30	1568	3.132681891671041e-10	4.437354988399072e-05	ALB,APOA1,APOC2,APOE,ATM,CHKB,CRB1,CST3,DMD,F7,FN1,GSN,ITGA2,KRT1,KRT10,KRT14,KRT16,KRT5,KRT9,LDB3,NLRC4,OBSL1,PALB2,RYR2,SCN5A,SERPING1,SETX,TIAM1,TTN,TTR
154	Abnormality of the skin	C0037268	28	1376	3.198840081708454e-10	4.466357308584687e-05	APOA1,APOC1,APOC2,APOE,ATM,CHKB,CRB1,DICER1,DMD,GJC2,GSN,ITGA2,KRT1,KRT10,KRT13,KRT14,KRT16,KRT5,KRT6A,KRT6B,KRT9,LDB3,NLRC4,PALB2,SCN5A,SERPING1,SETX,TTN
155	Abnormality of metabolism/homeostasis	C4021768	30	1607	5.12977438305029e-10	4.495359628770302e-05	ALB,APOA1,APOC2,APOC3,APOE,ATM,CAMTA1,CFH,CHKB,CRB1,CST3,DICER1,DMD,FN1,GJC2,GSN,KRT1,KRT14,KRT9,LDB3,NLRC4,NPHS1,PALB2,SCN5A,SERPING1,SETX,SLC25A13,TRAPPC11,TTN,TTR
156	Myofibrillar myopathy, BAG3-related	C2678065	6	34	6.009160946618408e-10	4.5243619489559165e-05	CFH,DMD,FN1,GSN,LDB3,TTN
157	Thickened skin	C0241165	14	339	6.576088562582072e-10	4.553364269141531e-05	CHKB,DMD,KRT1,KRT10,KRT13,KRT14,KRT16,KRT5,KRT6A,KRT6B,KRT9,LDB3,SCN5A,TTN
158	Hyperlipidemia, combined, 1	C0020473	13	293	8.672481621729844e-10	4.5823665893271463e-05	ALB,APOA1,APOA2,APOA4,APOC1,APOC2,APOC3,APOE,CDCP1,F7,HP,NPHS1,SLC25A13
160	Abnormality of the plantar skin of foot	C4020946	7	57	9.188187988229402e-10	4.6403712296983755e-05	KRT1,KRT10,KRT14,KRT16,KRT5,KRT6A,KRT9
164	Abnormality of blood and blood-forming tissues	C0241657	26	1335	2.927952436060366e-09	4.756380510440835e-05	APOA1,APOC2,APOE,ATM,CRB1,CST3,DMD,F7,FN1,ITGA2,KRT1,KRT10,KRT14,KRT16,KRT5,KRT9,LDB3,NLRC4,OBSL1,PALB2,RYR2,SCN5A,SERPING1,SETX,TTN,TTR
165	Hyperlipoproteinemia	C0020476	6	43	3.291534267368945e-09	4.7853828306264504e-05	ALB,APOA1,APOA2,APOC2,APOC3,APOE
167	Abnormality of the immune system	C4021753	24	1164	3.6835035022164675e-09	4.84338747099768e-05	APOA1,APOC2,APOE,ATM,CFB,CFD,CFH,DMD,GJC2,KRT1,KRT10,KRT14,KRT16,KRT5,KRT9,LDB3,NLRC4,NPHS1,PALB2,SCN5A,SERPING1,SETX,SLC25A13,TTN
168	Hypertriglyceridemia result	C1522137	6	44	3.944971904701333e-09	4.872389791183295e-05	APOA1,APOA2,APOA4,APOC2,APOC3,APOE
169	Abnormality of skin morphology	C4023528	25	1261	3.993464114948608e-09	4.9013921113689093e-05	APOA1,APOC2,APOE,ATM,CHKB,CRB1,DMD,GSN,ITGA2,KRT1,KRT10,KRT13,KRT14,KRT16,KRT5,KRT6A,KRT6B,KRT9,LDB3,NLRC4,PALB2,SCN5A,SERPING1,SETX,TTN
171	Hyperhidrosis	C0020458	8	104	5.628499555321298e-09	4.95939675174014e-05	KRT1,KRT14,KRT16,KRT5,KRT6A,KRT6B,KRT9,NLRC4
172	Abnormal blistering of the skin	C2132198	7	74	6.9317940276647505e-09	4.988399071925754e-05	KRT1,KRT10,KRT14,KRT16,KRT5,KRT6A,KRT6B
173	Alzheimer Disease	C0002395	29	1699	7.488098585639591e-09	5.017401392111369e-05	AHSG,ALB,APOA1,APOC1,APOC2,APOC3,APOE,ATM,CFB,CFH,CST3,CTSL,F7,FN1,GABBR1,GFAP,GRAP2,GSN,HP,ITGA2,KCNMA1,KLK3,KRT14,PCED1B,SERPING1,SH3BP5,SPAST,TOMM40,TTR
175	Ichthyosis, congenital, autosomal recessive 12	C0020757	9	152	1.1246195197323061e-08	5.075406032482599e-05	CHKB,DMD,KRT1,KRT10,KRT14,KRT16,KRT6A,KRT6B,KRT9
179	Abnormality of immune system physiology	C4023616	20	884	1.3565160772444074e-08	5.1914153132250584e-05	APOA1,APOC2,APOE,ATM,CFB,CFD,CFH,GJC2,KRT1,KRT10,KRT14,KRT16,KRT5,KRT9,NLRC4,NPHS1,PALB2,SERPING1,SETX,SLC25A13
180	Diabetes Mellitus, Type 1	C0011849	32	2081	1.580349218155419e-08	5.220417633410673e-05	ADRA1B,AHSG,ALB,APOA1,APOA2,APOA4,APOC3,APOE,ATM,CFB,CFD,CFH,CRB1,CST3,CTSL,DICER1,DMD,EXOC6,F7,FN1,GABBR1,GFAP,GRAP2,GSN,HP,KCNMA1,KRT16,PALB2,RYR2,ST13,TOMM40,TTN
183	Abnormality of the integument	C4025761	28	1665	1.88763450426066e-08	5.307424593967518e-05	APOA1,APOC2,APOE,ATM,CHKB,CRB1,DICER1,DMD,GJC2,GSN,ITGA2,KRT1,KRT10,KRT13,KRT14,KRT16,KRT5,KRT6A,KRT6B,KRT9,LDB3,NLRC4,OBSL1,PALB2,SCN5A,SERPING1,SETX,TTN
184	Cholecystolithiasis	C0947622	7	86	2.2935798371648275e-08	5.336426914153132e-05	APOA1,APOA4,APOC1,APOC3,APOE,FABP6,TTR
185	Familial type 3 hyperlipoproteinemia	C0020479	5	34	2.729472914353437e-08	5.365429234338747e-05	APOA1,APOC1,APOC2,APOC3,APOE
186	Neoplasm of the liver	C0023903	24	1290	2.7747254716103953e-08	5.3944315545243625e-05	AHSG,ALB,APOA1,APOA4,APOC2,APOC3,APOE,ATM,BBC3,DCD,DERL1,F7,FN1,GRAP2,HP,HPX,ITIH1,KRT5,SERPING1,SLC1A5,SLC25A13,ST13,TIAM1,TTR
187	Coronary heart disease 7	C0010054	18	754	2.8256452400121645e-08	5.423433874709977e-05	AHSG,ALB,APOA1,APOA2,APOA4,APOC1,APOC3,APOE,ATM,CFH,CST3,F7,FN1,HP,ITGA2,PF4V1,SCN5A,TTN
188	Kidney Diseases	C0022658	18	755	2.8868966439610233e-08	5.4524361948955916e-05	ADRA1B,AHSG,ALB,APOA1,APOA4,APOC3,APOE,ATM,CFH,CST3,CTSL,F7,FN1,GSN,HP,NPHS1,RYR2,TTR
189	Myocardial Infarction	C0027051	21	1019	3.245673119156578e-08	5.481438515081207e-05	AHSG,APOA1,APOA2,APOA4,APOC1,APOC3,APOE,ATM,CDCP1,CFH,CST3,F7,FN1,GFAP,GSN,HP,ITGA2,KCNMA1,KRT16,SCN5A,SERPING1
190	Abnormality of circulating protein level	C4023679	11	274	3.551291438697035e-08	5.5104408352668214e-05	ALB,ATM,CHKB,DMD,FN1,LDB3,NPHS1,SCN5A,SETX,TRAPPC11,TTN
192	Abnormality of the nervous system	C0497552	35	2512	4.0448180915753085e-08	5.568445475638051e-05	AP4E1,APOA1,APOE,ATM,CAMTA1,CHKB,CRB1,CST3,DICER1,DMD,F7,FN1,GFAP,GJC2,GSN,KCNMA1,KRT14,KRT16,KRT5,KRT6A,KRT6B,LDB3,NLRC4,OBSL1,PALB2,RYR2,SACS,SCN5A,SERPING1,SETX,SLC25A13,SPAST,TRAPPC11,TTN,TTR
193	Kidney Failure, Chronic	C0022661	16	616	4.40367017295884e-08	5.597447795823666e-05	ADRA1B,AHSG,ALB,APOA1,APOC3,APOE,ATM,CFH,CST3,F7,GSN,HP,ITGA2,KLK3,NPHS1,TTR
196	Hyperlipidemia, familial combined	C0020474	7	95	5.038414552238635e-08	5.68445475638051e-05	ALB,APOA1,APOA2,APOA4,APOC3,APOE,FN1
197	Vascular Diseases	C0042373	13	410	5.583081696958203e-08	5.7134570765661255e-05	AHSG,ALB,APOA1,APOC3,APOE,ATM,CST3,DMD,F7,HP,ITGA2,PF4V1,TTR
198	Acute myocardial ischemia	C0151744	14	484	6.500167448741934e-08	5.74245939675174e-05	ALB,APOA1,APOA4,APOC3,APOE,ATM,CFH,DMD,F7,ITGA2,PDE4B,RYR2,SCN5A,TTN
199	Onset	C0206132	17	713	6.570735022748408e-08	5.771461716937355e-05	AP4E1,APOE,CFH,CHKB,DMD,GFAP,GJC2,GSN,ITGA2,KRT14,KRT5,LDB3,NPHS1,SACS,SCN5A,TTN,TTR
200	Stage 5 chronic kidney disease	C2316810	10	234	6.582369305174751e-08	5.80046403712297e-05	AHSG,ALB,APOA1,APOE,CFH,FN1,GSN,KLK3,NPHS1,TTR
201	Mild cognitive impairment	C1270972	8	141	8.055294764552912e-08	5.8294663573085844e-05	APOC2,APOE,CST3,DMD,GFAP,KRT14,TOMM40,TTR
202	Age-related macular degeneration 2	C0242383	13	423	8.200940293523473e-08	5.8584686774942e-05	ALB,APOC1,APOC3,APOE,ATM,CFB,CFD,CFH,CST3,DICER1,HP,SERPING1,TOMM40
206	Coronary Artery Disease	C1956346	24	1366	8.366847725760351e-08	5.974477958236659e-05	AHSG,ALB,APOA1,APOA2,APOA4,APOC1,APOC2,APOC3,APOE,ATM,CAMTA1,CFB,CFD,CFH,CST3,F7,FN1,HP,ITGA2,KRT5,PALB2,PF4V1,PPBP,SCN5A
207	Vascular skin abnormality	C0162819	12	359	8.673841767059542e-08	6.003480278422274e-05	APOE,ATM,ITGA2,KRT1,KRT10,KRT14,KRT16,KRT5,KRT9,NLRC4,SERPING1,SETX
210	Hypohidrosis	C0020620	8	150	1.370766228303566e-07	6.090487238979118e-05	KRT1,KRT14,KRT16,KRT5,KRT6A,KRT6B,KRT9,NLRC4
211	 Cerebrovascular disease, occlusive (3)	C0007820	6	73	1.4438121953563865e-07	6.119489559164734e-05	APOA1,APOA4,APOC3,APOE,F7,ITGA2
216	Obesity	C0028754	31	2181	1.6534978508619957e-07	6.264501160092807e-05	ADRA1B,AHSG,ALB,APOA1,APOA2,APOA4,APOC1,APOC3,APOE,ATM,CFB,CFD,CFH,CRB1,CROT,CST3,CTSL,DGKG,DICER1,F7,FABP6,FN1,GRAP2,HP,KCNMA1,KRT16,NCOA3,PEG3,ST13,THRAP3,TIAM1
217	Carotid Atherosclerosis	C0577631	7	111	1.700497167522741e-07	6.293503480278424e-05	APOA1,APOA4,APOC3,APOE,F7,HP,ITGA2
220	Oral leukoplakia	C0023532	6	75	1.7430031196141726e-07	6.380510440835267e-05	ATM,KRT14,KRT16,KRT5,KRT6A,KRT6B
221	Myopathy, scapulohumeroperoneal	C0026848	13	450	1.7447157085737075e-07	6.409512761020882e-05	ALB,APOE,CFH,CHKB,DMD,GFAP,LDB3,OBSL1,RYR2,SCN5A,TRAPPC11,TTN,TTR
222	Cardiovascular Diseases	C0007222	20	1029	1.765547479326557e-07	6.438515081206496e-05	AHSG,ALB,APOA1,APOA4,APOC1,APOC2,APOC3,APOE,ATM,CFH,CST3,F7,FN1,HP,ITGA2,KRT5,PPBP,RYR2,SCN5A,TOMM40
223	Skin Diseases, Genetic	C0037277	5	46	1.800890626624252e-07	6.467517401392111e-05	KRT1,KRT10,KRT14,KRT5,KRT9
224	Alzheimer Disease, Late Onset	C0494463	6	77	2.0925343047206724e-07	6.496519721577726e-05	APOC1,APOC2,APOE,CST3,GFAP,TOMM40
225	Drug Eruptions	C0011609	4	25	2.1368540537025638e-07	6.525522041763342e-05	APOA1,APOC2,APOC3,TTR
226	Insulin resistance syndrome	C3714619	5	48	2.3375177937712266e-07	6.554524361948956e-05	ALB,APOA2,APOA4,APOC1,APOC2
230	Azorean disease	C0024408	6	80	2.726519577889164e-07	6.670533642691415e-05	APOE,ATM,BBC3,CST3,GFAP,TTR
231	Hypertriglyceridemia	C0020557	7	119	2.911651890702416e-07	6.69953596287703e-05	APOA1,APOA2,APOA4,APOC2,APOC3,APOE,SLC25A13
232	Cerebral Amyloid Angiopathy	C0085220	5	50	2.9999573059047435e-07	6.728538283062644e-05	APOA1,APOE,CST3,GSN,TTR
233	Restenosis	C0333186	9	220	3.6291880023409107e-07	6.757540603248261e-05	ALB,APOA4,APOC3,APOE,ATM,F7,HP,ITGA2,SERPING1
234	Erythema	C0041834	7	123	3.755093090918038e-07	6.786542923433875e-05	KRT1,KRT10,KRT16,KRT5,KRT9,NLRC4,SERPING1
235	Membranous nephropathy, susceptibility to	C0017665	6	84	3.8181775940948626e-07	6.815545243619489e-05	ALB,APOA1,APOE,CFH,FN1,NPHS1
236	Chronic kidney disease	C1561643	11	342	3.8920606337811137e-07	6.844547563805105e-05	AHSG,ALB,APOA4,APOE,ATM,CFH,CST3,FN1,HP,ITGA2,TOMM40
237	Plaque, Atherosclerotic	C0011389	9	226	4.646483202641605e-07	6.873549883990719e-05	ALB,APOA1,APOA4,APOE,CST3,GFAP,GSN,SERPING1,TTR
238	Diabetic Angiopathies	C0011875	6	88	5.256005122245e-07	6.902552204176333e-05	ALB,APOA4,APOE,F7,FN1,HP
239	Amyloidosis	C0002726	7	129	5.407402496881986e-07	6.93155452436195e-05	APOA1,APOA2,APOE,CST3,GSN,HP,TTR
240	Nail dystrophy	C0221260	6	89	5.678387503538218e-07	6.960556844547564e-05	KRT1,KRT14,KRT16,KRT5,KRT6A,KRT6B
241	Polyneuropathy, hearing loss, ataxia, retinitis pigmentosa, and cataract	C0152025	6	90	6.12967525626118e-07	6.989559164733179e-05	ALB,APOA1,GSN,LDB3,SETX,TTR
251	Increased inflammatory response	C4022803	14	581	6.682596962459542e-07	7.279582366589327e-05	APOA1,APOC2,APOE,ATM,CFB,GJC2,KRT1,KRT10,KRT14,KRT16,KRT5,KRT9,NLRC4,SLC25A13
252	Abnormal inflammatory response	C4022805	14	581	6.682596962459542e-07	7.308584686774942e-05	APOA1,APOC2,APOE,ATM,CFB,GJC2,KRT1,KRT10,KRT14,KRT16,KRT5,KRT9,NLRC4,SLC25A13
253	Familial hypercholesterolemia	C0020445	8	182	7.04814736574022e-07	7.337587006960556e-05	ALB,APOA1,APOA2,APOA4,APOC2,APOC3,APOE,CFH
254	Dermal atrophy	C0151514	9	237	7.17351421486434e-07	7.366589327146172e-05	APOC1,APOE,CFH,CRB1,KLK3,KRT14,KRT5,SETX,TTN
256	Congenital onset	C1836142	8	185	8.080321324266393e-07	7.424593967517401e-05	AP4E1,CHKB,ITGA2,KRT14,KRT5,NPHS1,SCN5A,TTN
257	body mass	C0518010	6	94	8.247756113632931e-07	7.453596287703017e-05	APOA1,APOA2,APOA4,APOC3,APOE,F7
258	Abnormality of the level of lipoprotein cholesterol	C4023615	4	33	9.215167250387069e-07	7.482598607888631e-05	APOA1,APOC3,APOE,SLC25A13
259	Multiple Sclerosis	C0026769	20	1140	9.356606708310622e-07	7.511600928074245e-05	ALB,APOA1,APOC1,APOC2,APOE,CFB,CFH,CST3,FN1,GABBR1,GFAP,GJC2,GRAP2,PDE4B,PDZRN4,PRSS3,RANBP2,RYR2,SLC15A2,SPAST
260	Geographic Atrophy	C1536085	4	34	1.0756485548935046e-06	7.540603248259862e-05	CFB,CFD,CFH,DICER1
262	Arteriosclerosis	C0003850	19	1059	1.1949610810857436e-06	7.59860788863109e-05	AHSG,ALB,APOA1,APOA2,APOA4,APOC2,APOC3,APOE,ATM,CFH,CST3,CTSL,DMD,F7,FN1,GRAP2,HP,ITGA2,TTR
263	Cardiomyopathy, Dilated	C0007193	12	454	1.241182900901805e-06	7.627610208816706e-05	APOE,ATM,CHKB,CTSL,DMD,FN1,GFAP,KRT9,LDB3,RYR2,SCN5A,TTN
264	Papilloma	C0030354	8	196	1.3069109248142752e-06	7.65661252900232e-05	APOE,KRT1,KRT14,KRT16,KRT5,KRT9,PEG3,TTR
265	Atherosclerosis	C0004153	21	1271	1.4024784480426433e-06	7.685614849187935e-05	AHSG,ALB,APOA1,APOA2,APOA4,APOC1,APOC2,APOC3,APOE,ATM,CFH,CST3,CTSL,DMD,F7,FN1,GRAP2,HP,ITGA2,ITGB5,TTR
266	Spots on skin	C0848332	8	198	1.4216558884561081e-06	7.71461716937355e-05	APOA1,APOE,ATM,DMD,FN1,HP,KLK3,KRT10
267	Acute Coronary Syndrome	C0948089	10	320	1.4784249572352692e-06	7.743619489559164e-05	ALB,APOA1,APOC3,APOE,ATM,CST3,F7,GSN,ITGA2,PPBP
271	Nephrotic syndrome, type 5, with or without ocular abnormalities	C0027726	9	263	1.838074303317505e-06	7.859628770301624e-05	ALB,APOA1,APOA4,APOE,CTSL,FN1,GSN,HPX,NPHS1
272	Mesangiocapillary glomerulonephritis, type II	C0017662	4	38	1.9067834903241376e-06	7.88863109048724e-05	ALB,CFH,FN1,KRT5
273	Neuropathy ataxia retinitis pigmentosa syndrome	C0442874	9	265	1.9672950053450933e-06	7.917633410672855e-05	ALB,APOA2,APOE,GSN,LDB3,SACS,SERPING1,SETX,TTR
274	Amyotrophic Lateral Sclerosis	C0002736	16	812	2.0729402526731278e-06	7.946635730858468e-05	APOA4,APOC3,APOE,CST3,DERL1,DMD,F7,GFAP,ITGA2,KCNMA1,PDE4B,PDZRN4,SETX,SPAST,TIAM1,TTR
275	Carcinoma of colon	C0699790	26	1856	2.19708562743115e-06	7.975638051044084e-05	AHSG,ALB,APOA1,APOC2,APOE,ATM,BBC3,CABLES1,CDCP1,CFH,CTAGE5,DICER1,F7,FN1,GRAP2,GSN,JARID2,NCOA3,NPHS1,PPBP,RANBP2,RANBP3,SCAF1,SCN5A,ST13,TIAM1
276	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	C0033687	8	209	2.2211020133111603e-06	8.004640371229699e-05	ALB,APOA1,APOE,CFH,CTSL,FN1,HP,NPHS1
277	Abnormality of humoral immunity	C3150510	7	157	2.385618460443162e-06	8.033642691415313e-05	ATM,CFB,CFD,CFH,KRT1,KRT9,SETX
280	Dermatosis NOS	C0037274	12	483	2.454753661673692e-06	8.120649651972157e-05	CFH,DCD,F7,GFAP,GRAP2,KRT1,KRT10,KRT14,KRT5,KRT6A,KRT9,PDE4B
281	Inflammation	C0021368	14	647	2.52484384855034e-06	8.149651972157774e-05	AHSG,APOA1,APOA2,APOA4,APOC1,APOC3,APOE,CFH,CST3,F7,FN1,HP,PRSS3,SERPING1
282	Ischemia	C0022116	14	647	2.52484384855034e-06	8.178654292343388e-05	ALB,APOC3,APOE,ATM,DMD,F7,FN1,GFAP,GRAP2,KCNMA1,SCN5A,SLC1A5,TTN,TTR
283	Muscle weakness	C0030552	15	735	2.5756086485806406e-06	8.207656612529002e-05	CFH,CHKB,DMD,GJC2,GSN,KRT14,KRT5,LDB3,SACS,SETX,SPAST,TIAM1,TRAPPC11,TTN,TTR
284	Abnormality of nervous system morphology	C4022810	26	1875	2.661752023347397e-06	8.236658932714618e-05	AP4E1,APOE,ATM,CAMTA1,CHKB,CRB1,CST3,DICER1,F7,FN1,GFAP,GJC2,GSN,LDB3,NLRC4,OBSL1,PALB2,SACS,SCN5A,SERPING1,SETX,SLC25A13,SPAST,TRAPPC11,TTN,TTR
285	Brain Ischemia	C0007786	11	415	2.9349124430755325e-06	8.265661252900232e-05	ALB,APOE,ATM,BBC3,CTSL,F7,GFAP,ITGA2,KRT5,SCN5A,TTR
293	Lipoatrophy	C0023787	7	163	3.1551352753789175e-06	8.497679814385151e-05	ALB,APOC3,APOE,DMD,LDB3,SCN5A,TTN
294	Influenza	C0021400	12	497	3.352399591483035e-06	8.526682134570767e-05	ALB,CFH,GRAP2,HP,KRT5,NLRC4,PPBP,SERPING1,SETX,SLA2,ST13,TTR
295	Limb-girdle muscular dystrophy, type 2L	C0686353	5	75	3.4009859530836906e-06	8.55568445475638e-05	DMD,LDB3,OBSL1,TRAPPC11,TTN
298	Abnormality of skin physiology	C4023527	9	286	3.879586695343384e-06	8.642691415313225e-05	APOA1,GJC2,KRT1,KRT10,KRT14,KRT16,KRT5,KRT9,NLRC4
299	Abnormality of the lower limb	C1096086	17	947	3.932756305946583e-06	8.67169373549884e-05	AP4E1,DMD,FN1,GJC2,KRT1,KRT10,KRT14,KRT16,KRT5,KRT6A,KRT9,LDB3,OBSL1,PALB2,SACS,SETX,TTN
300	Nephrotic Syndrome, Minimal Change	C1704321	4	44	4.019083143402824e-06	8.700696055684455e-05	ALB,APOE,HPX,NPHS1
301	Cholelithiasis	C0008350	7	171	4.5008961717663e-06	8.72969837587007e-05	APOA1,APOA4,APOC1,APOC3,APOE,FABP6,TTR
302	Abnormality of the skin of the palm	C4073159	7	171	4.5008961717663e-06	8.758700696055686e-05	KRT1,KRT10,KRT14,KRT16,KRT5,KRT6A,KRT9
303	Focal segmental glomerulosclerosis	C0017668	6	121	4.504708049801742e-06	8.7877030162413e-05	ALB,APOE,ATM,CFH,FN1,NPHS1
304	Dyslipidemias	C0242339	8	228	4.5224444295000055e-06	8.816705336426914e-05	AHSG,APOA1,APOC2,APOC3,APOE,F7,HP,KRT16
305	Cognitive Dysfunction	C0338656	15	769	4.575730289557711e-06	8.845707656612529e-05	ALB,APOA1,APOC1,APOE,ATM,CST3,DMD,GJC2,JARID2,KRT16,KRT6A,KRT6B,SPAST,TOMM40,TTR
306	Hematuria	C0018965	5	79	4.612043942975319e-06	8.874709976798144e-05	APOA1,CFH,F7,FN1,NPHS1
307	Phenotypic variability	C1837514	11	434	4.6346123592222455e-06	8.903712296983758e-05	CFD,CFH,F7,GJC2,KRT14,KRT5,SETX,SPAST,TRAPPC11,TTN,TTR
308	Abnormality of lipid metabolism	C4025650	7	172	4.699072891467537e-06	8.932714617169373e-05	ALB,APOA1,APOC2,APOC3,APOE,NPHS1,SLC25A13
309	Cerebral edema	C0006114	5	80	4.963867945351197e-06	8.961716937354989e-05	APOE,DMD,GFAP,MYL4,SLC25A13
310	Duchenne muscular dystrophy	C0013264	6	123	5.021903354163193e-06	8.990719257540604e-05	CFH,DMD,FN1,HP,HPX,TTN
