node_name	node_type	
DB01239	drug	
DRD2	drug_target	
CHRM3	drug_target	
CHRM1	drug_target	
DRD3	drug_target	
ABCB1	drug_target	
HRH1	drug_target	
CHRM4	drug_target	
HTR2C	drug_target	
CHRM2	drug_target	
HTR2B	drug_target	
HTR2A	drug_target	
DRD1	drug_target	
CHRM5	drug_target	
Inflammation	phenotype	
Ischemia	phenotype	
Pituitary adenoma	phenotype	
Mental disorders	phenotype	
Impotence	phenotype	
Pulmonary Disease, Chronic Obstructive	phenotype	
Hereditary pancreatitis	phenotype	
Obesity, severe, 601665 (3)	phenotype	
Status epilepticus	phenotype	
Insulinoma	phenotype	
MAJOR AFFECTIVE DISORDER 4	phenotype	
MAJOR AFFECTIVE DISORDER 5	phenotype	
MAJOR AFFECTIVE DISORDER 6	phenotype	
Major affective disorder 7	phenotype	
MAJOR AFFECTIVE DISORDER 8	phenotype	
MAJOR AFFECTIVE DISORDER 9	phenotype	
Hyperglycemia	phenotype	
Schizoaffective Disorder	phenotype	
Abnormality of the pituitary gland	phenotype	
Depressive Disorder	phenotype	
Taste bitter	phenotype	
Liver Diseases	phenotype	
Weight Gain Adverse Event	phenotype	
Alzheimer Disease	phenotype	
Diabetes Mellitus, Type 1	phenotype	
Myocardial Reperfusion Injury	phenotype	
Pain	phenotype	
Bipolar affective disorder	phenotype	
Neoplasm of the colon	phenotype	
Inflammatory pain	phenotype	
Prostatic Neoplasms	phenotype	
Verotoxigenic Escherichia coli gastrointestinal tract infection	phenotype	
Substance Use Disorders	phenotype	
Secondary hypertriglyceridemia	phenotype	
Cocaine-Related Disorders	phenotype	
Immediate hypersensitivity	phenotype	
Bronchiolitis, Viral	phenotype	
Marijuana Abuse	phenotype	
Opiate Addiction	phenotype	
Acth-Independent Macronodular Adrenal Hyperplasia	phenotype	
Pituitary corticotropic cell adenoma	phenotype	
Arthritis, Rheumatoid	phenotype	
Hypogonadotropic hypogonadism 7 with or without anosmia	phenotype	
Asthma	phenotype	
Septicemia	phenotype	
Tumor Progression	phenotype	
Adenomas, multiple colorectal, 608456 (3)	phenotype	
Drug Dependence	phenotype	
Symptomatic human immunodeficiency virus infection	phenotype	
Pancreatic Carcinoma	phenotype	
Cocaine Dependence	phenotype	
Preeclampsia/eclampsia 1	phenotype	
Schizophrenia	phenotype	
Polyphagia	phenotype	
Cardiovascular Diseases	phenotype	
Pain insensitivity	phenotype	
Epilepsy, Temporal Lobe	phenotype	
Coronary heart disease 7	phenotype	
Attention deficit hyperactivity disorder	phenotype	
Rheumatoid arthritis	phenotype	
Psychoses, Substance-Induced	phenotype	
Congestive heart failure	phenotype	
Arteriosclerosis	phenotype	
Migraine Disorders	phenotype	
Pulmonary hypertension, neonatal, susceptibility to	phenotype	
Alcohol abuse	phenotype	
Sleep Wake Disorders	phenotype	
Eczema	phenotype	
Anorexia	phenotype	
Memory Disorders	phenotype	
Carcinoma of colon	phenotype	
Anxiety Disorders	phenotype	
Chronic obstructive pulmonary disease	phenotype	
Animal Mammary Neoplasms	phenotype	
Colitis, Ulcerative	phenotype	
Substance addiction and disorders	phenotype	
Substance Withdrawal Syndrome	phenotype	
Panic disorder 1	phenotype	
Unipolar Depression	phenotype	
Anxiety	phenotype	
Hypertension	phenotype	
Prostate carcinoma	phenotype	
Neuroendocrine neoplasm	phenotype	
Respiratory Syncytial Virus Infections	phenotype	
{Unipolar depression, susceptibility to}, 608516 (3)	phenotype	
Colon cancer	phenotype	
Autism 15	phenotype	
Polycystic Ovary Syndrome	phenotype	
Breast carcinoma	phenotype	
Gastrinoma	phenotype	
Tumor Angiogenesis	phenotype	
Metabolic Syndrome X	phenotype	
Sepsis	phenotype	
Hypotension	phenotype	
Ulcerative colitis	phenotype	
Multiple Sclerosis	phenotype	
Atherosclerosis	phenotype	
Benign Prostatic Hyperplasia	phenotype	
Lung Neoplasms	phenotype	
Myocardial Infarction	phenotype	
Malignant neoplasm of pancreas	phenotype	
Pruritus	phenotype	
Major depressive disorder	phenotype	
Disorders of parathyroid gland	phenotype	
genetic hypertension	phenotype	
Bulimia	phenotype	
Hypoparathyroidism - autosomal dominant	phenotype	
Experimental Autoimmune Encephalomyelitis	phenotype	
Pneumonia	phenotype	
Alcohol dependence	phenotype	
Methamphetamine abuse	phenotype	
Panic disorder syndrome 1 (2)	phenotype	
Pituitary Neoplasms	phenotype	
Obesity	phenotype	
Kidney Failure, Chronic	phenotype	
Osteoarthritis	phenotype	
Coronary Artery Disease	phenotype	
Essential hypertension	phenotype	
Reperfusion Injury	phenotype	
Cushing's syndrome	phenotype	
Pulmonary Cystic Fibrosis	phenotype	
Diabetes mellitus type 2	phenotype	
Heroin Dependence	phenotype	
Nephrogenic diabetes insipidus, autosomal	phenotype	
Endometriosis	phenotype	
Liver Cirrhosis, Biliary	phenotype	
Neuralgia	phenotype	
body mass	phenotype	
Mood Disorders	phenotype	
Irritable bowel syndrome with diarrhea	phenotype	
Bronchial Hyperreactivity	phenotype	
Bradycardia	phenotype	
Inflammatory Bowel Diseases	phenotype	
Anorexia nervosa 1	phenotype	
Increased body weight	phenotype	
Left ventricular hypertrophy	phenotype	
Pseudohypoparathyroidism, type IB, 603233 (3)	phenotype	
Neoplasm of the adrenal gland	phenotype	
 Acrodysostosis 1, with or without hormone resistance, 101800 (3)	phenotype	
Dermatitis, Atopic	phenotype	
