Gene	CUI	Phenotype	Source Databases	
AKT1	C0020542	Pulmonary hypertension, neonatal, susceptibility to	DisGeNet	
CALM3	C0020542	Pulmonary hypertension, neonatal, susceptibility to	DisGeNet	
CAV1	C0020542	Pulmonary hypertension, neonatal, susceptibility to	DisGeNet	
NOS1	C0020542	Pulmonary hypertension, neonatal, susceptibility to	DisGeNet	
NOS2	C0020542	Pulmonary hypertension, neonatal, susceptibility to	DisGeNet	
NOS3	C0020542	Pulmonary hypertension, neonatal, susceptibility to	DisGeNet	
AKT1	C0856169	Endothelial dysfunction	DisGeNet	
CAV1	C0856169	Endothelial dysfunction	DisGeNet	
HSP90AA1	C0856169	Endothelial dysfunction	DisGeNet	
NOS2	C0856169	Endothelial dysfunction	DisGeNet	
NOS3	C0856169	Endothelial dysfunction	DisGeNet	
AKT1	C0152171	Primary pulmonary hypertension	DisGeNet	
CAV1	C0152171	Primary pulmonary hypertension	ClinVar,DisGeNet	
HSP90AA1	C0152171	Primary pulmonary hypertension	DisGeNet	
NOS2	C0152171	Primary pulmonary hypertension	DisGeNet	
NOS3	C0152171	Primary pulmonary hypertension	DisGeNet	
AKT1	C0600452	Hepatopulmonary Syndrome	DisGeNet	
CAV1	C0600452	Hepatopulmonary Syndrome	DisGeNet	
NOS2	C0600452	Hepatopulmonary Syndrome	DisGeNet	
NOS3	C0600452	Hepatopulmonary Syndrome	DisGeNet	
AKT1	C0025286	Meningioma	DisGeNet,HumPhenOnt	
CALM3	C0025286	Meningioma	DisGeNet	
CAV1	C0025286	Meningioma	DisGeNet	
NOS1	C0025286	Meningioma	DisGeNet	
NOS2	C0025286	Meningioma	DisGeNet	
NOS3	C0025286	Meningioma	DisGeNet	
AKT1	C0279565	Invasive Lobular Breast Carcinoma	DisGeNet	
NOS1	C0279565	Invasive Lobular Breast Carcinoma	DisGeNet	
NOS2	C0279565	Invasive Lobular Breast Carcinoma	DisGeNet	
AKT1	C0206180	Anaplastic large cell lymphoma, ALK negative	DisGeNet	
CALM3	C0206180	Anaplastic large cell lymphoma, ALK negative	DisGeNet	
HSP90AA1	C0206180	Anaplastic large cell lymphoma, ALK negative	DisGeNet	
NOS1	C0206180	Anaplastic large cell lymphoma, ALK negative	DisGeNet	
NOS2	C0206180	Anaplastic large cell lymphoma, ALK negative	DisGeNet	
AKT1	C0002895	Anemia, Sickle Cell	DisGeNet	
CALM3	C0002895	Anemia, Sickle Cell	DisGeNet	
HSP90AA1	C0002895	Anemia, Sickle Cell	DisGeNet	
NOS1	C0002895	Anemia, Sickle Cell	DisGeNet	
NOS3	C0002895	Anemia, Sickle Cell	DisGeNet	
AKT1	C0242350	Impotence	DisGeNet	
NOS1	C0242350	Impotence	DisGeNet	
NOS2	C0242350	Impotence	DisGeNet	
NOS3	C0242350	Impotence	DisGeNet	
AKT1	C0011581	Depressive Disorder	DisGeNet	
CALM3	C0011581	Depressive Disorder	DisGeNet	
HSP90AA1	C0011581	Depressive Disorder	DisGeNet	
NOS1	C0011581	Depressive Disorder	DisGeNet	
NOS2	C0011581	Depressive Disorder	DisGeNet	
NOS3	C0011581	Depressive Disorder	DisGeNet	
AKT1	C0011570	{Unipolar depression, susceptibility to}, 608516 (3)	DisGeNet	
CALM3	C0011570	{Unipolar depression, susceptibility to}, 608516 (3)	DisGeNet	
HSP90AA1	C0011570	{Unipolar depression, susceptibility to}, 608516 (3)	DisGeNet	
NOS1	C0011570	{Unipolar depression, susceptibility to}, 608516 (3)	DisGeNet	
NOS2	C0011570	{Unipolar depression, susceptibility to}, 608516 (3)	DisGeNet	
NOS3	C0011570	{Unipolar depression, susceptibility to}, 608516 (3)	DisGeNet	
AKT1	C3203102	Pulmonary arterial hypertension	DisGeNet	
CAV1	C3203102	Pulmonary arterial hypertension	DisGeNet,HumPhenOnt	
HSP90AA1	C3203102	Pulmonary arterial hypertension	DisGeNet	
NOS2	C3203102	Pulmonary arterial hypertension	DisGeNet	
NOS3	C3203102	Pulmonary arterial hypertension	DisGeNet	
AKT1	C0021655	Insulin Resistance	DisGeNet	
CAV1	C0021655	Insulin Resistance	DisGeNet,HumPhenOnt	
HSP90AA1	C0021655	Insulin Resistance	DisGeNet	
NOS2	C0021655	Insulin Resistance	DisGeNet	
NOS3	C0021655	Insulin Resistance	DisGeNet	
AKT1	C0003130	Hypoxia	DisGeNet	
CAV1	C0003130	Hypoxia	DisGeNet	
NOS1	C0003130	Hypoxia	DisGeNet	
NOS2	C0003130	Hypoxia	DisGeNet	
NOS3	C0003130	Hypoxia	DisGeNet	
AKT1	C0020676	Hypothyroidism	HumPhenOnt	
CALM3	C0020676	Hypothyroidism	DisGeNet	
CAV1	C0020676	Hypothyroidism	DisGeNet	
NOS2	C0020676	Hypothyroidism	DisGeNet	
NOS3	C0020676	Hypothyroidism	DisGeNet	
HSP90AA1	C0034152	Henoch-Schoenlein Purpura	DisGeNet	
NOS2	C0034152	Henoch-Schoenlein Purpura	DisGeNet	
NOS3	C0034152	Henoch-Schoenlein Purpura	DisGeNet	
AKT1	C0686347	Tardive Dyskinesia	DisGeNet	
NOS1	C0686347	Tardive Dyskinesia	DisGeNet	
NOS3	C0686347	Tardive Dyskinesia	DisGeNet	
NOS1	C0028797	Occupational Diseases	DisGeNet	
NOS2	C0028797	Occupational Diseases	DisGeNet	
NOS3	C0028797	Occupational Diseases	DisGeNet	
NOS1	C0035344	Retinopathy of Prematurity	DisGeNet	
NOS2	C0035344	Retinopathy of Prematurity	DisGeNet	
NOS3	C0035344	Retinopathy of Prematurity	DisGeNet	
AKT1	C0740457	Malignant neoplasm of kidney	DisGeNet	
CALM3	C0740457	Malignant neoplasm of kidney	DisGeNet	
CAV1	C0740457	Malignant neoplasm of kidney	DisGeNet	
HSP90AA1	C0740457	Malignant neoplasm of kidney	DisGeNet	
NOS2	C0740457	Malignant neoplasm of kidney	DisGeNet	
AKT1	C0278484	Malignant neoplasm of colon stage IV	DisGeNet	
CAV1	C0278484	Malignant neoplasm of colon stage IV	DisGeNet	
HSP90AA1	C0278484	Malignant neoplasm of colon stage IV	DisGeNet	
AKT1	C0007786	Brain Ischemia	DisGeNet	
CAV1	C0007786	Brain Ischemia	DisGeNet	
NOS1	C0007786	Brain Ischemia	DisGeNet	
NOS2	C0007786	Brain Ischemia	DisGeNet	
NOS3	C0007786	Brain Ischemia	DisGeNet	
AKT1	C0152115	Orofacial dyskinesia	DisGeNet	
NOS1	C0152115	Orofacial dyskinesia	DisGeNet	
NOS3	C0152115	Orofacial dyskinesia	DisGeNet	
CAV1	C0034063	Pulmonary edema	DisGeNet	
NOS2	C0034063	Pulmonary edema	DisGeNet	
NOS3	C0034063	Pulmonary edema	DisGeNet	
AKT1	C0018802	Congestive heart failure	DisGeNet	
CALM3	C0018802	Congestive heart failure	DisGeNet	
CAV1	C0018802	Congestive heart failure	HumPhenOnt	
NOS1	C0018802	Congestive heart failure	DisGeNet	
NOS2	C0018802	Congestive heart failure	DisGeNet	
NOS3	C0018802	Congestive heart failure	DisGeNet	
CALM3	C0010674	Cystic Fibrosis	DisGeNet	
HSP90AA1	C0010674	Cystic Fibrosis	DisGeNet	
NOS1	C0010674	Cystic Fibrosis	DisGeNet	
NOS2	C0010674	Cystic Fibrosis	DisGeNet	
NOS3	C0010674	Cystic Fibrosis	DisGeNet	
AKT1	C0238463	Papillary thyroid carcinoma	DisGeNet	
CALM3	C0238463	Papillary thyroid carcinoma	DisGeNet	
HSP90AA1	C0238463	Papillary thyroid carcinoma	DisGeNet	
NOS2	C0238463	Papillary thyroid carcinoma	DisGeNet	
NOS3	C0238463	Papillary thyroid carcinoma	DisGeNet	
AKT1	C0007193	Cardiomyopathy, Dilated	DisGeNet	
HSP90AA1	C0007193	Cardiomyopathy, Dilated	DisGeNet	
NOS1	C0007193	Cardiomyopathy, Dilated	DisGeNet	
NOS2	C0007193	Cardiomyopathy, Dilated	DisGeNet	
NOS3	C0007193	Cardiomyopathy, Dilated	DisGeNet	
AKT1	C0333875	High-Grade Squamous Intraepithelial Lesions	DisGeNet	
NOS1	C0333875	High-Grade Squamous Intraepithelial Lesions	DisGeNet	
NOS2	C0333875	High-Grade Squamous Intraepithelial Lesions	DisGeNet	
AKT1	C0020456	Hyperglycemia	DisGeNet	
HSP90AA1	C0020456	Hyperglycemia	DisGeNet	
NOS1	C0020456	Hyperglycemia	DisGeNet	
NOS2	C0020456	Hyperglycemia	DisGeNet	
NOS3	C0020456	Hyperglycemia	DisGeNet	
AKT1	C0017601	Glaucoma, Angle-Closure	HumPhenOnt	
CAV1	C0017601	Glaucoma, Angle-Closure	DisGeNet	
HSP90AA1	C0017601	Glaucoma, Angle-Closure	DisGeNet	
NOS2	C0017601	Glaucoma, Angle-Closure	DisGeNet	
NOS3	C0017601	Glaucoma, Angle-Closure	DisGeNet	
AKT1	C3539878	Triple Negative Breast Neoplasms	DisGeNet	
CAV1	C3539878	Triple Negative Breast Neoplasms	DisGeNet	
HSP90AA1	C3539878	Triple Negative Breast Neoplasms	DisGeNet	
NOS1	C3539878	Triple Negative Breast Neoplasms	DisGeNet	
NOS2	C3539878	Triple Negative Breast Neoplasms	DisGeNet	
AKT1	C0007120	Alveolar cell carcinoma	DisGeNet	
NOS1	C0007120	Alveolar cell carcinoma	DisGeNet	
NOS2	C0007120	Alveolar cell carcinoma	DisGeNet	
AKT1	C0023493	Adult T-Cell Lymphoma/Leukemia	DisGeNet	
CAV1	C0023493	Adult T-Cell Lymphoma/Leukemia	DisGeNet	
HSP90AA1	C0023493	Adult T-Cell Lymphoma/Leukemia	DisGeNet	
NOS1	C0023493	Adult T-Cell Lymphoma/Leukemia	DisGeNet	
NOS2	C0023493	Adult T-Cell Lymphoma/Leukemia	DisGeNet	
AKT1	C0011875	Diabetic Angiopathies	DisGeNet	
NOS2	C0011875	Diabetic Angiopathies	DisGeNet	
NOS3	C0011875	Diabetic Angiopathies	DisGeNet	
NOS1	C4082937	Necrotizing Enterocolitis	DisGeNet	
NOS2	C4082937	Necrotizing Enterocolitis	DisGeNet	
NOS3	C4082937	Necrotizing Enterocolitis	DisGeNet	
NOS1	C0011882	Type 1 diabetic neuropathy	DisGeNet	
NOS2	C0011882	Type 1 diabetic neuropathy	DisGeNet	
NOS3	C0011882	Type 1 diabetic neuropathy	DisGeNet	
NOS1	C0024534	Malaria, Cerebral	DisGeNet	
NOS2	C0024534	Malaria, Cerebral	DisGeNet	
NOS3	C0024534	Malaria, Cerebral	DisGeNet	
HSP90AA1	C0024419	Waldenstrom macroglobulinemia	DisGeNet	
NOS1	C0024419	Waldenstrom macroglobulinemia	DisGeNet	
NOS2	C0024419	Waldenstrom macroglobulinemia	DisGeNet	
AKT1	C0079773	Cutaneous T-cell lymphoma	DisGeNet	
HSP90AA1	C0079773	Cutaneous T-cell lymphoma	DisGeNet	
NOS1	C0079773	Cutaneous T-cell lymphoma	DisGeNet	
NOS2	C0079773	Cutaneous T-cell lymphoma	DisGeNet	
AKT1	C0004364	Autoimmune disease 1	DisGeNet	
CAV1	C0004364	Autoimmune disease 1	HumPhenOnt	
HSP90AA1	C0004364	Autoimmune disease 1	DisGeNet	
NOS1	C0004364	Autoimmune disease 1	DisGeNet	
NOS2	C0004364	Autoimmune disease 1	DisGeNet	
NOS3	C0004364	Autoimmune disease 1	DisGeNet	
AKT1	C0023890	Liver Cirrhosis, Biliary	DisGeNet	
CAV1	C0023890	Liver Cirrhosis, Biliary	DisGeNet,HumPhenOnt	
NOS1	C0023890	Liver Cirrhosis, Biliary	DisGeNet	
NOS2	C0023890	Liver Cirrhosis, Biliary	DisGeNet	
NOS3	C0023890	Liver Cirrhosis, Biliary	DisGeNet	
NOSTRIN	C0023890	Liver Cirrhosis, Biliary	DisGeNet	
AKT1	C0018800	Cardiomegaly	DisGeNet	
