Gene	CUI	Phenotype	Source Databases	
ADRA2C	C0004936	Mental disorders	DisGeNet	
BDKRB1	C0004936	Mental disorders	DisGeNet	
BDKRB2	C0004936	Mental disorders	DisGeNet	
CHRM4	C0004936	Mental disorders	DisGeNet	
CNR1	C0004936	Mental disorders	DisGeNet	
CNR2	C0004936	Mental disorders	DisGeNet	
CORT	C0004936	Mental disorders	DisGeNet	
DRD3	C0004936	Mental disorders	DisGeNet	
DRD4	C0004936	Mental disorders	DisGeNet	
GABBR1	C0004936	Mental disorders	DisGeNet	
GALR1	C0004936	Mental disorders	DisGeNet	
GALR3	C0004936	Mental disorders	DisGeNet	
GRM7	C0004936	Mental disorders	DisGeNet	
GRM8	C0004936	Mental disorders	DisGeNet	
HTR1A	C0004936	Mental disorders	DisGeNet	
HTR1B	C0004936	Mental disorders	DisGeNet	
HTR5A	C0004936	Mental disorders	DisGeNet	
LPAR3	C0004936	Mental disorders	DisGeNet	
MCHR2	C0004936	Mental disorders	DisGeNet	
MTNR1B	C0004936	Mental disorders	DisGeNet	
NPY	C0004936	Mental disorders	DisGeNet	
OPRK1	C0004936	Mental disorders	DisGeNet	
OXER1	C0004936	Mental disorders	DisGeNet	
PDYN	C0004936	Mental disorders	DisGeNet	
POMC	C0004936	Mental disorders	DisGeNet	
SSTR5	C0004936	Mental disorders	DisGeNet	
ADORA1	C0021368	Inflammation	DisGeNet	
AGT	C0021368	Inflammation	DisGeNet	
ANXA1	C0021368	Inflammation	DisGeNet	
APLN	C0021368	Inflammation	DisGeNet	
APP	C0021368	Inflammation	DisGeNet	
BDKRB1	C0021368	Inflammation	DisGeNet	
BDKRB2	C0021368	Inflammation	DisGeNet	
C3	C0021368	Inflammation	DisGeNet	
C3AR1	C0021368	Inflammation	DisGeNet	
C5	C0021368	Inflammation	DisGeNet	
C5AR1	C0021368	Inflammation	DisGeNet	
CCL19	C0021368	Inflammation	DisGeNet	
CCL20	C0021368	Inflammation	DisGeNet	
CCL21	C0021368	Inflammation	DisGeNet	
CCL5	C0021368	Inflammation	DisGeNet	
CCR2	C0021368	Inflammation	DisGeNet	
CCR3	C0021368	Inflammation	DisGeNet	
CCR5	C0021368	Inflammation	DisGeNet	
CCR6	C0021368	Inflammation	DisGeNet	
CCR7	C0021368	Inflammation	DisGeNet	
CCR8	C0021368	Inflammation	DisGeNet	
CNR1	C0021368	Inflammation	DisGeNet	
CNR2	C0021368	Inflammation	DisGeNet	
CXCL1	C0021368	Inflammation	DisGeNet	
CXCL10	C0021368	Inflammation	DisGeNet	
CXCL11	C0021368	Inflammation	DisGeNet	
CXCL12	C0021368	Inflammation	DisGeNet	
CXCL16	C0021368	Inflammation	DisGeNet	
CXCL2	C0021368	Inflammation	DisGeNet	
CXCL6	C0021368	Inflammation	DisGeNet	
CXCL8	C0021368	Inflammation	DisGeNet	
CXCR1	C0021368	Inflammation	DisGeNet	
CXCR2	C0021368	Inflammation	DisGeNet	
CXCR3	C0021368	Inflammation	DisGeNet	
CYP3A4	C0021368	Inflammation	DisGeNet	
FPR1	C0021368	Inflammation	DisGeNet	
FPR2	C0021368	Inflammation	DisGeNet	
GAL	C0021368	Inflammation	DisGeNet	
KNG1	C0021368	Inflammation	DisGeNet	
NPY5R	C0021368	Inflammation	DisGeNet	
PF4	C0021368	Inflammation	DisGeNet	
POMC	C0021368	Inflammation	DisGeNet	
PTGDR2	C0021368	Inflammation	DisGeNet	
PTGER3	C0021368	Inflammation	DisGeNet	
SAA1	C0021368	Inflammation	DisGeNet	
ADORA1	C0022116	Ischemia	DisGeNet	
AGT	C0022116	Ischemia	DisGeNet	
AGTR2	C0022116	Ischemia	DisGeNet	
ANXA1	C0022116	Ischemia	DisGeNet	
APLNR	C0022116	Ischemia	DisGeNet	
APP	C0022116	Ischemia	DisGeNet	
C5	C0022116	Ischemia	DisGeNet	
C5AR1	C0022116	Ischemia	DisGeNet	
CCR5	C0022116	Ischemia	DisGeNet	
CNR2	C0022116	Ischemia	DisGeNet	
CXCL10	C0022116	Ischemia	DisGeNet	
CXCL12	C0022116	Ischemia	DisGeNet	
CXCL16	C0022116	Ischemia	DisGeNet	
CXCL2	C0022116	Ischemia	DisGeNet	
CXCL8	C0022116	Ischemia	DisGeNet	
CXCR2	C0022116	Ischemia	DisGeNet	
CXCR3	C0022116	Ischemia	DisGeNet	
CXCR4	C0022116	Ischemia	DisGeNet	
CYP2E1	C0022116	Ischemia	DisGeNet	
GPER1	C0022116	Ischemia	DisGeNet	
GPR17	C0022116	Ischemia	DisGeNet	
HTR1B	C0022116	Ischemia	DisGeNet	
LPAR3	C0022116	Ischemia	DisGeNet	
NPY	C0022116	Ischemia	DisGeNet	
NPY2R	C0022116	Ischemia	DisGeNet	
OXER1	C0022116	Ischemia	DisGeNet	
POMC	C0022116	Ischemia	DisGeNet	
S1PR1	C0022116	Ischemia	DisGeNet	
S1PR3	C0022116	Ischemia	DisGeNet	
ADRA2A	C2911647	Weight Gain Adverse Event	DisGeNet	
CHRM4	C2911647	Weight Gain Adverse Event	DisGeNet	
CNR1	C2911647	Weight Gain Adverse Event	DisGeNet	
DRD3	C2911647	Weight Gain Adverse Event	DisGeNet	
DRD4	C2911647	Weight Gain Adverse Event	DisGeNet	
GRM2	C2911647	Weight Gain Adverse Event	DisGeNet	
GRM4	C2911647	Weight Gain Adverse Event	DisGeNet	
GRM6	C2911647	Weight Gain Adverse Event	DisGeNet	
GRM7	C2911647	Weight Gain Adverse Event	DisGeNet	
GRM8	C2911647	Weight Gain Adverse Event	DisGeNet	
HRH3	C2911647	Weight Gain Adverse Event	DisGeNet	
HRH4	C2911647	Weight Gain Adverse Event	DisGeNet	
HTR1A	C2911647	Weight Gain Adverse Event	DisGeNet	
HTR1B	C2911647	Weight Gain Adverse Event	DisGeNet	
HTR1D	C2911647	Weight Gain Adverse Event	DisGeNet	
HTR1E	C2911647	Weight Gain Adverse Event	DisGeNet	
HTR1F	C2911647	Weight Gain Adverse Event	DisGeNet	
HTR5A	C2911647	Weight Gain Adverse Event	DisGeNet	
AGT	C0023895	Liver Diseases	DisGeNet	
ANXA1	C0023895	Liver Diseases	DisGeNet	
CCL16	C0023895	Liver Diseases	DisGeNet	
CCL20	C0023895	Liver Diseases	DisGeNet	
CCL5	C0023895	Liver Diseases	DisGeNet	
CCR1	C0023895	Liver Diseases	DisGeNet	
CCR2	C0023895	Liver Diseases	DisGeNet	
CCR5	C0023895	Liver Diseases	DisGeNet	
CCR6	C0023895	Liver Diseases	DisGeNet	
CNR1	C0023895	Liver Diseases	DisGeNet	
CNR2	C0023895	Liver Diseases	DisGeNet	
CXCL1	C0023895	Liver Diseases	DisGeNet	
CXCL10	C0023895	Liver Diseases	DisGeNet	
CXCL12	C0023895	Liver Diseases	DisGeNet	
CXCL16	C0023895	Liver Diseases	DisGeNet	
CXCL2	C0023895	Liver Diseases	DisGeNet	
CXCL8	C0023895	Liver Diseases	DisGeNet	
CXCL9	C0023895	Liver Diseases	DisGeNet	
CXCR4	C0023895	Liver Diseases	DisGeNet	
CXCR6	C0023895	Liver Diseases	DisGeNet	
CYP1A2	C0023895	Liver Diseases	DisGeNet	
CYP2E1	C0023895	Liver Diseases	DisGeNet	
CYP3A4	C0023895	Liver Diseases	DisGeNet	
GNAI2	C0023895	Liver Diseases	DisGeNet	
NPY1R	C0023895	Liver Diseases	DisGeNet	
NPY5R	C0023895	Liver Diseases	DisGeNet	
PF4	C0023895	Liver Diseases	DisGeNet	
PMCH	C0023895	Liver Diseases	DisGeNet	
DRD3	C0524662	Opiate Addiction	DisGeNet	
DRD4	C0524662	Opiate Addiction	DisGeNet	
GAL	C0524662	Opiate Addiction	DisGeNet	
GRM6	C0524662	Opiate Addiction	DisGeNet	
GRM8	C0524662	Opiate Addiction	DisGeNet	
OPRD1	C0524662	Opiate Addiction	DisGeNet	
OPRK1	C0524662	Opiate Addiction	DisGeNet	
OPRL1	C0524662	Opiate Addiction	DisGeNet	
PDYN	C0524662	Opiate Addiction	DisGeNet	
PENK	C0524662	Opiate Addiction	DisGeNet	
POMC	C0524662	Opiate Addiction	DisGeNet	
ADRA2A	C0030193	Pain	DisGeNet	
ADRA2C	C0030193	Pain	DisGeNet	
BDKRB1	C0030193	Pain	DisGeNet	
BDKRB2	C0030193	Pain	DisGeNet	
CASR	C0030193	Pain	HumPhenOnt	
CCL5	C0030193	Pain	DisGeNet	
CCR1	C0030193	Pain	HumPhenOnt	
CCR2	C0030193	Pain	DisGeNet	
CCR6	C0030193	Pain	HumPhenOnt	
CNR1	C0030193	Pain	DisGeNet	
CNR2	C0030193	Pain	DisGeNet	
CXCL12	C0030193	Pain	DisGeNet	
DRD3	C0030193	Pain	DisGeNet	
DRD4	C0030193	Pain	DisGeNet	
GABBR1	C0030193	Pain	DisGeNet	
HTR1A	C0030193	Pain	DisGeNet	
HTR1B	C0030193	Pain	DisGeNet	
KNG1	C0030193	Pain	DisGeNet	
MTNR1B	C0030193	Pain	DisGeNet	
NPBWR1	C0030193	Pain	DisGeNet	
OPRD1	C0030193	Pain	DisGeNet	
OPRK1	C0030193	Pain	DisGeNet	
OPRL1	C0030193	Pain	DisGeNet	
P2RY12	C0030193	Pain	DisGeNet	
PDYN	C0030193	Pain	DisGeNet	
PENK	C0030193	Pain	DisGeNet	
PNOC	C0030193	Pain	DisGeNet	
POMC	C0030193	Pain	DisGeNet	
SAA1	C0030193	Pain	HumPhenOnt	
SST	C0030193	Pain	DisGeNet	
AGT	C0524910	Hepatitis C, Chronic	DisGeNet	
C3	C0524910	Hepatitis C, Chronic	DisGeNet	
C5	C0524910	Hepatitis C, Chronic	DisGeNet	
