Gene	CUI	Phenotype	Source Databases	
AGFG1	C0024667	Animal Mammary Neoplasms	DisGeNet	
AP2A1	C0024667	Animal Mammary Neoplasms	DisGeNet	
APOB	C0024667	Animal Mammary Neoplasms	DisGeNet	
BIN1	C0024667	Animal Mammary Neoplasms	DisGeNet	
CD4	C0024667	Animal Mammary Neoplasms	DisGeNet	
CFTR	C0024667	Animal Mammary Neoplasms	DisGeNet	
CTTN	C0024667	Animal Mammary Neoplasms	DisGeNet	
DAB2	C0024667	Animal Mammary Neoplasms	DisGeNet	
DERL1	C0024667	Animal Mammary Neoplasms	DisGeNet	
DNM2	C0024667	Animal Mammary Neoplasms	DisGeNet	
EGF	C0024667	Animal Mammary Neoplasms	DisGeNet	
EGFR	C0024667	Animal Mammary Neoplasms	DisGeNet	
FNBP1L	C0024667	Animal Mammary Neoplasms	DisGeNet	
GRB2	C0024667	Animal Mammary Neoplasms	DisGeNet	
HIP1	C0024667	Animal Mammary Neoplasms	DisGeNet	
IGF2R	C0024667	Animal Mammary Neoplasms	DisGeNet	
PTGS2	C0024667	Animal Mammary Neoplasms	DisGeNet	
REPS1	C0024667	Animal Mammary Neoplasms	DisGeNet	
REPS2	C0024667	Animal Mammary Neoplasms	DisGeNet	
RNF5	C0024667	Animal Mammary Neoplasms	DisGeNet	
SEL1L	C0024667	Animal Mammary Neoplasms	DisGeNet	
SH3GL2	C0024667	Animal Mammary Neoplasms	DisGeNet	
SH3KBP1	C0024667	Animal Mammary Neoplasms	DisGeNet	
SLC12A2	C0024667	Animal Mammary Neoplasms	DisGeNet	
SLCO1A2	C0024667	Animal Mammary Neoplasms	DisGeNet	
SNX9	C0024667	Animal Mammary Neoplasms	DisGeNet	
SYNJ2	C0024667	Animal Mammary Neoplasms	DisGeNet	
SYT1	C0024667	Animal Mammary Neoplasms	DisGeNet	
TF	C0024667	Animal Mammary Neoplasms	DisGeNet	
TFRC	C0024667	Animal Mammary Neoplasms	DisGeNet	
TP53	C0024667	Animal Mammary Neoplasms	DisGeNet	
TRIP10	C0024667	Animal Mammary Neoplasms	DisGeNet	
VAMP8	C0024667	Animal Mammary Neoplasms	DisGeNet	
WASL	C0024667	Animal Mammary Neoplasms	DisGeNet	
WNT5A	C0024667	Animal Mammary Neoplasms	DisGeNet	
ACTR2	C0346647	Malignant neoplasm of pancreas	DisGeNet	
ADRB2	C0346647	Malignant neoplasm of pancreas	DisGeNet	
AP2A1	C0346647	Malignant neoplasm of pancreas	DisGeNet	
ARPC1A	C0346647	Malignant neoplasm of pancreas	DisGeNet	
AVP	C0346647	Malignant neoplasm of pancreas	DisGeNet	
CBL	C0346647	Malignant neoplasm of pancreas	DisGeNet	
CFTR	C0346647	Malignant neoplasm of pancreas	DisGeNet	
CLTC	C0346647	Malignant neoplasm of pancreas	DisGeNet	
CTTN	C0346647	Malignant neoplasm of pancreas	DisGeNet	
DAB2	C0346647	Malignant neoplasm of pancreas	DisGeNet	
DNM2	C0346647	Malignant neoplasm of pancreas	DisGeNet	
EGF	C0346647	Malignant neoplasm of pancreas	DisGeNet	
EGFR	C0346647	Malignant neoplasm of pancreas	DisGeNet	
IGF2R	C0346647	Malignant neoplasm of pancreas	DisGeNet	
KIAA0319	C0346647	Malignant neoplasm of pancreas	DisGeNet	
LRP2	C0346647	Malignant neoplasm of pancreas	DisGeNet	
PTGS2	C0346647	Malignant neoplasm of pancreas	DisGeNet	
REPS1	C0346647	Malignant neoplasm of pancreas	DisGeNet	
SEL1L	C0346647	Malignant neoplasm of pancreas	DisGeNet	
SYT1	C0346647	Malignant neoplasm of pancreas	DisGeNet	
SYT9	C0346647	Malignant neoplasm of pancreas	DisGeNet	
TF	C0346647	Malignant neoplasm of pancreas	DisGeNet	
TFRC	C0346647	Malignant neoplasm of pancreas	DisGeNet	
TP53	C0346647	Malignant neoplasm of pancreas	DisGeNet	
VCP	C0346647	Malignant neoplasm of pancreas	DisGeNet	
WNT5A	C0346647	Malignant neoplasm of pancreas	DisGeNet	
AP2A1	C0035412	Rhabdomyosarcoma alveolar	DisGeNet	
ARPC5	C0035412	Rhabdomyosarcoma alveolar	DisGeNet	
ARRB1	C0035412	Rhabdomyosarcoma alveolar	DisGeNet	
CLTC	C0035412	Rhabdomyosarcoma alveolar	DisGeNet	
CLTCL1	C0035412	Rhabdomyosarcoma alveolar	DisGeNet	
EGF	C0035412	Rhabdomyosarcoma alveolar	DisGeNet	
EGFR	C0035412	Rhabdomyosarcoma alveolar	DisGeNet	
PTGS2	C0035412	Rhabdomyosarcoma alveolar	DisGeNet	
SYNJ1	C0035412	Rhabdomyosarcoma alveolar	DisGeNet	
SYT1	C0035412	Rhabdomyosarcoma alveolar	DisGeNet	
TFRC	C0035412	Rhabdomyosarcoma alveolar	DisGeNet	
TP53	C0035412	Rhabdomyosarcoma alveolar	DisGeNet	
ADRB2	C0006142	Breast-ovarian cancer, familial 1	DisGeNet	
AGFG1	C0006142	Breast-ovarian cancer, familial 1	DisGeNet	
AMPH	C0006142	Breast-ovarian cancer, familial 1	DisGeNet	
AP2A1	C0006142	Breast-ovarian cancer, familial 1	DisGeNet	
