rank	phenotype	cui	assoc in neigh	assoc in intom	probability	Benjamini-Hochberg	genes	
265	Schizoaffective Disorder	C0036337	20	81	2.582156710673189e-11	4.6434203609602245e-05	ABCB1,ACKR3,ADRA1A,ADRA2B,CXCR6,CYP2D6,CYSLTR2,DRD2,DRD3,DRD4,DRD5,EDNRA,GRM4,HTR1B,HTR2A,LPAR2,NPY,SLC6A4,SST,SSTR4
266	Inflammation	C0021368	86	647	3.0566882358584735e-11	4.6609427019449796e-05	ABCB1,ADCYAP1,ADM,ADORA1,ADRB2,ADRB3,AGT,ANXA1,APLN,APOB,APP,BDKRB1,BDKRB2,BIN1,C3,C3AR1,C5,C5AR1,CALCA,CCK,CCL19,CCL20,CCL21,CCL5,CCR2,CCR3,CCR5,CCR6,CCR7,CCR8,CHRM2,CNR1,CNR2,CRH,CRHR1,CXCL1,CXCL10,CXCL11,CXCL12,CXCL16,CXCL2,CXCL6,CXCL8,CXCR1,CXCR2,CXCR3,CYP2B6,CYP2C19,CYP2D6,CYP3A4,EDN1,EDN2,EGF,EGFR,F2,F2R,F2RL1,FPR1,FPR2,GAL,GAST,GHRL,HRH1,HTR2A,KNG1,LTB4R,NPFF,NPY5R,OXT,PF4,POMC,PTGDR2,PTGER2,PTGER3,PTGER4,PTGFR,SAA1,SLC22A5,SLC6A4,TAC1,TACR1,TACR3,TF,TFRC,TSHR,VIP
267	Ischemia	C0022116	57	647	3.057909481185561e-11	4.6784650429297354e-05	ADCYAP1,ADM,ADORA1,ADORA2B,ADORA3,ADRB2,ADRB3,AGT,AGTR2,ANXA1,APLNR,APOB,APP,AVP,C5,C5AR1,CALCA,CALCRL,CCR5,CNR2,CXCL10,CXCL12,CXCL16,CXCL2,CXCL8,CXCR2,CXCR3,CXCR4,CYP2B6,CYP2E1,DRD2,EDN1,EDNRB,EGF,F2,F2R,F2RL1,FZD4,GPBAR1,GPER1,GPR17,GPRC6A,HTR1B,LPAR3,NPY,NPY2R,OXER1,OXT,P2RY1,POMC,S1PR1,S1PR3,SLC22A4,SYT1,TF,UTS2,VIP
268	Mental disorders	C0004936	65	439	3.215328003847162e-11	4.695987383914491e-05	ABCB1,ADCYAP1,ADCYAP1R1,ADRA2C,ANKK1,BDKRB1,BDKRB2,CALCA,CCK,CHRM2,CHRM4,CNR1,CNR2,CORT,CRH,CRHR1,CYP2B6,CYP2C19,CYP2D6,DRD2,DRD3,DRD4,DRD5,F2RL3,FZD4,GABBR1,GALR1,GALR3,GNRHR2,GPBAR1,GPRC6A,GRM5,GRM7,GRM8,GRP,GRPR,HCRTR1,HTR1A,HTR1B,HTR2A,HTR2C,HTR5A,HTR7,KIAA0319,LPAR3,MCHR2,MTNR1B,NPY,NTSR1,OPRK1,OXER1,OXT,OXTR,PDYN,POMC,PTH,SCT,SLC6A2,SLC6A4,SMPD1,SSTR5,TAC1,TACR1,TRH,VIP
269	Taste bitter	C0235290	15	30	3.3292035794829644e-11	4.7135097248992464e-05	ACKR3,ADRA1A,ADRA2B,CXCR6,CYSLTR2,EDNRA,FZD4,GPBAR1,GPRC6A,LPAR2,LPAR3,OXER1,SSTR4,TAS2R16,TAS2R38
270	Pituitary adenoma	C0032000	41	286	3.5884850646539235e-11	4.731032065884002e-05	ACKR3,ARRB1,ARRB2,CASR,CGA,CRH,CRHR1,CXCL12,CXCL8,CXCR4,CYP2D6,DRD2,EGF,EGFR,FSHB,FSHR,GAL,GHRH,GHRHR,GHRL,GHSR,GNAS,GNRH1,GNRHR,GRB2,KISS1,KISS1R,MC2R,NPY,NTS,NTSR2,POMC,SLC22A3,SST,SSTR1,SSTR2,SSTR3,SSTR5,TFRC,TRH,TRHR
271	Pulmonary Disease, Chronic Obstructive	C0024115	40	377	3.7908343131221045e-11	4.7485544068687574e-05	ACKR3,ADORA1,ADRA1A,ADRA2B,ADRB2,ANXA1,BDKRB2,C3AR1,C5AR1,CCL5,CCR1,CCR3,CCR5,CXCL1,CXCL10,CXCL2,CXCL5,CXCL8,CXCR1,CXCR2,CXCR3,CXCR4,CXCR6,CYSLTR2,EDN1,EDNRA,EDNRB,EGF,EGFR,F2,F2R,F2RL1,HTR4,IGF2R,LPAR2,LPAR6,NPSR1,PTH1R,PTHLH,SSTR4
272	Liver Diseases	C0023895	49	586	3.797651082493303e-11	4.766076747853514e-05	ABCB1,ADRA1D,ADRB3,AGT,ANXA1,AVP,CCK,CCL16,CCL20,CCL5,CCR1,CCR2,CCR5,CCR6,CD3D,CNR1,CNR2,CXCL1,CXCL10,CXCL12,CXCL16,CXCL2,CXCL8,CXCL9,CXCR4,CXCR6,CYP1A2,CYP2A6,CYP2B6,CYP2C19,CYP2D6,CYP2E1,CYP3A4,EDN1,EGF,EGFR,F2,GCG,GIP,GNAI2,GNAS,IAPP,LTB4R,NPY1R,NPY5R,PF4,PMCH,SMPD1,VIPR1
273	Hereditary pancreatitis	C0238339	39	377	3.864075726056626e-11	4.783599088838269e-05	ABCB1,ADCYAP1,ADM,ADRB2,CASR,CCKBR,CCL20,CCL28,CCR6,CXCL1,CXCL10,CXCL12,CXCL5,CXCL6,CXCL8,CXCR1,CXCR2,CXCR3,CXCR4,CYP2E1,EDN1,EGF,EGFR,F2RL1,GAST,GCG,GIP,GNAI2,MGST1,NTS,NTSR1,P2RY6,PTHLH,SCT,SYT1,TAC1,TACR1,TACR2,TACR3
274	Depressive Disorder	C0011581	69	543	3.9099057325131525e-11	4.801121429823024e-05	ABCB1,ADCYAP1R1,ADRA2A,ADRA2C,ADRB2,AGT,ANKK1,AP2B1,AVP,AVPR1B,CCR2,CHRM2,CNR1,CNR2,CRH,CRHR1,CXCL8,CYP1A2,CYP2A6,CYP2B6,CYP2C18,CYP2C19,CYP2D6,CYP2E1,DRD2,DRD3,DRD4,DRD5,EGFR,F2R,F2RL3,FSHR,GAL,GALR2,GAST,GHRL,GNB1,GRM1,GRM2,GRM5,HCRT,HGS,HTR1A,HTR1B,HTR1D,HTR2A,HTR2C,HTR4,HTR7,LPAR1,MCHR1,MTNR1B,NPY,NPY1R,NPY2R,OPRK1,ORM1,OXT,OXTR,PDYN,PMCH,POMC,SLC6A2,SLC6A4,SMPD1,TAC1,TACR3,TAS2R38,TRH
