node_name	node_type	
DB01151	drug	
SLC6A4	drug_target	
ABCB1	drug_target	
HTR2A	drug_target	
SLC22A1	drug_target	
CYP2E1	drug_target	
CYP2D6	drug_target	
SLC6A2	drug_target	
ADRB1	drug_target	
SLC22A5	drug_target	
CHRM3	drug_target	
HTR2C	drug_target	
CYP1A2	drug_target	
SLC22A3	drug_target	
ADRB2	drug_target	
SLC22A4	drug_target	
CYP2C19	drug_target	
CHRM2	drug_target	
HTR1A	drug_target	
CYP2B6	drug_target	
CYP2C18	drug_target	
SMPD1	drug_target	
ORM1	drug_target	
CYP2A6	drug_target	
HRH1	drug_target	
DRD2	drug_target	
CHRM5	drug_target	
SLC22A2	drug_target	
CHRM4	drug_target	
CYP3A4	drug_target	
CHRM1	drug_target	
Schizoaffective Disorder	phenotype	
Inflammation	phenotype	
Ischemia	phenotype	
Mental disorders	phenotype	
Taste bitter	phenotype	
Pituitary adenoma	phenotype	
Pulmonary Disease, Chronic Obstructive	phenotype	
Liver Diseases	phenotype	
Hereditary pancreatitis	phenotype	
Depressive Disorder	phenotype	
Pain insensitivity	phenotype	
Alzheimer Disease	phenotype	
Pain	phenotype	
Substance Use Disorders	phenotype	
Cocaine-Related Disorders	phenotype	
Opiate Addiction	phenotype	
Acth-Independent Macronodular Adrenal Hyperplasia	phenotype	
Cocaine Dependence	phenotype	
Weight Gain Adverse Event	phenotype	
Abnormality of the pituitary gland	phenotype	
Bipolar affective disorder	phenotype	
Diabetes Mellitus, Type 1	phenotype	
Alcohol abuse	phenotype	
Verotoxigenic Escherichia coli gastrointestinal tract infection	phenotype	
Anorexia	phenotype	
Sleep Wake Disorders	phenotype	
Schizophrenia	phenotype	
Bradycardia	phenotype	
Drug Dependence	phenotype	
Substance addiction and disorders	phenotype	
Substance Withdrawal Syndrome	phenotype	
Panic disorder 1	phenotype	
Asthma	phenotype	
Hypoparathyroidism - autosomal dominant	phenotype	
Attention deficit hyperactivity disorder	phenotype	
Pancreatic Carcinoma	phenotype	
Arteriosclerosis	phenotype	
Bronchiolitis, Viral	phenotype	
Prostatic Neoplasms	phenotype	
Anxiety Disorders	phenotype	
MAJOR AFFECTIVE DISORDER 4	phenotype	
MAJOR AFFECTIVE DISORDER 5	phenotype	
MAJOR AFFECTIVE DISORDER 6	phenotype	
Major affective disorder 7	phenotype	
MAJOR AFFECTIVE DISORDER 8	phenotype	
MAJOR AFFECTIVE DISORDER 9	phenotype	
Adenomas, multiple colorectal, 608456 (3)	phenotype	
Rheumatoid arthritis	phenotype	
Pulmonary Cystic Fibrosis	phenotype	
Congestive heart failure	phenotype	
Lung Neoplasms	phenotype	
Ulcerative colitis	phenotype	
Bulimia	phenotype	
Disorders of parathyroid gland	phenotype	
genetic hypertension	phenotype	
Respiratory Syncytial Virus Infections	phenotype	
Alcohol dependence	phenotype	
Cardiovascular Diseases	phenotype	
Gastrinoma	phenotype	
Coronary heart disease 7	phenotype	
Cushing's syndrome	phenotype	
Panic disorder syndrome 1 (2)	phenotype	
Neuroendocrine neoplasm	phenotype	
Animal Mammary Neoplasms	phenotype	
Prostate carcinoma	phenotype	
Heroin Dependence	phenotype	
Tardive Dyskinesia	phenotype	
body mass	phenotype	
Osteoarthritis	phenotype	
Memory Disorders	phenotype	
Ichthyosis bullosa of Siemens	phenotype	
Hypertension	phenotype	
Chronic obstructive pulmonary disease	phenotype	
Migraine Disorders	phenotype	
{Unipolar depression, susceptibility to}, 608516 (3)	phenotype	
Symptomatic human immunodeficiency virus infection	phenotype	
Liver Cirrhosis, Biliary	phenotype	
