Gene	CUI	Phenotype	Source Databases	
ABCC3	C0947622	Cholecystolithiasis	DisGeNet	
APOA1	C0947622	Cholecystolithiasis	DisGeNet	
APOA4	C0947622	Cholecystolithiasis	DisGeNet	
APOC1	C0947622	Cholecystolithiasis	DisGeNet	
APOC3	C0947622	Cholecystolithiasis	DisGeNet	
APOE	C0947622	Cholecystolithiasis	DisGeNet	
FABP6	C0947622	Cholecystolithiasis	DisGeNet	
PPARG	C0947622	Cholecystolithiasis	DisGeNet	
PTGS2	C0947622	Cholecystolithiasis	DisGeNet	
SLCO1A2	C0947622	Cholecystolithiasis	DisGeNet	
TP53	C0947622	Cholecystolithiasis	DisGeNet	
TTR	C0947622	Cholecystolithiasis	DisGeNet	
UGT1A	C0947622	Cholecystolithiasis	DisGeNet	
UGT1A1	C0947622	Cholecystolithiasis	DisGeNet	
UGT1A6	C0947622	Cholecystolithiasis	DisGeNet	
ABCC3	C0008350	Cholelithiasis	DisGeNet	
APOA1	C0008350	Cholelithiasis	DisGeNet	
APOA4	C0008350	Cholelithiasis	DisGeNet	
APOC1	C0008350	Cholelithiasis	DisGeNet	
APOC3	C0008350	Cholelithiasis	DisGeNet	
APOE	C0008350	Cholelithiasis	DisGeNet	
FABP6	C0008350	Cholelithiasis	DisGeNet	
PPARG	C0008350	Cholelithiasis	DisGeNet	
PTGS2	C0008350	Cholelithiasis	DisGeNet	
SLCO1A2	C0008350	Cholelithiasis	DisGeNet	
TP53	C0008350	Cholelithiasis	DisGeNet	
TTR	C0008350	Cholelithiasis	DisGeNet	
UGT1A	C0008350	Cholelithiasis	DisGeNet	
UGT1A1	C0008350	Cholelithiasis	DisGeNet,PheGenI	
UGT1A10	C0008350	Cholelithiasis	PheGenI	
UGT1A6	C0008350	Cholelithiasis	DisGeNet,PheGenI	
UGT1A7	C0008350	Cholelithiasis	PheGenI	
UGT1A8	C0008350	Cholelithiasis	PheGenI	
UGT1A9	C0008350	Cholelithiasis	PheGenI	
ABCB1	C0022660	Acute kidney injury	DisGeNet	
ALB	C0022660	Acute kidney injury	DisGeNet	
ANXA1	C0022660	Acute kidney injury	DisGeNet	
APOE	C0022660	Acute kidney injury	DisGeNet	
ATM	C0022660	Acute kidney injury	DisGeNet	
CFB	C0022660	Acute kidney injury	DisGeNet	
CFH	C0022660	Acute kidney injury	DisGeNet	
CST3	C0022660	Acute kidney injury	DisGeNet	
CYP2C19	C0022660	Acute kidney injury	DisGeNet	
CYP2C9	C0022660	Acute kidney injury	DisGeNet	
FN1	C0022660	Acute kidney injury	DisGeNet	
HDAC3	C0022660	Acute kidney injury	DisGeNet	
HP	C0022660	Acute kidney injury	DisGeNet	
PPARA	C0022660	Acute kidney injury	DisGeNet	
PPARG	C0022660	Acute kidney injury	DisGeNet	
PTGS2	C0022660	Acute kidney injury	DisGeNet	
SAA1	C0022660	Acute kidney injury	HumPhenOnt	
SLC22A6	C0022660	Acute kidney injury	DisGeNet	
SLC22A8	C0022660	Acute kidney injury	DisGeNet	
TP53	C0022660	Acute kidney injury	DisGeNet	
UGT1A1	C0022660	Acute kidney injury	DisGeNet	
UGT1A9	C0022660	Acute kidney injury	DisGeNet	
ABCB1	C0020473	Hyperlipidemia, combined, 1	DisGeNet	
ALB	C0020473	Hyperlipidemia, combined, 1	DisGeNet,HumPhenOnt	
APOA1	C0020473	Hyperlipidemia, combined, 1	DisGeNet	
