rank	phenotype	cui	assoc in neigh	assoc in intom	probability	Benjamini-Hochberg	genes	
141	Autosomal dominant non-syndromic sensorineural deafness type DFNA	C0443147	31	1262	6.733824609028716e-11	4.0170940170940174e-05	AP4E1,APOA1,APOE,CAMTA1,CFH,CST3,DICER1,FN1,GFAP,GJC2,GSN,ITGA2,KCNMA1,KRT1,KRT10,KRT13,KRT14,KRT16,KRT5,KRT6B,KRT9,LDB3,NLRC4,PLAG1,RYR2,SCN5A,SERPING1,SETX,SPAST,TTN,TTR
142	Hyperkeratosis	C0870082	14	258	7.33254568174857e-11	4.045584045584046e-05	APOC1,DMD,KRT1,KRT10,KRT13,KRT14,KRT16,KRT5,KRT6A,KRT6B,KRT9,LDB3,SCN5A,TTN
143	Plantar hyperkeratosis	C1856954	7	32	7.557421355386396e-11	4.0740740740740745e-05	KRT1,KRT10,KRT14,KRT16,KRT5,KRT6A,KRT9
145	Diabetes mellitus type 2	C0011860	42	1972	7.768952148268227e-11	4.131054131054131e-05	AHSG,ALB,APOA1,APOA2,APOA4,APOC1,APOC2,APOC3,APOE,ATM,CAMTA1,CFB,CFH,CRB1,CST3,CTSL,DCD,DGKG,DICER1,DMD,F7,FABP1,FABP3,FABP4,FABP6,FN1,GC,GRAP2,GSN,HP,HPX,ITGA2,KRT16,LIPE,NPHS1,PEG3,SCN5A,ST13,THRAP3,TOMM40,TSC22D1,TTR
146	Epidermal thickening	C0494876	15	309	8.674405638231519e-11	4.1595441595441594e-05	CHKB,DMD,KRT1,KRT10,KRT13,KRT14,KRT16,KRT5,KRT6A,KRT6B,KRT9,LDB3,LIPE,SCN5A,TTN
147	Epidermolysis bullosa simplex, Cockayne-Touraine type	C0079298	7	28	9.184275562290622e-11	4.188034188034188e-05	FN1,GFAP,KRT1,KRT10,KRT14,KRT5,KRT9
148	Palmar hyperkeratosis	C0240641	7	28	9.184275562290622e-11	4.2165242165242164e-05	KRT1,KRT10,KRT14,KRT16,KRT5,KRT6A,KRT9
149	Hyperlipidemia, combined, 1	C0020473	15	293	1.0356182578163953e-10	4.245014245014245e-05	ALB,APOA1,APOA2,APOA4,APOC1,APOC2,APOC3,APOE,CDCP1,F7,FABP1,HP,LIPE,NPHS1,SLC25A13
150	Palmoplantar keratoderma, nonepidermolytic, focal	C0022596	12	156	1.1201273242278376e-10	4.2735042735042735e-05	DMD,KRT1,KRT10,KRT14,KRT16,KRT5,KRT6A,KRT6B,KRT9,LDB3,SCN5A,TTN
153	Diabetes Mellitus, Type 1	C0011849	37	2081	1.4134726722403457e-10	4.358974358974359e-05	ADRA1B,AHSG,ALB,APOA1,APOA2,APOA4,APOC3,APOE,ATM,CFB,CFD,CFH,CRB1,CST3,CTSL,CUBN,DICER1,DMD,EXOC6,F7,FABP3,FABP4,FN1,GABBR1,GC,GFAP,GRAP2,GSN,HP,KCNMA1,KRT16,LIPE,PALB2,RYR2,ST13,TOMM40,TTN
154	Abnormality of metabolism/homeostasis	C4021768	32	1607	1.5921641782767892e-10	4.3874643874643876e-05	ALB,APOA1,APOC2,APOC3,APOE,ATM,CAMTA1,CFH,CHKB,CRB1,CST3,CUBN,DICER1,DMD,FN1,GJC2,GSN,KRT1,KRT14,KRT9,LDB3,LIPE,NLRC4,NPHS1,PALB2,SCN5A,SERPING1,SETX,SLC25A13,TRAPPC11,TTN,TTR
155	Thickened skin	C0241165	15	339	2.309200608507922e-10	4.415954415954416e-05	CHKB,DMD,KRT1,KRT10,KRT13,KRT14,KRT16,KRT5,KRT6A,KRT6B,KRT9,LDB3,LIPE,SCN5A,TTN
156	Abnormality of the skin	C0037268	29	1376	2.951906497017376e-10	4.4444444444444447e-05	APOA1,APOC1,APOC2,APOE,ATM,CHKB,CRB1,DICER1,DMD,GJC2,GSN,ITGA2,KRT1,KRT10,KRT13,KRT14,KRT16,KRT5,KRT6A,KRT6B,KRT9,LDB3,LIPE,NLRC4,PALB2,SCN5A,SERPING1,SETX,TTN
158	Alzheimer Disease	C0002395	32	1699	4.801131714415874e-10	4.501424501424502e-05	AHSG,ALB,APOA1,APOC1,APOC2,APOC3,APOE,ATM,CFB,CFH,CST3,CTSL,CUBN,F7,FABP3,FN1,GABBR1,GC,GFAP,GRAP2,GSN,HP,ITGA2,KCNMA1,KLK3,KRT14,PCED1B,SERPING1,SH3BP5,SPAST,TOMM40,TTR
159	Myofibrillar myopathy, BAG3-related	C2678065	6	34	9.11056341479366e-10	4.5299145299145296e-05	CFH,DMD,FN1,GSN,LDB3,TTN
