rank	phenotype	cui	assoc in neigh	assoc in intom	probability	Benjamini-Hochberg	genes	
35	Weight Gain Adverse Event	C2911647	10	151	2.6670443631360286e-11	1.4577259475218658e-05	ADRA2A,CAMK2A,CAMK2B,DRD4,GRIN1,GRIN2A,GRIN2B,GRIN2C,GRIN2D,SRC
36	Schizophrenia	C0036341	26	1947	5.733569174992681e-11	1.4993752603082048e-05	ADRA2A,ADRA2B,ADRA2C,ANXA1,APP,CACNA1B,CALM3,CAMK2A,CAMK2B,DLG4,DRD4,EFNB1,EFNB2,EPHB2,FYN,GNAI2,GNB1,GRB2,GRIN1,GRIN2A,GRIN2B,GRIN2C,GRIN2D,NEFL,POMC,SOS1
37	Alcohol dependence	C0001973	15	675	4.138857034874377e-10	1.541024573094544e-05	ACTN2,ADRA2A,ADRA2C,CAMK2A,CAMK2D,CHRNA1,DLG4,DRD4,FYN,GRIN1,GRIN2A,GRIN2B,NEFL,POMC,SLC22A1
38	Increased body weight	C0043094	13	502	7.264716606059096e-10	1.582673885880883e-05	ADRA2A,APP,CAMK2A,CAMK2B,DRD4,GRIN1,GRIN2A,GRIN2B,GRIN2C,GRIN2D,POMC,SLC7A7,SRC
39	Bipolar affective disorder	C0005586	16	817	7.361721232612695e-10	1.624323198667222e-05	ADRA2B,APP,CACNA1B,CAMK2A,DLG4,DRD4,FYN,GNAZ,GRIN1,GRIN2A,GRIN2B,GRIN2C,GRIN2D,HRAS,POMC,SOS1
40	Hyperalgesia	C0020429	8	177	5.650290790804036e-09	1.665972511453561e-05	ADRA2A,ADRA2C,ANXA1,ASIC3,CACNA1B,CAMK2A,DLG4,GRIN2B
41	Memory Loss	C0002622	5	61	4.32890902013483e-08	1.7076218242399e-05	APP,GNAI1,GNAI3,GRIN2B,POMC
42	Methamphetamine abuse	C0013146	6	105	4.708911982564956e-08	1.749271137026239e-05	ADRA2B,CALM3,DRD4,EPHB1,POMC,SLC22A3
43	Major depressive disorder	C1269683	11	489	5.088848631373821e-08	1.790920449812578e-05	ADRA2A,ADRA2C,APP,DLG4,DRD4,EPHB1,EPHB2,GNAI3,GRIN2A,GRIN2B,POMC
44	Unipolar Depression	C0041696	10	406	7.117626688035728e-08	1.832569762598917e-05	ADRA2A,ADRA2C,APP,DLG4,DRD4,EPHB1,EPHB2,GRIN2A,GRIN2B,POMC
