Gene	CUI	Phenotype	Source Databases	
ADRA2A	C2911647	Weight Gain Adverse Event	DisGeNet	
CAMK2A	C2911647	Weight Gain Adverse Event	DisGeNet	
CAMK2B	C2911647	Weight Gain Adverse Event	DisGeNet	
DRD4	C2911647	Weight Gain Adverse Event	DisGeNet	
GRIN1	C2911647	Weight Gain Adverse Event	DisGeNet	
GRIN2A	C2911647	Weight Gain Adverse Event	DisGeNet	
GRIN2B	C2911647	Weight Gain Adverse Event	DisGeNet	
GRIN2C	C2911647	Weight Gain Adverse Event	DisGeNet	
GRIN2D	C2911647	Weight Gain Adverse Event	DisGeNet	
SRC	C2911647	Weight Gain Adverse Event	DisGeNet	
ADRA2A	C0036341	Schizophrenia	DisGeNet	
ADRA2B	C0036341	Schizophrenia	DisGeNet	
ADRA2C	C0036341	Schizophrenia	DisGeNet	
ANXA1	C0036341	Schizophrenia	DisGeNet	
APP	C0036341	Schizophrenia	DisGeNet	
CACNA1B	C0036341	Schizophrenia	DisGeNet	
CALM3	C0036341	Schizophrenia	DisGeNet	
CAMK2A	C0036341	Schizophrenia	DisGeNet	
CAMK2B	C0036341	Schizophrenia	DisGeNet	
DLG4	C0036341	Schizophrenia	DisGeNet	
DRD4	C0036341	Schizophrenia	DisGeNet	
EFNB1	C0036341	Schizophrenia	PheGenI	
EFNB2	C0036341	Schizophrenia	DisGeNet	
EPHB2	C0036341	Schizophrenia	DisGeNet	
FYN	C0036341	Schizophrenia	DisGeNet	
GNAI2	C0036341	Schizophrenia	DisGeNet	
GNB1	C0036341	Schizophrenia	DisGeNet	
GRB2	C0036341	Schizophrenia	DisGeNet	
GRIN1	C0036341	Schizophrenia	DisGeNet	
GRIN2A	C0036341	Schizophrenia	DisGeNet	
GRIN2B	C0036341	Schizophrenia	DisGeNet	
GRIN2C	C0036341	Schizophrenia	DisGeNet	
GRIN2D	C0036341	Schizophrenia	DisGeNet	
NEFL	C0036341	Schizophrenia	DisGeNet	
POMC	C0036341	Schizophrenia	DisGeNet	
SOS1	C0036341	Schizophrenia	DisGeNet	
ACTN2	C0001973	Alcohol dependence	DisGeNet	
ADRA2A	C0001973	Alcohol dependence	DisGeNet	
ADRA2C	C0001973	Alcohol dependence	DisGeNet	
CAMK2A	C0001973	Alcohol dependence	DisGeNet	
CAMK2D	C0001973	Alcohol dependence	DisGeNet	
CHRNA1	C0001973	Alcohol dependence	DisGeNet	
DLG4	C0001973	Alcohol dependence	DisGeNet	
DRD4	C0001973	Alcohol dependence	DisGeNet	
FYN	C0001973	Alcohol dependence	DisGeNet	
GRIN1	C0001973	Alcohol dependence	DisGeNet	
GRIN2A	C0001973	Alcohol dependence	DisGeNet	
GRIN2B	C0001973	Alcohol dependence	DisGeNet	
NEFL	C0001973	Alcohol dependence	DisGeNet	
POMC	C0001973	Alcohol dependence	DisGeNet	
SLC22A1	C0001973	Alcohol dependence	DisGeNet	
ADRA2A	C0043094	Increased body weight	DisGeNet	
APP	C0043094	Increased body weight	DisGeNet	
CAMK2A	C0043094	Increased body weight	DisGeNet	
CAMK2B	C0043094	Increased body weight	DisGeNet	
DRD4	C0043094	Increased body weight	DisGeNet	
GRIN1	C0043094	Increased body weight	DisGeNet	
GRIN2A	C0043094	Increased body weight	DisGeNet	
GRIN2B	C0043094	Increased body weight	DisGeNet	
GRIN2C	C0043094	Increased body weight	DisGeNet	
GRIN2D	C0043094	Increased body weight	DisGeNet	
POMC	C0043094	Increased body weight	DisGeNet,HumPhenOnt	
SLC7A7	C0043094	Increased body weight	HumPhenOnt	
SRC	C0043094	Increased body weight	DisGeNet	
ADRA2B	C0005586	Bipolar affective disorder	DisGeNet	
APP	C0005586	Bipolar affective disorder	DisGeNet	
CACNA1B	C0005586	Bipolar affective disorder	DisGeNet	
CAMK2A	C0005586	Bipolar affective disorder	DisGeNet	
DLG4	C0005586	Bipolar affective disorder	DisGeNet	
DRD4	C0005586	Bipolar affective disorder	DisGeNet	
FYN	C0005586	Bipolar affective disorder	DisGeNet	
GNAZ	C0005586	Bipolar affective disorder	DisGeNet	
GRIN1	C0005586	Bipolar affective disorder	DisGeNet	
GRIN2A	C0005586	Bipolar affective disorder	DisGeNet	
GRIN2B	C0005586	Bipolar affective disorder	DisGeNet	
GRIN2C	C0005586	Bipolar affective disorder	DisGeNet	
GRIN2D	C0005586	Bipolar affective disorder	DisGeNet	
HRAS	C0005586	Bipolar affective disorder	DisGeNet	
POMC	C0005586	Bipolar affective disorder	DisGeNet	
SOS1	C0005586	Bipolar affective disorder	DisGeNet	
ADRA2A	C0020429	Hyperalgesia	DisGeNet	
ADRA2C	C0020429	Hyperalgesia	DisGeNet	
ANXA1	C0020429	Hyperalgesia	DisGeNet	
ASIC3	C0020429	Hyperalgesia	DisGeNet	
CACNA1B	C0020429	Hyperalgesia	DisGeNet	
CAMK2A	C0020429	Hyperalgesia	DisGeNet	
DLG4	C0020429	Hyperalgesia	DisGeNet	
GRIN2B	C0020429	Hyperalgesia	DisGeNet	
APP	C0002622	Memory Loss	DisGeNet	
GNAI1	C0002622	Memory Loss	DisGeNet	
GNAI3	C0002622	Memory Loss	DisGeNet	
GRIN2B	C0002622	Memory Loss	DisGeNet	
POMC	C0002622	Memory Loss	DisGeNet	
ADRA2B	C0013146	Methamphetamine abuse	DisGeNet	
CALM3	C0013146	Methamphetamine abuse	DisGeNet	
DRD4	C0013146	Methamphetamine abuse	DisGeNet	
EPHB1	C0013146	Methamphetamine abuse	DisGeNet	
POMC	C0013146	Methamphetamine abuse	DisGeNet	
SLC22A3	C0013146	Methamphetamine abuse	DisGeNet	
ADRA2A	C1269683	Major depressive disorder	DisGeNet	
ADRA2C	C1269683	Major depressive disorder	DisGeNet	
APP	C1269683	Major depressive disorder	DisGeNet	
DLG4	C1269683	Major depressive disorder	DisGeNet	
DRD4	C1269683	Major depressive disorder	DisGeNet	
EPHB1	C1269683	Major depressive disorder	DisGeNet	
EPHB2	C1269683	Major depressive disorder	DisGeNet	
GNAI3	C1269683	Major depressive disorder	DisGeNet	
GRIN2A	C1269683	Major depressive disorder	DisGeNet	
GRIN2B	C1269683	Major depressive disorder	DisGeNet	
POMC	C1269683	Major depressive disorder	DisGeNet	
ADRA2A	C0041696	Unipolar Depression	DisGeNet	
ADRA2C	C0041696	Unipolar Depression	DisGeNet	
APP	C0041696	Unipolar Depression	DisGeNet	
DLG4	C0041696	Unipolar Depression	DisGeNet	
DRD4	C0041696	Unipolar Depression	DisGeNet	
EPHB1	C0041696	Unipolar Depression	DisGeNet	
EPHB2	C0041696	Unipolar Depression	DisGeNet	
GRIN2A	C0041696	Unipolar Depression	DisGeNet	
GRIN2B	C0041696	Unipolar Depression	DisGeNet	
POMC	C0041696	Unipolar Depression	DisGeNet	
ADRA2A	C0011581	Depressive Disorder	DisGeNet	
ADRA2C	C0011581	Depressive Disorder	DisGeNet	
CALM3	C0011581	Depressive Disorder	DisGeNet	
DRD4	C0011581	Depressive Disorder	DisGeNet	
EPHB1	C0011581	Depressive Disorder	DisGeNet	
GNB1	C0011581	Depressive Disorder	DisGeNet	
GRIN2A	C0011581	Depressive Disorder	DisGeNet	
GRIN2B	C0011581	Depressive Disorder	DisGeNet	
NEFL	C0011581	Depressive Disorder	DisGeNet	
PMCH	C0011581	Depressive Disorder	DisGeNet	
POMC	C0011581	Depressive Disorder	DisGeNet	
ADRA2A	C0020538	Hypertension	DisGeNet	
ADRA2B	C0020538	Hypertension	DisGeNet	
ADRA2C	C0020538	Hypertension	DisGeNet	
ANXA1	C0020538	Hypertension	DisGeNet	
APP	C0020538	Hypertension	DisGeNet	
ASIC3	C0020538	Hypertension	DisGeNet	
CALM3	C0020538	Hypertension	DisGeNet	
EPHB1	C0020538	Hypertension	DisGeNet	
GNAI2	C0020538	Hypertension	DisGeNet	
KCNJ1	C0020538	Hypertension	DisGeNet	
NISCH	C0020538	Hypertension	DisGeNet	
POMC	C0020538	Hypertension	DisGeNet	
PPBP	C0020538	Hypertension	DisGeNet	
SAA1	C0020538	Hypertension	DisGeNet	
SLC22A1	C0020538	Hypertension	DisGeNet	
SLC22A2	C0020538	Hypertension	DisGeNet	
SLC22A3	C0020538	Hypertension	DisGeNet	
SRC	C0020538	Hypertension	DisGeNet	
TIAM1	C0020538	Hypertension	PheGenI	
DRD4	C0524662	Opiate Addiction	DisGeNet	
GRIN2A	C0524662	Opiate Addiction	DisGeNet	
GRIN2B	C0524662	Opiate Addiction	DisGeNet	
POMC	C0524662	Opiate Addiction	DisGeNet	
ANXA1	C0041341	Tuberous sclerosis syndrome	DisGeNet	
APP	C0041341	Tuberous sclerosis syndrome	DisGeNet	
CALM3	C0041341	Tuberous sclerosis syndrome	DisGeNet	
EPHB2	C0041341	Tuberous sclerosis syndrome	DisGeNet	
GRIN2C	C0041341	Tuberous sclerosis syndrome	DisGeNet	
HRAS	C0041341	Tuberous sclerosis syndrome	HumPhenOnt	
NEFL	C0041341	Tuberous sclerosis syndrome	DisGeNet	
ADRA2A	C0020649	Hypotension	DisGeNet	
GRIN2B	C0020649	Hypotension	DisGeNet	
KCNJ1	C0020649	Hypotension	HumPhenOnt	
NISCH	C0020649	Hypotension	DisGeNet	
POMC	C0020649	Hypotension	DisGeNet	
SAA1	C0020649	Hypotension	HumPhenOnt	
ADRA2A	C0003469	Anxiety Disorders	DisGeNet	
ADRA2B	C0003469	Anxiety Disorders	DisGeNet	
APP	C0003469	Anxiety Disorders	DisGeNet	
CALM3	C0003469	Anxiety Disorders	DisGeNet	
DLG4	C0003469	Anxiety Disorders	DisGeNet	
DRD4	C0003469	Anxiety Disorders	DisGeNet	
FYN	C0003469	Anxiety Disorders	DisGeNet	
GNB1	C0003469	Anxiety Disorders	DisGeNet	
POMC	C0003469	Anxiety Disorders	DisGeNet	
ADRA2B	C0025500	Mesothelioma, malignant	DisGeNet	
CALM3	C0025500	Mesothelioma, malignant	DisGeNet	
EPHB2	C0025500	Mesothelioma, malignant	DisGeNet	
EPHB4	C0025500	Mesothelioma, malignant	DisGeNet	
FYN	C0025500	Mesothelioma, malignant	DisGeNet	
LYN	C0025500	Mesothelioma, malignant	DisGeNet	
POMC	C0025500	Mesothelioma, malignant	DisGeNet	
SOS1	C0025500	Mesothelioma, malignant	DisGeNet	
SRC	C0025500	Mesothelioma, malignant	DisGeNet	
ACTN2	C3827868	Tachycardia	HumPhenOnt	
ADRA2C	C3827868	Tachycardia	DisGeNet	
APP	C3827868	Tachycardia	DisGeNet	
CALM3	C3827868	Tachycardia	DisGeNet,HumPhenOnt	
EPHB1	C3827868	Tachycardia	DisGeNet	
GNAI2	C3827868	Tachycardia	HumPhenOnt	
GRIN1	C0037769	Hypsarrhythmia	DisGeNet	
GRIN2A	C0037769	Hypsarrhythmia	DisGeNet	
GRIN2B	C0037769	Hypsarrhythmia	DisGeNet	
POMC	C0037769	Hypsarrhythmia	DisGeNet	
SOS1	C0037769	Hypsarrhythmia	DisGeNet	
ADRA2A	C0518010	body mass	DisGeNet	
ADRA2B	C0518010	body mass	DisGeNet	
DRD4	C0518010	body mass	DisGeNet	
PMCH	C0518010	body mass	DisGeNet	
POMC	C0518010	body mass	DisGeNet	
HRAS	C0027497	Nausea	DisGeNet	
POMC	C0027497	Nausea	DisGeNet	
SAA1	C0027497	Nausea	HumPhenOnt	
SLC7A7	C0027497	Nausea	HumPhenOnt	
ADRA2A	C0028754	Obesity	DisGeNet	
ADRA2B	C0028754	Obesity	DisGeNet	
APP	C0028754	Obesity	DisGeNet	
CALM3	C0028754	Obesity	DisGeNet	
CAMK2A	C0028754	Obesity	DisGeNet	
DRD4	C0028754	Obesity	DisGeNet	
EFNB1	C0028754	Obesity	DisGeNet	
EPHB2	C0028754	Obesity	DisGeNet	
GNAI2	C0028754	Obesity	DisGeNet	
GNAT3	C0028754	Obesity	DisGeNet	
