Gene	CUI	Phenotype	Source Databases	
AVP	C1857451	Acth-Independent Macronodular Adrenal Hyperplasia	DisGeNet	
GIP	C1857451	Acth-Independent Macronodular Adrenal Hyperplasia	DisGeNet	
GIPR	C1857451	Acth-Independent Macronodular Adrenal Hyperplasia	DisGeNet	
GNAI2	C1857451	Acth-Independent Macronodular Adrenal Hyperplasia	DisGeNet	
GNAS	C1857451	Acth-Independent Macronodular Adrenal Hyperplasia	DisGeNet	
GPBAR1	C1857451	Acth-Independent Macronodular Adrenal Hyperplasia	DisGeNet	
HTR4	C1857451	Acth-Independent Macronodular Adrenal Hyperplasia	DisGeNet	
MC2R	C1857451	Acth-Independent Macronodular Adrenal Hyperplasia	DisGeNet	
POMC	C1857451	Acth-Independent Macronodular Adrenal Hyperplasia	DisGeNet	
ABCB1	C0005586	Bipolar affective disorder	DisGeNet	
ADCY2	C0005586	Bipolar affective disorder	DisGeNet	
ADCY3	C0005586	Bipolar affective disorder	DisGeNet	
ADCY8	C0005586	Bipolar affective disorder	DisGeNet	
ADCY9	C0005586	Bipolar affective disorder	DisGeNet	
ADCYAP1	C0005586	Bipolar affective disorder	DisGeNet	
ADCYAP1R1	C0005586	Bipolar affective disorder	DisGeNet	
ADM	C0005586	Bipolar affective disorder	DisGeNet	
ADRB2	C0005586	Bipolar affective disorder	DisGeNet	
AVP	C0005586	Bipolar affective disorder	DisGeNet	
CALCA	C0005586	Bipolar affective disorder	DisGeNet	
CRH	C0005586	Bipolar affective disorder	DisGeNet	
CRHR1	C0005586	Bipolar affective disorder	DisGeNet	
DRD1	C0005586	Bipolar affective disorder	DisGeNet	
DRD5	C0005586	Bipolar affective disorder	DisGeNet	
GHRH	C0005586	Bipolar affective disorder	DisGeNet	
GNAL	C0005586	Bipolar affective disorder	DisGeNet	
HTR4	C0005586	Bipolar affective disorder	DisGeNet	
HTR7	C0005586	Bipolar affective disorder	DisGeNet	
MC2R	C0005586	Bipolar affective disorder	DisGeNet	
MC5R	C0005586	Bipolar affective disorder	DisGeNet	
PDE4B	C0005586	Bipolar affective disorder	DisGeNet	
POMC	C0005586	Bipolar affective disorder	DisGeNet	
TSHB	C0005586	Bipolar affective disorder	DisGeNet	
VIP	C0005586	Bipolar affective disorder	DisGeNet	
ADCYAP1	C0032002	Abnormality of the pituitary gland	DisGeNet	
ADCYAP1R1	C0032002	Abnormality of the pituitary gland	DisGeNet	
ADM	C0032002	Abnormality of the pituitary gland	DisGeNet	
AVP	C0032002	Abnormality of the pituitary gland	DisGeNet,HumPhenOnt	
AVPR2	C0032002	Abnormality of the pituitary gland	DisGeNet	
CALCA	C0032002	Abnormality of the pituitary gland	DisGeNet	
CRH	C0032002	Abnormality of the pituitary gland	DisGeNet	
CRHR1	C0032002	Abnormality of the pituitary gland	DisGeNet	
FSHB	C0032002	Abnormality of the pituitary gland	DisGeNet,HumPhenOnt	
FSHR	C0032002	Abnormality of the pituitary gland	DisGeNet,HumPhenOnt	
GCG	C0032002	Abnormality of the pituitary gland	DisGeNet	
GHRH	C0032002	Abnormality of the pituitary gland	DisGeNet	
GHRHR	C0032002	Abnormality of the pituitary gland	DisGeNet,HumPhenOnt	
GLP1R	C0032002	Abnormality of the pituitary gland	DisGeNet	
GNAS	C0032002	Abnormality of the pituitary gland	DisGeNet,HumPhenOnt	
INSL3	C0032002	Abnormality of the pituitary gland	DisGeNet	
LHB	C0032002	Abnormality of the pituitary gland	DisGeNet	
LHCGR	C0032002	Abnormality of the pituitary gland	DisGeNet,HumPhenOnt	
MC2R	C0032002	Abnormality of the pituitary gland	DisGeNet	
MC4R	C0032002	Abnormality of the pituitary gland	DisGeNet	
POMC	C0032002	Abnormality of the pituitary gland	DisGeNet,HumPhenOnt	
PTH	C0032002	Abnormality of the pituitary gland	DisGeNet	
PTHLH	C0032002	Abnormality of the pituitary gland	DisGeNet	
SCT	C0032002	Abnormality of the pituitary gland	DisGeNet	
TSHB	C0032002	Abnormality of the pituitary gland	DisGeNet	
TSHR	C0032002	Abnormality of the pituitary gland	DisGeNet,HumPhenOnt	
VIP	C0032002	Abnormality of the pituitary gland	DisGeNet	
VIPR1	C0032002	Abnormality of the pituitary gland	DisGeNet	
VIPR2	C0032002	Abnormality of the pituitary gland	DisGeNet	
ABCB1	C2911647	Weight Gain Adverse Event	DisGeNet	
ADCY1	C2911647	Weight Gain Adverse Event	DisGeNet	
ADCY2	C2911647	Weight Gain Adverse Event	DisGeNet	
