rank	phenotype	cui	assoc in neigh	assoc in intom	probability	Benjamini-Hochberg	genes	
49	Acth-Independent Macronodular Adrenal Hyperplasia	C1857451	9	40	0.0	1.757532281205165e-05	AVP,GIP,GIPR,GNAI2,GNAS,GPBAR1,HTR4,MC2R,POMC
75	Bipolar affective disorder	C0005586	25	817	1.0302980690823915e-11	2.6901004304160688e-05	ABCB1,ADCY2,ADCY3,ADCY8,ADCY9,ADCYAP1,ADCYAP1R1,ADM,ADRB2,AVP,CALCA,CRH,CRHR1,DRD1,DRD5,GHRH,GNAL,HTR4,HTR7,MC2R,MC5R,PDE4B,POMC,TSHB,VIP
76	Abnormality of the pituitary gland	C0032002	29	645	1.48858703141741e-11	2.7259684361549497e-05	ADCYAP1,ADCYAP1R1,ADM,AVP,AVPR2,CALCA,CRH,CRHR1,FSHB,FSHR,GCG,GHRH,GHRHR,GLP1R,GNAS,INSL3,LHB,LHCGR,MC2R,MC4R,POMC,PTH,PTHLH,SCT,TSHB,TSHR,VIP,VIPR1,VIPR2
77	Weight Gain Adverse Event	C2911647	15	151	1.531097471030307e-11	2.761836441893831e-05	ABCB1,ADCY1,ADCY2,ADCY8,ADCY9,ADORA2A,ADRB2,ADRB3,DRD1,DRD5,HRH2,HTR4,HTR6,HTR7,MC4R
78	Substance Withdrawal Syndrome	C0038587	11	80	3.6846081741259695e-11	2.7977044476327118e-05	ABCB1,ADCY1,ADCY8,ADORA2A,AVP,CRH,DRD1,GNAI1,GNAS,HRH2,POMC
79	Neuroendocrine neoplasm	C0206754	15	252	3.8153258330453355e-11	2.8335724533715927e-05	ADCYAP1R1,CRH,GCG,GCGR,GHRH,GIP,GIPR,GLP1R,GNAI2,GNAS,GPBAR1,IAPP,POMC,PTH,PTHLH
80	Pheochromocytoma	C0031511	15	259	4.591738100856446e-11	2.8694404591104736e-05	ADCYAP1,ADM,CALCA,CALCRL,CRH,GCG,GCGR,GNAS,HTR4,MC1R,POMC,PTH,RAMP2,SCTR,VIPR1
81	Migraine Disorders	C0149931	16	333	4.6525672203756585e-11	2.9053084648493545e-05	ADCYAP1,ADCYAP1R1,ADORA2A,ADRB2,CALCA,DRD1,DRD5,FSHR,GNAS,HTR4,HTR6,HTR7,RAMP1,VIP,VIPR1,VIPR2
82	Essential hypertension	C0085580	16	305	4.7191694996229216e-11	2.9411764705882354e-05	ABCB1,ADM,ADORA2A,ADRB1,ADRB2,ADRB3,CALCA,CALCRL,DRD1,FSHR,GCGR,GNAI2,GNAS,POMC,PTH,VIP
83	Major depressive disorder	C1269683	19	489	4.7776782530206674e-11	2.9770444763271163e-05	ABCB1,ADCY3,ADCY5,ADCY7,ADCYAP1,ADCYAP1R1,ADRB1,ADRB3,AVP,CRH,CRHR1,DRD1,GNAI3,HTR4,HTR6,MC2R,PDE4A,PDE4B,POMC
84	Pseudohypoparathyroidism, Type Ia	C3494506	7	28	4.7878812026169726e-11	3.012912482065997e-05	CALCA,GHRH,GNAS,MC4R,PTH,PTHLH,VIP
85	Anxiety Disorders	C0003469	17	383	4.8662185392345236e-11	3.048780487804878e-05	ABCB1,ADCYAP1,ADCYAP1R1,ADORA2A,ADRB2,AVP,CRH,CRHR1,GHRH,GNB1,HTR6,HTR7,MC1R,MC4R,NPS,NPSR1,POMC
86	Depressive Disorder	C0011581	19	543	5.011202564020323e-11	3.084648493543759e-05	ABCB1,ADCY1,ADCY5,ADCY7,ADCY8,ADCYAP1R1,ADRB2,AVP,CRH,CRHR1,DRD1,DRD5,FSHR,GNB1,HTR4,HTR7,PDE4A,PDE4B,POMC
87	Neoplasm of the adrenal gland	C0001624	13	111	5.3363646834725387e-11	3.12051649928264e-05	ADM2,AVPR2,CGA,CRH,FSHR,GIP,GIPR,GNAI2,GNAS,LHCGR,MC2R,POMC,TSHR
88	Mood Disorders	C0525045	17	322	5.358258281518147e-11	3.156384505021521e-05	ADCY1,ADCY7,ADCY8,ADCY9,ADORA2A,ADRB1,ADRB2,ADRB3,AVP,CALCA,CRH,CRHR1,DRD1,DRD5,HTR4,HTR6,HTR7
89	Increased body weight	C0043094	19	502	5.5788706987414116e-11	3.1922525107604016e-05	ABCB1,ADCY1,ADCY2,ADCY8,ADCY9,ADORA2A,ADRB2,ADRB3,DRD1,DRD5,GNAS,HRH2,HTR4,HTR6,HTR7,MC4R,P2RY11,POMC,RAMP2
90	Hypertension	C0020538	33	1647	6.000178132126166e-11	3.228120516499283e-05	ABCB1,ADCY5,ADCY9,ADM,ADORA2A,ADORA2B,ADRB1,ADRB2,ADRB3,AVP,AVPR2,CALCA,CALCRL,CRHR1,DRD1,FSHR,GCG,GCGR,GLP1R,GNAI2,GNAS,GPR83,HTR4,IAPP,LHB,MC2R,MC3R,MC4R,POMC,PTGER4,PTH,RAMP1,RAMP2
91	Cushing's syndrome	C0010481	7	34	6.565148424897416e-11	3.2639885222381634e-05	CRH,GIP,GIPR,GNAS,LHCGR,MC2R,POMC
92	{Unipolar depression, susceptibility to}, 608516 (3)	C0011570	19	555	8.171119336708443e-11	3.2998565279770446e-05	ABCB1,ADCY1,ADCY5,ADCY7,ADCY8,ADCYAP1R1,ADRB2,AVP,CRH,CRHR1,FSHR,HTR4,HTR6,HTR7,MC4R,PDE1A,PDE4A,PDE4B,POMC
94	Pseudohypoparathyroidism type 1A	C0033806	6	30	2.7687130366160773e-10	3.3715925394548064e-05	CALCA,GHRH,GNAS,MC4R,PTH,PTHLH
95	Female infertility	C0021361	8	72	2.821405331587812e-10	3.407460545193687e-05	ADCY3,ADRB2,ADRB3,FSHB,FSHR,LHB,LHCGR,TSHR
96	Hyperalgesia	C0020429	11	177	3.8753411590874975e-10	3.443328550932568e-05	ADM,ADRB1,AVP,CALCA,CRH,HTR7,MC1R,MC4R,PTGER4,PTHLH,VIP
97	Secondary hyperparathyroidism	C0020503	11	182	5.152679394271331e-10	3.479196556671449e-05	CALCR,CALCRL,GHRHR,GIP,GIPR,GNAS,LHCGR,POMC,PTH,PTH1R,VIPR1
98	Hyperglycemia	C0020456	16	459	7.980683891517515e-10	3.51506456241033e-05	ADCY5,ADM,ADORA2B,ADRB1,ADRB3,AVP,DRD1,GCG,GCGR,GIP,GIPR,GLP1R,GNAI2,IAPP,POMC,PTH
99	Tachycardia	C3827868	10	149	8.001299622861779e-10	3.5509325681492105e-05	ADRB1,ADRB2,GCG,GNAI2,GNAS,HTR4,LHB,SCT,TSHR,VIP
102	Unipolar Depression	C0041696	15	406	1.0776159964365206e-09	3.6585365853658535e-05	ABCB1,ADCY3,ADCY5,ADCY7,ADRB1,ADRB3,AVP,CRH,CRHR1,DRD1,HTR4,HTR6,PDE4A,PDE4B,POMC
103	Medullary thyroid carcinoma	C0238462	11	201	1.4631603706405372e-09	3.694404591104735e-05	CALCA,CALCB,CALCR,IAPP,INSL3,POMC,PTH,RAMP1,RXFP1,RXFP2,TSHR
104	Asthma	C0004096	28	1454	1.5389504115503883e-09	3.730272596843615e-05	ABCB1,ADCY2,ADCY9,ADCYAP1R1,ADM,ADORA2A,ADORA2B,ADRB2,CALCA,CRH,CRHR1,GHRH,GNAS,GNB1,GPBAR1,MC4R,NPS,NPSR1,PDE4A,PDE4B,POMC,PTGDR,PTGER2,PTGER4,PTGIR,PTH,RAMP1,VIP
105	Memory Loss	C0002622	7	61	1.7325070267304454e-09	3.7661406025824965e-05	ABCB1,AVP,DRD5,GNAI1,GNAI3,HTR7,POMC
106	Irritable bowel syndrome with diarrhea	C0022104	10	162	1.8742652985181962e-09	3.802008608321377e-05	ABCB1,CRH,CRHR1,GCG,GPBAR1,HTR4,HTR7,NPSR1,POMC,VIP
107	Obesity	C0028754	35	2181	1.9013003393908434e-09	3.837876614060258e-05	ABCB1,ADCY3,ADCY5,ADCY9,ADM,ADRB1,ADRB2,ADRB3,CALCA,CALCRL,CRH,CRHR1,DRD1,FSHR,GCG,GCGR,GHRH,GIP,GIPR,GLP1R,GNAI2,GNAS,GNAT3,GPBAR1,GPR83,IAPP,LHCGR,MC1R,MC3R,MC4R,MC5R,P2RY11,POMC,RAMP2,VIP
109	Autism 15	C0004352	21	868	2.7623474618820865e-09	3.90961262553802e-05	ABCB1,ADM,ADORA2A,ADRB2,AVP,CALCA,CALCRL,CGA,DRD1,FSHB,HTR4,HTR6,HTR7,LHB,LHCGR,PDE4A,PDE4B,POMC,SCT,VIP,VIPR1
110	body mass	C0518010	8	94	2.7931318369311953e-09	3.9454806312769006e-05	ADRB1,ADRB2,ADRB3,CALCR,GCGR,IAPP,MC4R,POMC
111	Metabolic Syndrome X	C0524620	18	638	2.7963928950214267e-09	3.981348637015782e-05	ADCYAP1,ADM,ADRB1,ADRB2,ADRB3,DRD1,FSHR,GCG,GIP,GIPR,GLP1R,GNAI2,GNAT3,MC3R,MC4R,POMC,VIP,VIPR2
112	Hypotension	C0020649	9	129	2.830972456457914e-09	4.0172166427546624e-05	ADM,ADORA2A,AVP,CRH,DRD1,GCG,POMC,PTGER4,VIP
113	Sleep Wake Disorders	C0851578	8	95	3.0428605191090696e-09	4.0530846484935437e-05	ADORA2A,ADRB2,ADRB3,CRH,GHRH,GHRHR,HTR7,POMC
114	Mental disorders	C0004936	15	439	3.2112845715914773e-09	4.088952654232424e-05	ABCB1,ADCY7,ADCYAP1,ADCYAP1R1,CALCA,CRH,CRHR1,DRD5,GPBAR1,HTR7,PDE4B,POMC,PTH,SCT,VIP
115	Obesity, severe, 601665 (3)	C0028756	9	131	3.2620202095046125e-09	4.1248206599713054e-05	ADRB1,ADRB2,ADRB3,GNAS,MC2R,MC3R,MC4R,MC5R,POMC
117	Anorexia	C0003123	9	134	4.074957593580564e-09	4.196556671449068e-05	AVPR2,CRH,CRHR1,GLP1R,HTR4,IAPP,MC4R,NPSR1,POMC
118	Disorder of endocrine system	C0014130	7	68	4.138902442996084e-09	4.2324246771879484e-05	CALCA,CALCR,CRH,GNAS,POMC,PTH,TSHR
119	Pseudohypoparathyroidism, type IB, 603233 (3)	C1864100	5	25	4.324793745347222e-09	4.26829268292683e-05	GHRH,GNAS,PTH,PTH1R,PTHLH
123	Pituitary corticotropic cell adenoma	C1306214	6	45	5.29222166090193e-09	4.411764705882353e-05	CRHR1,GHRH,GNAI2,GNAS,MC2R,POMC
