Gene	CUI	Phenotype	Source Databases	
CAMK2A	C2911647	Weight Gain Adverse Event	DisGeNet	
CAMK2B	C2911647	Weight Gain Adverse Event	DisGeNet	
GRIN1	C2911647	Weight Gain Adverse Event	DisGeNet	
GRIN2A	C2911647	Weight Gain Adverse Event	DisGeNet	
GRIN2B	C2911647	Weight Gain Adverse Event	DisGeNet	
GRIN2C	C2911647	Weight Gain Adverse Event	DisGeNet	
GRIN2D	C2911647	Weight Gain Adverse Event	DisGeNet	
GRIN3A	C2911647	Weight Gain Adverse Event	DisGeNet	
SRC	C2911647	Weight Gain Adverse Event	DisGeNet	
CALM3	C0025500	Mesothelioma, malignant	DisGeNet	
CYP2C19	C0025500	Mesothelioma, malignant	DisGeNet	
CYP2E1	C0025500	Mesothelioma, malignant	DisGeNet	
CYP3A4	C0025500	Mesothelioma, malignant	DisGeNet	
EPHB2	C0025500	Mesothelioma, malignant	DisGeNet	
EPHB4	C0025500	Mesothelioma, malignant	DisGeNet	
FYN	C0025500	Mesothelioma, malignant	DisGeNet	
LYN	C0025500	Mesothelioma, malignant	DisGeNet	
SOS1	C0025500	Mesothelioma, malignant	DisGeNet	
SRC	C0025500	Mesothelioma, malignant	DisGeNet	
CALM3	C0011206	Cocaine delirium	DisGeNet	
CYP3A4	C0011206	Cocaine delirium	DisGeNet	
GRIN2B	C0011206	Cocaine delirium	DisGeNet	
GRIN3A	C0011206	Cocaine delirium	DisGeNet	
CALM3	C0036341	Schizophrenia	DisGeNet	
CAMK2A	C0036341	Schizophrenia	DisGeNet	
CAMK2B	C0036341	Schizophrenia	DisGeNet	
CYP2C19	C0036341	Schizophrenia	DisGeNet	
CYP2E1	C0036341	Schizophrenia	DisGeNet	
CYP3A4	C0036341	Schizophrenia	DisGeNet	
DLG4	C0036341	Schizophrenia	DisGeNet	
EFNB1	C0036341	Schizophrenia	PheGenI	
EFNB2	C0036341	Schizophrenia	DisGeNet	
EPHB2	C0036341	Schizophrenia	DisGeNet	
FYN	C0036341	Schizophrenia	DisGeNet	
GRB2	C0036341	Schizophrenia	DisGeNet	
GRIN1	C0036341	Schizophrenia	DisGeNet	
GRIN2A	C0036341	Schizophrenia	DisGeNet	
GRIN2B	C0036341	Schizophrenia	DisGeNet	
GRIN2C	C0036341	Schizophrenia	DisGeNet	
