Gene	CUI	Phenotype	Source Databases	
AKT1	C0856169	Endothelial dysfunction	DisGeNet	
CAV1	C0856169	Endothelial dysfunction	DisGeNet	
HSP90AA1	C0856169	Endothelial dysfunction	DisGeNet	
NOS2	C0856169	Endothelial dysfunction	DisGeNet	
NOS3	C0856169	Endothelial dysfunction	DisGeNet	
SLC7A1	C0856169	Endothelial dysfunction	DisGeNet	
AKT1	C0003130	Hypoxia	DisGeNet	
ASL	C0003130	Hypoxia	DisGeNet	
ASS1	C0003130	Hypoxia	DisGeNet	
CAV1	C0003130	Hypoxia	DisGeNet	
NOS2	C0003130	Hypoxia	DisGeNet	
NOS3	C0003130	Hypoxia	DisGeNet	
AKT1	C0011875	Diabetic Angiopathies	DisGeNet	
ASS1	C0011875	Diabetic Angiopathies	DisGeNet	
NOS2	C0011875	Diabetic Angiopathies	DisGeNet	
NOS3	C0011875	Diabetic Angiopathies	DisGeNet	
ASL	C0376618	Endotoxemia	DisGeNet	
ASS1	C0376618	Endotoxemia	DisGeNet	
NOS2	C0376618	Endotoxemia	DisGeNet	
NOS3	C0376618	Endotoxemia	DisGeNet	
AKT1	C0600452	Hepatopulmonary Syndrome	DisGeNet	
CAV1	C0600452	Hepatopulmonary Syndrome	DisGeNet	
NOS2	C0600452	Hepatopulmonary Syndrome	DisGeNet	
NOS3	C0600452	Hepatopulmonary Syndrome	DisGeNet	
ASL	C0002063	Alkalosis	HumPhenOnt	
ASS1	C0002063	Alkalosis	HumPhenOnt	
NOS3	C0002063	Alkalosis	DisGeNet	
ASL	C0220994	Hyperammonemia	HumPhenOnt	
ASS1	C0220994	Hyperammonemia	DisGeNet,HumPhenOnt	
SLC22A5	C0220994	Hyperammonemia	HumPhenOnt	
AKT1	C0152171	Primary pulmonary hypertension	DisGeNet	
CAV1	C0152171	Primary pulmonary hypertension	ClinVar,DisGeNet	
HSP90AA1	C0152171	Primary pulmonary hypertension	DisGeNet	
NOS2	C0152171	Primary pulmonary hypertension	DisGeNet	
NOS3	C0152171	Primary pulmonary hypertension	DisGeNet	
AKT1	C0020538	Hypertension	DisGeNet	
AZIN2	C0020538	Hypertension	DisGeNet	
CALM3	C0020538	Hypertension	DisGeNet	
CAV1	C0020538	Hypertension	DisGeNet,HumPhenOnt	
HSP90AA1	C0020538	Hypertension	DisGeNet	
NOS2	C0020538	Hypertension	DisGeNet	
NOS3	C0020538	Hypertension	DisGeNet	
SLC22A4	C0020538	Hypertension	DisGeNet	
SLC22A5	C0020538	Hypertension	DisGeNet	
SLC7A1	C0020538	Hypertension	DisGeNet	
ASL	C0242706	Hyperoxia	DisGeNet	
ASS1	C0242706	Hyperoxia	DisGeNet	
NOS3	C0242706	Hyperoxia	DisGeNet	
AKT1	C0005695	Urinary Bladder Neoplasms	HumPhenOnt	
ASS1	C0005695	Urinary Bladder Neoplasms	DisGeNet	
HSP90AA1	C0005695	Urinary Bladder Neoplasms	DisGeNet	
NOS2	C0005695	Urinary Bladder Neoplasms	DisGeNet	
NOS3	C0005695	Urinary Bladder Neoplasms	DisGeNet	
SLC16A10	C0005695	Urinary Bladder Neoplasms	DisGeNet	
AKT1	C0002895	Anemia, Sickle Cell	DisGeNet	
CALM3	C0002895	Anemia, Sickle Cell	DisGeNet	
HSP90AA1	C0002895	Anemia, Sickle Cell	DisGeNet	
NOS3	C0002895	Anemia, Sickle Cell	DisGeNet	
SLC22A5	C0002895	Anemia, Sickle Cell	DisGeNet	
AKT1	C0016169	pathologic fistula	DisGeNet	
