node_name	node_type	
DB00938	drug	
ADRB2	drug_target	
CYP3A5	drug_target	
CYP3A4	drug_target	
CYP2C8	drug_target	
Acth-Independent Macronodular Adrenal Hyperplasia	phenotype	
Abnormality of the pituitary gland	phenotype	
Neoplasm of the adrenal gland	phenotype	
Alzheimer Disease	phenotype	
Secondary hyperparathyroidism	phenotype	
Pheochromocytoma	phenotype	
Kidney Failure, Chronic	phenotype	
Neuroendocrine neoplasm	phenotype	
Migraine Disorders	phenotype	
Malignant tumor of prostate	phenotype	
Cushing's syndrome	phenotype	
Bipolar affective disorder	phenotype	
Pituitary adenoma	phenotype	
Essential hypertension	phenotype	
Adrenocortical carcinoma	phenotype	
Adenomas, multiple colorectal, 608456 (3)	phenotype	
Acute-Phase Reaction	phenotype	
Hypertension	phenotype	
Medullary thyroid carcinoma	phenotype	
Mood Disorders	phenotype	
Breast-ovarian cancer, familial 1	phenotype	
Pseudohypoparathyroidism, Type Ia	phenotype	
Hyperparathyroidism 4	phenotype	
Prostate carcinoma	phenotype	
Breast carcinoma	phenotype	
Heart Failure	phenotype	
Asthma	phenotype	
Diabetes mellitus type 2	phenotype	
Neuroblastoma	phenotype	
Anxiety Disorders	phenotype	
Hyperlipidemia, combined, 1	phenotype	
Hypercholesterolemia, autosomal dominant, type B	phenotype	
Hyperplasia	phenotype	
Cholera	phenotype	
Pseudohypoparathyroidism, type IB, 603233 (3)	phenotype	
Schizophrenia	phenotype	
Delayed puberty	phenotype	
Alcohol dependence	phenotype	
Liver Cirrhosis, Biliary	phenotype	
Bone necrosis	phenotype	
Pituitary corticotropic cell adenoma	phenotype	
Prostatic Neoplasms	phenotype	
Disorder of endocrine system	phenotype	
Pain	phenotype	
Alcohol abuse	phenotype	
Squamous Cell Neoplasms	phenotype	
Pituitary dependent hypercortisolism	phenotype	
Pseudohypoparathyroidism type 1A	phenotype	
Female infertility	phenotype	
Inflammation	phenotype	
Obesity, severe, 601665 (3)	phenotype	
Animal Mammary Neoplasms	phenotype	
Anorexia nervosa 1	phenotype	
Hyperalgesia	phenotype	
Malignant neoplasm of pancreas	phenotype	
Benign melanocytic nevus	phenotype	
Increased analgesia from kappa-opioid receptor agonist, female-specific	phenotype	
Obesity	phenotype	
Osteomalacia	phenotype	
Ovarian Neoplasms	phenotype	
Renal Insufficiency, Chronic	phenotype	
Tachycardia	phenotype	
Metabolic Syndrome X	phenotype	
Lung Neoplasms	phenotype	
Attention deficit hyperactivity disorder	phenotype	
Osteoporosis	phenotype	
Carcinoid tumor no ICD-O subtype	phenotype	
Polycystic Ovary Syndrome	phenotype	
Adrenocortical adenoma	phenotype	
Pancreatic Carcinoma	phenotype	
Insulinoma	phenotype	
Verotoxigenic Escherichia coli gastrointestinal tract infection	phenotype	
Congestive heart failure	phenotype	
Stress, Psychological	phenotype	
Adrenal hyperplasia	phenotype	
Rhabdomyosarcoma alveolar	phenotype	
Major depressive disorder	phenotype	
Ovarian Failure, Premature	phenotype	
Mental disorders	phenotype	
Irritable bowel syndrome with diarrhea	phenotype	
body mass	phenotype	
{Unipolar depression, susceptibility to}, 608516 (3)	phenotype	
Sleep Wake Disorders	phenotype	
Thyroid hormone receptor defect	phenotype	
Neoplasm of the colon	phenotype	
Anorexia	phenotype	
Abdominal obesity	phenotype	
Hyperglycemia	phenotype	
Recurrent major depressive episodes	phenotype	
Chronic Fatigue Syndrome	phenotype	
Diabetes Mellitus, Type 1	phenotype	
Melanocytic nevus of skin	phenotype	
Congenital adrenal hyperplasia	phenotype	
Adrenal Gland Hyperfunction	phenotype	
Hyperthyroidism	phenotype	
Abnormality of skeletal maturation	phenotype	
Hypercalciuria	phenotype	
Familial hypercholesterolemia	phenotype	
Preeclampsia/eclampsia 1	phenotype	
Carcinoid tumor	phenotype	
Femur Head Necrosis	phenotype	
Premature Birth	phenotype	
Chronic obstructive pulmonary disease	phenotype	
Substance addiction and disorders	phenotype	
Abnormality of skeletal physiology	phenotype	
Epilepsy	phenotype	
Primary hyperparathyroidism	phenotype	
Bradycardia	phenotype	
Hypercalcemia, infantile, 2	phenotype	
Ovarian Diseases	phenotype	
Gastrinoma	phenotype	
Diabetes insipidus	phenotype	
Disorders of Intracellular Cobalamin Metabolism	phenotype	
Hypothyroidism	phenotype	
Abnormality of the parathyroid physiology	phenotype	
Familial type 3 hyperlipoproteinemia	phenotype	
Antisocial Personality Disorder	phenotype	
Ischemia	phenotype	
Sparse pubic hair	phenotype	
Abnormality of the pubic hair	phenotype	
Bone neoplasms	phenotype	
Cataracts, growth hormone deficiency, sensory neuropathy, sensorineural hearing loss, and skeletal dysplasia	phenotype	
Skin nodule	phenotype	
Vascular Calcification	phenotype	
Acute postoperative pain	phenotype	
Hypotension	phenotype	
Parkinson Disease	phenotype	
Bronchial Hyperreactivity	phenotype	
alcohol use disorder	phenotype	
Abnormality of the parathyroid gland	phenotype	
Hypoglycemia, neonatal, simulating foetopathia diabetica	phenotype	
Depressive Disorder	phenotype	
Autism 15	phenotype	
Primary hyperaldosteronism	phenotype	
Myotubular myopathy	phenotype	
Nevus	phenotype	
Acute myocardial ischemia	phenotype	
Rheumatoid arthritis	phenotype	
Osteoarthritis	phenotype	
Drug Dependence	phenotype	
Acute Coronary Syndrome	phenotype	
Acute kidney injury	phenotype	
Cystitis	phenotype	
Rickets	phenotype	
 Hyperandrogenism, nonclassic type, due to 21-hydroxylase deficiency, 201910 (3)	phenotype	
Pancreatic Neoplasms	phenotype	
Plaque, Atherosclerotic	phenotype	
Testicular Neoplasms	phenotype	
Cardiovascular Diseases	phenotype	
Giant cell tumor of bone	phenotype	
Obesity, Visceral	phenotype	
Acromegaly	phenotype	
Wiskott-Aldrich syndrome, 301000 (3)	phenotype	
Vitamin D Deficiency	phenotype	
MAJOR AFFECTIVE DISORDER 4	phenotype	
MAJOR AFFECTIVE DISORDER 5	phenotype	
MAJOR AFFECTIVE DISORDER 6	phenotype	
Major affective disorder 7	phenotype	
MAJOR AFFECTIVE DISORDER 8	phenotype	
MAJOR AFFECTIVE DISORDER 9	phenotype	
Pathologic fracture	phenotype	
Neurodegenerative Diseases	phenotype	
Somatotroph adenoma	phenotype	
Arteriosclerosis	phenotype	
Nephrocalcinosis	phenotype	
Chorioamnionitis	phenotype	
Weight Gain Adverse Event	phenotype	
Carcinogenesis	phenotype	
Unipolar Depression	phenotype	
Ichthyosis bullosa of Siemens	phenotype	
Renal insufficiency	phenotype	
Nicotine Dependence	phenotype	
Neck Neoplasms	phenotype	
Bile duct cancer resectable	phenotype	
Abnormality of secondary sexual hair	phenotype	
Flushing	phenotype	
Akinesia	phenotype	
Oligospermia	phenotype	
Hyperinsulinemia	phenotype	
Panic disorder syndrome 1 (2)	phenotype	
Abnormality of divalent inorganic cation homeostasis	phenotype	
Rous Sarcoma	phenotype	
Abnormality of head blood vessel	phenotype	
Gastric ulcer	phenotype	
Nephrolithiasis	phenotype	
Substance Withdrawal Syndrome	phenotype	
Down Syndrome	phenotype	
Achalasia	phenotype	
Abnormality of the hypothalamus-pituitary axis	phenotype	
Myocardial Infarction	phenotype	
Multiple Endocrine Neoplasia Type 1	phenotype	
Abnormality of the endocrine system	phenotype	
Cancer of mouth	phenotype	
Accelerated skeletal maturation	phenotype	
Amyotrophic Lateral Sclerosis	phenotype	
granulosa cell tumor	phenotype	
Precocious puberty	phenotype	
Pain insensitivity	phenotype	
Abnormality of phosphate homeostasis	phenotype	
Colitis, Ulcerative	phenotype	
Thyroid Neoplasms	phenotype	
Chronic heart failure	phenotype	
Depressive Symptoms	phenotype	
Azoospermia	phenotype	
Multiple Endocrine Neoplasia Type 2b	phenotype	
Ectopic calcification	phenotype	
Thyroid Diseases	phenotype	
Hypothermia	phenotype	
Aortic atherosclerosis	phenotype	
Hereditary pancreatitis	phenotype	
Mitral regurgitation	phenotype	
Ulcerative colitis	phenotype	
Squamous cell carcinoma	phenotype	
Multiple endocrine neoplasia, type 4	phenotype	
Nodular goiter	phenotype	
Isolated somatotropin deficiency	phenotype	
Malignant tumor of urinary bladder	phenotype	
Tumor Angiogenesis	phenotype	
Optic neuropathy	phenotype	
Neurologic, endocrine, and pancreatic disease, multisystem, infantile-onset	phenotype	
Glucocorticoid resistance, generalized	phenotype	
 Adenocarcinoma, ovarian, somatic, 167000 (3)	phenotype	
Hyponatremia	phenotype	
Musculoskeletal Diseases	phenotype	
